Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,game_id
NYG,2018-10-22,2,Mon,7,7,@,ATL,L 20-23,2,2,2,3,3,0,NYG_ATL_2018-10-22
DAL,2018-10-21,2,Sun,7,7,@,WAS,L 17-20,2,2,2,2,2,0,DAL_WAS_2018-10-21
TEN,2018-10-21,2,Sun,7,7,@,LAC,L 19-20,2,2,2,2,2,0,TEN_LAC_2018-10-21
MIN,2018-10-21,2,Sun,7,7,@,NYJ,W 37-17,2,2,2,1,1,0,MIN_NYJ_2018-10-21
CAR,2018-10-21,2,Sun,6,7,@,PHI,W 21-17,2,2,2,2,1,0,CAR_PHI_2018-10-21
LAC,2018-10-21,2,Sun,7,7,,TEN,W 20-19,2,1,1,3,2,0,LAC_TEN_2018-10-21
JAX,2018-10-21,2,Sun,7,7,,HOU,L 7-20,2,2,2,2,2,0,JAX_HOU_2018-10-21
WAS,2018-10-21,2,Sun,6,7,,DAL,W 20-17,2,2,2,2,1,0,WAS_DAL_2018-10-21
CAR,2018-10-14,2,Sun,5,6,@,WAS,L 17-23,2,2,2,3,3,0,CAR_WAS_2018-10-14
LAR,2018-10-14,2,Sun,6,6,@,DEN,W 23-20,2,2,2,2,2,0,LAR_DEN_2018-10-14
MIN,2018-10-14,2,Sun,6,6,,ARI,W 27-17,2,2,2,1,1,0,MIN_ARI_2018-10-14
DEN,2018-10-14,2,Sun,6,6,,LAR,L 20-23,2,2,2,4,3,0,DEN_LAR_2018-10-14
WAS,2018-10-14,2,Sun,5,6,,CAR,W 23-17,2,1,0,1,1,0,WAS_CAR_2018-10-14
BUF,2018-10-14,2,Sun,6,6,@,HOU,L 13-20,2,2,2,2,2,0,BUF_HOU_2018-10-14
NOR,2018-10-08,2,Mon,5,5,,WAS,W 43-19,2,1,1,2,2,0,NOR_WAS_2018-10-08
PHI,2018-10-07,2,Sun,5,5,,MIN,L 21-23,2,2,2,5,3,0,PHI_MIN_2018-10-07
MIN,2018-10-07,2,Sun,5,5,@,PHI,W 23-21,2,1,1,2,2,0,MIN_PHI_2018-10-07
NYJ,2018-10-07,2,Sun,5,5,,DEN,W 34-16,2,1,1,1,1,0,NYJ_DEN_2018-10-07
CIN,2018-10-07,2,Sun,5,5,,MIA,W 27-17,2,2,2,1,1,0,CIN_MIA_2018-10-07
PIT,2018-10-07,2,Sun,5,5,,ATL,W 41-17,2,2,2,1,1,0,PIT_ATL_2018-10-07
KAN,2018-10-07,2,Sun,5,5,,JAX,W 30-14,2,2,2,0,0,0,KAN_JAX_2018-10-07
KAN,2018-10-01,2,Mon,4,4,@,DEN,W 27-23,2,2,2,3,3,0,KAN_DEN_2018-10-01
NOR,2018-09-30,2,Sun,4,4,@,NYG,W 33-18,2,1,1,1,1,0,NOR_NYG_2018-09-30
PIT,2018-09-30,2,Sun,4,4,,BAL,L 14-26,2,2,2,4,4,0,PIT_BAL_2018-09-30
TEN,2018-09-30,2,Sun,4,4,,PHI,W 26-23 (OT),2,2,2,3,3,0,TEN_PHI_2018-09-30
BUF,2018-09-30,2,Sun,4,4,@,GNB,L 0-22,2,2,1,3,3,0,BUF_GNB_2018-09-30
SEA,2018-09-30,2,Sun,4,4,@,ARI,W 20-17,2,2,2,3,1,0,SEA_ARI_2018-09-30
ARI,2018-09-30,2,Sun,4,4,,SEA,L 17-20,2,2,2,4,2,0,ARI_SEA_2018-09-30
DET,2018-09-30,2,Sun,4,4,@,DAL,L 24-26,2,2,2,4,4,0,DET_DAL_2018-09-30
NWE,2018-09-23,2,Sun,3,3,@,DET,L 10-26,2,2,2,4,4,0,NWE_DET_2018-09-23
MIA,2018-09-23,2,Sun,3,3,,OAK,W 28-20,2,2,2,2,2,0,MIA_OAK_2018-09-23
IND,2018-09-23,2,Sun,3,3,@,PHI,L 16-20,2,2,2,3,2,0,IND_PHI_2018-09-23
BAL,2018-09-23,2,Sun,3,3,,DEN,W 27-14,2,2,2,0,0,0,BAL_DEN_2018-09-23
WAS,2018-09-23,2,Sun,3,3,,GNB,W 31-17,2,2,2,1,1,0,WAS_GNB_2018-09-23
CHI,2018-09-23,2,Sun,3,3,@,ARI,W 16-14,2,2,2,0,0,0,CHI_ARI_2018-09-23
NYG,2018-09-23,2,Sun,3,3,@,HOU,W 27-22,2,1,1,3,3,0,NYG_HOU_2018-09-23
CLE,2018-09-20,2,Thu,3,3,,NYJ,W 21-17,2,2,2,1,1,0,CLE_NYJ_2018-09-20
NYJ,2018-09-20,2,Thu,3,3,@,CLE,L 17-21,2,1,1,2,2,0,NYJ_CLE_2018-09-20
CHI,2018-09-17,2,Mon,2,2,,SEA,W 24-17,2,2,2,1,1,0,CHI_SEA_2018-09-17
DEN,2018-09-16,2,Sun,2,2,,OAK,W 20-19,2,2,1,2,2,0,DEN_OAK_2018-09-16
OAK,2018-09-16,2,Sun,2,2,@,DEN,L 19-20,2,2,2,2,2,0,OAK_DEN_2018-09-16
LAC,2018-09-16,2,Sun,2,2,@,BUF,W 31-20,2,2,2,2,2,0,LAC_BUF_2018-09-16
MIN,2018-09-16,2,Sun,2,2,@,GNB,T 29-29 (OT),2,2,2,6,5,0,MIN_GNB_2018-09-16
HOU,2018-09-16,2,Sun,2,2,@,TEN,L 17-20,2,2,2,2,2,0,HOU_TEN_2018-09-16
JAX,2018-09-16,2,Sun,2,2,,NWE,W 31-20,2,2,2,3,2,0,JAX_NWE_2018-09-16
CLE,2018-09-16,2,Sun,2,2,@,NOR,L 18-21,2,1,1,3,2,0,CLE_NOR_2018-09-16
TEN,2018-09-16,2,Sun,2,2,,HOU,W 20-17,2,2,2,2,1,0,TEN_HOU_2018-09-16
NOR,2018-09-16,2,Sun,2,2,,CLE,W 21-18,2,2,0,4,2,0,NOR_CLE_2018-09-16
NYG,2018-09-16,2,Sun,2,2,@,DAL,L 13-20,2,2,2,2,2,0,NYG_DAL_2018-09-16
NYJ,2018-09-10,2,Mon,1,1,@,DET,W 48-17,2,2,2,3,1,0,NYJ_DET_2018-09-10
CIN,2018-09-09,2,Sun,1,1,@,IND,W 34-23,2,2,2,4,3,0,CIN_IND_2018-09-09
GNB,2018-09-09,2,Sun,1,1,,CHI,W 24-23,2,2,2,3,3,0,GNB_CHI_2018-09-09
MIA,2018-09-09,2,Sun,1,1,,TEN,W 27-20,2,2,2,2,2,0,MIA_TEN_2018-09-09
DAL,2018-09-09,2,Sun,1,1,@,CAR,L 8-16,2,1,1,1,1,0,DAL_CAR_2018-09-09
NWE,2018-09-09,2,Sun,1,1,,HOU,W 27-20,2,2,2,2,2,0,NWE_HOU_2018-09-09
NYG,2018-09-09,2,Sun,1,1,,JAX,L 15-20,2,2,2,2,2,0,NYG_JAX_2018-09-09
ATL,2018-09-06,2,Thu,1,1,@,PHI,L 12-18,2,1,1,1,1,0,ATL_PHI_2018-09-06
WAS,2017-12-31,2,Sun,16,17,@,NYG,L 10-18,2,1,0,2,2,0,WAS_NYG_2017-12-31
HOU,2017-12-31,2,Sun,16,17,@,IND,L 13-22,2,2,2,2,2,1,HOU_IND_2017-12-31
MIA,2017-12-31,2,Sun,16,17,,BUF,L 16-22,2,1,1,3,3,0,MIA_BUF_2017-12-31
BUF,2017-12-31,2,Sun,16,17,@,MIA,W 22-16,2,1,1,1,1,0,BUF_MIA_2017-12-31
SEA,2017-12-31,2,Sun,16,17,,ARI,L 24-26,2,2,2,4,4,0,SEA_ARI_2017-12-31
OAK,2017-12-25,2,Mon,15,16,@,PHI,L 10-19,2,1,1,3,2,0,OAK_PHI_2017-12-25
DET,2017-12-24,2,Sun,15,16,@,CIN,L 17-26,2,2,2,4,4,0,DET_CIN_2017-12-24
ATL,2017-12-24,2,Sun,15,16,@,NOR,L 13-23,2,2,2,3,3,0,ATL_NOR_2017-12-24
TAM,2017-12-24,2,Sun,15,16,@,CAR,L 19-22,2,2,1,3,3,0,TAM_CAR_2017-12-24
MIA,2017-12-24,2,Sun,15,16,@,KAN,L 13-29,2,2,2,6,5,0,MIA_KAN_2017-12-24
CIN,2017-12-24,2,Sun,15,16,,DET,W 26-17,2,2,2,2,1,0,CIN_DET_2017-12-24
NYJ,2017-12-24,2,Sun,15,16,,LAC,L 7-14,2,2,2,1,0,0,NYJ_LAC_2017-12-24
LAR,2017-12-24,2,Sun,15,16,@,TEN,W 27-23,2,2,2,4,3,0,LAR_TEN_2017-12-24
IND,2017-12-23,2,Sat,15,16,@,BAL,L 16-23,2,2,2,3,3,0,IND_BAL_2017-12-23
TAM,2017-12-18,2,Mon,14,15,,ATL,L 21-24,2,3,3,2,1,0,TAM_ATL_2017-12-18
OAK,2017-12-17,2,Sun,14,15,,DAL,L 17-20,2,2,2,2,2,0,OAK_DAL_2017-12-17
ARI,2017-12-17,2,Sun,14,15,@,WAS,L 15-20,2,2,2,2,2,0,ARI_WAS_2017-12-17
DAL,2017-12-17,2,Sun,14,15,@,OAK,W 20-17,2,2,2,2,1,0,DAL_OAK_2017-12-17
NOR,2017-12-17,2,Sun,14,15,,NYJ,W 31-19,2,1,1,2,2,0,NOR_NYJ_2017-12-17
SFO,2017-12-17,2,Sun,14,15,,TEN,W 25-23,2,2,2,3,3,0,SFO_TEN_2017-12-17
CHI,2017-12-16,2,Sat,14,15,@,DET,L 10-20,2,2,2,2,2,0,CHI_DET_2017-12-16
KAN,2017-12-16,2,Sat,14,15,,LAC,W 30-13,2,2,1,0,0,0,KAN_LAC_2017-12-16
MIA,2017-12-11,2,Mon,13,14,,NWE,W 27-20,2,2,2,2,2,0,MIA_NWE_2017-12-11
SFO,2017-12-10,2,Sun,13,14,@,HOU,W 26-16,2,2,1,2,1,0,SFO_HOU_2017-12-10
OAK,2017-12-10,2,Sun,13,14,@,KAN,L 15-26,2,2,2,4,4,0,OAK_KAN_2017-12-10
LAC,2017-12-10,2,Sun,13,14,,WAS,W 30-13,2,2,1,0,0,0,LAC_WAS_2017-12-10
CAR,2017-12-10,2,Sun,13,14,,MIN,W 31-24,2,1,1,4,3,0,CAR_MIN_2017-12-10
KAN,2017-12-10,2,Sun,13,14,,OAK,W 26-15,2,1,1,0,0,0,KAN_OAK_2017-12-10
NYJ,2017-12-10,2,Sun,13,14,@,DEN,L 0-23,2,2,2,4,3,0,NYJ_DEN_2017-12-10
IND,2017-12-10,2,Sun,13,14,@,BUF,L 7-13 (OT),2,1,1,0,0,0,IND_BUF_2017-12-10
HOU,2017-12-10,2,Sun,13,14,,SFO,L 16-26,2,2,2,4,4,0,HOU_SFO_2017-12-10
ATL,2017-12-07,2,Thu,13,14,,NOR,W 20-17,2,2,2,1,1,0,ATL_NOR_2017-12-07
NOR,2017-12-07,2,Thu,13,14,@,ATL,L 17-20,2,2,2,2,2,0,NOR_ATL_2017-12-07
PIT,2017-12-04,2,Mon,12,13,@,CIN,W 23-20,2,2,2,2,2,0,PIT_CIN_2017-12-04
CIN,2017-12-04,2,Mon,12,13,,PIT,L 20-23,2,2,2,3,3,0,CIN_PIT_2017-12-04
BUF,2017-12-03,2,Sun,12,13,,NWE,L 3-23,2,2,2,3,3,0,BUF_NWE_2017-12-03
OAK,2017-12-03,2,Sun,12,13,,NYG,W 24-17,2,2,2,1,1,0,OAK_NYG_2017-12-03
ATL,2017-12-03,2,Sun,12,13,,MIN,L 9-14,2,2,2,0,0,0,ATL_MIN_2017-12-03
GNB,2017-12-03,2,Sun,12,13,,TAM,W 26-20 (OT),2,2,2,2,2,0,GNB_TAM_2017-12-03
LAR,2017-12-03,2,Sun,12,13,@,ARI,W 32-16,2,2,1,2,1,0,LAR_ARI_2017-12-03
SFO,2017-12-03,2,Sun,12,13,@,CHI,W 15-14,2,2,2,0,0,0,SFO_CHI_2017-12-03
DAL,2017-11-30,2,Thu,12,13,,WAS,W 38-14,2,2,2,0,0,0,DAL_WAS_2017-11-30
HOU,2017-11-27,2,Mon,11,12,@,BAL,L 16-23,2,2,2,3,3,0,HOU_BAL_2017-11-27
NOR,2017-11-26,2,Sun,11,12,@,LAR,L 20-26,2,2,2,5,4,0,NOR_LAR_2017-11-26
LAR,2017-11-26,2,Sun,11,12,,NOR,W 26-20,2,2,2,2,2,0,LAR_NOR_2017-11-26
ATL,2017-11-26,2,Sun,11,12,,TAM,W 34-20,2,2,2,2,2,0,ATL_TAM_2017-11-26
OAK,2017-11-26,2,Sun,11,12,,DEN,W 21-14,2,2,2,0,0,0,OAK_DEN_2017-11-26
NWE,2017-11-26,2,Sun,11,12,,MIA,W 35-17,2,2,2,1,1,0,NWE_MIA_2017-11-26
JAX,2017-11-26,2,Sun,11,12,@,ARI,L 24-27,2,1,1,4,4,0,JAX_ARI_2017-11-26
IND,2017-11-26,2,Sun,11,12,,TEN,L 16-20,2,2,2,2,2,0,IND_TEN_2017-11-26
NYG,2017-11-23,2,Thu,11,12,@,WAS,L 10-20,2,2,2,2,2,0,NYG_WAS_2017-11-23
MIN,2017-11-23,2,Thu,11,12,@,DET,W 30-23,2,2,2,3,3,0,MIN_DET_2017-11-23
CLE,2017-11-19,2,Sun,10,11,,JAX,L 7-19,2,1,1,3,2,0,CLE_JAX_2017-11-19
GNB,2017-11-19,2,Sun,10,11,,BAL,L 0-23,2,2,2,3,3,0,GNB_BAL_2017-11-19
CIN,2017-11-19,2,Sun,10,11,@,DEN,W 20-17,2,2,2,2,1,0,CIN_DEN_2017-11-19
TAM,2017-11-19,2,Sun,10,11,@,MIA,W 30-20,2,2,2,2,2,0,TAM_MIA_2017-11-19
PIT,2017-11-16,2,Thu,10,11,,TEN,W 40-17,2,2,2,2,1,0,PIT_TEN_2017-11-16
IND,2017-11-12,2,Sun,10,10,,PIT,L 17-20,2,1,0,3,2,0,IND_PIT_2017-11-12
LAC,2017-11-12,2,Sun,9,10,@,JAX,L 17-20 (OT),2,1,0,2,2,0,LAC_JAX_2017-11-12
SFO,2017-11-12,2,Sun,10,10,,NYG,W 31-21,2,1,1,3,2,0,SFO_NYG_2017-11-12
PIT,2017-11-12,2,Sun,9,10,@,IND,W 20-17,2,2,2,1,1,0,PIT_IND_2017-11-12
JAX,2017-11-12,2,Sun,9,10,,LAC,W 20-17 (OT),2,2,2,1,1,0,JAX_LAC_2017-11-12
CHI,2017-11-12,2,Sun,9,10,,GNB,L 16-23,2,2,2,4,3,0,CHI_GNB_2017-11-12
ARI,2017-11-09,2,Thu,9,10,,SEA,L 16-22,2,2,2,2,2,1,ARI_SEA_2017-11-09
SEA,2017-11-09,2,Thu,9,10,@,ARI,W 22-16,2,2,1,1,1,0,SEA_ARI_2017-11-09
DET,2017-11-06,2,Mon,8,9,@,GNB,W 30-17,2,2,2,2,1,0,DET_GNB_2017-11-06
WAS,2017-11-05,2,Sun,8,9,@,SEA,W 17-14,2,0,0,3,0,1,WAS_SEA_2017-11-05
ATL,2017-11-05,2,Sun,8,9,@,CAR,L 17-20,2,2,2,2,2,0,ATL_CAR_2017-11-05
CAR,2017-11-05,2,Sun,9,9,,ATL,W 20-17,2,2,2,1,1,0,CAR_ATL_2017-11-05
IND,2017-11-05,2,Sun,9,9,@,HOU,W 20-14,2,2,2,1,0,0,IND_HOU_2017-11-05
CIN,2017-11-05,2,Sun,8,9,@,JAX,L 7-23,2,2,2,3,3,0,CIN_JAX_2017-11-05
DAL,2017-11-05,2,Sun,8,9,,KAN,W 28-17,2,2,2,1,1,0,DAL_KAN_2017-11-05
LAR,2017-11-05,2,Sun,8,9,@,NYG,W 51-17,2,2,2,2,1,0,LAR_NYG_2017-11-05
SEA,2017-11-05,2,Sun,8,9,,WAS,L 14-17,2,2,2,1,1,0,SEA_WAS_2017-11-05
TEN,2017-11-05,2,Sun,8,9,,BAL,W 23-20,2,2,2,2,2,0,TEN_BAL_2017-11-05
HOU,2017-11-05,2,Sun,8,9,,IND,L 14-20,2,2,2,2,2,0,HOU_IND_2017-11-05
PHI,2017-11-05,2,Sun,9,9,,DEN,W 51-23,2,2,2,3,3,0,PHI_DEN_2017-11-05
SFO,2017-11-05,2,Sun,9,9,,ARI,L 10-20,2,2,2,3,2,0,SFO_ARI_2017-11-05
DEN,2017-10-30,2,Mon,7,8,@,KAN,L 19-29,2,2,2,5,5,0,DEN_KAN_2017-10-30
KAN,2017-10-30,2,Mon,8,8,,DEN,W 29-19,2,1,1,2,2,0,KAN_DEN_2017-10-30
CHI,2017-10-29,2,Sun,8,8,@,NOR,L 12-20,2,2,2,2,2,0,CHI_NOR_2017-10-29
DET,2017-10-29,2,Sun,7,8,,PIT,L 15-20,2,2,2,2,2,0,DET_PIT_2017-10-29
TAM,2017-10-29,2,Sun,7,8,,CAR,L 3-17,2,2,2,1,1,0,TAM_CAR_2017-10-29
NYJ,2017-10-29,2,Sun,8,8,,ATL,L 20-25,2,1,1,4,4,0,NYJ_ATL_2017-10-29
MIN,2017-10-29,2,Sun,8,8,@,CLE,W 33-16,2,2,1,2,1,0,MIN_CLE_2017-10-29
DAL,2017-10-29,2,Sun,7,8,@,WAS,W 33-19,2,2,1,3,2,0,DAL_WAS_2017-10-29
CIN,2017-10-29,2,Sun,7,8,,IND,W 24-23,2,2,2,3,3,0,CIN_IND_2017-10-29
BUF,2017-10-29,2,Sun,7,8,,OAK,W 34-14,2,2,2,0,0,0,BUF_OAK_2017-10-29
NWE,2017-10-29,2,Sun,8,8,,LAC,W 21-13,2,1,1,1,0,0,NWE_LAC_2017-10-29
ATL,2017-10-29,2,Sun,7,8,@,NYJ,W 25-20,2,2,2,4,2,0,ATL_NYJ_2017-10-29
PIT,2017-10-22,2,Sun,7,7,,CIN,W 29-14,2,2,2,0,0,0,PIT_CIN_2017-10-22
ATL,2017-10-22,2,Sun,6,7,@,NWE,L 7-23,2,2,2,3,3,0,ATL_NWE_2017-10-22
CIN,2017-10-22,2,Sun,6,7,@,PIT,L 14-29,2,2,2,5,5,0,CIN_PIT_2017-10-22
NOR,2017-10-22,2,Sun,6,7,@,GNB,W 26-17,2,2,2,2,1,0,NOR_GNB_2017-10-22
CAR,2017-10-22,2,Sun,7,7,@,CHI,L 3-17,2,2,2,2,1,0,CAR_CHI_2017-10-22
TEN,2017-10-16,2,Mon,6,6,,IND,W 36-22,2,2,1,3,3,0,TEN_IND_2017-10-16
KAN,2017-10-15,2,Sun,6,6,,PIT,L 13-19,2,2,2,1,1,1,KAN_PIT_2017-10-15
MIA,2017-10-15,2,Sun,5,6,@,ATL,W 20-17,2,2,2,2,1,0,MIA_ATL_2017-10-15
HOU,2017-10-15,2,Sun,6,6,,CLE,W 33-17,2,2,2,1,1,0,HOU_CLE_2017-10-15
LAR,2017-10-15,2,Sun,6,6,@,JAX,W 27-17,2,2,2,3,1,0,LAR_JAX_2017-10-15
DEN,2017-10-15,2,Sun,5,6,,NYG,L 10-23,2,2,2,4,3,0,DEN_NYG_2017-10-15
CHI,2017-10-15,2,Sun,6,6,@,BAL,W 27-24 (OT),2,1,1,3,3,0,CHI_BAL_2017-10-15
GNB,2017-10-15,2,Sun,6,6,@,MIN,L 10-23,2,2,2,3,3,0,GNB_MIN_2017-10-15
LAC,2017-10-15,2,Sun,6,6,@,OAK,W 17-16,2,2,1,1,1,0,LAC_OAK_2017-10-15
OAK,2017-10-15,2,Sun,6,6,,LAC,L 16-17,2,2,2,2,1,0,OAK_LAC_2017-10-15
NWE,2017-10-15,2,Sun,6,6,@,NYJ,W 24-17,2,2,2,1,1,0,NWE_NYJ_2017-10-15
ATL,2017-10-15,2,Sun,5,6,,MIA,L 17-20,2,2,2,2,2,0,ATL_MIA_2017-10-15
PHI,2017-10-12,2,Thu,6,6,@,CAR,W 28-23,2,2,2,3,3,0,PHI_CAR_2017-10-12
CHI,2017-10-09,2,Mon,5,5,,MIN,L 17-20,2,2,2,2,2,0,CHI_MIN_2017-10-09
MIN,2017-10-09,2,Mon,5,5,@,CHI,W 20-17,2,1,1,0,0,1,MIN_CHI_2017-10-09
BUF,2017-10-08,2,Sun,5,5,@,CIN,L 16-20,2,2,2,2,2,0,BUF_CIN_2017-10-08
NYJ,2017-10-08,2,Sun,5,5,@,CLE,W 17-14,2,2,2,2,0,0,NYJ_CLE_2017-10-08
SFO,2017-10-08,2,Sun,5,5,@,IND,L 23-26 (OT),2,2,2,4,4,0,SFO_IND_2017-10-08
BAL,2017-10-08,2,Sun,5,5,@,OAK,W 30-17,2,2,2,1,1,0,BAL_OAK_2017-10-08
CLE,2017-10-08,2,Sun,5,5,,NYJ,L 14-17,2,2,2,1,1,0,CLE_NYJ_2017-10-08
TEN,2017-10-08,2,Sun,5,5,@,MIA,L 10-16,2,2,1,1,1,0,TEN_MIA_2017-10-08
IND,2017-10-08,2,Sun,5,5,,SFO,W 26-23 (OT),2,2,2,3,3,0,IND_SFO_2017-10-08
NWE,2017-10-05,2,Thu,5,5,@,TAM,W 19-14,2,2,2,3,0,0,NWE_TAM_2017-10-05
KAN,2017-10-02,2,Mon,4,4,,WAS,W 29-20,2,2,2,2,2,0,KAN_WAS_2017-10-02
DAL,2017-10-01,2,Sun,4,4,,LAR,L 30-35,2,2,2,7,7,0,DAL_LAR_2017-10-01
MIA,2017-10-01,2,Sun,3,4,,NOR,L 0-20,2,2,2,3,2,0,MIA_NOR_2017-10-01
BUF,2017-10-01,2,Sun,4,4,@,ATL,W 23-17,2,2,2,1,1,0,BUF_ATL_2017-10-01
NYJ,2017-10-01,2,Sun,4,4,,JAX,W 23-20 (OT),2,2,2,3,2,0,NYJ_JAX_2017-10-01
SEA,2017-10-01,2,Sun,4,4,,IND,W 46-18,2,1,1,1,1,1,SEA_IND_2017-10-01
JAX,2017-10-01,2,Sun,4,4,@,NYJ,L 20-23 (OT),2,2,2,4,3,0,JAX_NYJ_2017-10-01
LAC,2017-10-01,2,Sun,4,4,,PHI,L 24-26,2,2,2,4,4,0,LAC_PHI_2017-10-01
ATL,2017-10-01,2,Sun,4,4,,BUF,L 17-23,2,2,2,3,3,0,ATL_BUF_2017-10-01
HOU,2017-10-01,2,Sun,4,4,,TEN,W 57-14,2,2,2,0,0,0,HOU_TEN_2017-10-01
GNB,2017-09-28,2,Thu,4,4,,CHI,W 35-14,2,2,2,1,0,0,GNB_CHI_2017-09-28
DAL,2017-09-25,2,Mon,3,3,@,ARI,W 28-17,2,2,2,2,1,0,DAL_ARI_2017-09-25
CHI,2017-09-24,2,Sun,3,3,,PIT,W 23-17 (OT),2,2,2,2,1,0,CHI_PIT_2017-09-24
ATL,2017-09-24,2,Sun,3,3,@,DET,W 30-26,2,2,2,4,4,0,ATL_DET_2017-09-24
MIA,2017-09-24,2,Sun,2,3,@,NYJ,L 6-20,2,2,2,3,2,0,MIA_NYJ_2017-09-24
MIN,2017-09-24,2,Sun,3,3,,TAM,W 34-17,2,2,2,1,1,0,MIN_TAM_2017-09-24
DEN,2017-09-24,2,Sun,3,3,@,BUF,L 16-26,2,2,2,4,4,0,DEN_BUF_2017-09-24
WAS,2017-09-17,2,Sun,2,2,@,LAR,W 27-20,2,2,2,2,2,0,WAS_LAR_2017-09-17
NWE,2017-09-17,2,Sun,2,2,@,NOR,W 36-20,2,2,2,3,2,0,NWE_NOR_2017-09-17
MIN,2017-09-17,2,Sun,2,2,@,PIT,L 9-26,2,2,2,4,4,0,MIN_PIT_2017-09-17
TEN,2017-09-17,2,Sun,2,2,@,JAX,W 37-16,2,1,1,1,1,0,TEN_JAX_2017-09-17
DEN,2017-09-17,2,Sun,2,2,,DAL,W 42-17,2,2,2,1,1,0,DEN_DAL_2017-09-17
MIA,2017-09-17,2,Sun,1,2,@,LAC,W 19-17,2,2,2,3,1,0,MIA_LAC_2017-09-17
OAK,2017-09-17,2,Sun,2,2,,NYJ,W 45-20,2,2,2,2,2,0,OAK_NYJ_2017-09-17
KAN,2017-09-17,2,Sun,2,2,,PHI,W 27-20,2,2,2,3,2,0,KAN_PHI_2017-09-17
SFO,2017-09-10,2,Sun,1,1,,CAR,L 3-23,2,2,2,3,3,0,SFO_CAR_2017-09-10
CHI,2017-09-10,2,Sun,1,1,,ATL,L 17-23,2,2,2,3,3,0,CHI_ATL_2017-09-10
PIT,2017-09-10,2,Sun,1,1,@,CLE,W 21-18,2,1,1,1,1,0,PIT_CLE_2017-09-10
PHI,2017-09-10,2,Sun,1,1,@,WAS,W 30-17,2,2,2,1,1,0,PHI_WAS_2017-09-10
CIN,2017-09-10,2,Sun,1,1,,BAL,L 0-20,2,2,2,2,2,0,CIN_BAL_2017-09-10
TEN,2017-09-10,2,Sun,1,1,,OAK,L 16-26,2,2,2,4,4,0,TEN_OAK_2017-09-10
SEA,2017-09-10,2,Sun,1,1,@,GNB,L 9-17,2,2,2,1,1,0,SEA_GNB_2017-09-10
ATL,2017-09-10,2,Sun,1,1,@,CHI,W 23-17,2,2,2,1,1,0,ATL_CHI_2017-09-10
DET,2023-01-08,1,Sun,17,18,@,GNB,W 20-16,1,1,1,4,3,0,DET_GNB_2023-01-08
SEA,2023-01-08,1,Sun,17,18,,LAR,W 19-16 (OT),1,1,1,3,3,0,SEA_LAR_2023-01-08
CAR,2023-01-08,1,Sun,17,18,@,NOR,W 10-7,1,1,1,2,0,0,CAR_NOR_2023-01-08
LAR,2023-01-08,1,Sun,17,18,@,SEA,L 16-19 (OT),1,1,1,5,4,0,LAR_SEA_2023-01-08
NOR,2023-01-08,1,Sun,17,18,,CAR,L 7-10,1,1,1,1,1,0,NOR_CAR_2023-01-08
WAS,2023-01-08,1,Sun,17,18,,DAL,W 26-6,1,1,0,0,0,0,WAS_DAL_2023-01-08
CIN,2023-01-08,1,Sun,16,18,,BAL,W 27-16,1,1,1,3,3,0,CIN_BAL_2023-01-08
NYG,2023-01-08,1,Sun,17,18,@,PHI,L 16-22,1,1,1,5,5,0,NYG_PHI_2023-01-08
JAX,2023-01-07,1,Sat,17,18,,TEN,W 20-16,1,1,1,3,3,0,JAX_TEN_2023-01-07
KAN,2023-01-07,1,Sat,17,18,@,LVR,W 31-13,1,1,1,2,2,0,KAN_LVR_2023-01-07
ATL,2023-01-01,1,Sun,16,17,,ARI,W 20-19,1,1,1,5,4,0,ATL_ARI_2023-01-01
DET,2023-01-01,1,Sun,16,17,,CHI,W 41-10,1,1,1,1,1,0,DET_CHI_2023-01-01
LAC,2023-01-01,1,Sun,16,17,,LAR,W 31-10,1,1,1,1,1,0,LAC_LAR_2023-01-01
BAL,2023-01-01,1,Sun,16,17,,PIT,L 13-16,1,1,1,4,3,0,BAL_PIT_2023-01-01
CLE,2023-01-01,1,Sun,16,17,@,WAS,W 24-10,1,1,1,1,1,0,CLE_WAS_2023-01-01
PIT,2023-01-01,1,Sun,16,17,@,BAL,W 16-13,1,1,1,2,2,0,PIT_BAL_2023-01-01
NYG,2023-01-01,1,Sun,16,17,,IND,W 38-10,1,1,1,2,1,0,NYG_IND_2023-01-01
NOR,2023-01-01,1,Sun,16,17,@,PHI,W 20-10,1,1,1,1,1,0,NOR_PHI_2023-01-01
DAL,2022-12-29,1,Thu,16,17,@,TEN,W 27-13,1,1,1,2,2,0,DAL_TEN_2022-12-29
ARI,2022-12-25,1,Sun,15,16,,TAM,L 16-19 (OT),1,1,1,4,4,0,ARI_TAM_2022-12-25
LAR,2022-12-25,1,Sun,15,16,,DEN,W 51-14,1,0,0,2,2,0,LAR_DEN_2022-12-25
TAM,2022-12-25,1,Sun,15,16,@,ARI,W 19-16 (OT),1,1,1,3,3,0,TAM_ARI_2022-12-25
BUF,2022-12-24,1,Sat,15,16,@,CHI,W 35-13,1,1,1,2,2,0,BUF_CHI_2022-12-24
KAN,2022-12-24,1,Sat,15,16,,SEA,W 24-10,1,1,1,1,1,0,KAN_SEA_2022-12-24
LVR,2022-12-24,1,Sat,15,16,@,PIT,L 10-13,1,1,1,4,2,0,LVR_PIT_2022-12-24
