,game_id,Team,Date,Day,G#,Week,Opp,Result,home,PtsO_points,PtDif_points,PC_points,vs. Line_vegas,Over/Under_vegas,OU Result_vegas,Att_pass,Inc_pass,Cmp%_pass,Yds_pass,TD_pass,Int_pass,TD%_pass,Int%_pass,Rate_pass,Sk_pass,Yds_pass,Sk%_pass,Y/A_pass,NY/A_pass,AY/A_pass,ANY/A_pass,Y/C_pass,Yds_rush,Y/A_rush,TD_rush,Ply_total,Y/P_total,DPly_total,DY/P_total,TO_total,ToP_total,Time_total,Yds_penalty,OppPen_penalty,OppYds_penalty,CombPen_penalty,CombPenYds_penalty,Rsh_downs,Pass_downs,Pen_downs,3DAtt_downs,3DConv_downs,3D%_downs,4DAtt_downs,4DConv_downs,4D%_downs,Att_opp_passing,Cmp%_opp_passing,Yds_opp_passing,TD_opp_passing,Sk_opp_passing,Yds_opp_passing,Int_opp_passing,Rate_opp_passing,Yds_opp_rushing,Y/A_opp_rushing,TD_opp_rushing,TO_opp_totals,Rush_opp_downs,Pass_opp_downs,Pen_opp_downs,Opp3DAtt_opp_downs,Opp3DConv_opp_downs,Opp3D%_opp_downs,Opp4DAtt_opp_downs,Opp4DConv_opp_downs,Opp4D%_opp_downs,XPA_opp_scoring,XPM_opp_scoring,Att_opp_scoring,Md_opp_scoring,Sfty_opp_scoring
1101,KAN_BAL_2018-12-09,KAN,2018-12-09,Sun,13,14,BAL,W 27-24 (OT),1,24,3,51,,,,53,18,66.0,348,2,1,3.8,1.9,91.5,3,29,5.36,6.6,6.21,6.47,6.13,9.9,94,3.5,1,83,5.33,68,4.72,1,37:00,3:28,53,11,112,18,165,8,18,4,16,6,37.5,3,3,100.0,,,,,,,,,194,4.9,1,1,10,12,2,12,5,41.7,3,1,33.3,3,3,1,1,0
1102,NYJ_BUF_2018-12-09,NYJ,2018-12-09,Sun,13,14,BUF,W 27-23,0,23,4,50,covered,37.0,over,,,,,,,,,,,,,,,,,,78,2.8,2,,,,,,,,93,7,47,14,140,,,,,,,,,,37,48.6,192,0,3,14,2,41.7,176,5.7,2,3,10,9,5,14,7,50.0,0,0,,2,2,5,3,0
1103,CHI_NYG_2018-12-02,CHI,2018-12-02,Sun,12,13,NYG,L 27-30 (OT),0,30,-3,57,did not cover,44.0,over,40,13,67.5,258,2,2,5.0,5.0,84.0,5,28,11.11,6.5,5.73,5.20,4.62,9.6,118,3.7,1,77,4.88,68,4.97,3,33:58,3:34,58,12,107,20,165,5,13,5,15,2,13.3,5,4,80.0,36,55.6,197,2,3,22,1,78.1,141,4.9,0,1,4,13,1,17,6,35.3,2,2,100.0,3,3,3,3,0
1104,NWE_NYJ_2018-11-25,NWE,2018-11-25,Sun,11,12,NYJ,W 27-13,0,13,14,40,,,,31,11,64.5,283,2,0,6.5,0.0,115.4,0,0,0.00,9.1,9.13,10.42,10.42,14.2,215,6.0,1,67,7.43,62,5.45,0,34:26,2:58,105,8,47,19,152,11,12,2,12,5,41.7,1,1,100.0,45,57.8,264,1,2,12,1,72.8,,,,1,4,12,2,14,6,42.9,1,0,0.0,,,,,
1105,IND_MIA_2018-11-25,IND,2018-11-25,Sun,11,12,MIA,W 27-24,1,24,3,51,,,,38,7,81.6,337,3,2,7.9,5.3,109.1,1,10,2.56,8.9,8.64,8.08,7.87,10.9,118,4.5,0,65,7.00,51,6.16,3,31:54,2:56,52,10,75,17,127,6,17,3,12,4,33.3,2,2,100.0,25,68.0,201,2,1,3,0,118.9,113,4.5,1,1,,,,,,,,,,3,3,1,1,0
1106,TAM_SFO_2018-11-25,TAM,2018-11-25,Sun,11,12,SFO,W 27-9,1,9,18,36,covered,54.5,under,38,9,76.3,304,2,0,5.3,0.0,117.4,1,8,2.56,8.0,7.79,9.05,8.82,10.5,108,3.5,1,70,5.89,60,5.70,0,34:09,3:08,70,8,68,17,138,9,15,1,13,7,53.8,0,0,,32,56.3,194,1,4,27,2,58.6,148,6.2,0,2,9,12,2,8,1,12.5,0,0,,,,,,
1107,CAR_SEA_2018-11-25,CAR,2018-11-25,Sun,11,12,SEA,L 27-30,1,30,-3,57,did not cover,46.5,over,30,5,83.3,256,2,1,6.7,3.3,110.6,0,0,0.00,8.5,8.53,8.37,8.37,10.2,220,8.1,1,57,8.35,61,6.51,1,29:34,3:03,,,,,,10,13,3,8,3,37.5,1,0,0.0,31,71.0,322,2,2,17,0,126.0,75,2.7,1,0,7,13,1,14,6,42.9,2,2,100.0,3,3,3,3,0
1108,SEA_GNB_2018-11-15,SEA,2018-11-15,Thu,10,11,GNB,W 27-24,1,24,3,51,push,49.0,over,31,10,67.7,205,2,0,6.5,0.0,110.3,3,20,8.82,6.6,6.03,7.90,7.21,9.8,173,4.9,1,69,5.48,48,7.48,1,34:18,2:56,30,5,80,11,110,9,12,2,15,6,40.0,2,2,100.0,30,70.0,311,2,5,21,0,125.8,,,,0,,,,,,,,,,3,3,2,1,0
1109,NYG_SFO_2018-11-12,NYG,2018-11-12,Mon,9,10,SFO,W 27-23,0,23,4,50,covered,45.0,over,31,12,61.3,180,3,0,9.7,0.0,110.7,1,8,3.13,5.8,5.63,7.74,7.50,9.5,97,4.2,0,55,5.04,68,5.50,0,25:46,3:06,78,10,97,18,175,3,10,4,12,5,41.7,0,0,,39,69.2,250,1,0,0,2,73.7,124,4.3,1,2,6,14,4,13,8,61.5,0,0,,2,2,3,3,0
1110,DAL_PHI_2018-11-11,DAL,2018-11-11,Sun,9,10,PHI,W 27-20,0,20,7,47,covered,45.5,over,36,10,72.2,239,1,0,2.8,0.0,102.8,4,31,10.00,6.6,5.98,7.19,6.48,9.2,171,6.1,2,68,6.03,62,6.79,0,33:22,3:02,37,0,0,5,37,9,14,0,16,8,50.0,1,1,100.0,44,72.7,350,2,2,10,1,101.5,,,,1,3,20,0,10,4,40.0,2,0,0.0,2,2,2,2,0
1111,GNB_LAR_2018-10-28,GNB,2018-10-28,Sun,7,8,LAR,L 27-29,0,29,-2,56,covered,57.0,under,30,12,60.0,253,1,0,3.3,0.0,102.9,3,33,9.09,8.4,7.67,9.10,8.27,14.1,,,,52,6.90,75,5.55,1,25:50,3:19,,,,,,5,11,0,9,2,22.2,0,0,,36,55.6,281,3,5,26,0,108.7,135,4.0,0,0,4,18,1,18,8,44.4,1,1,100.0,1,1,2,2,1
1112,SEA_OAK_2018-10-14,SEA,2018-10-14,Sun,6,6,OAK,W 27-3,0,3,24,30,covered,48.0,under,23,6,73.9,214,3,1,13.0,4.3,125.4,1,8,4.17,9.3,8.92,9.96,9.54,12.6,155,4.2,0,61,6.05,56,3.30,1,31:26,2:50,64,5,38,13,102,6,11,2,13,9,69.2,0,0,,31,74.2,106,0,6,36,0,78.2,,,,,,,,,,,,,,,,,,
1113,MIN_ARI_2018-10-14,MIN,2018-10-14,Sun,6,6,ARI,W 27-17,1,17,10,44,,,,34,10,70.6,216,1,1,2.9,2.9,87.0,4,17,10.53,6.4,5.68,5.62,5.03,9.0,195,6.1,2,70,5.87,55,4.87,2,34:22,3:01,52,5,30,14,82,8,12,0,14,5,35.7,1,0,0.0,31,67.7,208,0,4,32,1,73.1,60,3.0,1,2,5,9,2,10,0,0.0,2,0,0.0,2,2,1,1,0
1114,CIN_MIA_2018-10-07,CIN,2018-10-07,Sun,5,5,MIA,W 27-17,1,17,10,44,,,,30,10,66.7,229,1,1,3.3,3.3,89.3,2,19,6.25,7.6,7.16,6.80,6.38,11.5,103,4.0,0,58,5.72,60,4.95,1,30:35,3:02,47,9,85,15,132,3,12,2,11,2,18.2,0,0,,35,57.1,169,1,3,16,2,55.5,128,5.8,0,3,5,10,2,13,4,30.8,1,1,100.0,2,2,1,1,0
1115,KAN_DEN_2018-10-01,KAN,2018-10-01,Mon,4,4,DEN,W 27-23,0,23,4,50,covered,53.5,under,45,17,62.2,304,1,0,2.2,0.0,89.5,1,0,2.17,6.8,6.61,7.20,7.04,10.9,142,5.5,2,72,6.19,59,6.53,0,35:02,3:04,93,3,25,13,118,8,13,1,15,7,46.7,2,2,100.0,33,63.6,226,0,4,19,1,71.0,159,7.2,2,1,10,10,1,11,2,18.2,3,2,66.7,2,2,3,3,0
1116,SFO_LAC_2018-09-30,SFO,2018-09-30,Sun,4,4,LAC,L 27-29,0,29,-2,56,covered,46.0,over,37,14,62.2,288,2,2,5.4,5.4,82.9,1,10,2.63,7.8,7.58,6.43,6.26,12.5,76,3.6,0,59,6.17,67,5.49,2,27:34,3:13,29,5,49,9,78,5,13,4,12,5,41.7,0,0,,39,64.1,242,3,1,8,1,96.3,126,4.7,0,1,6,14,1,14,4,28.6,1,1,100.0,2,0,4,3,0
1117,TAM_PIT_2018-09-24,TAM,2018-09-24,Mon,3,3,PIT,L 27-30,1,30,-3,57,did not cover,55.0,over,50,20,60.0,392,3,3,6.0,6.0,81.3,3,19,5.66,7.8,7.40,6.34,5.98,13.1,,,,69,6.59,63,6.56,4,29:39,3:19,80,13,155,22,235,2,22,4,9,3,33.3,1,1,100.0,38,78.9,335,3,3,18,1,118.8,78,3.5,0,1,3,16,3,11,3,27.3,0,0,,4,3,2,1,0
1118,BUF_MIN_2018-09-23,BUF,2018-09-23,Sun,3,3,MIN,W 27-6,0,6,21,33,covered,41.0,under,,,,,,,,,,,,,,,,,,128,3.4,2,63,4.63,65,4.49,0,35:45,3:06,84,6,59,18,143,7,6,3,13,4,30.8,1,1,100.0,55,72.7,278,1,4,18,1,82.2,,,,3,1,17,3,14,5,35.7,1,0,0.0,,,,,
1119,BAL_DEN_2018-09-23,BAL,2018-09-23,Sun,3,3,DEN,W 27-14,1,14,13,41,covered,46.0,under,40,15,62.5,265,1,0,2.5,0.0,91.4,2,12,4.76,6.6,6.31,7.13,6.79,10.6,77,2.8,2,70,4.89,61,4.80,0,30:14,3:10,52,13,120,20,172,5,13,2,16,8,50.0,0,0,,34,64.7,173,0,3,19,1,65.0,120,5.0,2,1,8,8,2,14,6,42.9,1,0,0.0,2,2,0,0,0
1120,NYG_HOU_2018-09-23,NYG,2018-09-23,Sun,3,3,HOU,W 27-22,0,22,5,49,covered,44.0,over,29,4,86.2,265,2,0,6.9,0.0,132.3,4,32,12.12,9.1,8.03,10.52,9.24,10.6,114,4.2,1,60,6.32,62,6.89,0,35:30,2:58,,,,,,4,16,1,13,7,53.8,0,0,,40,60.0,368,2,3,17,1,96.7,,,,2,2,18,1,12,5,41.7,2,2,100.0,1,1,3,3,0
1121,SFO_KAN_2018-09-23,SFO,2018-09-23,Sun,3,3,KAN,L 27-38,0,38,-11,65,did not cover,53.0,over,30,10,66.7,228,2,0,6.7,0.0,114.7,4,23,11.76,7.6,6.71,8.93,7.88,11.4,178,6.1,1,63,6.44,68,5.65,0,29:59,3:16,147,6,48,20,195,11,12,3,9,2,22.2,2,2,100.0,38,63.2,307,3,2,7,0,114.7,77,2.8,2,0,9,15,7,11,7,63.6,1,1,100.0,5,5,1,1,0
1122,TAM_PHI_2018-09-16,TAM,2018-09-16,Sun,2,2,PHI,W 27-21,1,21,6,48,covered,46.5,over,33,6,81.8,393,4,1,12.1,3.0,144.4,2,9,5.71,11.9,11.23,12.97,12.23,14.6,43,1.9,0,58,7.52,75,5.49,2,24:21,3:13,,,,,,1,17,0,10,4,40.0,0,0,,48,72.9,321,1,3,13,0,97.7,91,3.8,2,2,8,14,2,15,5,33.3,5,3,60.0,3,3,1,0,0
1123,DET_SFO_2018-09-16,DET,2018-09-16,Sun,2,2,SFO,L 27-30,0,30,-3,57,covered,48.5,over,53,19,64.2,329,3,0,5.7,0.0,101.7,2,18,3.64,6.2,5.98,7.34,7.07,9.7,,,,73,5.85,60,5.77,1,30:26,3:20,105,9,86,19,191,5,17,3,16,7,43.8,1,0,0.0,26,69.2,156,2,6,50,0,110.4,190,6.8,1,0,6,13,4,11,3,27.3,0,0,,3,3,3,3,0
1124,MIA_TEN_2018-09-09,MIA,2018-09-09,Sun,1,1,TEN,W 27-20,1,20,7,47,covered,43.5,over,28,8,71.4,222,2,2,7.1,7.1,89.9,1,8,3.45,7.9,7.66,6.14,5.93,11.1,120,4.1,0,58,5.90,67,5.01,2,30:25,7:08,51,5,48,12,99,7,9,2,10,2,20.0,1,0,0.0,38,52.6,220,0,0,0,3,37.2,116,4.0,1,3,4,13,2,14,6,42.9,2,0,0.0,2,2,2,2,0
1125,DEN_SEA_2018-09-09,DEN,2018-09-09,Sun,1,1,SEA,W 27-24,1,24,3,51,push,42.5,over,39,14,64.1,324,3,3,7.7,7.7,84.2,1,5,2.50,8.3,8.10,6.38,6.23,13.0,146,4.6,0,72,6.53,55,5.56,3,35:08,3:06,60,7,45,14,105,8,15,2,12,4,33.3,0,0,,33,57.6,242,3,6,56,2,85.7,,,,3,,,,,,,,,,3,3,2,1,0
1126,NWE_HOU_2018-09-09,NWE,2018-09-09,Sun,1,1,HOU,W 27-20,1,20,7,47,covered,49.5,under,39,13,66.7,267,3,1,7.7,2.6,102.2,2,10,4.88,6.8,6.51,7.23,6.88,10.3,122,3.9,0,72,5.40,71,4.58,3,31:10,3:12,36,6,44,12,80,5,16,2,14,4,28.6,1,1,100.0,34,50.0,158,1,3,18,1,60.7,167,4.9,1,2,10,8,3,11,2,18.2,1,0,0.0,2,2,2,2,0
1127,BAL_CIN_2017-12-31,BAL,2017-12-31,Sun,16,17,CIN,L 27-31,1,31,-4,58,,,,47,22,53.2,194,2,1,4.3,2.1,69.7,1,9,2.08,4.1,4.04,4.02,3.94,7.8,118,4.5,1,74,4.22,75,4.79,1,31:21,3:33,47,6,60,11,107,7,11,1,17,5,29.4,2,1,50.0,44,52.3,213,3,1,9,0,88.5,146,4.9,0,1,5,14,3,15,5,33.3,1,1,100.0,4,4,1,1,0
1128,KAN_DEN_2017-12-31,KAN,2017-12-31,Sun,16,17,DEN,W 27-24,0,24,3,51,covered,37.5,over,36,14,61.1,269,0,1,0.0,2.8,74.3,2,15,5.26,7.5,7.08,6.22,5.89,12.2,110,4.1,2,65,5.83,65,5.17,2,29:03,3:07,,,,,,7,14,2,11,4,36.4,1,1,100.0,31,67.7,226,2,5,28,2,83.5,110,3.8,0,3,8,13,1,12,5,41.7,2,1,50.0,3,3,1,1,0
1129,WAS_DEN_2017-12-24,WAS,2017-12-24,Sun,15,16,DEN,W 27-11,1,11,16,38,covered,39.5,under,37,18,51.4,299,3,1,8.1,2.7,94.3,0,0,0.00,8.1,8.08,8.49,8.49,15.7,87,3.0,0,66,5.85,71,4.65,2,29:33,3:03,35,3,30,9,65,7,12,0,13,5,38.5,0,0,,38,57.9,171,0,4,22,1,58.1,159,5.5,1,3,9,7,2,17,5,29.4,2,1,50.0,,,,,
1130,LAR_TEN_2017-12-24,LAR,2017-12-24,Sun,15,16,TEN,W 27-23,0,23,4,50,did not cover,46.0,over,39,17,56.4,286,4,0,10.3,0.0,115.4,1,15,2.50,7.3,7.15,9.38,9.15,13.0,116,4.5,0,66,6.09,66,5.55,1,30:04,3:20,44,5,54,10,98,5,14,1,14,6,42.9,2,1,50.0,39,56.4,269,0,1,6,1,67.1,97,3.7,1,1,5,12,2,12,3,25.0,1,0,0.0,2,2,4,3,0
1131,NWE_PIT_2017-12-17,NWE,2017-12-17,Sun,14,15,PIT,W 27-24,0,24,3,51,covered,52.5,under,35,13,62.9,283,1,1,2.9,2.9,87.6,2,15,5.41,8.1,7.65,7.37,6.97,12.9,,,,56,6.43,63,6.56,1,24:53,2:54,,,,,,5,14,2,9,3,33.3,1,1,100.0,30,73.3,270,2,2,11,1,109.0,143,4.6,1,1,7,14,0,16,10,62.5,0,0,,3,3,1,1,0
1132,BAL_CLE_2017-12-17,BAL,2017-12-17,Sun,14,15,CLE,W 27-10,0,10,17,37,,,,42,16,61.9,279,1,0,2.4,0.0,90.2,1,9,2.33,6.6,6.49,7.12,6.95,10.7,97,3.1,1,74,5.08,58,4.59,0,36:48,3:06,57,6,35,13,92,10,12,1,16,7,43.8,1,0,0.0,37,54.1,136,0,2,10,2,39.9,,,,4,,,,,,,,,,,,,,
1133,MIA_NWE_2017-12-11,MIA,2017-12-11,Mon,13,14,NWE,W 27-20,1,20,7,47,covered,48.0,under,38,13,65.8,242,3,0,7.9,0.0,112.1,2,21,5.00,6.4,6.05,7.95,7.55,9.7,120,4.0,0,70,5.17,55,4.51,0,36:09,3:18,102,9,78,17,180,6,13,2,14,4,28.6,1,1,100.0,43,55.8,223,1,2,10,2,58.6,,,,,,,,,,,,,,2,2,2,2,0
1134,GNB_CLE_2017-12-10,GNB,2017-12-10,Sun,13,14,CLE,W 27-21 (OT),0,21,6,48,covered,38.5,over,46,11,76.1,256,3,0,6.5,0.0,111.2,1,9,2.13,5.6,5.45,6.87,6.72,7.3,85,3.1,1,74,4.61,57,6.05,0,36:17,3:19,,,,,,7,14,3,16,8,50.0,3,2,66.7,28,71.4,209,3,2,5,2,98.7,136,5.0,0,2,5,12,0,13,7,53.8,0,0,,3,3,0,0,0
1135,NYJ_CAR_2017-11-26,NYJ,2017-11-26,Sun,11,12,CAR,L 27-35,1,35,-8,62,did not cover,39.5,over,36,17,52.8,282,3,0,8.3,0.0,109.4,3,25,7.69,7.8,7.23,9.50,8.77,14.8,109,4.2,0,65,6.02,64,4.67,1,28:10,3:25,68,10,84,17,152,3,14,4,14,5,35.7,0,0,,,,,,,,,,145,4.4,2,0,5,9,3,14,3,21.4,1,1,100.0,1,0,3,3,0
1136,ARI_JAX_2017-11-26,ARI,2017-11-26,Sun,11,12,JAX,W 27-24,1,24,3,51,covered,37.5,over,38,16,57.9,236,2,1,5.3,2.6,83.3,1,5,2.56,6.2,6.05,6.08,5.92,10.7,108,3.5,0,70,4.91,58,3.78,2,34:39,3:18,98,5,45,15,143,5,12,3,17,7,41.2,0,0,,33,57.6,128,0,3,32,1,53.6,91,4.1,2,,4,11,4,12,1,8.3,1,1,100.0,3,3,1,1,0
1137,DET_CHI_2017-11-19,DET,2017-11-19,Sun,10,11,CHI,W 27-24,0,24,3,51,push,41.0,over,31,10,67.7,287,2,0,6.5,0.0,120.2,3,12,8.82,9.3,8.44,10.55,9.62,13.7,65,2.7,0,58,6.07,61,6.52,1,30:36,3:07,49,5,64,11,113,4,14,2,10,3,30.0,0,0,,30,60.0,176,1,1,3,0,87.6,222,7.4,2,1,11,11,2,9,3,33.3,1,1,100.0,3,3,2,1,0
1138,ATL_DAL_2017-11-12,ATL,2017-11-12,Sun,9,10,DAL,W 27-7,1,7,20,34,covered,49.0,under,29,7,75.9,204,2,1,6.9,3.4,104.8,1,11,3.33,7.0,6.80,6.86,6.63,9.3,132,3.9,1,64,5.25,59,3.95,1,32:06,2:53,35,5,54,10,89,7,13,2,13,7,53.8,1,0,0.0,30,66.7,126,0,8,50,0,75.1,107,5.1,1,,9,9,0,11,5,45.5,1,0,0.0,,,,,
1139,OAK_MIA_2017-11-05,OAK,2017-11-05,Sun,9,9,MIA,W 27-24,0,24,3,51,push,44.5,over,30,9,70.0,295,1,1,3.3,3.3,99.3,1,5,3.23,9.8,9.52,9.00,8.71,14.0,84,3.1,2,58,6.53,61,6.48,2,30:56,3:05,105,11,107,21,212,4,14,2,15,8,53.3,0,0,,42,81.0,309,3,1,2,0,121.1,,,,1,4,15,4,12,5,41.7,1,0,0.0,2,1,1,1,0
1140,JAX_IND_2017-10-22,JAX,2017-10-22,Sun,7,7,IND,W 27-0,0,0,27,27,covered,41.0,under,27,9,66.7,330,1,0,3.7,0.0,120.9,1,0,3.57,12.2,11.79,12.96,12.50,18.3,188,5.1,2,65,7.97,67,3.46,2,32:47,2:55,,,,,,6,14,3,14,8,57.1,1,0,0.0,37,59.5,136,0,10,64,0,66.9,96,4.8,0,,,,,,,,,,,,,,,
1141,TAM_BUF_2017-10-22,TAM,2017-10-22,Sun,6,7,BUF,L 27-30,0,30,-3,57,push,46.5,over,44,12,72.7,378,3,1,6.8,2.3,112.3,1,6,2.22,8.6,8.40,8.93,8.73,11.8,69,2.8,0,70,6.39,67,6.48,3,33:10,3:08,55,4,35,9,90,4,22,1,11,6,54.5,0,0,,33,60.6,261,1,1,7,0,95.6,173,5.2,2,1,9,13,1,16,10,62.5,0,0,,3,3,4,3,0
1142,LAR_JAX_2017-10-15,LAR,2017-10-15,Sun,6,6,JAX,W 27-17,0,17,10,44,covered,42.0,over,,,,,,,,,,,,,,,,,,142,4.4,0,,,,,,,,70,5,40,12,110,,,,,,,,,,35,65.7,220,1,5,21,1,80.7,169,6.5,1,1,5,12,2,15,4,26.7,1,1,100.0,2,2,3,1,0
1143,CHI_BAL_2017-10-15,CHI,2017-10-15,Sun,6,6,BAL,W 27-24 (OT),0,24,3,51,covered,39.5,over,,,,,,,,,,,,,,,,,,231,4.3,0,75,4.56,70,4.16,2,36:45,3:26,44,8,69,13,113,10,5,3,17,5,29.4,0,0,,41,58.5,166,0,3,14,2,47.4,125,4.8,0,3,5,9,2,18,3,16.7,1,1,100.0,1,1,3,3,0
1144,LAC_NYG_2017-10-08,LAC,2017-10-08,Sun,5,5,NYG,W 27-22,0,22,5,49,covered,45.5,over,44,23,47.7,258,3,1,6.8,2.3,79.5,0,0,0.00,5.9,5.86,6.20,6.20,12.3,124,4.3,0,73,5.23,66,5.08,1,31:45,3:26,87,10,67,21,154,7,12,2,18,8,44.4,0,0,,36,58.3,183,2,5,42,1,78.8,152,6.1,1,2,9,8,1,15,5,33.3,1,0,0.0,2,2,0,0,1
1145,CAR_DET_2017-10-08,CAR,2017-10-08,Sun,5,5,DET,W 27-24,0,24,3,51,covered,42.0,over,33,7,78.8,334,3,0,9.1,0.0,141.8,3,21,8.33,10.1,9.28,11.94,10.94,12.8,28,1.0,0,64,5.66,56,4.32,0,35:23,3:09,100,1,10,12,110,3,13,0,16,7,43.8,0,0,,35,65.7,192,2,6,37,0,98.7,,,,,4,11,4,13,5,38.5,1,0,0.0,3,3,1,1,0
1146,GNB_CIN_2017-09-24,GNB,2017-09-24,Sun,3,3,CIN,W 27-24 (OT),1,24,3,51,,,,42,14,66.7,280,3,1,7.1,2.4,102.6,6,33,12.50,6.7,5.83,7.02,6.15,10.0,,,,65,5.29,60,5.02,1,29:21,3:18,,,,,,4,15,3,15,7,46.7,0,0,,27,77.8,191,2,3,21,0,120.8,110,3.7,0,1,6,13,2,12,4,33.3,0,0,,3,3,2,1,0
1147,PHI_NYG_2017-09-24,PHI,2017-09-24,Sun,3,3,NYG,W 27-24,1,24,3,51,did not cover,43.0,over,31,10,67.7,161,1,0,3.2,0.0,92.9,3,15,8.82,5.2,4.74,5.84,5.32,7.7,193,4.9,2,73,4.85,64,6.48,1,37:32,3:24,103,10,137,19,240,13,8,3,14,5,35.7,3,2,66.7,47,74.5,366,3,0,0,2,100.1,,,,2,2,17,2,10,3,30.0,2,0,0.0,3,3,1,1,0
1148,WAS_OAK_2017-09-24,WAS,2017-09-24,Sun,3,3,OAK,W 27-10,1,10,17,37,covered,53.5,under,30,5,83.3,356,3,0,10.0,0.0,150.7,1,9,3.23,11.9,11.48,13.87,13.42,14.2,116,3.4,0,65,7.26,48,2.67,2,38:06,3:00,77,4,35,14,112,4,14,0,15,7,46.7,0,0,,31,61.3,96,1,4,22,2,49.9,,,,,,,,,,,,,,,,,,
1149,SEA_TEN_2017-09-24,SEA,2017-09-24,Sun,3,3,TEN,L 27-33,0,33,-6,60,did not cover,42.0,over,49,20,59.2,364,4,0,8.2,0.0,110.3,1,9,2.00,7.4,7.28,9.06,8.88,12.6,69,3.1,0,72,6.01,67,6.27,0,27:19,3:19,98,5,45,16,143,4,20,0,14,4,28.6,2,1,50.0,32,62.5,225,2,0,0,0,104.3,195,5.6,1,0,5,10,6,14,4,28.6,0,0,,3,3,4,4,0
1150,WAS_LAR_2017-09-17,WAS,2017-09-17,Sun,2,2,LAR,W 27-20,0,20,7,47,covered,46.5,over,27,9,66.7,156,1,0,3.7,0.0,97.6,2,23,6.90,5.8,5.38,6.52,6.07,8.7,229,5.9,2,68,5.66,49,6.78,0,36:19,3:10,,,,,,8,12,1,13,5,38.5,0,0,,,,,,,,,,97,4.4,1,2,,,,,,,,,,2,2,2,2,0
1151,KAN_PHI_2017-09-17,KAN,2017-09-17,Sun,2,2,PHI,W 27-20,1,20,7,47,covered,46.5,over,28,7,75.0,232,1,0,3.6,0.0,113.8,4,19,12.50,8.3,7.25,9.00,7.88,11.0,,,,51,6.75,69,5.88,0,29:11,3:07,40,4,30,9,70,6,10,0,12,5,41.7,0,0,,46,54.3,299,2,6,34,1,79.9,,,,2,6,19,2,15,8,53.3,0,0,,2,2,3,2,0
1152,NWE_KAN_2017-09-07,NWE,2017-09-07,Thu,1,1,KAN,L 27-42,1,42,-15,69,,,,,,,,,,,,,,,,,,,,,124,3.5,3,74,5.01,65,8.26,0,29:46,3:37,55,15,139,21,194,10,11,4,15,5,33.3,2,0,0.0,35,80.0,352,4,3,16,0,146.7,185,6.9,2,1,8,17,1,11,4,36.4,0,0,,6,6,0,0,0
1153,WAS_DAL_2023-01-08,WAS,2023-01-08,Sun,17,18,DAL,W 26-6,1,6,20,32,covered,40.0,under,,,,,,,,,,,,,,,,,,151,3.7,1,63,4.90,66,2.76,1,36:12,3:03,,,,,,7,6,3,14,3,21.4,0,0,,,,,,,,,,64,2.4,0,,,,,,,,,,,1,0,0,0,0
1154,GNB_MIA_2022-12-25,GNB,2022-12-25,Sun,15,16,MIA,W 26-20,0,20,6,46,covered,49.5,under,38,14,63.2,222,1,1,2.6,2.6,78.6,2,16,5.00,5.8,5.55,5.18,4.93,9.3,79,3.2,1,65,4.63,45,8.36,1,32:00,2:59,40,8,62,13,102,4,11,2,14,2,14.3,5,3,60.0,25,64.0,294,1,2,16,3,78.2,,,,4,5,10,0,7,2,28.6,1,1,100.0,2,2,3,2,0
1155,KAN_LAR_2022-11-27,KAN,2022-11-27,Sun,11,12,LAR,W 26-10,1,10,16,36,,,,42,15,64.3,320,1,1,2.4,2.4,85.4,0,0,0.00,7.6,7.62,7.02,7.02,11.9,117,3.9,1,72,6.07,55,3.60,2,32:26,2:55,,,,,,6,20,3,11,5,45.5,0,0,,,,,,,,,,116,4.1,0,,,,,,,,,,,1,1,1,1,0
1156,NWE_MIN_2022-11-24,NWE,2022-11-24,Thu,11,12,MIN,L 26-33,0,33,-7,59,did not cover,42.5,over,39,11,71.8,364,2,0,5.1,0.0,119.8,3,18,7.14,9.3,8.67,10.36,9.62,13.0,,,,55,7.44,66,5.42,0,23:43,3:00,55,3,20,9,75,3,14,0,10,3,30.0,1,0,0.0,38,81.6,301,3,1,9,1,115.0,57,2.1,0,1,2,16,5,15,8,53.3,0,0,,4,3,2,2,0
1157,NWE_IND_2022-11-06,NWE,2022-11-06,Sun,9,9,IND,W 26-3,1,3,23,29,covered,40.5,under,30,10,66.7,133,1,0,3.3,0.0,89.2,4,14,11.76,4.4,3.91,5.10,4.50,6.7,70,2.5,0,,,,,,,,35,2,15,6,50,,,,,,,,,,,,,,,,,,78,3.5,0,,,,,,,,,,,,,,,
1158,ARI_MIN_2022-10-30,ARI,2022-10-30,Sun,8,8,MIN,L 26-34,0,34,-8,60,did not cover,48.5,over,44,13,70.5,297,3,2,6.8,4.5,95.5,4,29,8.33,6.8,6.19,6.07,5.56,9.6,78,3.5,0,70,5.36,68,5.60,3,30:33,3:26,67,10,86,20,153,5,17,3,11,4,36.4,1,0,0.0,36,66.7,208,2,3,24,0,100.2,173,6.0,3,1,11,11,3,13,6,46.2,1,0,0.0,5,4,1,0,0
