Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,game_id
PHI,2019-12-15,19,Sun,14,15,@,WAS,W 37-27,19,28,67.9,251,2,1,10,0,119.8,PHI_WAS_2019-12-15
LAC,2019-12-15,19,Sun,14,15,,MIN,L 10-39,19,25,76.0,207,1,0,0,1,96.6,LAC_MIN_2019-12-15
TAM,2019-12-08,19,Sun,13,14,,IND,W 38-35,19,36,52.8,243,2,1,8,0,92.7,TAM_IND_2019-12-08
JAX,2019-12-08,19,Sun,13,14,,LAC,L 10-45,19,27,70.4,330,4,1,10,0,151.2,JAX_LAC_2019-12-08
LAR,2019-12-01,19,Sun,12,13,@,ARI,W 34-7,19,34,55.9,124,0,6,39,1,51.6,LAR_ARI_2019-12-01
NWE,2019-12-01,19,Sun,12,13,@,HOU,L 22-28,19,26,73.1,224,4,3,16,0,138.5,NWE_HOU_2019-12-01
NWE,2019-11-24,19,Sun,11,12,,DAL,W 13-9,19,33,57.6,212,0,0,0,1,64.2,NWE_DAL_2019-11-24
NYJ,2019-11-24,19,Sun,11,12,,OAK,W 34-3,19,34,55.9,140,0,1,7,1,53.6,NYJ_OAK_2019-11-24
IND,2019-11-21,19,Thu,11,12,@,HOU,L 17-20,19,30,63.3,297,2,1,1,1,104.4,IND_HOU_2019-11-21
LAC,2019-11-18,19,Mon,11,11,,KAN,L 17-24,19,32,59.4,180,1,1,2,1,72.4,LAC_KAN_2019-11-18
WAS,2019-11-17,19,Sun,10,11,,NYJ,L 17-34,19,31,61.3,285,4,2,8,1,117.6,WAS_NYJ_2019-11-17
NYJ,2019-11-17,19,Sun,10,11,@,WAS,W 34-17,19,35,54.3,171,2,6,43,1,74.8,NYJ_WAS_2019-11-17
NYG,2019-11-10,19,Sun,10,10,@,NYJ,L 27-34,19,30,63.3,218,1,2,12,0,96.2,NYG_NYJ_2019-11-10
KAN,2019-11-03,19,Sun,9,9,,MIN,W 26-23,19,38,50.0,212,3,1,8,0,93.3,KAN_MIN_2019-11-03
CHI,2019-10-27,19,Sun,7,8,,LAC,L 16-17,19,29,65.5,195,1,1,6,1,81.8,CHI_LAC_2019-10-27
NOR,2019-10-27,19,Sun,8,8,,ARI,W 31-9,19,34,55.9,197,0,4,23,0,72.8,NOR_ARI_2019-10-27
SFO,2019-10-27,19,Sun,7,8,,CAR,W 51-13,19,37,51.4,100,0,7,58,3,23.6,SFO_CAR_2019-10-27
HOU,2019-10-13,19,Sun,6,6,@,KAN,W 31-24,19,35,54.3,256,3,1,17,1,94.5,HOU_KAN_2019-10-13
PIT,2019-10-06,19,Sun,5,5,,BAL,L 23-26 (OT),19,28,67.9,139,1,5,22,3,51.6,PIT_BAL_2019-10-06
DEN,2019-09-29,19,Sun,4,4,,JAX,L 24-26,19,33,57.6,186,2,5,27,0,93.7,DEN_JAX_2019-09-29
DET,2019-09-22,19,Sun,3,3,@,PHI,W 27-24,19,36,52.8,246,2,3,13,0,93.1,DET_PHI_2019-09-22
SEA,2019-09-22,19,Sun,3,3,,NOR,L 27-33,19,27,70.4,177,2,0,0,0,112.7,SEA_NOR_2019-09-22
ARI,2019-09-22,19,Sun,3,3,,CAR,L 20-38,19,26,73.1,240,4,2,21,0,141.0,ARI_CAR_2019-09-22
MIA,2019-09-22,19,Sun,3,3,@,DAL,L 6-31,19,32,59.4,241,2,1,5,1,90.8,MIA_DAL_2019-09-22
NYJ,2019-09-16,19,Mon,2,2,,CLE,L 3-23,19,35,54.3,305,1,3,20,1,81.2,NYJ_CLE_2019-09-16
NYG,2019-09-15,19,Sun,2,2,,BUF,L 14-28,19,30,63.3,237,1,3,16,0,98.9,NYG_BUF_2019-09-15
IND,2019-09-15,19,Sun,2,2,@,TEN,W 19-17,19,28,67.9,119,1,4,35,0,88.2,IND_TEN_2019-09-15
NOR,2019-09-15,19,Sun,2,2,@,LAR,L 9-27,19,28,67.9,265,1,3,18,0,110.0,NOR_LAR_2019-09-15
BUF,2018-12-30,19,Sun,16,17,,MIA,W 42-17,19,32,59.4,126,1,4,24,2,52.3,BUF_MIA_2018-12-30
DET,2018-12-30,19,Sun,16,17,@,GNB,W 31-0,19,40,47.5,129,0,3,29,1,44.7,DET_GNB_2018-12-30
DEN,2018-12-24,19,Mon,15,16,@,OAK,L 14-27,19,26,73.1,159,0,1,8,0,88.5,DEN_OAK_2018-12-24
ARI,2018-12-23,19,Sun,15,16,,LAR,L 9-31,19,24,79.2,192,1,2,24,0,113.9,ARI_LAR_2018-12-23
CIN,2018-12-09,19,Sun,13,14,@,LAC,L 21-26,19,29,65.5,203,1,2,17,0,97.3,CIN_LAC_2018-12-09
TEN,2018-11-26,19,Mon,11,12,@,HOU,L 17-34,19,24,79.2,181,2,4,29,0,125.9,TEN_HOU_2018-11-26
CIN,2018-11-25,19,Sun,11,12,,CLE,L 20-35,19,26,73.1,258,4,0,0,0,143.9,CIN_CLE_2018-11-25
BAL,2018-11-18,19,Sun,10,11,,CIN,W 24-21,19,37,51.4,207,2,1,4,0,86.2,BAL_CIN_2018-11-18
NOR,2018-11-18,19,Sun,10,11,,PHI,W 48-7,19,33,57.6,138,0,3,18,3,29.6,NOR_PHI_2018-11-18
ARI,2018-11-18,19,Sun,10,11,,OAK,L 21-23,19,31,61.3,173,2,4,19,0,97.9,ARI_OAK_2018-11-18
SFO,2018-11-12,19,Mon,10,10,,NYG,L 23-27,19,31,61.3,180,3,1,8,0,109.6,SFO_NYG_2018-11-12
MIA,2018-11-11,19,Sun,10,10,@,GNB,L 12-31,19,28,67.9,182,2,2,17,0,109.5,MIA_GNB_2018-11-11
TAM,2018-11-11,19,Sun,9,10,,WAS,L 3-16,19,27,70.4,170,1,3,8,0,99.3,TAM_WAS_2018-11-11
TAM,2018-11-04,19,Sun,8,9,@,CAR,L 28-42,19,25,76.0,228,2,2,19,0,130.1,TAM_CAR_2018-11-04
MIN,2018-10-28,19,Sun,8,8,,NOR,L 20-30,19,24,79.2,164,1,0,0,1,91.7,MIN_NOR_2018-10-28
KAN,2018-10-21,19,Sun,7,7,,CIN,W 45-10,19,33,57.6,174,1,2,13,1,69.5,KAN_CIN_2018-10-21
TEN,2018-10-21,19,Sun,7,7,@,LAC,L 19-20,19,26,73.1,297,2,2,9,0,136.2,TEN_LAC_2018-10-21
ATL,2018-10-07,19,Sun,5,5,@,PIT,L 17-41,19,29,65.5,250,3,0,0,1,112.7,ATL_PIT_2018-10-07
TAM,2018-09-30,19,Sun,4,4,@,CHI,L 10-48,19,26,73.1,344,6,1,10,0,154.6,TAM_CHI_2018-09-30
NYG,2018-09-30,19,Sun,4,4,,NOR,L 18-33,19,34,55.9,219,0,1,8,0,75.5,NYG_NOR_2018-09-30
ARI,2018-09-30,19,Sun,4,4,,SEA,L 17-20,19,26,73.1,160,0,2,12,0,88.6,ARI_SEA_2018-09-30
SEA,2018-09-23,19,Sun,3,3,,DAL,W 24-13,19,34,55.9,137,1,5,31,2,50.7,SEA_DAL_2018-09-23
OAK,2018-09-16,19,Sun,2,2,@,DEN,L 19-20,19,35,54.3,217,0,1,5,1,61.3,OAK_DEN_2018-09-16
CAR,2018-09-09,19,Sun,1,1,,DAL,W 16-8,19,29,65.5,138,0,6,32,0,76.5,CAR_DAL_2018-09-09
DEN,2018-09-09,19,Sun,1,1,,SEA,W 27-24,19,33,57.6,242,3,6,56,2,85.7,DEN_SEA_2018-09-09
MIA,2017-12-31,19,Sun,16,17,,BUF,L 16-22,19,27,70.4,186,1,4,18,0,101.8,MIA_BUF_2017-12-31
NYJ,2017-12-31,19,Sun,16,17,@,NWE,L 6-26,19,40,47.5,183,2,2,12,0,77.4,NYJ_NWE_2017-12-31
NWE,2017-12-31,19,Sun,16,17,,NYJ,W 26-6,19,36,52.8,207,0,4,25,0,70.0,NWE_NYJ_2017-12-31
LAC,2017-12-31,19,Sun,16,17,,OAK,W 30-10,19,28,67.9,231,1,2,12,1,90.0,LAC_OAK_2017-12-31
OAK,2017-12-25,19,Mon,15,16,@,PHI,L 10-19,19,38,50.0,138,1,2,25,1,56.7,OAK_PHI_2017-12-25
CIN,2017-12-24,19,Sun,15,16,,DET,W 26-17,19,35,54.3,189,1,2,14,1,67.4,CIN_DET_2017-12-24
KAN,2017-12-24,19,Sun,15,16,,MIA,W 29-13,19,38,50.0,286,1,0,0,0,83.9,KAN_MIA_2017-12-24
DEN,2017-12-24,19,Sun,15,16,@,WAS,L 11-27,19,37,51.4,299,3,0,0,1,94.3,DEN_WAS_2017-12-24
NOR,2017-12-17,19,Sun,14,15,,NYJ,W 31-19,19,39,48.7,170,1,1,9,2,48.0,NOR_NYJ_2017-12-17
NYJ,2017-12-10,19,Sun,13,14,@,DEN,L 0-23,19,31,61.3,189,1,2,11,0,89.3,NYJ_DEN_2017-12-10
WAS,2017-12-10,19,Sun,13,14,@,LAC,L 13-30,19,34,55.9,314,2,2,8,1,94.5,WAS_LAC_2017-12-10
MIA,2017-12-03,19,Sun,12,13,,DEN,W 35-9,19,41,46.3,167,0,3,33,3,27.2,MIA_DEN_2017-12-03
NYJ,2017-12-03,19,Sun,12,13,,KAN,W 38-31,19,33,57.6,362,4,2,4,0,135.4,NYJ_KAN_2017-12-03
KAN,2017-11-26,19,Sun,11,12,,BUF,L 10-16,19,29,65.5,164,1,2,19,0,91.7,KAN_BUF_2017-11-26
ARI,2017-11-26,19,Sun,11,12,,JAX,W 27-24,19,33,57.6,128,0,3,32,1,53.6,ARI_JAX_2017-11-26
CAR,2017-11-26,19,Sun,11,12,@,NYJ,W 35-27,19,36,52.8,282,3,3,25,0,106.5,CAR_NYJ_2017-11-26
NYG,2017-11-23,19,Thu,11,12,@,WAS,L 10-20,19,31,61.3,201,2,6,41,1,88.2,NYG_WAS_2017-11-23
SEA,2017-11-20,19,Mon,10,11,,ATL,L 31-34,19,27,70.4,190,2,1,5,0,114.7,SEA_ATL_2017-11-20
KAN,2017-11-19,19,Sun,10,11,@,NYG,L 9-12 (OT),19,36,52.8,205,0,0,0,1,58.2,KAN_NYG_2017-11-19
IND,2017-11-12,19,Sun,10,10,,PIT,L 17-20,19,31,61.3,228,2,1,8,1,91.9,IND_PIT_2017-11-12
NYG,2017-11-12,19,Sun,9,10,@,SFO,L 21-31,19,25,76.0,288,2,0,0,1,123.4,NYG_SFO_2017-11-12
PHI,2017-11-05,19,Sun,9,9,,DEN,W 51-23,19,38,50.0,191,1,3,17,2,51.5,PHI_DEN_2017-11-05
IND,2017-11-05,19,Sun,9,9,@,HOU,W 20-14,19,44,43.2,194,1,2,25,0,64.0,IND_HOU_2017-11-05
BAL,2017-11-05,19,Sun,9,9,@,TEN,L 20-23,19,28,67.9,186,2,3,32,1,95.2,BAL_TEN_2017-11-05
KAN,2017-10-30,19,Mon,8,8,,DEN,W 29-19,19,36,52.8,187,1,3,11,3,42.2,KAN_DEN_2017-10-30
SEA,2017-10-29,19,Sun,7,8,,HOU,W 41-38,19,30,63.3,367,4,5,35,3,105.8,SEA_HOU_2017-10-29
SEA,2017-10-22,19,Sun,6,7,@,NYG,W 24-7,19,39,48.7,131,1,1,3,0,65.2,SEA_NYG_2017-10-22
PIT,2017-10-15,19,Sun,6,6,@,KAN,W 19-13,19,34,55.9,223,1,3,23,0,85.8,PIT_KAN_2017-10-15
ATL,2017-10-15,19,Sun,5,6,,MIA,L 17-20,19,33,57.6,151,2,0,0,1,76.7,ATL_MIA_2017-10-15
DAL,2017-10-08,19,Sun,5,5,,GNB,L 31-35,19,29,65.5,182,3,4,39,0,117.3,DAL_GNB_2017-10-08
OAK,2017-10-08,19,Sun,5,5,,BAL,L 17-30,19,26,73.1,222,0,0,0,0,98.6,OAK_BAL_2017-10-08
MIN,2017-10-01,19,Sun,4,4,,DET,L 7-14,19,31,61.3,154,0,6,55,0,73.9,MIN_DET_2017-10-01
CHI,2017-09-28,19,Thu,4,4,@,GNB,L 14-35,19,27,70.4,169,4,2,10,0,126.4,CHI_GNB_2017-09-28
NOR,2017-09-24,19,Sun,3,3,@,CAR,W 34-13,19,33,57.6,156,0,4,28,3,31.9,NOR_CAR_2017-09-24
WAS,2017-09-24,19,Sun,3,3,,OAK,W 27-10,19,31,61.3,96,1,4,22,2,49.9,WAS_OAK_2017-09-24
GNB,2017-09-17,19,Sun,2,2,@,ATL,L 23-34,19,28,67.9,223,1,3,29,0,103.7,GNB_ATL_2017-09-17
IND,2017-09-17,19,Sun,2,2,,ARI,L 13-16 (OT),19,36,52.8,306,1,4,26,1,79.2,IND_ARI_2017-09-17
JAX,2017-09-10,19,Sun,1,1,@,HOU,W 29-7,19,36,52.8,110,1,10,54,1,56.5,JAX_HOU_2017-09-10
MIA,2023-01-08,18,Sun,17,18,,NYJ,W 11-6,18,33,54.5,149,0,0,0,0,66.4,MIA_NYJ_2023-01-08
LVR,2023-01-07,18,Sat,17,18,,KAN,L 13-31,18,26,69.2,181,1,2,21,0,101.6,LVR_KAN_2023-01-07
NOR,2023-01-01,18,Sun,16,17,@,PHI,W 20-10,18,32,56.3,246,1,6,28,1,78.4,NOR_PHI_2023-01-01
NYJ,2023-01-01,18,Sun,16,17,@,SEA,L 6-23,18,29,62.1,148,2,4,35,0,98.1,NYJ_SEA_2023-01-01
BUF,2022-12-24,18,Sat,15,16,@,CHI,W 35-13,18,28,64.3,129,1,2,15,1,71.9,BUF_CHI_2022-12-24
DET,2022-12-18,18,Sun,14,15,@,NYJ,W 20-17,18,35,51.4,287,2,4,30,1,86.3,DET_NYJ_2022-12-18
LAC,2022-12-18,18,Sun,14,15,,TEN,W 17-14,18,26,69.2,157,0,4,28,1,68.9,LAC_TEN_2022-12-18
BAL,2022-12-17,18,Sat,14,15,@,CLE,L 3-13,18,28,64.3,140,1,3,21,0,88.4,BAL_CLE_2022-12-17
CLE,2022-12-11,18,Sun,13,14,@,CIN,L 10-23,18,33,54.5,227,2,2,12,1,83.8,CLE_CIN_2022-12-11
CHI,2022-12-04,18,Sun,13,13,,GNB,L 19-28,18,31,58.1,182,1,0,0,0,85.7,CHI_GNB_2022-12-04
SFO,2022-12-04,18,Sun,12,13,,MIA,W 33-17,18,34,52.9,275,2,3,20,3,62.7,SFO_MIA_2022-12-04
SFO,2022-11-27,18,Sun,11,12,,NOR,W 13-0,18,30,60.0,197,0,1,7,0,79.4,SFO_NOR_2022-11-27
LAC,2022-11-27,18,Sun,11,12,@,ARI,W 25-24,18,29,62.1,185,2,1,6,1,89.0,LAC_ARI_2022-11-27
CLE,2022-11-20,18,Sun,10,11,@,BUF,L 23-31,18,27,66.7,186,1,2,11,0,98.7,CLE_BUF_2022-11-20
IND,2022-11-20,18,Sun,11,11,,PHI,L 16-17,18,25,72.0,173,1,3,17,0,104.2,IND_PHI_2022-11-20
NOR,2022-11-13,18,Sun,10,10,@,PIT,L 10-20,18,30,60.0,162,0,6,37,0,74.6,NOR_PIT_2022-11-13
BUF,2022-11-06,18,Sun,8,9,@,NYJ,L 17-20,18,25,72.0,136,1,2,18,0,98.1,BUF_NYJ_2022-11-06
NYJ,2022-11-06,18,Sun,9,9,,BUF,W 20-17,18,34,52.9,183,0,5,22,2,44.1,NYJ_BUF_2022-11-06
DAL,2022-10-30,18,Sun,8,8,,CHI,W 49-29,18,24,75.0,131,2,4,25,0,115.1,DAL_CHI_2022-10-30
JAX,2022-10-30,18,Sun,8,8,,DEN,L 17-21,18,30,60.0,230,1,3,22,1,81.3,JAX_DEN_2022-10-30
DEN,2022-10-30,18,Sun,8,8,@,JAX,W 21-17,18,31,58.1,114,1,2,19,2,49.7,DEN_JAX_2022-10-30
PHI,2022-10-16,18,Sun,6,6,,DAL,W 26-17,18,38,47.4,181,1,0,0,3,37.3,PHI_DAL_2022-10-16
CAR,2022-10-09,18,Sun,5,5,,SFO,L 15-37,18,30,60.0,244,2,2,9,0,108.2,CAR_SFO_2022-10-09
ARI,2022-09-25,18,Sun,3,3,,LAR,L 12-20,18,25,72.0,239,0,1,10,0,101.9,ARI_LAR_2022-09-25
NWE,2022-09-25,18,Sun,3,3,,BAL,L 26-37,18,29,62.1,206,4,4,12,1,108.6,NWE_BAL_2022-09-25
DEN,2022-09-25,18,Sun,3,3,,SFO,W 11-10,18,29,62.1,179,1,4,32,1,76.7,DEN_SFO_2022-09-25
NOR,2022-09-18,18,Sun,2,2,,TAM,L 10-20,18,34,52.9,188,1,1,2,0,79.0,NOR_TAM_2022-09-18
DET,2022-09-11,18,Sun,1,1,,PHI,L 35-38,18,32,56.3,239,0,1,4,0,80.1,DET_PHI_2022-09-11
DAL,2022-09-11,18,Sun,1,1,,TAM,L 3-19,18,27,66.7,195,1,2,17,1,84.6,DAL_TAM_2022-09-11
CAR,2022-09-11,18,Sun,1,1,,CLE,L 24-26,18,34,52.9,138,1,1,9,0,72.9,CAR_CLE_2022-09-11
NYG,2022-01-02,18,Sun,16,17,@,CHI,L 3-29,18,36,50.0,162,1,2,11,2,48.6,NYG_CHI_2022-01-02
TEN,2022-01-02,18,Sun,16,17,,MIA,W 34-3,18,39,46.2,182,0,4,23,1,49.3,TEN_MIA_2022-01-02
DET,2021-12-26,18,Sun,15,16,@,ATL,L 16-20,18,24,75.0,207,1,3,8,0,114.4,DET_ATL_2021-12-26
CAR,2021-12-26,18,Sun,15,16,,TAM,L 6-32,18,31,58.1,232,1,0,0,0,92.4,CAR_TAM_2021-12-26
ARI,2021-12-25,18,Sat,15,16,,IND,L 16-22,18,28,64.3,220,2,2,5,0,112.2,ARI_IND_2021-12-25
BUF,2021-12-19,18,Sun,14,15,,CAR,W 31-14,18,38,47.4,124,1,4,32,1,53.0,BUF_CAR_2021-12-19
CIN,2021-12-19,18,Sun,14,15,@,DEN,W 15-10,18,34,52.9,159,1,3,27,0,75.5,CIN_DEN_2021-12-19
ATL,2021-12-19,18,Sun,14,15,@,SFO,L 13-31,18,24,75.0,235,1,0,0,0,119.3,ATL_SFO_2021-12-19
GNB,2021-12-12,18,Sun,13,14,,CHI,W 45-30,18,33,54.5,210,2,2,14,2,69.0,GNB_CHI_2021-12-12
DET,2021-12-12,18,Sun,13,14,@,DEN,L 10-38,18,25,72.0,174,2,1,5,0,117.7,DET_DEN_2021-12-12
BAL,2021-11-28,18,Sun,11,12,,CLE,W 16-10,18,37,48.6,222,1,3,25,0,76.6,BAL_CLE_2021-11-28
LAC,2021-10-31,18,Sun,7,8,,NWE,L 24-27,18,35,51.4,210,0,1,7,0,69.9,LAC_NWE_2021-10-31
NWE,2021-10-31,18,Sun,8,8,@,LAC,W 27-24,18,35,51.4,206,2,3,17,2,64.7,NWE_LAC_2021-10-31
LVR,2021-10-24,18,Sun,7,7,,PHI,W 33-22,18,34,52.9,223,2,2,13,0,93.1,LVR_PHI_2021-10-24
BUF,2021-10-18,18,Mon,6,6,@,TEN,L 31-34,18,29,62.1,216,0,0,0,1,70.5,BUF_TEN_2021-10-18
DEN,2021-10-17,18,Sun,6,6,,LVR,L 24-34,18,27,66.7,340,2,2,1,0,134.4,DEN_LVR_2021-10-17
IND,2021-09-26,18,Sun,3,3,@,TEN,L 16-25,18,27,66.7,188,3,1,9,2,92.8,IND_TEN_2021-09-26
CLE,2021-09-19,18,Sun,2,2,,HOU,W 31-21,18,29,62.1,220,2,1,7,1,94.0,CLE_HOU_2021-09-19
KAN,2021-09-19,18,Sun,2,2,@,BAL,L 35-36,18,26,69.2,230,1,1,9,2,77.4,KAN_BAL_2021-09-19
BUF,2021-09-12,18,Sun,1,1,,PIT,L 16-23,18,32,56.3,177,1,2,11,0,82.4,BUF_PIT_2021-09-12
IND,2021-09-12,18,Sun,1,1,,SEA,L 16-28,18,23,78.3,241,4,3,13,0,149.9,IND_SEA_2021-09-12
DET,2021-09-12,18,Sun,1,1,,SFO,L 33-41,18,26,69.2,311,2,1,8,0,135.3,DET_SFO_2021-09-12
NOR,2021-01-03,18,Sun,16,17,@,CAR,W 33-7,18,37,48.6,246,0,3,25,5,30.7,NOR_CAR_2021-01-03
HOU,2021-01-03,18,Sun,16,17,,TEN,L 38-41,18,27,66.7,204,1,2,12,0,101.5,HOU_TEN_2021-01-03
WAS,2020-12-20,18,Sun,14,15,,SEA,L 15-20,18,27,66.7,121,1,0,0,1,73.2,WAS_SEA_2020-12-20
MIA,2020-11-22,18,Sun,10,11,@,DEN,L 13-20,18,30,60.0,270,0,0,0,1,75.7,MIA_DEN_2020-11-22
CAR,2020-11-22,18,Sun,11,11,,DET,W 20-0,18,33,54.5,145,0,5,33,0,65.8,CAR_DET_2020-11-22
ATL,2020-11-22,18,Sun,10,11,@,NOR,L 9-24,18,23,78.3,210,0,3,23,0,104.7,ATL_NOR_2020-11-22
GNB,2020-11-15,18,Sun,9,10,,JAX,W 24-20,18,35,51.4,151,1,3,18,1,60.5,GNB_JAX_2020-11-15
NWE,2020-11-09,18,Mon,8,9,@,NYJ,W 30-27,18,25,72.0,257,3,1,5,1,127.8,NWE_NYJ_2020-11-09
KAN,2020-11-01,18,Sun,8,8,,NYJ,W 35-9,18,30,60.0,128,0,1,5,0,69.9,KAN_NYJ_2020-11-01
CIN,2020-11-01,18,Sun,8,8,,TEN,W 31-20,18,30,60.0,223,2,1,10,1,91.4,CIN_TEN_2020-11-01
PIT,2020-10-25,18,Sun,6,7,@,TEN,W 27-24,18,31,58.1,210,2,2,10,0,100.2,PIT_TEN_2020-10-25
ARI,2020-10-11,18,Sun,5,5,@,NYJ,W 30-10,18,33,54.5,162,1,3,33,0,78.1,ARI_NYJ_2020-10-11
LAR,2020-10-11,18,Sun,5,5,@,WAS,W 30-10,18,30,60.0,70,0,8,41,0,64.6,LAR_WAS_2020-10-11
SFO,2020-10-04,18,Sun,4,4,,PHI,L 20-25,18,28,64.3,174,1,3,19,1,78.6,SFO_PHI_2020-10-04
JAX,2020-09-24,18,Thu,3,3,,MIA,L 13-31,18,20,90.0,156,2,1,4,0,132.5,JAX_MIA_2020-09-24
NYG,2020-09-20,18,Sun,2,2,@,CHI,L 13-17,18,28,64.3,169,2,4,21,2,74.9,NYG_CHI_2020-09-20
DET,2020-09-20,18,Sun,2,2,@,GNB,L 21-42,18,30,60.0,229,2,1,11,0,106.1,DET_GNB_2020-09-20
JAX,2020-09-20,18,Sun,2,2,@,TEN,L 30-33,18,24,75.0,231,4,1,8,0,144.3,JAX_TEN_2020-09-20
HOU,2020-09-20,18,Sun,2,2,,BAL,L 16-33,18,24,75.0,177,1,4,27,0,109.2,HOU_BAL_2020-09-20
SEA,2019-12-29,18,Sun,16,17,,SFO,L 21-26,18,22,81.8,270,0,2,15,0,117.8,SEA_SFO_2019-12-29
DAL,2019-12-29,18,Sun,16,17,,WAS,W 47-16,18,37,48.6,183,1,2,23,1,61.0,DAL_WAS_2019-12-29
KAN,2019-12-22,18,Sun,15,16,@,CHI,W 26-3,18,34,52.9,133,0,3,24,0,62.5,KAN_CHI_2019-12-22
NOR,2019-12-16,18,Mon,14,15,,IND,W 34-7,18,34,52.9,159,0,1,6,0,65.7,NOR_IND_2019-12-16
KAN,2019-12-15,18,Sun,14,15,,DEN,W 23-3,18,40,45.0,199,0,2,9,1,49.9,KAN_DEN_2019-12-15
BAL,2019-12-12,18,Thu,14,15,,NYJ,W 42-21,18,32,56.3,207,2,1,11,1,83.7,BAL_NYJ_2019-12-12
WAS,2019-12-08,18,Sun,13,14,@,GNB,L 15-20,18,28,64.3,167,1,4,28,0,92.4,WAS_GNB_2019-12-08
PIT,2019-12-01,18,Sun,12,13,,CLE,W 20-13,18,34,52.9,173,1,5,23,1,65.0,PIT_CLE_2019-12-01
LAC,2019-12-01,18,Sun,12,13,@,DEN,L 20-23,18,28,64.3,134,2,0,0,1,84.5,LAC_DEN_2019-12-01
ATL,2019-11-28,18,Thu,12,13,,NOR,L 18-26,18,31,58.1,184,1,0,0,0,86.0,ATL_NOR_2019-11-28
ATL,2019-11-24,18,Sun,11,12,,TAM,L 22-35,18,28,64.3,313,3,0,0,2,108.2,ATL_TAM_2019-11-24
MIN,2019-11-17,18,Sun,11,11,,DEN,W 27-23,18,40,45.0,270,1,2,8,1,65.6,MIN_DEN_2019-11-17
BAL,2019-11-17,18,Sun,10,11,,HOU,W 41-7,18,30,60.0,110,0,7,59,1,53.5,BAL_HOU_2019-11-17
MIA,2019-11-10,18,Sun,9,10,@,IND,W 16-12,18,39,46.2,191,1,1,13,3,37.4,MIA_IND_2019-11-10
CIN,2019-11-10,18,Sun,9,10,,BAL,L 13-49,18,22,81.8,243,3,1,0,1,133.3,CIN_BAL_2019-11-10
HOU,2019-10-27,18,Sun,8,8,,OAK,W 27-24,18,30,60.0,285,3,0,0,0,125.0,HOU_OAK_2019-10-27
CAR,2019-10-27,18,Sun,7,8,@,SFO,L 13-51,18,22,81.8,156,2,3,19,1,107.6,CAR_SFO_2019-10-27
GNB,2019-10-14,18,Mon,6,6,,DET,W 23-22,18,32,56.3,243,0,3,22,0,80.6,GNB_DET_2019-10-14
TEN,2019-10-13,18,Sun,6,6,@,DEN,L 0-16,18,28,64.3,167,0,1,10,1,65.6,TEN_DEN_2019-10-13
KAN,2019-10-06,18,Sun,5,5,,IND,L 13-19,18,29,62.1,151,0,0,0,1,61.1,KAN_IND_2019-10-06
NWE,2019-10-06,18,Sun,5,5,@,WAS,W 33-7,18,27,66.7,78,0,6,44,1,54.7,NWE_WAS_2019-10-06
BUF,2019-09-29,18,Sun,4,4,,NWE,L 10-16,18,39,46.2,150,0,0,0,1,45.9,BUF_NWE_2019-09-29
ATL,2019-09-29,18,Sun,4,4,,TEN,L 10-24,18,27,66.7,227,3,0,0,0,129.7,ATL_TEN_2019-09-29
LAR,2019-09-22,18,Sun,3,3,@,CLE,W 20-13,18,36,50.0,175,1,3,20,1,61.7,LAR_CLE_2019-09-22
PHI,2019-09-22,18,Sun,3,3,,DET,L 24-27,18,32,56.3,201,1,0,0,0,85.5,PHI_DET_2019-09-22
NWE,2019-09-15,18,Sun,2,2,@,MIA,W 43-0,18,39,46.2,142,0,7,44,4,16.1,NWE_MIA_2019-09-15
CIN,2019-09-15,18,Sun,2,2,,SFO,L 17-41,18,26,69.2,312,3,0,0,1,132.2,CIN_SFO_2019-09-15
TAM,2019-09-08,18,Sun,1,1,,SFO,L 17-31,18,27,66.7,158,1,1,8,1,78.9,TAM_SFO_2019-09-08
CHI,2019-09-05,18,Thu,1,1,,GNB,L 3-10,18,30,60.0,166,1,5,37,0,86.2,CHI_GNB_2019-09-05
NOR,2018-12-30,18,Sun,16,17,,CAR,L 14-33,18,30,60.0,263,2,1,5,0,110.8,NOR_CAR_2018-12-30
MIN,2018-12-30,18,Sun,16,17,,CHI,L 10-24,18,26,69.2,163,0,0,0,0,85.9,MIN_CHI_2018-12-30
SEA,2018-12-30,18,Sun,16,17,,ARI,W 27-24,18,34,52.9,113,1,6,36,0,69.9,SEA_ARI_2018-12-30
IND,2018-12-30,18,Sun,16,17,@,TEN,W 33-17,18,29,62.1,165,1,0,0,2,60.3,IND_TEN_2018-12-30
LAR,2018-12-23,18,Sun,15,16,@,ARI,W 31-9,18,31,58.1,159,1,4,23,0,82.6,LAR_ARI_2018-12-23
KAN,2018-12-23,18,Sun,15,16,@,SEA,L 31-38,18,29,62.1,254,3,3,17,0,124.8,KAN_SEA_2018-12-23
DEN,2018-12-15,18,Sat,14,15,,CLE,L 16-17,18,31,58.1,175,2,2,13,1,82.1,DEN_CLE_2018-12-15
NYJ,2018-12-09,18,Sun,13,14,@,BUF,W 27-23,18,37,48.6,192,0,3,14,2,41.7,NYJ_BUF_2018-12-09
LAC,2018-12-09,18,Sun,13,14,,CIN,W 26-21,18,27,66.7,151,1,3,19,0,93.3,LAC_CIN_2018-12-09
