Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,game_id
DEN,2023-01-08,21,Sun,17,18,,LAC,W 31-28,21,3,17,1,14,7,50.0,0,0,,DEN_LAC_2023-01-08
ARI,2023-01-08,21,Sun,17,18,@,SFO,L 13-38,21,10,10,1,13,6,46.2,1,0,0.0,ARI_SFO_2023-01-08
LVR,2023-01-07,21,Sat,17,18,,KAN,L 13-31,21,11,9,1,9,5,55.6,0,0,,LVR_KAN_2023-01-07
KAN,2023-01-07,21,Sat,17,18,@,LVR,W 31-13,21,6,13,2,16,8,50.0,2,0,0.0,KAN_LVR_2023-01-07
KAN,2023-01-01,21,Sun,16,17,,DEN,W 27-24,21,6,12,3,12,3,25.0,2,1,50.0,KAN_DEN_2023-01-01
NWE,2023-01-01,21,Sun,16,17,,MIA,W 23-21,21,4,15,2,14,4,28.6,3,2,66.7,NWE_MIA_2023-01-01
ARI,2022-12-25,21,Sun,15,16,,TAM,L 16-19 (OT),21,5,15,1,17,6,35.3,2,1,50.0,ARI_TAM_2022-12-25
SFO,2022-12-24,21,Sat,15,16,,WAS,W 37-20,21,2,18,1,13,7,53.8,2,0,0.0,SFO_WAS_2022-12-24
NOR,2022-12-18,21,Sun,14,15,,ATL,W 21-18,21,13,6,2,16,9,56.3,1,0,0.0,NOR_ATL_2022-12-18
HOU,2022-12-11,21,Sun,13,14,@,DAL,L 23-27,21,10,11,0,15,8,53.3,2,1,50.0,HOU_DAL_2022-12-11
CHI,2022-12-04,21,Sun,13,13,,GNB,L 19-28,21,8,11,2,13,6,46.2,2,1,50.0,CHI_GNB_2022-12-04
NYJ,2022-12-04,21,Sun,12,13,@,MIN,L 22-27,21,6,12,3,18,9,50.0,1,1,100.0,NYJ_MIN_2022-12-04
LAC,2022-12-04,21,Sun,12,13,@,LVR,L 20-27,21,7,11,3,10,3,30.0,0,0,,LAC_LVR_2022-12-04
TEN,2022-11-27,21,Sun,11,12,,CIN,L 16-20,21,7,11,3,14,5,35.7,0,0,,TEN_CIN_2022-11-27
NOR,2022-11-27,21,Sun,12,12,@,SFO,L 0-13,21,6,12,3,13,5,38.5,2,1,50.0,NOR_SFO_2022-11-27
DAL,2022-11-24,21,Thu,11,12,,NYG,W 28-20,21,6,11,4,11,3,27.3,2,0,0.0,DAL_NYG_2022-11-24
ARI,2022-11-21,21,Mon,11,11,,SFO,L 10-38,21,7,13,1,11,6,54.5,0,0,,ARI_SFO_2022-11-21
GNB,2022-11-17,21,Thu,11,11,,TEN,L 17-27,21,5,15,1,13,7,53.8,2,1,50.0,GNB_TEN_2022-11-17
CHI,2022-11-06,21,Sun,9,9,,MIA,L 32-35,21,3,15,3,10,5,50.0,2,0,0.0,CHI_MIA_2022-11-06
BUF,2022-11-06,21,Sun,8,9,@,NYJ,L 17-20,21,11,9,1,13,5,38.5,2,2,100.0,BUF_NYJ_2022-11-06
CAR,2022-10-30,21,Sun,8,8,@,ATL,L 34-37 (OT),21,7,14,0,12,6,50.0,0,0,,CAR_ATL_2022-10-30
BUF,2022-10-30,21,Sun,7,8,,GNB,W 27-17,21,12,8,1,12,6,50.0,2,0,0.0,BUF_GNB_2022-10-30
PHI,2022-10-30,21,Sun,7,8,,PIT,W 35-13,21,10,9,2,12,1,8.3,4,4,100.0,PHI_PIT_2022-10-30
DET,2022-10-23,21,Sun,6,7,@,DAL,L 6-24,21,8,10,3,9,3,33.3,0,0,,DET_DAL_2022-10-23
NYJ,2022-10-23,21,Sun,7,7,@,DEN,W 16-9,21,7,10,4,16,5,31.3,3,1,33.3,NYJ_DEN_2022-10-23
LVR,2022-10-23,21,Sun,6,7,,HOU,W 38-20,21,9,12,0,15,9,60.0,2,1,50.0,LVR_HOU_2022-10-23
SEA,2022-10-23,21,Sun,7,7,@,LAC,W 37-23,21,3,17,1,15,5,33.3,3,1,33.3,SEA_LAC_2022-10-23
NOR,2022-10-20,21,Thu,7,7,@,ARI,L 34-42,21,9,9,3,10,3,30.0,1,1,100.0,NOR_ARI_2022-10-20
NOR,2022-10-16,21,Sun,6,6,,CIN,L 26-30,21,7,13,1,10,6,60.0,0,0,,NOR_CIN_2022-10-16
PHI,2022-10-16,21,Sun,6,6,,DAL,W 26-17,21,8,12,1,10,4,40.0,1,0,0.0,PHI_DAL_2022-10-16
ATL,2022-10-16,21,Sun,6,6,,SFO,W 28-14,21,4,15,2,8,3,37.5,1,0,0.0,ATL_SFO_2022-10-16
PIT,2022-10-09,21,Sun,5,5,@,BUF,L 3-38,21,4,15,2,9,5,55.6,0,0,,PIT_BUF_2022-10-09
MIA,2022-10-09,21,Sun,5,5,@,NYJ,L 17-40,21,8,9,4,11,5,45.5,1,0,0.0,MIA_NYJ_2022-10-09
SFO,2022-10-03,21,Mon,4,4,,LAR,W 24-9,21,3,16,2,15,5,33.3,2,2,100.0,SFO_LAR_2022-10-03
TEN,2022-10-02,21,Sun,4,4,@,IND,W 24-17,21,3,17,1,13,7,53.8,0,0,,TEN_IND_2022-10-02
CHI,2022-10-02,21,Sun,4,4,@,NYG,L 12-20,21,14,5,2,14,6,42.9,0,0,,CHI_NYG_2022-10-02
WAS,2022-09-25,21,Sun,3,3,,PHI,L 8-24,21,3,16,2,15,5,33.3,3,2,66.7,WAS_PHI_2022-09-25
IND,2022-09-18,21,Sun,2,2,@,JAX,L 0-24,21,6,14,1,15,6,40.0,3,2,66.7,IND_JAX_2022-09-18
DET,2022-09-18,21,Sun,2,2,,WAS,W 36-27,21,6,15,0,15,7,46.7,2,1,50.0,DET_WAS_2022-09-18
KAN,2022-09-15,21,Thu,2,2,,LAC,W 27-24,21,5,15,1,16,5,31.3,4,4,100.0,KAN_LAC_2022-09-15
MIN,2022-09-11,21,Sun,1,1,,GNB,W 23-7,21,8,13,0,9,3,33.3,2,0,0.0,MIN_GNB_2022-09-11
MIA,2022-01-09,21,Sun,17,18,,NWE,W 33-24,21,11,8,2,10,5,50.0,0,0,,MIA_NWE_2022-01-09
CAR,2022-01-09,21,Sun,17,18,@,TAM,L 17-41,21,6,15,0,11,4,36.4,1,1,100.0,CAR_TAM_2022-01-09
DEN,2022-01-02,21,Sun,16,17,@,LAC,L 13-34,21,7,13,1,15,9,60.0,1,1,100.0,DEN_LAC_2022-01-02
CIN,2021-12-26,21,Sun,15,16,,BAL,W 41-21,21,2,19,0,11,6,54.5,1,0,0.0,CIN_BAL_2021-12-26
CAR,2021-12-26,21,Sun,15,16,,TAM,L 6-32,21,8,12,1,14,7,50.0,0,0,,CAR_TAM_2021-12-26
HOU,2021-12-19,21,Sun,14,15,@,JAX,W 30-16,21,6,12,3,14,3,21.4,3,2,66.7,HOU_JAX_2021-12-19
CAR,2021-12-19,21,Sun,14,15,@,BUF,L 14-31,21,6,12,3,14,6,42.9,1,1,100.0,CAR_BUF_2021-12-19
ATL,2021-12-12,21,Sun,13,14,@,CAR,W 29-21,21,7,13,1,11,4,36.4,3,1,33.3,ATL_CAR_2021-12-12
LVR,2021-12-12,21,Sun,13,14,@,KAN,L 9-48,21,6,11,4,13,9,69.2,0,0,,LVR_KAN_2021-12-12
NYJ,2021-12-12,21,Sun,13,14,,NOR,L 9-30,21,12,8,1,15,6,40.0,1,1,100.0,NYJ_NOR_2021-12-12
CLE,2021-12-12,21,Sun,13,14,,BAL,W 24-22,21,5,15,1,12,1,8.3,4,3,75.0,CLE_BAL_2021-12-12
CIN,2021-12-12,21,Sun,13,14,,SFO,L 23-26 (OT),21,6,14,1,15,5,33.3,0,0,,CIN_SFO_2021-12-12
PHI,2021-12-05,21,Sun,13,13,@,NYJ,W 33-18,21,4,15,2,9,3,33.3,3,2,66.7,PHI_NYJ_2021-12-05
SFO,2021-12-05,21,Sun,12,13,@,SEA,L 23-30,21,5,12,4,15,5,33.3,2,2,100.0,SFO_SEA_2021-12-05
TAM,2021-12-05,21,Sun,12,13,@,ATL,W 30-17,21,5,14,2,17,9,52.9,0,0,,TAM_ATL_2021-12-05
LAC,2021-12-05,21,Sun,12,13,@,CIN,W 41-22,21,6,14,1,12,6,50.0,1,0,0.0,LAC_CIN_2021-12-05
JAX,2021-11-28,21,Sun,11,12,,ATL,L 14-21,21,6,12,3,12,5,41.7,0,0,,JAX_ATL_2021-11-28
LAR,2021-11-28,21,Sun,11,12,@,GNB,L 28-36,21,5,14,2,19,7,36.8,2,2,100.0,LAR_GNB_2021-11-28
NOR,2021-11-25,21,Thu,11,12,,BUF,L 6-31,21,9,11,1,13,8,61.5,1,1,100.0,NOR_BUF_2021-11-25
DET,2021-11-25,21,Thu,11,12,,CHI,L 14-16,21,3,18,0,13,5,38.5,0,0,,DET_CHI_2021-11-25
MIN,2021-11-21,21,Sun,10,11,,GNB,W 34-31,21,4,16,1,11,7,63.6,0,0,,MIN_GNB_2021-11-21
NOR,2021-11-21,21,Sun,10,11,@,PHI,L 29-40,21,14,7,0,21,12,57.1,0,0,,NOR_PHI_2021-11-21
LAC,2021-10-31,21,Sun,7,8,,NWE,L 24-27,21,9,10,2,19,9,47.4,1,0,0.0,LAC_NWE_2021-10-31
CLE,2021-10-31,21,Sun,8,8,,PIT,L 10-15,21,7,13,1,13,4,30.8,4,2,50.0,CLE_PIT_2021-10-31
CHI,2021-10-31,21,Sun,8,8,,SFO,L 22-33,21,9,12,0,10,4,40.0,1,1,100.0,CHI_SFO_2021-10-31
DEN,2021-10-31,21,Sun,8,8,,WAS,W 17-10,21,6,14,1,14,5,35.7,5,1,20.0,DEN_WAS_2021-10-31
ATL,2021-10-31,21,Sun,7,8,,CAR,L 13-19,21,13,7,1,17,10,58.8,0,0,,ATL_CAR_2021-10-31
SEA,2021-10-25,21,Mon,7,7,,NOR,L 10-13,21,7,10,4,13,2,15.4,2,2,100.0,SEA_NOR_2021-10-25
CAR,2021-10-24,21,Sun,7,7,@,NYG,L 3-25,21,7,11,3,16,7,43.8,1,0,0.0,CAR_NYG_2021-10-24
MIA,2021-10-24,21,Sun,7,7,,ATL,L 28-30,21,5,15,1,13,6,46.2,0,0,,MIA_ATL_2021-10-24
GNB,2021-10-17,21,Sun,6,6,@,CHI,W 24-14,21,10,10,1,11,4,36.4,2,1,50.0,GNB_CHI_2021-10-17
MIA,2021-10-17,21,Sun,6,6,@,JAX,L 20-23,21,4,16,1,12,3,25.0,3,2,66.7,MIA_JAX_2021-10-17
LAR,2021-10-17,21,Sun,6,6,@,NYG,W 38-11,21,4,15,2,15,4,26.7,4,2,50.0,LAR_NYG_2021-10-17
CIN,2021-10-10,21,Sun,5,5,,GNB,L 22-25 (OT),21,4,16,1,11,4,36.4,0,0,,CIN_GNB_2021-10-10
HOU,2021-10-10,21,Sun,5,5,,NWE,L 22-25,21,6,12,3,11,6,54.5,0,0,,HOU_NWE_2021-10-10
NYG,2021-10-03,21,Sun,4,4,@,NOR,W 27-21 (OT),21,9,12,0,13,8,61.5,1,0,0.0,NYG_NOR_2021-10-03
NOR,2021-10-03,21,Sun,4,4,,NYG,L 21-27 (OT),21,4,17,0,11,4,36.4,0,0,,NOR_NYG_2021-10-03
CIN,2021-09-30,21,Thu,4,4,,JAX,W 24-21,21,12,8,1,12,6,50.0,2,1,50.0,CIN_JAX_2021-09-30
JAX,2021-09-30,21,Thu,4,4,@,CIN,L 21-24,21,4,16,1,9,5,55.6,0,0,,JAX_CIN_2021-09-30
SFO,2021-09-26,21,Sun,3,3,,GNB,L 28-30,21,5,13,3,11,5,45.5,1,0,0.0,SFO_GNB_2021-09-26
ATL,2021-09-26,21,Sun,3,3,@,NYG,W 17-14,21,7,12,2,14,7,50.0,0,0,,ATL_NYG_2021-09-26
CIN,2021-09-26,21,Sun,3,3,@,PIT,W 24-10,21,2,16,3,19,9,47.4,2,0,0.0,CIN_PIT_2021-09-26
KAN,2021-09-26,21,Sun,3,3,,LAC,L 24-30,21,3,16,2,11,4,36.4,1,1,100.0,KAN_LAC_2021-09-26
MIN,2021-09-26,21,Sun,3,3,,SEA,W 30-17,21,6,14,1,8,3,37.5,1,0,0.0,MIN_SEA_2021-09-26
IND,2021-09-19,21,Sun,2,2,,LAR,L 24-27,21,6,15,0,9,3,33.3,1,0,0.0,IND_LAR_2021-09-19
ATL,2021-09-19,21,Sun,2,2,@,TAM,L 25-48,21,5,14,2,12,4,33.3,2,1,50.0,ATL_TAM_2021-09-19
MIA,2021-09-19,21,Sun,2,2,,BUF,L 0-35,21,10,8,3,13,7,53.8,1,1,100.0,MIA_BUF_2021-09-19
MIN,2021-09-19,21,Sun,2,2,@,ARI,L 33-34,21,5,16,0,9,3,33.3,1,1,100.0,MIN_ARI_2021-09-19
WAS,2021-09-16,21,Thu,2,2,,NYG,W 30-29,21,7,10,4,12,4,33.3,0,0,,WAS_NYG_2021-09-16
CLE,2021-09-12,21,Sun,1,1,@,KAN,L 29-33,21,4,17,0,13,9,69.2,0,0,,CLE_KAN_2021-09-12
DET,2021-09-12,21,Sun,1,1,,SFO,L 33-41,21,6,13,2,9,3,33.3,0,0,,DET_SFO_2021-09-12
GNB,2021-01-03,21,Sun,16,17,@,CHI,W 35-16,21,9,12,0,15,6,40.0,6,5,83.3,GNB_CHI_2021-01-03
PIT,2021-01-03,21,Sun,16,17,@,CLE,L 22-24,21,8,13,0,12,6,50.0,2,0,0.0,PIT_CLE_2021-01-03
MIN,2021-01-03,21,Sun,16,17,@,DET,W 37-35,21,9,12,0,10,5,50.0,1,1,100.0,MIN_DET_2021-01-03
NWE,2021-01-03,21,Sun,16,17,,NYJ,W 28-14,21,7,14,0,10,3,30.0,1,1,100.0,NWE_NYJ_2021-01-03
ARI,2021-01-03,21,Sun,16,17,@,LAR,L 7-18,21,7,12,2,15,6,40.0,1,1,100.0,ARI_LAR_2021-01-03
SFO,2021-01-03,21,Sun,16,17,,SEA,L 23-26,21,9,11,1,12,4,33.3,1,1,100.0,SFO_SEA_2021-01-03
PIT,2020-12-27,21,Sun,15,16,,IND,W 28-24,21,10,10,1,13,5,38.5,1,0,0.0,PIT_IND_2020-12-27
PIT,2020-12-13,21,Sun,13,14,@,BUF,L 15-26,21,5,13,3,14,7,50.0,0,0,,PIT_BUF_2020-12-13
NOR,2020-12-13,21,Sun,13,14,@,PHI,L 21-24,21,11,7,3,13,4,30.8,4,2,50.0,NOR_PHI_2020-12-13
WAS,2020-12-13,21,Sun,13,14,@,SFO,W 23-15,21,7,13,1,15,4,26.7,1,0,0.0,WAS_SFO_2020-12-13
NOR,2020-12-06,21,Sun,12,13,@,ATL,W 21-16,21,4,12,5,13,5,38.5,1,0,0.0,NOR_ATL_2020-12-06
NYG,2020-12-06,21,Sun,12,13,@,SEA,W 17-12,21,6,13,2,13,4,30.8,2,0,0.0,NYG_SEA_2020-12-06
MIN,2020-11-29,21,Sun,11,12,,CAR,W 28-27,21,10,10,1,14,6,42.9,1,1,100.0,MIN_CAR_2020-11-29
DET,2020-11-26,21,Thu,11,12,,HOU,L 25-41,21,4,15,2,9,3,33.3,0,0,,DET_HOU_2020-11-26
IND,2020-11-22,21,Sun,10,11,,GNB,W 34-31 (OT),21,7,13,1,9,4,44.4,1,0,0.0,IND_GNB_2020-11-22
NWE,2020-11-22,21,Sun,10,11,@,HOU,L 20-27,21,2,17,2,11,5,45.5,0,0,,NWE_HOU_2020-11-22
TEN,2020-11-22,21,Sun,10,11,@,BAL,W 30-24 (OT),21,9,9,3,15,9,60.0,0,0,,TEN_BAL_2020-11-22
WAS,2020-11-15,21,Sun,9,10,@,DET,L 27-30,21,7,12,2,10,4,40.0,0,0,,WAS_DET_2020-11-15
DEN,2020-11-15,21,Sun,9,10,@,LVR,L 12-37,21,11,8,2,13,6,46.2,0,0,,DEN_LVR_2020-11-15
NOR,2020-11-15,21,Sun,9,10,,SFO,W 27-13,21,3,14,4,16,7,43.8,1,0,0.0,NOR_SFO_2020-11-15
SFO,2020-11-05,21,Thu,9,9,,GNB,L 17-34,21,6,13,2,12,6,50.0,1,1,100.0,SFO_GNB_2020-11-05
PHI,2020-11-01,21,Sun,8,8,,DAL,W 23-9,21,10,10,1,16,4,25.0,4,2,50.0,PHI_DAL_2020-11-01
ATL,2020-10-25,21,Sun,7,7,,DET,L 22-23,21,3,15,3,10,3,30.0,1,0,0.0,ATL_DET_2020-10-25
DAL,2020-10-25,21,Sun,7,7,@,WAS,L 3-25,21,10,8,3,15,9,60.0,1,0,0.0,DAL_WAS_2020-10-25
GNB,2020-10-18,21,Sun,5,6,@,TAM,L 10-38,21,9,9,3,12,5,41.7,0,0,,GNB_TAM_2020-10-18
CAR,2020-10-11,21,Sun,5,5,@,ATL,W 23-16,21,10,11,0,13,6,46.2,1,1,100.0,CAR_ATL_2020-10-11
LVR,2020-10-11,21,Sun,5,5,@,KAN,W 40-32,21,3,15,3,14,6,42.9,2,1,50.0,LVR_KAN_2020-10-11
ARI,2020-10-11,21,Sun,5,5,@,NYJ,W 30-10,21,9,8,4,13,4,30.8,2,0,0.0,ARI_NYJ_2020-10-11
KAN,2020-10-05,21,Mon,4,4,,NWE,W 26-10,21,8,12,1,15,6,40.0,3,2,66.7,KAN_NWE_2020-10-05
LVR,2020-10-04,21,Sun,4,4,,BUF,L 23-30,21,5,14,2,13,7,53.8,1,1,100.0,LVR_BUF_2020-10-04
CAR,2020-10-04,21,Sun,4,4,,ARI,W 31-21,21,6,11,4,9,3,33.3,0,0,,CAR_ARI_2020-10-04
NYJ,2020-10-01,21,Thu,4,4,,DEN,L 28-37,21,4,10,7,12,6,50.0,0,0,,NYJ_DEN_2020-10-01
GNB,2020-09-27,21,Sun,3,3,@,NOR,W 37-30,21,5,14,2,11,5,45.5,1,1,100.0,GNB_NOR_2020-09-27
NYJ,2020-09-27,21,Sun,3,3,@,IND,L 7-36,21,6,14,1,10,3,30.0,1,1,100.0,NYJ_IND_2020-09-27
KAN,2020-09-10,21,Thu,1,1,,HOU,W 34-20,21,8,13,0,10,4,40.0,1,1,100.0,KAN_HOU_2020-09-10
SEA,2019-12-22,21,Sun,15,16,,ARI,L 13-27,21,12,8,1,15,5,33.3,1,1,100.0,SEA_ARI_2019-12-22
OAK,2019-12-22,21,Sun,15,16,@,LAC,W 24-17,21,4,13,4,11,3,27.3,1,1,100.0,OAK_LAC_2019-12-22
CAR,2019-12-15,21,Sun,14,15,,SEA,L 24-30,21,10,10,1,10,4,40.0,1,1,100.0,CAR_SEA_2019-12-15
SFO,2019-12-01,21,Sun,12,13,@,BAL,L 17-20,21,14,5,2,10,3,30.0,3,2,66.7,SFO_BAL_2019-12-01
JAX,2019-11-24,21,Sun,11,12,@,TEN,L 20-42,21,8,11,2,8,4,50.0,0,0,,JAX_TEN_2019-11-24
WAS,2019-11-24,21,Sun,11,12,,DET,W 19-16,21,8,11,2,15,6,40.0,0,0,,WAS_DET_2019-11-24
OAK,2019-11-24,21,Sun,11,12,@,NYJ,L 3-34,21,5,15,1,12,5,41.7,0,0,,OAK_NYJ_2019-11-24
NWE,2019-11-17,21,Sun,10,11,@,PHI,W 17-10,21,5,11,5,13,3,23.1,1,0,0.0,NWE_PHI_2019-11-17
NOR,2019-11-17,21,Sun,10,11,@,TAM,W 34-17,21,2,14,5,13,5,38.5,1,0,0.0,NOR_TAM_2019-11-17
SFO,2019-11-17,21,Sun,10,11,,ARI,W 36-26,21,9,9,3,10,3,30.0,1,1,100.0,SFO_ARI_2019-11-17
TAM,2019-11-17,21,Sun,10,11,,NOR,L 17-34,21,7,14,0,13,7,53.8,1,1,100.0,TAM_NOR_2019-11-17
SEA,2019-11-11,21,Mon,10,10,@,SFO,W 27-24 (OT),21,2,15,4,15,6,40.0,1,0,0.0,SEA_SFO_2019-11-11
BAL,2019-11-10,21,Sun,9,10,@,CIN,W 49-13,21,11,9,1,15,7,46.7,4,1,25.0,BAL_CIN_2019-11-10
CHI,2019-11-10,21,Sun,9,10,,DET,W 20-13,21,6,11,4,18,7,38.9,2,0,0.0,CHI_DET_2019-11-10
DEN,2019-11-03,21,Sun,9,9,,CLE,W 24-19,21,5,13,3,15,6,40.0,2,0,0.0,DEN_CLE_2019-11-03
JAX,2019-11-03,21,Sun,9,9,,HOU,L 3-26,21,8,11,2,11,4,36.4,1,1,100.0,JAX_HOU_2019-11-03
HOU,2019-11-03,21,Sun,9,9,@,JAX,W 26-3,21,6,15,0,11,4,36.4,2,0,0.0,HOU_JAX_2019-11-03
ARI,2019-10-31,21,Thu,9,9,,SFO,L 25-28,21,5,15,1,17,11,64.7,1,1,100.0,ARI_SFO_2019-10-31
MIA,2019-10-28,21,Mon,7,8,@,PIT,L 14-27,21,7,12,2,13,6,46.2,1,0,0.0,MIA_PIT_2019-10-28
NYJ,2019-10-27,21,Sun,7,8,@,JAX,L 15-29,21,4,13,4,17,8,47.1,1,0,0.0,NYJ_JAX_2019-10-27
GNB,2019-10-27,21,Sun,8,8,@,KAN,W 31-24,21,4,16,1,11,6,54.5,0,0,,GNB_KAN_2019-10-27
BUF,2019-10-27,21,Sun,7,8,,PHI,L 13-31,21,10,10,1,15,8,53.3,2,0,0.0,BUF_PHI_2019-10-27
IND,2019-10-27,21,Sun,7,8,,DEN,W 15-13,21,7,8,6,12,2,16.7,0,0,,IND_DEN_2019-10-27
KAN,2019-10-27,21,Sun,8,8,,GNB,L 24-31,21,5,15,1,13,8,61.5,0,0,,KAN_GNB_2019-10-27
JAX,2019-10-20,21,Sun,7,7,@,CIN,W 27-17,21,3,12,6,12,5,41.7,0,0,,JAX_CIN_2019-10-20
IND,2019-10-20,21,Sun,6,7,,HOU,W 30-23,21,6,15,0,12,4,33.3,3,1,33.3,IND_HOU_2019-10-20
ARI,2019-10-20,21,Sun,7,7,@,NYG,W 27-21,21,5,14,2,12,4,33.3,3,1,33.3,ARI_NYG_2019-10-20
GNB,2019-10-20,21,Sun,7,7,,OAK,W 42-24,21,5,16,0,11,7,63.6,1,0,0.0,GNB_OAK_2019-10-20
SEA,2019-10-13,21,Sun,6,6,@,CLE,W 32-28,21,7,12,2,8,3,37.5,3,2,66.7,SEA_CLE_2019-10-13
WAS,2019-10-13,21,Sun,6,6,@,MIA,W 17-16,21,7,10,4,14,3,21.4,2,2,100.0,WAS_MIA_2019-10-13
ARI,2019-10-06,21,Sun,5,5,@,CIN,W 26-23,21,6,12,3,12,5,41.7,1,0,0.0,ARI_CIN_2019-10-06
ARI,2019-09-29,21,Sun,4,4,,SEA,L 10-27,21,9,10,2,10,4,40.0,0,0,,ARI_SEA_2019-09-29
IND,2019-09-29,21,Sun,4,4,,OAK,L 24-31,21,10,11,0,12,5,41.7,1,1,100.0,IND_OAK_2019-09-29
WAS,2019-09-23,21,Mon,3,3,,CHI,L 15-31,21,2,15,4,13,8,61.5,0,0,,WAS_CHI_2019-09-23
CAR,2019-09-22,21,Sun,3,3,@,ARI,W 38-20,21,10,9,2,17,9,52.9,1,1,100.0,CAR_ARI_2019-09-22
NYJ,2019-09-22,21,Sun,3,3,@,NWE,L 14-30,21,2,17,2,15,6,40.0,0,0,,NYJ_NWE_2019-09-22
ARI,2019-09-22,21,Sun,3,3,,CAR,L 20-38,21,4,14,3,10,4,40.0,0,0,,ARI_CAR_2019-09-22
JAX,2019-09-19,21,Thu,3,3,,TEN,W 20-7,21,5,15,1,17,8,47.1,1,0,0.0,JAX_TEN_2019-09-19
BUF,2019-09-15,21,Sun,2,2,@,NYG,W 28-14,21,7,14,0,12,3,25.0,2,1,50.0,BUF_NYG_2019-09-15
TEN,2019-09-15,21,Sun,2,2,,IND,L 17-19,21,11,8,2,14,7,50.0,1,1,100.0,TEN_IND_2019-09-15
DET,2019-09-15,21,Sun,2,2,,LAC,W 13-10,21,6,13,2,13,6,46.2,0,0,,DET_LAC_2019-09-15
DET,2019-09-08,21,Sun,1,1,@,ARI,T 27-27 (OT),21,3,16,2,22,9,40.9,0,0,,DET_ARI_2019-09-08
CLE,2019-09-08,21,Sun,1,1,,TEN,L 13-43,21,6,9,6,10,2,20.0,0,0,,CLE_TEN_2019-09-08
LAR,2019-09-08,21,Sun,1,1,@,CAR,W 30-27,21,8,13,0,11,5,45.5,0,0,,LAR_CAR_2019-09-08
SFO,2019-09-08,21,Sun,1,1,@,TAM,W 31-17,21,7,10,4,11,5,45.5,2,0,0.0,SFO_TAM_2019-09-08
CAR,2018-12-17,21,Mon,14,15,,NOR,L 9-12,21,11,8,2,13,4,30.8,1,1,100.0,CAR_NOR_2018-12-17
HOU,2018-12-15,21,Sat,14,15,@,NYJ,W 29-22,21,7,11,3,17,9,52.9,3,1,33.3,HOU_NYJ_2018-12-15
DEN,2018-12-15,21,Sat,14,15,,CLE,L 16-17,21,5,13,3,12,5,41.7,2,1,50.0,DEN_CLE_2018-12-15
JAX,2018-12-06,21,Thu,13,14,@,TEN,L 9-30,21,10,9,2,11,7,63.6,1,0,0.0,JAX_TEN_2018-12-06
SFO,2018-12-02,21,Sun,12,13,@,SEA,L 16-43,21,8,7,6,9,4,44.4,0,0,,SFO_SEA_2018-12-02
NOR,2018-11-29,21,Thu,12,13,@,DAL,L 10-13,21,7,11,3,14,7,50.0,0,0,,NOR_DAL_2018-11-29
CAR,2018-11-25,21,Sun,11,12,,SEA,L 27-30,21,7,13,1,14,6,42.9,2,2,100.0,CAR_SEA_2018-11-25
NOR,2018-11-22,21,Thu,11,12,,ATL,W 31-17,21,2,18,1,15,5,33.3,6,4,66.7,NOR_ATL_2018-11-22
MIA,2018-11-11,21,Sun,10,10,@,GNB,L 12-31,21,10,11,0,10,4,40.0,2,1,50.0,MIA_GNB_2018-11-11
KAN,2018-11-11,21,Sun,10,10,,ARI,W 26-14,21,7,13,1,14,7,50.0,2,1,50.0,KAN_ARI_2018-11-11
SEA,2018-10-28,21,Sun,7,8,@,DET,W 28-14,21,1,17,3,10,6,60.0,0,0,,SEA_DET_2018-10-28
TAM,2018-10-28,21,Sun,7,8,@,CIN,L 34-37,21,8,13,0,13,5,38.5,2,1,50.0,TAM_CIN_2018-10-28
ATL,2018-10-22,21,Mon,7,7,,NYG,W 23-20,21,6,15,0,12,5,41.7,1,0,0.0,ATL_NYG_2018-10-22
CAR,2018-10-21,21,Sun,6,7,@,PHI,W 21-17,21,6,14,1,12,3,25.0,4,3,75.0,CAR_PHI_2018-10-21
CHI,2018-10-21,21,Sun,6,7,,NWE,L 31-38,21,5,15,1,13,6,46.2,1,1,100.0,CHI_NWE_2018-10-21
MIN,2018-10-07,21,Sun,5,5,@,PHI,W 23-21,21,4,15,2,9,2,22.2,1,1,100.0,MIN_PHI_2018-10-07
NYG,2018-10-07,21,Sun,5,5,@,CAR,L 31-33,21,6,12,3,13,4,30.8,1,1,100.0,NYG_CAR_2018-10-07
KAN,2018-10-01,21,Mon,4,4,@,DEN,W 27-23,21,10,10,1,11,2,18.2,3,2,66.7,KAN_DEN_2018-10-01
SFO,2018-09-30,21,Sun,4,4,@,LAC,L 27-29,21,6,14,1,14,4,28.6,1,1,100.0,SFO_LAC_2018-09-30
OAK,2018-09-30,21,Sun,4,4,,CLE,W 45-42 (OT),21,6,13,2,15,5,33.3,1,1,100.0,OAK_CLE_2018-09-30
HOU,2018-09-23,21,Sun,3,3,,NYG,L 22-27,21,4,16,1,13,7,53.8,0,0,,HOU_NYG_2018-09-23
BUF,2018-09-23,21,Sun,3,3,@,MIN,W 27-6,21,1,17,3,14,5,35.7,1,0,0.0,BUF_MIN_2018-09-23
ARI,2018-09-23,21,Sun,3,3,,CHI,L 14-16,21,7,11,3,14,5,35.7,1,1,100.0,ARI_CHI_2018-09-23
NYG,2018-09-23,21,Sun,3,3,@,HOU,W 27-22,21,2,18,1,12,5,41.7,2,2,100.0,NYG_HOU_2018-09-23
