Team,Date,Spread,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,game_id
ATL,2022-10-02,1.0,Sun,4,4,,CLE,W 23-20,1.0,covered,47.5,under,ATL_CLE_2022-10-02
DAL,2022-09-26,1.0,Mon,3,3,@,NYG,W 23-16,1.0,covered,39.0,push,DAL_NYG_2022-09-26
ATL,2022-09-25,1.0,Sun,3,3,@,SEA,W 27-23,1.0,covered,42.0,over,ATL_SEA_2022-09-25
GNB,2022-09-25,1.0,Sun,3,3,@,TAM,W 14-12,1.0,covered,42.0,under,GNB_TAM_2022-09-25
TEN,2021-12-19,1.0,Sun,14,15,@,PIT,L 13-19,1.0,did not cover,44.0,under,TEN_PIT_2021-12-19
LVR,2021-11-21,1.0,Sun,10,11,,CIN,L 13-32,1.0,did not cover,50.5,under,LVR_CIN_2021-11-21
MIN,2021-11-21,1.0,Sun,10,11,,GNB,W 34-31,1.0,covered,47.0,over,MIN_GNB_2021-11-21
MIN,2021-10-03,1.0,Sun,4,4,,CLE,L 7-14,1.0,did not cover,51.5,under,MIN_CLE_2021-10-03
DEN,2021-10-03,1.0,Sun,4,4,,BAL,L 7-23,1.0,did not cover,44.0,under,DEN_BAL_2021-10-03
ARI,2021-01-03,1.0,Sun,16,17,@,LAR,L 7-18,1.0,did not cover,42.0,under,ARI_LAR_2021-01-03
WAS,2020-12-27,1.0,Sun,15,16,,CAR,L 13-20,1.0,did not cover,41.5,under,WAS_CAR_2020-12-27
PIT,2020-12-27,1.0,Sun,15,16,,IND,W 28-24,1.0,covered,43.5,over,PIT_IND_2020-12-27
CHI,2020-12-13,1.0,Sun,13,14,,HOU,W 36-7,1.0,covered,46.5,under,CHI_HOU_2020-12-13
ATL,2020-12-13,1.0,Sun,13,14,@,LAC,L 17-20,1.0,did not cover,49.5,under,ATL_LAC_2020-12-13
NWE,2020-11-29,1.0,Sun,11,12,,ARI,W 20-17,1.0,covered,51.0,under,NWE_ARI_2020-11-29
TEN,2020-11-12,1.0,Thu,9,10,,IND,L 17-34,1.0,did not cover,49.5,over,TEN_IND_2020-11-12
BAL,2020-11-08,1.0,Sun,8,9,@,IND,W 24-10,1.0,covered,47.5,under,BAL_IND_2020-11-08
LAC,2020-11-08,1.0,Sun,8,9,,LVR,L 26-31,1.0,did not cover,52.5,over,LAC_LVR_2020-11-08
LVR,2020-11-01,1.0,Sun,7,8,@,CLE,W 16-6,1.0,covered,48.0,under,LVR_CLE_2020-11-01
SFO,2020-11-01,1.0,Sun,8,8,@,SEA,L 27-37,1.0,did not cover,54.5,over,SFO_SEA_2020-11-01
DET,2020-10-25,1.0,Sun,6,7,@,ATL,W 23-22,1.0,covered,54.0,under,DET_ATL_2020-10-25
WAS,2020-10-25,1.0,Sun,7,7,,DAL,W 25-3,1.0,covered,44.5,under,WAS_DAL_2020-10-25
PIT,2020-10-25,1.0,Sun,6,7,@,TEN,W 27-24,1.0,covered,51.0,push,PIT_TEN_2020-10-25
ARI,2020-10-19,1.0,Mon,6,6,@,DAL,W 38-10,1.0,covered,55.5,under,ARI_DAL_2020-10-19
IND,2020-10-11,1.0,Sun,5,5,@,CLE,L 23-32,1.0,did not cover,48.5,over,IND_CLE_2020-10-11
JAX,2020-10-04,1.0,Sun,4,4,@,CIN,L 25-33,1.0,did not cover,50.0,over,JAX_CIN_2020-10-04
DEN,2020-10-01,1.0,Thu,4,4,@,NYJ,W 37-28,1.0,covered,41.0,over,DEN_NYJ_2020-10-01
SEA,2020-09-13,1.0,Sun,1,1,@,ATL,W 38-25,1.0,covered,49.5,over,SEA_ATL_2020-09-13
GNB,2020-09-13,1.0,Sun,1,1,@,MIN,W 43-34,1.0,covered,44.0,over,GNB_MIN_2020-09-13
DAL,2020-09-13,1.0,Sun,1,1,@,LAR,L 17-20,1.0,did not cover,52.0,under,DAL_LAR_2020-09-13
ATL,2019-12-29,1.0,Sun,16,17,@,TAM,W 28-22 (OT),1.0,covered,48.0,over,ATL_TAM_2019-12-29
WAS,2019-12-22,1.0,Sun,15,16,,NYG,L 35-41 (OT),1.0,did not cover,42.0,over,WAS_NYG_2019-12-22
LAC,2019-12-15,1.0,Sun,14,15,,MIN,L 10-39,1.0,did not cover,45.0,over,LAC_MIN_2019-12-15
BUF,2019-12-15,1.0,Sun,14,15,@,PIT,W 17-10,1.0,covered,37.0,under,BUF_PIT_2019-12-15
DAL,2019-12-15,1.0,Sun,14,15,,LAR,W 44-21,1.0,covered,48.5,over,DAL_LAR_2019-12-15
SFO,2019-12-08,1.0,Sun,13,14,@,NOR,W 48-46,1.0,covered,45.0,over,SFO_NOR_2019-12-08
SEA,2019-12-08,1.0,Sun,13,14,@,LAR,L 12-28,1.0,did not cover,47.5,under,SEA_LAR_2019-12-08
PIT,2019-12-01,1.0,Sun,12,13,,CLE,W 20-13,1.0,covered,40.0,under,PIT_CLE_2019-12-01
IND,2019-12-01,1.0,Sun,12,13,,TEN,L 17-31,1.0,did not cover,41.5,over,IND_TEN_2019-12-01
PHI,2019-11-24,1.0,Sun,11,12,,SEA,L 9-17,1.0,did not cover,45.5,under,PHI_SEA_2019-11-24
NYJ,2019-11-17,1.0,Sun,10,11,@,WAS,W 34-17,1.0,covered,37.5,over,NYJ_WAS_2019-11-17
OAK,2019-11-07,1.0,Thu,9,10,,LAC,W 26-24,1.0,covered,49.0,over,OAK_LAC_2019-11-07
HOU,2019-11-03,1.0,Sun,9,9,@,JAX,W 26-3,1.0,covered,46.0,under,HOU_JAX_2019-11-03
IND,2019-11-03,1.0,Sun,8,9,@,PIT,L 24-26,1.0,did not cover,39.5,over,IND_PIT_2019-11-03
PHI,2019-10-27,1.0,Sun,8,8,@,BUF,W 31-13,1.0,covered,39.5,over,PHI_BUF_2019-10-27
SEA,2019-10-13,1.0,Sun,6,6,@,CLE,W 32-28,1.0,covered,45.5,over,SEA_CLE_2019-10-13
TEN,2019-10-13,1.0,Sun,6,6,@,DEN,L 0-16,1.0,did not cover,41.0,under,TEN_DEN_2019-10-13
CHI,2019-09-29,1.0,Sun,4,4,,MIN,W 16-6,1.0,covered,38.0,under,CHI_MIN_2019-09-29
ATL,2019-09-22,1.0,Sun,3,3,@,IND,L 24-27,1.0,did not cover,48.0,over,ATL_IND_2019-09-22
NYG,2019-09-15,1.0,Sun,2,2,,BUF,L 14-28,1.0,did not cover,44.5,under,NYG_BUF_2019-09-15
SFO,2019-09-15,1.0,Sun,2,2,@,CIN,W 41-17,1.0,covered,46.0,over,SFO_CIN_2019-09-15
ATL,2019-09-15,1.0,Sun,2,2,,PHI,W 24-20,1.0,covered,53.0,under,ATL_PHI_2019-09-15
DET,2019-09-15,1.0,Sun,2,2,,LAC,W 13-10,1.0,covered,47.0,under,DET_LAC_2019-09-15
SFO,2019-09-08,1.0,Sun,1,1,@,TAM,W 31-17,1.0,covered,51.0,under,SFO_TAM_2019-09-08
SEA,2018-12-23,1.0,Sun,15,16,,KAN,W 38-31,1.0,covered,54.5,over,SEA_KAN_2018-12-23
HOU,2018-12-23,1.0,Sun,15,16,@,PHI,L 30-32,1.0,did not cover,46.5,over,HOU_PHI_2018-12-23
CLE,2018-12-15,1.0,Sat,14,15,@,DEN,W 17-16,1.0,covered,47.0,under,CLE_DEN_2018-12-15
CLE,2018-12-09,1.0,Sun,13,14,,CAR,W 26-20,1.0,covered,47.5,under,CLE_CAR_2018-12-09
CIN,2018-11-25,1.0,Sun,11,12,,CLE,L 20-35,1.0,did not cover,46.5,over,CIN_CLE_2018-11-25
TEN,2018-11-18,1.0,Sun,10,11,@,IND,L 10-38,1.0,did not cover,50.0,under,TEN_IND_2018-11-18
HOU,2018-11-04,1.0,Sun,9,9,@,DEN,W 19-17,1.0,covered,46.5,under,HOU_DEN_2018-11-04
LAC,2018-11-04,1.0,Sun,8,9,@,SEA,W 25-17,1.0,covered,48.0,under,LAC_SEA_2018-11-04
NYG,2018-10-28,1.0,Sun,8,8,,WAS,L 13-20,1.0,did not cover,44.0,under,NYG_WAS_2018-10-28
WAS,2018-10-21,1.0,Sun,6,7,,DAL,W 20-17,1.0,covered,40.5,under,WAS_DAL_2018-10-21
CHI,2018-10-21,1.0,Sun,6,7,,NWE,L 31-38,1.0,did not cover,48.5,over,CHI_NWE_2018-10-21
ARI,2018-10-18,1.0,Thu,7,7,,DEN,L 10-45,1.0,did not cover,42.5,over,ARI_DEN_2018-10-18
WAS,2018-10-14,1.0,Sun,5,6,,CAR,W 23-17,1.0,covered,44.5,under,WAS_CAR_2018-10-14
LAC,2018-10-14,1.0,Sun,6,6,@,CLE,W 38-14,1.0,covered,47.0,over,LAC_CLE_2018-10-14
GNB,2018-10-07,1.0,Sun,5,5,@,DET,L 23-31,1.0,did not cover,50.0,over,GNB_DET_2018-10-07
DEN,2018-10-07,1.0,Sun,5,5,@,NYJ,L 16-34,1.0,did not cover,43.0,over,DEN_NYJ_2018-10-07
IND,2018-09-30,1.0,Sun,4,4,,HOU,L 34-37 (OT),1.0,did not cover,48.0,over,IND_HOU_2018-09-30
PIT,2018-09-24,1.0,Mon,3,3,@,TAM,W 30-27,1.0,covered,55.0,over,PIT_TAM_2018-09-24
DAL,2018-09-23,1.0,Sun,3,3,@,SEA,L 13-24,1.0,did not cover,40.0,under,DAL_SEA_2018-09-23
BAL,2018-09-13,1.0,Thu,2,2,@,CIN,L 23-34,1.0,did not cover,43.0,over,BAL_CIN_2018-09-13
IND,2018-09-09,1.0,Sun,1,1,,CIN,L 23-34,1.0,did not cover,47.5,over,IND_CIN_2018-09-09
MIA,2018-09-09,1.0,Sun,1,1,,TEN,W 27-20,1.0,covered,43.5,over,MIA_TEN_2018-09-09
ATL,2018-09-06,1.0,Thu,1,1,@,PHI,L 12-18,1.0,did not cover,44.5,under,ATL_PHI_2018-09-06
SEA,2017-12-17,1.0,Sun,14,15,,LAR,L 7-42,1.0,did not cover,47.5,over,SEA_LAR_2017-12-17
LAC,2017-12-16,1.0,Sat,14,15,@,KAN,L 13-30,1.0,did not cover,47.0,under,LAC_KAN_2017-12-16
SFO,2017-12-10,1.0,Sun,13,14,@,HOU,W 26-16,1.0,covered,45.5,under,SFO_HOU_2017-12-10
DEN,2017-12-10,1.0,Sun,13,14,,NYJ,W 23-0,1.0,covered,40.5,under,DEN_NYJ_2017-12-10
PHI,2017-12-10,1.0,Sun,13,14,@,LAR,W 43-35,1.0,covered,47.5,over,PHI_LAR_2017-12-10
MIA,2017-12-03,1.0,Sun,12,13,,DEN,W 35-9,1.0,covered,41.0,over,MIA_DEN_2017-12-03
DAL,2017-11-23,1.0,Thu,11,12,,LAC,L 6-28,1.0,did not cover,46.5,under,DAL_LAC_2017-11-23
SEA,2017-11-20,1.0,Mon,10,11,,ATL,L 31-34,1.0,did not cover,46.0,over,SEA_ATL_2017-11-20
LAR,2017-11-19,1.0,Sun,10,11,@,MIN,L 7-24,1.0,did not cover,46.0,under,LAR_MIN_2017-11-19
MIA,2017-11-19,1.0,Sun,10,11,,TAM,L 20-30,1.0,did not cover,44.0,over,MIA_TAM_2017-11-19
WAS,2017-11-12,1.0,Sun,9,10,,MIN,L 30-38,1.0,did not cover,43.0,over,WAS_MIN_2017-11-12
NYJ,2017-11-12,1.0,Sun,10,10,@,TAM,L 10-15,1.0,did not cover,44.5,under,NYJ_TAM_2017-11-12
LAC,2017-10-22,1.0,Sun,7,7,,DEN,W 21-0,1.0,covered,41.0,under,LAC_DEN_2017-10-22
LAR,2017-10-15,1.0,Sun,6,6,@,JAX,W 27-17,1.0,covered,42.0,over,LAR_JAX_2017-10-15
SFO,2017-10-08,1.0,Sun,5,5,@,IND,L 23-26 (OT),1.0,did not cover,43.5,over,SFO_IND_2017-10-08
IND,2017-09-24,1.0,Sun,3,3,,CLE,W 31-28,1.0,covered,42.0,over,IND_CLE_2017-09-24
JAX,2017-09-17,1.0,Sun,2,2,,TEN,L 16-37,1.0,did not cover,42.0,over,JAX_TEN_2017-09-17
LVR,2021-12-26,0.0,Sun,15,16,,DEN,W 17-13,0.0,covered,41.0,under,LVR_DEN_2021-12-26
DEN,2021-12-26,0.0,Sun,15,16,@,LVR,L 13-17,0.0,did not cover,41.0,under,DEN_LVR_2021-12-26
WAS,2021-11-29,0.0,Mon,11,12,,SEA,W 17-15,0.0,covered,47.0,under,WAS_SEA_2021-11-29
SEA,2021-11-29,0.0,Mon,11,12,@,WAS,L 15-17,0.0,did not cover,47.0,under,SEA_WAS_2021-11-29
TAM,2017-12-10,0.0,Sun,13,14,,DET,L 21-24,0.0,did not cover,47.5,under,TAM_DET_2017-12-10
DET,2017-12-10,0.0,Sun,13,14,@,TAM,W 24-21,0.0,covered,47.5,under,DET_TAM_2017-12-10
TEN,2017-10-08,0.0,Sun,5,5,@,MIA,L 10-16,0.0,did not cover,41.5,under,TEN_MIA_2017-10-08
MIA,2017-10-08,0.0,Sun,4,5,,TEN,W 16-10,0.0,covered,41.5,under,MIA_TEN_2017-10-08
TAM,2017-09-24,0.0,Sun,2,3,@,MIN,L 17-34,0.0,did not cover,41.0,over,TAM_MIN_2017-09-24
MIN,2017-09-24,0.0,Sun,3,3,,TAM,W 34-17,0.0,covered,41.0,over,MIN_TAM_2017-09-24
NYJ,2022-12-18,-1.0,Sun,14,15,,DET,L 17-20,-1.0,did not cover,43.5,under,NYJ_DET_2022-12-18
DET,2022-12-04,-1.0,Sun,12,13,,JAX,W 40-14,-1.0,covered,51.0,over,DET_JAX_2022-12-04
ATL,2022-12-04,-1.0,Sun,13,13,,PIT,L 16-19,-1.0,did not cover,43.0,under,ATL_PIT_2022-12-04
DEN,2022-11-27,-1.0,Sun,11,12,@,CAR,L 10-23,-1.0,did not cover,36.0,under,DEN_CAR_2022-11-27
NOR,2022-11-13,-1.0,Sun,10,10,@,PIT,L 10-20,-1.0,did not cover,40.0,under,NOR_PIT_2022-11-13
KAN,2022-10-23,-1.0,Sun,7,7,@,SFO,W 44-23,-1.0,covered,49.0,over,KAN_SFO_2022-10-23
WAS,2022-10-13,-1.0,Thu,6,6,@,CHI,W 12-7,-1.0,covered,38.0,under,WAS_CHI_2022-10-13
LAC,2022-10-09,-1.0,Sun,5,5,@,CLE,W 30-28,-1.0,covered,47.0,over,LAC_CLE_2022-10-09
CLE,2022-10-02,-1.0,Sun,4,4,@,ATL,L 20-23,-1.0,did not cover,47.5,under,CLE_ATL_2022-10-02
CAR,2022-10-02,-1.0,Sun,4,4,,ARI,L 16-26,-1.0,did not cover,43.5,under,CAR_ARI_2022-10-02
TAM,2022-10-02,-1.0,Sun,4,4,,KAN,L 31-41,-1.0,did not cover,46.0,over,TAM_KAN_2022-10-02
NYG,2022-09-26,-1.0,Mon,3,3,,DAL,L 16-23,-1.0,did not cover,39.0,push,NYG_DAL_2022-09-26
SEA,2022-09-25,-1.0,Sun,3,3,,ATL,L 23-27,-1.0,did not cover,42.0,over,SEA_ATL_2022-09-25
TAM,2022-09-25,-1.0,Sun,3,3,,GNB,L 12-14,-1.0,did not cover,42.0,under,TAM_GNB_2022-09-25
PIT,2021-12-19,-1.0,Sun,14,15,,TEN,W 19-13,-1.0,covered,44.0,under,PIT_TEN_2021-12-19
GNB,2021-11-21,-1.0,Sun,11,11,@,MIN,L 31-34,-1.0,did not cover,47.0,over,GNB_MIN_2021-11-21
CIN,2021-11-21,-1.0,Sun,10,11,@,LVR,W 32-13,-1.0,covered,50.5,under,CIN_LVR_2021-11-21
BAL,2021-10-03,-1.0,Sun,4,4,@,DEN,W 23-7,-1.0,covered,44.0,under,BAL_DEN_2021-10-03
CLE,2021-10-03,-1.0,Sun,4,4,@,MIN,W 14-7,-1.0,covered,51.5,under,CLE_MIN_2021-10-03
LAR,2021-01-03,-1.0,Sun,16,17,,ARI,W 18-7,-1.0,covered,42.0,under,LAR_ARI_2021-01-03
IND,2020-12-27,-1.0,Sun,15,16,@,PIT,L 24-28,-1.0,did not cover,43.5,over,IND_PIT_2020-12-27
CAR,2020-12-27,-1.0,Sun,15,16,@,WAS,W 20-13,-1.0,covered,41.5,under,CAR_WAS_2020-12-27
LAC,2020-12-13,-1.0,Sun,13,14,,ATL,W 20-17,-1.0,covered,49.5,under,LAC_ATL_2020-12-13
HOU,2020-12-13,-1.0,Sun,13,14,@,CHI,L 7-36,-1.0,did not cover,46.5,under,HOU_CHI_2020-12-13
ARI,2020-11-29,-1.0,Sun,11,12,@,NWE,L 17-20,-1.0,did not cover,51.0,under,ARI_NWE_2020-11-29
IND,2020-11-12,-1.0,Thu,9,10,@,TEN,W 34-17,-1.0,covered,49.5,over,IND_TEN_2020-11-12
IND,2020-11-08,-1.0,Sun,8,9,,BAL,L 10-24,-1.0,did not cover,47.5,under,IND_BAL_2020-11-08
LVR,2020-11-08,-1.0,Sun,8,9,@,LAC,W 31-26,-1.0,covered,52.5,over,LVR_LAC_2020-11-08
CLE,2020-11-01,-1.0,Sun,8,8,,LVR,L 6-16,-1.0,did not cover,48.0,under,CLE_LVR_2020-11-01
SEA,2020-11-01,-1.0,Sun,7,8,,SFO,W 37-27,-1.0,covered,54.5,over,SEA_SFO_2020-11-01
TEN,2020-10-25,-1.0,Sun,6,7,,PIT,L 24-27,-1.0,did not cover,51.0,push,TEN_PIT_2020-10-25
DAL,2020-10-25,-1.0,Sun,7,7,@,WAS,L 3-25,-1.0,did not cover,44.5,under,DAL_WAS_2020-10-25
ATL,2020-10-25,-1.0,Sun,7,7,,DET,L 22-23,-1.0,did not cover,54.0,under,ATL_DET_2020-10-25
DAL,2020-10-19,-1.0,Mon,6,6,,ARI,L 10-38,-1.0,did not cover,55.5,under,DAL_ARI_2020-10-19
CLE,2020-10-11,-1.0,Sun,5,5,,IND,W 32-23,-1.0,covered,48.5,over,CLE_IND_2020-10-11
CIN,2020-10-04,-1.0,Sun,4,4,,JAX,W 33-25,-1.0,covered,50.0,over,CIN_JAX_2020-10-04
NYJ,2020-10-01,-1.0,Thu,4,4,,DEN,L 28-37,-1.0,did not cover,41.0,over,NYJ_DEN_2020-10-01
ATL,2020-09-13,-1.0,Sun,1,1,,SEA,L 25-38,-1.0,did not cover,49.5,over,ATL_SEA_2020-09-13
LAR,2020-09-13,-1.0,Sun,1,1,,DAL,W 20-17,-1.0,covered,52.0,under,LAR_DAL_2020-09-13
MIN,2020-09-13,-1.0,Sun,1,1,,GNB,L 34-43,-1.0,did not cover,44.0,over,MIN_GNB_2020-09-13
TAM,2019-12-29,-1.0,Sun,16,17,,ATL,L 22-28 (OT),-1.0,did not cover,48.0,over,TAM_ATL_2019-12-29
NYG,2019-12-22,-1.0,Sun,15,16,@,WAS,W 41-35 (OT),-1.0,covered,42.0,over,NYG_WAS_2019-12-22
PIT,2019-12-15,-1.0,Sun,14,15,,BUF,L 10-17,-1.0,did not cover,37.0,under,PIT_BUF_2019-12-15
LAR,2019-12-15,-1.0,Sun,14,15,@,DAL,L 21-44,-1.0,did not cover,48.5,over,LAR_DAL_2019-12-15
MIN,2019-12-15,-1.0,Sun,14,15,@,LAC,W 39-10,-1.0,covered,45.0,over,MIN_LAC_2019-12-15
NOR,2019-12-08,-1.0,Sun,13,14,,SFO,L 46-48,-1.0,did not cover,45.0,over,NOR_SFO_2019-12-08
LAR,2019-12-08,-1.0,Sun,13,14,,SEA,W 28-12,-1.0,covered,47.5,under,LAR_SEA_2019-12-08
CLE,2019-12-01,-1.0,Sun,12,13,@,PIT,L 13-20,-1.0,did not cover,40.0,under,CLE_PIT_2019-12-01
TEN,2019-12-01,-1.0,Sun,12,13,@,IND,W 31-17,-1.0,covered,41.5,over,TEN_IND_2019-12-01
SEA,2019-11-24,-1.0,Sun,11,12,@,PHI,W 17-9,-1.0,covered,45.5,under,SEA_PHI_2019-11-24
WAS,2019-11-17,-1.0,Sun,10,11,,NYJ,L 17-34,-1.0,did not cover,37.5,over,WAS_NYJ_2019-11-17
LAC,2019-11-07,-1.0,Thu,10,10,@,OAK,L 24-26,-1.0,did not cover,49.0,over,LAC_OAK_2019-11-07
PIT,2019-11-03,-1.0,Sun,8,9,,IND,W 26-24,-1.0,covered,39.5,over,PIT_IND_2019-11-03
JAX,2019-11-03,-1.0,Sun,9,9,,HOU,L 3-26,-1.0,did not cover,46.0,under,JAX_HOU_2019-11-03
BUF,2019-10-27,-1.0,Sun,7,8,,PHI,L 13-31,-1.0,did not cover,39.5,over,BUF_PHI_2019-10-27
DEN,2019-10-13,-1.0,Sun,6,6,,TEN,W 16-0,-1.0,covered,41.0,under,DEN_TEN_2019-10-13
CLE,2019-10-13,-1.0,Sun,6,6,,SEA,L 28-32,-1.0,did not cover,45.5,over,CLE_SEA_2019-10-13
MIN,2019-09-29,-1.0,Sun,4,4,@,CHI,L 6-16,-1.0,did not cover,38.0,under,MIN_CHI_2019-09-29
IND,2019-09-22,-1.0,Sun,3,3,,ATL,W 27-24,-1.0,covered,48.0,over,IND_ATL_2019-09-22
CIN,2019-09-15,-1.0,Sun,2,2,,SFO,L 17-41,-1.0,did not cover,46.0,over,CIN_SFO_2019-09-15
PHI,2019-09-15,-1.0,Sun,2,2,@,ATL,L 20-24,-1.0,did not cover,53.0,under,PHI_ATL_2019-09-15
BUF,2019-09-15,-1.0,Sun,2,2,@,NYG,W 28-14,-1.0,covered,44.5,under,BUF_NYG_2019-09-15
LAC,2019-09-15,-1.0,Sun,2,2,@,DET,L 10-13,-1.0,did not cover,47.0,under,LAC_DET_2019-09-15
TAM,2019-09-08,-1.0,Sun,1,1,,SFO,L 17-31,-1.0,did not cover,51.0,under,TAM_SFO_2019-09-08
KAN,2018-12-23,-1.0,Sun,15,16,@,SEA,L 31-38,-1.0,did not cover,54.5,over,KAN_SEA_2018-12-23
PHI,2018-12-23,-1.0,Sun,15,16,,HOU,W 32-30,-1.0,covered,46.5,over,PHI_HOU_2018-12-23
DEN,2018-12-15,-1.0,Sat,14,15,,CLE,L 16-17,-1.0,did not cover,47.0,under,DEN_CLE_2018-12-15
CAR,2018-12-09,-1.0,Sun,13,14,@,CLE,L 20-26,-1.0,did not cover,47.5,under,CAR_CLE_2018-12-09
CLE,2018-11-25,-1.0,Sun,11,12,@,CIN,W 35-20,-1.0,covered,46.5,over,CLE_CIN_2018-11-25
IND,2018-11-18,-1.0,Sun,10,11,,TEN,W 38-10,-1.0,covered,50.0,under,IND_TEN_2018-11-18
SEA,2018-11-04,-1.0,Sun,8,9,,LAC,L 17-25,-1.0,did not cover,48.0,under,SEA_LAC_2018-11-04
DEN,2018-11-04,-1.0,Sun,9,9,,HOU,L 17-19,-1.0,did not cover,46.5,under,DEN_HOU_2018-11-04
WAS,2018-10-28,-1.0,Sun,7,8,@,NYG,W 20-13,-1.0,covered,44.0,under,WAS_NYG_2018-10-28
DAL,2018-10-21,-1.0,Sun,7,7,@,WAS,L 17-20,-1.0,did not cover,40.5,under,DAL_WAS_2018-10-21
NWE,2018-10-21,-1.0,Sun,7,7,@,CHI,W 38-31,-1.0,covered,48.5,over,NWE_CHI_2018-10-21
DEN,2018-10-18,-1.0,Thu,7,7,@,ARI,W 45-10,-1.0,covered,42.5,over,DEN_ARI_2018-10-18
CAR,2018-10-14,-1.0,Sun,5,6,@,WAS,L 17-23,-1.0,did not cover,44.5,under,CAR_WAS_2018-10-14
CLE,2018-10-14,-1.0,Sun,6,6,,LAC,L 14-38,-1.0,did not cover,47.0,over,CLE_LAC_2018-10-14
NYJ,2018-10-07,-1.0,Sun,5,5,,DEN,W 34-16,-1.0,covered,43.0,over,NYJ_DEN_2018-10-07
DET,2018-10-07,-1.0,Sun,5,5,,GNB,W 31-23,-1.0,covered,50.0,over,DET_GNB_2018-10-07
HOU,2018-09-30,-1.0,Sun,4,4,@,IND,W 37-34 (OT),-1.0,covered,48.0,over,HOU_IND_2018-09-30
TAM,2018-09-24,-1.0,Mon,3,3,,PIT,L 27-30,-1.0,did not cover,55.0,over,TAM_PIT_2018-09-24
SEA,2018-09-23,-1.0,Sun,3,3,,DAL,W 24-13,-1.0,covered,40.0,under,SEA_DAL_2018-09-23
CIN,2018-09-13,-1.0,Thu,2,2,,BAL,W 34-23,-1.0,covered,43.0,over,CIN_BAL_2018-09-13
CIN,2018-09-09,-1.0,Sun,1,1,@,IND,W 34-23,-1.0,covered,47.5,over,CIN_IND_2018-09-09
TEN,2018-09-09,-1.0,Sun,1,1,@,MIA,L 20-27,-1.0,did not cover,43.5,over,TEN_MIA_2018-09-09
PHI,2018-09-06,-1.0,Thu,1,1,,ATL,W 18-12,-1.0,covered,44.5,under,PHI_ATL_2018-09-06
LAR,2017-12-17,-1.0,Sun,14,15,@,SEA,W 42-7,-1.0,covered,47.5,over,LAR_SEA_2017-12-17
KAN,2017-12-16,-1.0,Sat,14,15,,LAC,W 30-13,-1.0,covered,47.0,under,KAN_LAC_2017-12-16
LAR,2017-12-10,-1.0,Sun,13,14,,PHI,L 35-43,-1.0,did not cover,47.5,over,LAR_PHI_2017-12-10
NYJ,2017-12-10,-1.0,Sun,13,14,@,DEN,L 0-23,-1.0,did not cover,40.5,under,NYJ_DEN_2017-12-10
HOU,2017-12-10,-1.0,Sun,13,14,,SFO,L 16-26,-1.0,did not cover,45.5,under,HOU_SFO_2017-12-10
DEN,2017-12-03,-1.0,Sun,12,13,@,MIA,L 9-35,-1.0,did not cover,41.0,over,DEN_MIA_2017-12-03
LAC,2017-11-23,-1.0,Thu,11,12,@,DAL,W 28-6,-1.0,covered,46.5,under,LAC_DAL_2017-11-23
ATL,2017-11-20,-1.0,Mon,10,11,@,SEA,W 34-31,-1.0,covered,46.0,over,ATL_SEA_2017-11-20
MIN,2017-11-19,-1.0,Sun,10,11,,LAR,W 24-7,-1.0,covered,46.0,under,MIN_LAR_2017-11-19
TAM,2017-11-19,-1.0,Sun,10,11,@,MIA,W 30-20,-1.0,covered,44.0,over,TAM_MIA_2017-11-19
MIN,2017-11-12,-1.0,Sun,9,10,@,WAS,W 38-30,-1.0,covered,43.0,over,MIN_WAS_2017-11-12
TAM,2017-11-12,-1.0,Sun,9,10,,NYJ,W 15-10,-1.0,covered,44.5,under,TAM_NYJ_2017-11-12
DEN,2017-10-22,-1.0,Sun,6,7,@,LAC,L 0-21,-1.0,did not cover,41.0,under,DEN_LAC_2017-10-22
JAX,2017-10-15,-1.0,Sun,6,6,,LAR,L 17-27,-1.0,did not cover,42.0,over,JAX_LAR_2017-10-15
IND,2017-10-08,-1.0,Sun,5,5,,SFO,W 26-23 (OT),-1.0,covered,43.5,over,IND_SFO_2017-10-08
CLE,2017-09-24,-1.0,Sun,3,3,@,IND,L 28-31,-1.0,did not cover,42.0,over,CLE_IND_2017-09-24
TEN,2017-09-17,-1.0,Sun,2,2,@,JAX,W 37-16,-1.0,covered,42.0,over,TEN_JAX_2017-09-17
NYJ,2023-01-01,-1.5,Sun,16,17,@,SEA,L 6-23,-1.5,did not cover,42.5,under,NYJ_SEA_2023-01-01
DEN,2022-12-18,-1.5,Sun,14,15,,ARI,W 24-15,-1.5,covered,36.5,over,DEN_ARI_2022-12-18
LVR,2022-12-18,-1.5,Sun,14,15,,NWE,W 30-24,-1.5,covered,45.0,over,LVR_NWE_2022-12-18
NWE,2022-12-12,-1.5,Mon,13,14,@,ARI,W 27-13,-1.5,covered,43.5,under,NWE_ARI_2022-12-12
PIT,2022-12-11,-1.5,Sun,13,14,,BAL,L 14-16,-1.5,did not cover,36.5,under,PIT_BAL_2022-12-11
CIN,2022-11-27,-1.5,Sun,11,12,@,TEN,W 20-16,-1.5,covered,43.0,under,CIN_TEN_2022-11-27
DAL,2022-11-20,-1.5,Sun,10,11,@,MIN,W 40-3,-1.5,covered,48.5,under,DAL_MIN_2022-11-20
BAL,2022-11-07,-1.5,Mon,9,9,@,NOR,W 27-13,-1.5,covered,46.5,under,BAL_NOR_2022-11-07
