Team,Date,Spread,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,game_id
SFO,2022-10-30,2.5,Sun,8,8,@,LAR,W 31-14,2.5,covered,42.0,over,SFO_LAR_2022-10-30
IND,2022-10-23,2.5,Sun,7,7,@,TEN,L 10-19,2.5,did not cover,41.5,under,IND_TEN_2022-10-23
NOR,2022-10-20,2.5,Thu,7,7,@,ARI,L 34-42,2.5,did not cover,44.0,over,NOR_ARI_2022-10-20
KAN,2022-10-16,2.5,Sun,6,6,,BUF,L 20-24,2.5,did not cover,54.0,under,KAN_BUF_2022-10-16
NWE,2022-10-16,2.5,Sun,6,6,@,CLE,W 38-15,2.5,covered,43.0,over,NWE_CLE_2022-10-16
SEA,2022-10-16,2.5,Sun,6,6,,ARI,W 19-9,2.5,covered,50.5,under,SEA_ARI_2022-10-16
DEN,2022-10-02,2.5,Sun,4,4,@,LVR,L 23-32,2.5,did not cover,45.5,over,DEN_LVR_2022-10-02
CAR,2022-09-25,2.5,Sun,3,3,,NOR,W 22-14,2.5,covered,41.0,under,CAR_NOR_2022-09-25
NWE,2022-09-25,2.5,Sun,3,3,,BAL,L 26-37,2.5,did not cover,44.0,over,NWE_BAL_2022-09-25
MIN,2022-09-19,2.5,Mon,2,2,@,PHI,L 7-24,2.5,did not cover,50.5,under,MIN_PHI_2022-09-19
PIT,2022-09-18,2.5,Sun,2,2,,NWE,L 14-17,2.5,did not cover,40.5,under,PIT_NWE_2022-09-18
NOR,2022-09-18,2.5,Sun,2,2,,TAM,L 10-20,2.5,did not cover,44.0,under,NOR_TAM_2022-09-18
GNB,2022-09-11,2.5,Sun,1,1,@,MIN,L 7-23,2.5,did not cover,46.0,under,GNB_MIN_2022-09-11
LAR,2022-09-08,2.5,Thu,1,1,,BUF,L 10-31,2.5,did not cover,52.0,under,LAR_BUF_2022-09-08
NOR,2021-12-27,2.5,Mon,15,16,,MIA,L 3-20,2.5,did not cover,37.5,under,NOR_MIA_2021-12-27
NWE,2021-12-18,2.5,Sat,14,15,@,IND,L 17-27,2.5,did not cover,45.5,under,NWE_IND_2021-12-18
LAR,2021-12-13,2.5,Mon,13,14,@,ARI,W 30-23,2.5,covered,51.5,over,LAR_ARI_2021-12-13
ATL,2021-12-12,2.5,Sun,13,14,@,CAR,W 29-21,2.5,covered,41.0,over,ATL_CAR_2021-12-12
MIA,2021-11-28,2.5,Sun,12,12,,CAR,W 33-10,2.5,covered,42.0,over,MIA_CAR_2021-11-28
NYJ,2021-11-28,2.5,Sun,11,12,@,HOU,W 21-14,2.5,covered,44.5,under,NYJ_HOU_2021-11-28
DAL,2021-11-21,2.5,Sun,10,11,@,KAN,L 9-19,2.5,did not cover,56.5,under,DAL_KAN_2021-11-21
NOR,2021-11-21,2.5,Sun,10,11,@,PHI,L 29-40,2.5,did not cover,42.5,over,NOR_PHI_2021-11-21
ARI,2021-11-21,2.5,Sun,11,11,@,SEA,W 23-13,2.5,covered,47.0,under,ARI_SEA_2021-11-21
LVR,2021-11-14,2.5,Sun,9,10,,KAN,L 14-41,2.5,did not cover,52.0,over,LVR_KAN_2021-11-14
CLE,2021-11-14,2.5,Sun,10,10,@,NWE,L 7-45,2.5,did not cover,45.0,over,CLE_NWE_2021-11-14
CLE,2021-11-07,2.5,Sun,9,9,@,CIN,W 41-16,2.5,covered,47.5,over,CLE_CIN_2021-11-07
CAR,2021-10-17,2.5,Sun,6,6,,MIN,L 28-34 (OT),2.5,did not cover,45.5,over,CAR_MIN_2021-10-17
LAC,2021-10-17,2.5,Sun,6,6,@,BAL,L 6-34,2.5,did not cover,51.5,under,LAC_BAL_2021-10-17
NYJ,2021-10-10,2.5,Sun,5,5,@,ATL,L 20-27,2.5,did not cover,45.0,over,NYJ_ATL_2021-10-10
BUF,2021-10-10,2.5,Sun,5,5,@,KAN,W 38-20,2.5,covered,56.5,over,BUF_KAN_2021-10-10
WAS,2021-10-10,2.5,Sun,5,5,,NOR,L 22-33,2.5,did not cover,43.5,over,WAS_NOR_2021-10-10
CLE,2021-10-10,2.5,Sun,5,5,@,LAC,L 42-47,2.5,did not cover,46.5,over,CLE_LAC_2021-10-10
SEA,2021-10-07,2.5,Thu,5,5,,LAR,L 17-26,2.5,did not cover,54.5,under,SEA_LAR_2021-10-07
IND,2021-10-03,2.5,Sun,4,4,@,MIA,W 27-17,2.5,covered,42.5,over,IND_MIA_2021-10-03
SEA,2021-10-03,2.5,Sun,4,4,@,SFO,W 28-21,2.5,covered,52.0,under,SEA_SFO_2021-10-03
DEN,2021-01-03,2.5,Sun,16,17,,LVR,L 31-32,2.5,covered,50.5,over,DEN_LVR_2021-01-03
DEN,2020-12-27,2.5,Sun,15,16,@,LAC,L 16-19,2.5,did not cover,47.5,under,DEN_LAC_2020-12-27
NOR,2020-12-20,2.5,Sun,14,15,,KAN,L 29-32,2.5,did not cover,54.0,over,NOR_KAN_2020-12-20
CHI,2020-12-20,2.5,Sun,14,15,@,MIN,W 33-27,2.5,covered,47.5,over,CHI_MIN_2020-12-20
LVR,2020-12-13,2.5,Sun,13,14,,IND,L 27-44,2.5,did not cover,52.0,over,LVR_IND_2020-12-13
ATL,2020-12-06,2.5,Sun,12,13,,NOR,L 16-21,2.5,did not cover,46.5,under,ATL_NOR_2020-12-06
ARI,2020-12-06,2.5,Sun,12,13,,LAR,L 28-38,2.5,did not cover,49.0,over,ARI_LAR_2020-12-06
WAS,2020-11-26,2.5,Thu,11,12,@,DAL,W 41-16,2.5,covered,46.0,over,WAS_DAL_2020-11-26
PHI,2020-11-22,2.5,Sun,10,11,@,CLE,L 17-22,2.5,did not cover,45.5,under,PHI_CLE_2020-11-22
HOU,2020-11-22,2.5,Sun,10,11,,NWE,W 27-20,2.5,covered,49.5,under,HOU_NWE_2020-11-22
WAS,2020-11-15,2.5,Sun,9,10,@,DET,L 27-30,2.5,did not cover,45.5,over,WAS_DET_2020-11-15
HOU,2020-10-25,2.5,Sun,7,7,,GNB,L 20-35,2.5,did not cover,55.5,under,HOU_GNB_2020-10-25
SFO,2020-10-18,2.5,Sun,6,6,,LAR,W 24-16,2.5,covered,51.0,under,SFO_LAR_2020-10-18
CAR,2020-10-11,2.5,Sun,5,5,@,ATL,W 23-16,2.5,covered,53.5,under,CAR_ATL_2020-10-11
CHI,2020-09-27,2.5,Sun,3,3,@,ATL,W 30-26,2.5,covered,46.0,over,CHI_ATL_2020-09-27
MIA,2020-09-24,2.5,Thu,3,3,@,JAX,W 31-13,2.5,covered,49.5,under,MIA_JAX_2020-09-24
CHI,2020-09-13,2.5,Sun,1,1,@,DET,W 27-23,2.5,covered,42.5,over,CHI_DET_2020-09-13
CIN,2020-09-13,2.5,Sun,1,1,,LAC,L 13-16,2.5,did not cover,41.5,under,CIN_LAC_2020-09-13
CIN,2019-12-29,2.5,Sun,16,17,,CLE,W 33-23,2.5,covered,44.0,over,CIN_CLE_2019-12-29
ARI,2019-12-08,2.5,Sun,13,14,,PIT,L 17-23,2.5,did not cover,43.5,under,ARI_PIT_2019-12-08
MIN,2019-12-02,2.5,Mon,12,13,@,SEA,L 30-37,2.5,did not cover,48.0,over,MIN_SEA_2019-12-02
CIN,2019-12-01,2.5,Sun,12,13,,NYJ,W 22-6,2.5,covered,43.0,under,CIN_NYJ_2019-12-01
ARI,2019-12-01,2.5,Sun,12,13,,LAR,L 7-34,2.5,did not cover,47.0,under,ARI_LAR_2019-12-01
JAX,2019-11-17,2.5,Sun,10,11,@,IND,L 13-33,2.5,did not cover,41.5,over,JAX_IND_2019-11-17
DET,2019-11-03,2.5,Sun,8,9,@,OAK,L 24-31,2.5,did not cover,51.5,over,DET_OAK_2019-11-03
DET,2019-10-20,2.5,Sun,6,7,,MIN,L 30-42,2.5,did not cover,43.5,over,DET_MIN_2019-10-20
NOR,2019-10-13,2.5,Sun,6,6,@,JAX,W 13-6,2.5,covered,42.5,under,NOR_JAX_2019-10-13
NOR,2019-09-29,2.5,Sun,4,4,,DAL,W 12-10,2.5,covered,47.0,under,NOR_DAL_2019-09-29
JAX,2019-09-29,2.5,Sun,4,4,@,DEN,W 26-24,2.5,covered,37.0,over,JAX_DEN_2019-09-29
CAR,2019-09-22,2.5,Sun,3,3,@,ARI,W 38-20,2.5,covered,46.0,over,CAR_ARI_2019-09-22
ARI,2019-09-08,2.5,Sun,1,1,,DET,T 27-27 (OT),2.5,covered,45.5,over,ARI_DET_2019-09-08
BUF,2019-09-08,2.5,Sun,1,1,@,NYJ,W 17-16,2.5,covered,41.0,under,BUF_NYJ_2019-09-08
TAM,2018-12-30,2.5,Sun,16,17,,ATL,L 32-34,2.5,covered,51.5,over,TAM_ATL_2018-12-30
OAK,2018-12-24,2.5,Mon,15,16,,DEN,W 27-14,2.5,covered,42.5,under,OAK_DEN_2018-12-24
DET,2018-12-16,2.5,Sun,14,15,@,BUF,L 13-14,2.5,covered,40.0,under,DET_BUF_2018-12-16
PIT,2018-12-16,2.5,Sun,14,15,,NWE,W 17-10,2.5,covered,56.0,under,PIT_NWE_2018-12-16
NYG,2018-12-16,2.5,Sun,14,15,,TEN,L 0-17,2.5,did not cover,42.0,under,NYG_TEN_2018-12-16
ARI,2018-12-09,2.5,Sun,13,14,,DET,L 3-17,2.5,did not cover,40.5,under,ARI_DET_2018-12-09
BAL,2018-12-02,2.5,Sun,12,13,@,ATL,W 26-16,2.5,covered,46.5,under,BAL_ATL_2018-12-02
MIN,2018-11-18,2.5,Sun,10,11,@,CHI,L 20-25,2.5,did not cover,44.0,over,MIN_CHI_2018-11-18
MIN,2018-10-28,2.5,Sun,8,8,,NOR,L 20-30,2.5,did not cover,53.5,under,MIN_NOR_2018-10-28
CAR,2018-10-28,2.5,Sun,7,8,,BAL,W 36-21,2.5,covered,44.0,over,CAR_BAL_2018-10-28
ARI,2018-10-28,2.5,Sun,8,8,,SFO,W 18-15,2.5,covered,40.0,under,ARI_SFO_2018-10-28
NOR,2018-10-21,2.5,Sun,6,7,@,BAL,W 24-23,2.5,covered,49.0,under,NOR_BAL_2018-10-21
IND,2018-10-14,2.5,Sun,6,6,@,NYJ,L 34-42,2.5,did not cover,47.5,over,IND_NYJ_2018-10-14
TEN,2018-10-14,2.5,Sun,6,6,,BAL,L 0-21,2.5,did not cover,43.5,under,TEN_BAL_2018-10-14
DET,2018-09-30,2.5,Sun,4,4,@,DAL,L 24-26,2.5,covered,43.5,over,DET_DAL_2018-09-30
CLE,2018-09-30,2.5,Sun,4,4,@,OAK,L 42-45 (OT),2.5,did not cover,44.5,over,CLE_OAK_2018-09-30
CIN,2018-09-23,2.5,Sun,3,3,@,CAR,L 21-31,2.5,did not cover,44.0,over,CIN_CAR_2018-09-23
WAS,2018-09-23,2.5,Sun,3,3,,GNB,W 31-17,2.5,covered,45.5,over,WAS_GNB_2018-09-23
DAL,2018-09-09,2.5,Sun,1,1,@,CAR,L 8-16,2.5,did not cover,42.5,under,DAL_CAR_2018-09-09
NYG,2018-09-09,2.5,Sun,1,1,,JAX,L 15-20,2.5,did not cover,43.0,under,NYG_JAX_2018-09-09
MIA,2017-12-31,2.5,Sun,16,17,,BUF,L 16-22,2.5,did not cover,41.5,under,MIA_BUF_2017-12-31
JAX,2017-12-31,2.5,Sun,16,17,@,TEN,L 10-15,2.5,did not cover,40.0,under,JAX_TEN_2017-12-31
PIT,2017-12-17,2.5,Sun,14,15,,NWE,L 24-27,2.5,did not cover,52.5,under,PIT_NWE_2017-12-17
TEN,2017-12-17,2.5,Sun,14,15,@,SFO,L 23-25,2.5,covered,44.5,over,TEN_SFO_2017-12-17
CLE,2017-12-10,2.5,Sun,13,14,,GNB,L 21-27 (OT),2.5,did not cover,38.5,over,CLE_GNB_2017-12-10
CAR,2017-12-10,2.5,Sun,13,14,,MIN,W 31-24,2.5,covered,40.5,over,CAR_MIN_2017-12-10
ARI,2017-12-10,2.5,Sun,13,14,,TEN,W 12-7,2.5,covered,42.0,under,ARI_TEN_2017-12-10
NOR,2017-12-07,2.5,Thu,13,14,@,ATL,L 17-20,2.5,did not cover,51.5,under,NOR_ATL_2017-12-07
SFO,2017-12-03,2.5,Sun,12,13,@,CHI,W 15-14,2.5,covered,42.0,under,SFO_CHI_2017-12-03
DET,2017-12-03,2.5,Sun,12,13,@,BAL,L 20-44,2.5,did not cover,43.0,over,DET_BAL_2017-12-03
NOR,2017-11-26,2.5,Sun,11,12,@,LAR,L 20-26,2.5,did not cover,54.0,under,NOR_LAR_2017-11-26
DET,2017-11-23,2.5,Thu,11,12,,MIN,L 23-30,2.5,did not cover,46.0,over,DET_MIN_2017-11-23
CIN,2017-11-19,2.5,Sun,10,11,@,DEN,W 20-17,2.5,covered,37.5,under,CIN_DEN_2017-11-19
ARI,2017-11-19,2.5,Sun,10,11,@,HOU,L 21-31,2.5,did not cover,38.0,over,ARI_HOU_2017-11-19
GNB,2017-11-19,2.5,Sun,10,11,,BAL,L 0-23,2.5,did not cover,38.5,under,GNB_BAL_2017-11-19
GNB,2017-11-06,2.5,Mon,8,9,,DET,L 17-30,2.5,did not cover,42.5,over,GNB_DET_2017-11-06
SFO,2017-11-05,2.5,Sun,9,9,,ARI,L 10-20,2.5,did not cover,39.0,under,SFO_ARI_2017-11-05
KAN,2017-11-05,2.5,Sun,9,9,@,DAL,L 17-28,2.5,did not cover,53.0,under,KAN_DAL_2017-11-05
CHI,2017-10-22,2.5,Sun,7,7,,CAR,W 17-3,2.5,covered,39.5,under,CHI_CAR_2017-10-22
ARI,2017-10-15,2.5,Sun,6,6,,TAM,W 38-33,2.5,covered,46.5,over,ARI_TAM_2017-10-15
GNB,2017-10-08,2.5,Sun,5,5,@,DAL,W 35-31,2.5,covered,52.0,over,GNB_DAL_2017-10-08
DET,2017-10-01,2.5,Sun,4,4,@,MIN,W 14-7,2.5,covered,43.0,under,DET_MIN_2017-10-01
HOU,2017-10-01,2.5,Sun,4,4,,TEN,W 57-14,2.5,covered,43.0,over,HOU_TEN_2017-10-01
NYG,2017-10-01,2.5,Sun,4,4,@,TAM,L 23-25,2.5,covered,45.5,over,NYG_TAM_2017-10-01
DEN,2017-09-17,2.5,Sun,2,2,,DAL,W 42-17,2.5,covered,44.0,over,DEN_DAL_2017-09-17
BAL,2017-09-10,2.5,Sun,1,1,@,CIN,W 20-0,2.5,covered,41.5,under,BAL_CIN_2017-09-10
DET,2017-09-10,2.5,Sun,1,1,,ARI,W 35-23,2.5,covered,48.5,over,DET_ARI_2017-09-10
SEA,2017-09-10,2.5,Sun,1,1,@,GNB,L 9-17,2.5,did not cover,49.5,under,SEA_GNB_2017-09-10
OAK,2017-09-10,2.5,Sun,1,1,@,TEN,W 26-16,2.5,covered,49.5,under,OAK_TEN_2017-09-10
CLE,2023-01-01,2.0,Sun,16,17,@,WAS,W 24-10,2.0,covered,40.5,under,CLE_WAS_2023-01-01
LVR,2022-12-24,2.0,Sat,15,16,@,PIT,L 10-13,2.0,did not cover,38.0,under,LVR_PIT_2022-12-24
JAX,2022-12-22,2.0,Thu,15,16,@,NYJ,W 19-3,2.0,covered,37.0,under,JAX_NYJ_2022-12-22
MIN,2022-12-11,2.0,Sun,13,14,@,DET,L 23-34,2.0,did not cover,51.5,over,MIN_DET_2022-12-11
NYG,2022-12-04,2.0,Sun,12,13,,WAS,T 20-20 (OT),2.0,covered,40.5,under,NYG_WAS_2022-12-04
SEA,2022-11-06,2.0,Sun,9,9,@,ARI,W 31-21,2.0,covered,49.0,over,SEA_ARI_2022-11-06
DEN,2022-10-30,2.0,Sun,8,8,@,JAX,W 21-17,2.0,covered,40.5,under,DEN_JAX_2022-10-30
WAS,2022-10-09,2.0,Sun,5,5,,TEN,L 17-21,2.0,did not cover,43.0,under,WAS_TEN_2022-10-09
TEN,2022-09-25,2.0,Sun,3,3,,LVR,W 24-22,2.0,covered,45.5,over,TEN_LVR_2022-09-25
CAR,2022-09-18,2.0,Sun,2,2,@,NYG,L 16-19,2.0,did not cover,43.5,under,CAR_NYG_2022-09-18
DAL,2022-09-11,2.0,Sun,1,1,,TAM,L 3-19,2.0,did not cover,50.0,under,DAL_TAM_2022-09-11
CLE,2022-01-03,2.0,Mon,16,17,@,PIT,L 14-26,2.0,did not cover,42.0,under,CLE_PIT_2022-01-03
IND,2021-12-25,2.0,Sat,15,16,@,ARI,W 22-16,2.0,covered,49.0,under,IND_ARI_2021-12-25
JAX,2021-11-28,2.0,Sun,11,12,,ATL,L 14-21,2.0,did not cover,45.5,under,JAX_ATL_2021-11-28
GNB,2021-11-28,2.0,Sun,12,12,,LAR,W 36-28,2.0,covered,46.5,over,GNB_LAR_2021-11-28
PHI,2021-11-14,2.0,Sun,10,10,@,DEN,W 30-13,2.0,covered,46.0,under,PHI_DEN_2021-11-14
MIA,2021-10-24,2.0,Sun,7,7,,ATL,L 28-30,2.0,push,47.5,over,MIA_ATL_2021-10-24
ATL,2021-10-03,2.0,Sun,4,4,,WAS,L 30-34,2.0,did not cover,48.0,over,ATL_WAS_2021-10-03
MIN,2021-09-26,2.0,Sun,3,3,,SEA,W 30-17,2.0,covered,55.0,under,MIN_SEA_2021-09-26
PIT,2020-12-13,2.0,Sun,13,14,@,BUF,L 15-26,2.0,did not cover,48.5,under,PIT_BUF_2020-12-13
NWE,2020-12-06,2.0,Sun,12,13,@,LAC,W 45-0,2.0,covered,46.5,under,NWE_LAC_2020-12-06
CIN,2020-11-22,2.0,Sun,10,11,@,WAS,L 9-20,2.0,did not cover,48.0,under,CIN_WAS_2020-11-22
CHI,2020-10-18,2.0,Sun,6,6,@,CAR,W 23-16,2.0,covered,45.0,under,CHI_CAR_2020-10-18
WAS,2020-10-18,2.0,Sun,6,6,@,NYG,L 19-20,2.0,covered,42.5,under,WAS_NYG_2020-10-18
LAR,2020-09-20,2.0,Sun,2,2,@,PHI,W 37-19,2.0,covered,46.0,over,LAR_PHI_2020-09-20
BAL,2019-12-29,2.0,Sun,16,17,,PIT,W 28-10,2.0,covered,35.0,over,BAL_PIT_2019-12-29
PHI,2019-12-22,2.0,Sun,15,16,,DAL,W 17-9,2.0,covered,47.0,under,PHI_DAL_2019-12-22
TAM,2019-10-27,2.0,Sun,7,8,@,TEN,L 23-27,2.0,did not cover,45.5,over,TAM_TEN_2019-10-27
TAM,2019-10-13,2.0,Sun,6,6,,CAR,L 26-37,2.0,did not cover,48.5,over,TAM_CAR_2019-10-13
NOR,2019-09-15,2.0,Sun,2,2,@,LAR,L 9-27,2.0,did not cover,52.5,under,NOR_LAR_2019-09-15
GNB,2018-09-16,2.0,Sun,2,2,,MIN,T 29-29 (OT),2.0,covered,45.0,over,GNB_MIN_2018-09-16
JAX,2018-09-16,2.0,Sun,2,2,,NWE,W 31-20,2.0,covered,44.5,over,JAX_NWE_2018-09-16
WAS,2018-09-09,2.0,Sun,1,1,@,ARI,W 24-6,2.0,covered,43.5,under,WAS_ARI_2018-09-09
MIN,2017-12-03,2.0,Sun,12,13,@,ATL,W 14-9,2.0,covered,48.5,under,MIN_ATL_2017-12-03
BUF,2017-11-12,2.0,Sun,9,10,,NOR,L 10-47,2.0,did not cover,48.5,over,BUF_NOR_2017-11-12
OAK,2017-10-29,2.0,Sun,8,8,@,BUF,L 14-34,2.0,did not cover,47.0,over,OAK_BUF_2017-10-29
CAR,2017-10-08,2.0,Sun,5,5,@,DET,W 27-24,2.0,covered,42.0,over,CAR_DET_2017-10-08
HOU,2017-10-08,2.0,Sun,5,5,,KAN,L 34-42,2.0,did not cover,45.0,over,HOU_KAN_2017-10-08
SEA,2017-10-08,2.0,Sun,5,5,@,LAR,W 16-10,2.0,covered,47.0,under,SEA_LAR_2017-10-08
PHI,2017-10-01,2.0,Sun,4,4,@,LAC,W 26-24,2.0,covered,48.0,over,PHI_LAC_2017-10-01
SEA,2017-09-24,2.0,Sun,3,3,@,TEN,L 27-33,2.0,did not cover,42.0,over,SEA_TEN_2017-09-24
WAS,2017-09-10,2.0,Sun,1,1,,PHI,L 17-30,2.0,did not cover,49.5,under,WAS_PHI_2017-09-10
SEA,2023-01-01,1.5,Sun,16,17,,NYJ,W 23-6,1.5,covered,42.5,under,SEA_NYJ_2023-01-01
NWE,2022-12-18,1.5,Sun,14,15,@,LVR,L 24-30,1.5,did not cover,45.0,over,NWE_LVR_2022-12-18
ARI,2022-12-18,1.5,Sun,14,15,@,DEN,L 15-24,1.5,did not cover,36.5,over,ARI_DEN_2022-12-18
ARI,2022-12-12,1.5,Mon,13,14,,NWE,L 13-27,1.5,did not cover,43.5,under,ARI_NWE_2022-12-12
BAL,2022-12-11,1.5,Sun,13,14,@,PIT,W 16-14,1.5,covered,36.5,under,BAL_PIT_2022-12-11
TEN,2022-11-27,1.5,Sun,11,12,,CIN,L 16-20,1.5,did not cover,43.0,under,TEN_CIN_2022-11-27
MIN,2022-11-20,1.5,Sun,10,11,,DAL,L 3-40,1.5,did not cover,48.5,under,MIN_DAL_2022-11-20
NOR,2022-11-07,1.5,Mon,9,9,,BAL,L 13-27,1.5,did not cover,46.5,under,NOR_BAL_2022-11-07
NOR,2022-10-30,1.5,Sun,8,8,,LVR,W 24-0,1.5,covered,49.5,under,NOR_LVR_2022-10-30
BAL,2022-10-27,1.5,Thu,8,8,@,TAM,W 27-22,1.5,covered,45.5,over,BAL_TAM_2022-10-27
DEN,2022-10-23,1.5,Sun,7,7,,NYJ,L 9-16,1.5,did not cover,37.0,under,DEN_NYJ_2022-10-23
JAX,2022-10-16,1.5,Sun,6,6,@,IND,L 27-34,1.5,did not cover,41.0,over,JAX_IND_2022-10-16
LAR,2022-10-03,1.5,Mon,4,4,@,SFO,L 9-24,1.5,did not cover,42.5,under,LAR_SFO_2022-10-03
DEN,2022-09-25,1.5,Sun,3,3,,SFO,W 11-10,1.5,covered,44.5,under,DEN_SFO_2022-09-25
WAS,2022-09-18,1.5,Sun,2,2,@,DET,L 27-36,1.5,did not cover,48.5,over,WAS_DET_2022-09-18
CLE,2022-09-11,1.5,Sun,1,1,@,CAR,W 26-24,1.5,covered,42.0,over,CLE_CAR_2022-09-11
BUF,2021-12-26,1.5,Sun,15,16,@,NWE,W 33-21,1.5,covered,43.5,over,BUF_NWE_2021-12-26
JAX,2021-12-26,1.5,Sun,15,16,@,NYJ,L 21-26,1.5,did not cover,41.0,over,JAX_NYJ_2021-12-26
CIN,2021-12-12,1.5,Sun,13,14,,SFO,L 23-26 (OT),1.5,did not cover,49.0,push,CIN_SFO_2021-12-12
WAS,2021-12-05,1.5,Sun,12,13,@,LVR,W 17-15,1.5,covered,48.0,under,WAS_LVR_2021-12-05
PHI,2021-11-07,1.5,Sun,9,9,,LAC,L 24-27,1.5,did not cover,49.0,over,PHI_LAC_2021-11-07
DEN,2021-10-21,1.5,Thu,7,7,@,CLE,L 14-17,1.5,did not cover,41.5,under,DEN_CLE_2021-10-21
PIT,2021-10-10,1.5,Sun,5,5,,DEN,W 27-19,1.5,covered,39.5,over,PIT_DEN_2021-10-10
LAR,2021-09-26,1.5,Sun,3,3,,TAM,W 34-24,1.5,covered,55.5,over,LAR_TAM_2021-09-26
CIN,2021-09-19,1.5,Sun,2,2,@,CHI,L 17-20,1.5,did not cover,44.5,under,CIN_CHI_2021-09-19
LAC,2021-09-12,1.5,Sun,1,1,@,WAS,W 20-16,1.5,covered,45.0,under,LAC_WAS_2021-09-12
NYG,2021-01-03,1.5,Sun,16,17,,DAL,W 23-19,1.5,covered,44.5,under,NYG_DAL_2021-01-03
LAR,2020-12-27,1.5,Sun,15,16,@,SEA,L 9-20,1.5,did not cover,47.5,under,LAR_SEA_2020-12-27
MIA,2020-12-20,1.5,Sun,14,15,,NWE,W 22-12,1.5,covered,40.5,under,MIA_NWE_2020-12-20
BUF,2020-12-07,1.5,Mon,12,13,@,SFO,W 34-24,1.5,covered,48.0,over,BUF_SFO_2020-12-07
GNB,2020-11-22,1.5,Sun,10,11,@,IND,L 31-34 (OT),1.5,did not cover,52.5,over,GNB_IND_2020-11-22
LAC,2020-11-15,1.5,Sun,9,10,@,MIA,L 21-29,1.5,did not cover,49.0,over,LAC_MIA_2020-11-15
ATL,2020-10-29,1.5,Thu,8,8,@,CAR,W 25-17,1.5,covered,52.0,under,ATL_CAR_2020-10-29
LAR,2020-09-27,1.5,Sun,3,3,@,BUF,L 32-35,1.5,did not cover,46.5,over,LAR_BUF_2020-09-27
BUF,2019-12-29,1.5,Sun,16,17,,NYJ,L 6-13,1.5,did not cover,37.0,under,BUF_NYJ_2019-12-29
MIA,2019-12-22,1.5,Sun,15,16,,CIN,W 38-35 (OT),1.5,covered,46.0,over,MIA_CIN_2019-12-22
HOU,2019-10-20,1.5,Sun,7,7,@,IND,L 23-30,1.5,did not cover,46.5,over,HOU_IND_2019-10-20
LAR,2019-10-03,1.5,Thu,5,5,@,SEA,L 29-30,1.5,covered,49.0,over,LAR_SEA_2019-10-03
JAX,2019-09-19,1.5,Thu,3,3,,TEN,W 20-7,1.5,covered,38.0,under,JAX_TEN_2019-09-19
CAR,2019-09-08,1.5,Sun,1,1,,LAR,L 27-30,1.5,did not cover,49.5,over,CAR_LAR_2019-09-08
SFO,2018-11-25,1.5,Sun,11,12,@,TAM,L 9-27,1.5,did not cover,54.5,under,SFO_TAM_2018-11-25
NOR,2018-11-04,1.5,Sun,8,9,,LAR,W 45-35,1.5,covered,57.0,over,NOR_LAR_2018-11-04
PIT,2018-11-04,1.5,Sun,8,9,@,BAL,W 23-16,1.5,covered,46.5,under,PIT_BAL_2018-11-04
ATL,2018-11-04,1.5,Sun,8,9,@,WAS,W 38-14,1.5,covered,46.5,over,ATL_WAS_2018-11-04
SFO,2018-11-01,1.5,Thu,9,9,,OAK,W 34-3,1.5,covered,44.0,under,SFO_OAK_2018-11-01
PIT,2018-10-14,1.5,Sun,6,6,@,CIN,W 28-21,1.5,covered,49.5,under,PIT_CIN_2018-10-14
NYG,2018-10-11,1.5,Thu,6,6,,PHI,L 13-34,1.5,did not cover,45.0,over,NYG_PHI_2018-10-11
NOR,2018-09-23,1.5,Sun,3,3,@,ATL,W 43-37 (OT),1.5,covered,54.0,over,NOR_ATL_2018-09-23
DAL,2017-11-30,1.5,Thu,12,13,,WAS,W 38-14,1.5,covered,47.0,over,DAL_WAS_2017-11-30
CAR,2017-10-29,1.5,Sun,8,8,@,TAM,W 17-3,1.5,covered,46.0,under,CAR_TAM_2017-10-29
CLE,2017-10-08,1.5,Sun,5,5,,NYJ,L 14-17,1.5,did not cover,41.5,under,CLE_NYJ_2017-10-08
DET,2022-12-18,1.0,Sun,14,15,@,NYJ,W 20-17,1.0,covered,43.5,under,DET_NYJ_2022-12-18
PIT,2022-12-04,1.0,Sun,12,13,@,ATL,W 19-16,1.0,covered,43.0,under,PIT_ATL_2022-12-04
JAX,2022-12-04,1.0,Sun,12,13,@,DET,L 14-40,1.0,did not cover,51.0,over,JAX_DET_2022-12-04
CAR,2022-11-27,1.0,Sun,12,12,,DEN,W 23-10,1.0,covered,36.0,under,CAR_DEN_2022-11-27
PIT,2022-11-13,1.0,Sun,9,10,,NOR,W 20-10,1.0,covered,40.0,under,PIT_NOR_2022-11-13
SFO,2022-10-23,1.0,Sun,7,7,,KAN,L 23-44,1.0,did not cover,49.0,over,SFO_KAN_2022-10-23
CHI,2022-10-13,1.0,Thu,6,6,,WAS,L 7-12,1.0,did not cover,38.0,under,CHI_WAS_2022-10-13
CLE,2022-10-09,1.0,Sun,5,5,,LAC,L 28-30,1.0,did not cover,47.0,over,CLE_LAC_2022-10-09
KAN,2022-10-02,1.0,Sun,4,4,@,TAM,W 41-31,1.0,covered,46.0,over,KAN_TAM_2022-10-02
ARI,2022-10-02,1.0,Sun,4,4,@,CAR,W 26-16,1.0,covered,43.5,under,ARI_CAR_2022-10-02
