Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,game_id
OAK,2018-09-16,28,Sun,2,2,@,DEN,L 19-20,28,168,6.0,2,OAK_DEN_2018-09-16
DET,2018-09-16,28,Sun,2,2,@,SFO,L 27-30,28,190,6.8,1,DET_SFO_2018-09-16
BAL,2018-09-13,28,Thu,2,2,@,CIN,L 23-34,28,108,3.9,0,BAL_CIN_2018-09-13
NYG,2018-09-09,28,Sun,1,1,,JAX,L 15-20,28,137,4.9,0,NYG_JAX_2018-09-09
CLE,2017-12-31,28,Sun,16,17,@,PIT,L 24-28,28,124,4.4,2,CLE_PIT_2017-12-31
NOR,2017-12-31,28,Sun,16,17,@,TAM,L 24-31,28,110,3.9,2,NOR_TAM_2017-12-31
HOU,2017-12-25,28,Mon,15,16,,PIT,L 6-34,28,104,3.7,2,HOU_PIT_2017-12-25
PIT,2017-12-25,28,Mon,15,16,@,HOU,W 34-6,28,176,6.3,0,PIT_HOU_2017-12-25
SFO,2017-12-24,28,Sun,15,16,,JAX,W 44-33,28,92,3.3,2,SFO_JAX_2017-12-24
NYJ,2017-12-17,28,Sun,14,15,@,NOR,L 19-31,28,131,4.7,2,NYJ_NOR_2017-12-17
NOR,2017-12-17,28,Sun,14,15,,NYJ,W 31-19,28,124,4.4,1,NOR_NYJ_2017-12-17
SFO,2017-12-17,28,Sun,14,15,,TEN,W 25-23,28,90,3.2,0,SFO_TEN_2017-12-17
DET,2017-12-10,28,Sun,13,14,@,TAM,W 24-21,28,133,4.8,1,DET_TAM_2017-12-10
CAR,2017-12-03,28,Sun,12,13,@,NOR,L 21-31,28,148,5.3,3,CAR_NOR_2017-12-03
TAM,2017-11-26,28,Sun,11,12,@,ATL,L 20-34,28,148,5.3,2,TAM_ATL_2017-11-26
IND,2017-11-26,28,Sun,11,12,,TEN,L 16-20,28,92,3.3,1,IND_TEN_2017-11-26
NWE,2017-11-12,28,Sun,9,10,@,DEN,W 41-16,28,118,4.2,0,NWE_DEN_2017-11-12
WAS,2017-11-05,28,Sun,8,9,@,SEA,W 17-14,28,148,5.3,0,WAS_SEA_2017-11-05
HOU,2017-11-05,28,Sun,8,9,,IND,L 14-20,28,92,3.3,0,HOU_IND_2017-11-05
CIN,2017-10-29,28,Sun,7,8,,IND,W 24-23,28,115,4.1,0,CIN_IND_2017-10-29
OAK,2017-10-15,28,Sun,6,6,,LAC,L 16-17,28,80,2.9,1,OAK_LAC_2017-10-15
DET,2017-10-08,28,Sun,5,5,,CAR,L 24-27,28,28,1.0,0,DET_CAR_2017-10-08
MIA,2017-10-01,28,Sun,3,4,,NOR,L 0-20,28,86,3.1,0,MIA_NOR_2017-10-01
TAM,2017-10-01,28,Sun,3,4,,NYG,W 25-23,28,91,3.3,1,TAM_NYG_2017-10-01
DET,2017-09-24,28,Sun,3,3,,ATL,L 26-30,28,151,5.4,1,DET_ATL_2017-09-24
BUF,2017-09-17,28,Sun,2,2,@,CAR,L 3-9,28,77,2.8,0,BUF_CAR_2017-09-17
SEA,2017-09-10,28,Sun,1,1,@,GNB,L 9-17,28,84,3.0,1,SEA_GNB_2017-09-10
WAS,2023-01-08,27,Sun,17,18,,DAL,W 26-6,27,64,2.4,0,WAS_DAL_2023-01-08
CIN,2023-01-08,27,Sun,16,18,,BAL,W 27-16,27,110,4.1,1,CIN_BAL_2023-01-08
NWE,2023-01-01,27,Sun,16,17,,MIA,W 23-21,27,86,3.2,1,NWE_MIA_2023-01-01
LVR,2023-01-01,27,Sun,16,17,,SFO,L 34-37 (OT),27,170,6.3,2,LVR_SFO_2023-01-01
ATL,2023-01-01,27,Sun,16,17,,ARI,W 20-19,27,126,4.7,0,ATL_ARI_2023-01-01
NYG,2023-01-01,27,Sun,16,17,,IND,W 38-10,27,128,4.7,0,NYG_IND_2023-01-01
TAM,2022-12-25,27,Sun,15,16,@,ARI,W 19-16 (OT),27,121,4.5,1,TAM_ARI_2022-12-25
LVR,2022-12-24,27,Sat,15,16,@,PIT,L 10-13,27,106,3.9,0,LVR_PIT_2022-12-24
LAC,2022-12-18,27,Sun,14,15,,TEN,W 17-14,27,127,4.7,2,LAC_TEN_2022-12-18
DAL,2022-12-18,27,Sun,14,15,@,JAX,L 34-40 (OT),27,192,7.1,0,DAL_JAX_2022-12-18
NWE,2022-11-24,27,Thu,11,12,@,MIN,L 26-33,27,57,2.1,0,NWE_MIN_2022-11-24
LAC,2022-11-20,27,Sun,10,11,,KAN,L 27-30,27,163,6.0,0,LAC_KAN_2022-11-20
MIN,2022-11-13,27,Sun,9,10,@,BUF,W 33-30 (OT),27,175,6.5,2,MIN_BUF_2022-11-13
JAX,2022-11-13,27,Sun,10,10,@,KAN,L 17-27,27,155,5.7,0,JAX_KAN_2022-11-13
GNB,2022-10-30,27,Sun,8,8,@,BUF,L 17-27,27,153,5.7,1,GNB_BUF_2022-10-30
PIT,2022-10-23,27,Sun,7,7,@,MIA,L 10-16,27,111,4.1,0,PIT_MIA_2022-10-23
TAM,2022-10-23,27,Sun,7,7,@,CAR,L 3-21,27,173,6.4,1,TAM_CAR_2022-10-23
HOU,2022-10-23,27,Sun,6,7,@,LVR,L 20-38,27,164,6.1,3,HOU_LVR_2022-10-23
NWE,2022-10-09,27,Sun,5,5,,DET,W 29-0,27,101,3.7,0,NWE_DET_2022-10-09
MIN,2022-10-02,27,Sun,4,4,@,NOR,W 28-25,27,111,4.1,2,MIN_NOR_2022-10-02
DAL,2022-10-02,27,Sun,4,4,,WAS,W 25-10,27,142,5.3,0,DAL_WAS_2022-10-02
HOU,2022-10-02,27,Sun,4,4,,LAC,L 24-34,27,81,3.0,2,HOU_LAC_2022-10-02
LVR,2022-09-25,27,Sun,3,3,@,TEN,L 22-24,27,109,4.0,2,LVR_TEN_2022-09-25
KAN,2022-09-25,27,Sun,3,3,@,IND,L 17-20,27,82,3.0,0,KAN_IND_2022-09-25
BUF,2022-09-19,27,Mon,2,2,,TEN,W 41-7,27,80,3.0,1,BUF_TEN_2022-09-19
GNB,2022-09-18,27,Sun,2,2,,CHI,W 27-10,27,180,6.7,1,GNB_CHI_2022-09-18
LAR,2022-09-18,27,Sun,2,2,,ATL,W 31-27,27,90,3.3,0,LAR_ATL_2022-09-18
CIN,2022-09-18,27,Sun,2,2,@,DAL,L 17-20,27,107,4.0,1,CIN_DAL_2022-09-18
ARI,2022-09-11,27,Sun,1,1,,KAN,L 21-44,27,128,4.7,1,ARI_KAN_2022-09-11
DET,2022-01-09,27,Sun,17,18,,GNB,W 37-30,27,122,4.5,1,DET_GNB_2022-01-09
SFO,2022-01-09,27,Sun,17,18,@,LAR,W 27-24 (OT),27,64,2.4,0,SFO_LAR_2022-01-09
MIA,2022-01-09,27,Sun,17,18,,NWE,W 33-24,27,134,5.0,2,MIA_NWE_2022-01-09
IND,2022-01-02,27,Sun,16,17,,LVR,L 20-23,27,85,3.1,1,IND_LVR_2022-01-02
LAC,2022-01-02,27,Sun,16,17,,DEN,W 34-13,27,83,3.1,0,LAC_DEN_2022-01-02
NYG,2022-01-02,27,Sun,16,17,@,CHI,L 3-29,27,87,3.2,2,NYG_CHI_2022-01-02
SFO,2022-01-02,27,Sun,16,17,,HOU,W 23-7,27,86,3.2,0,SFO_HOU_2022-01-02
BUF,2021-12-26,27,Sun,15,16,@,NWE,W 33-21,27,149,5.5,3,BUF_NWE_2021-12-26
PHI,2021-12-26,27,Sun,15,16,,NYG,W 34-10,27,84,3.1,0,PHI_NYG_2021-12-26
CAR,2021-12-19,27,Sun,14,15,@,BUF,L 14-31,27,119,4.4,1,CAR_BUF_2021-12-19
DET,2021-12-05,27,Sun,12,13,,MIN,W 29-27,27,100,3.7,1,DET_MIN_2021-12-05
MIN,2021-12-05,27,Sun,12,13,@,DET,L 27-29,27,100,3.7,0,MIN_DET_2021-12-05
ARI,2021-12-05,27,Sun,12,13,@,CHI,W 33-22,27,112,4.1,1,ARI_CHI_2021-12-05
JAX,2021-12-05,27,Sun,12,13,@,LAR,L 7-37,27,128,4.7,1,JAX_LAR_2021-12-05
SFO,2021-12-05,27,Sun,12,13,@,SEA,L 23-30,27,146,5.4,2,SFO_SEA_2021-12-05
IND,2021-11-28,27,Sun,12,12,,TAM,L 31-38,27,142,5.3,4,IND_TAM_2021-11-28
PHI,2021-11-28,27,Sun,12,12,@,NYG,L 7-13,27,70,2.6,0,PHI_NYG_2021-11-28
NYG,2021-11-22,27,Mon,10,11,@,TAM,L 10-30,27,94,3.5,1,NYG_TAM_2021-11-22
JAX,2021-11-14,27,Sun,9,10,@,IND,L 17-23,27,127,4.7,1,JAX_IND_2021-11-14
PHI,2021-11-07,27,Sun,9,9,,LAC,L 24-27,27,89,3.3,1,PHI_LAC_2021-11-07
BUF,2021-11-07,27,Sun,8,9,@,JAX,L 6-9,27,79,2.9,0,BUF_JAX_2021-11-07
NYG,2021-11-01,27,Mon,8,8,@,KAN,L 17-20,27,107,4.0,1,NYG_KAN_2021-11-01
CIN,2021-10-31,27,Sun,8,8,@,NYJ,L 31-34,27,97,3.6,1,CIN_NYJ_2021-10-31
DAL,2021-10-17,27,Sun,6,6,@,NWE,W 35-29 (OT),27,120,4.4,2,DAL_NWE_2021-10-17
PIT,2021-10-17,27,Sun,6,6,,SEA,W 23-20 (OT),27,144,5.3,1,PIT_SEA_2021-10-17
SFO,2021-10-10,27,Sun,5,5,@,ARI,L 10-17,27,94,3.5,1,SFO_ARI_2021-10-10
BAL,2021-09-26,27,Sun,3,3,@,DET,W 19-17,27,93,3.4,2,BAL_DET_2021-09-26
LVR,2021-09-26,27,Sun,3,3,,MIA,W 31-28 (OT),27,133,4.9,2,LVR_MIA_2021-09-26
ATL,2021-09-26,27,Sun,3,3,@,NYG,W 17-14,27,100,3.7,1,ATL_NYG_2021-09-26
ARI,2021-09-19,27,Sun,2,2,,MIN,W 34-33,27,177,6.6,0,ARI_MIN_2021-09-19
LAC,2021-09-12,27,Sun,1,1,@,WAS,W 20-16,27,126,4.7,0,LAC_WAS_2021-09-12
IND,2021-09-12,27,Sun,1,1,,SEA,L 16-28,27,140,5.2,0,IND_SEA_2021-09-12
NYJ,2021-09-12,27,Sun,1,1,@,CAR,L 14-19,27,111,4.1,1,NYJ_CAR_2021-09-12
SFO,2021-01-03,27,Sun,16,17,,SEA,L 23-26,27,121,4.5,1,SFO_SEA_2021-01-03
NYG,2021-01-03,27,Sun,16,17,,DAL,W 23-19,27,108,4.0,1,NYG_DAL_2021-01-03
PHI,2021-01-03,27,Sun,16,17,,WAS,L 14-20,27,103,3.8,0,PHI_WAS_2021-01-03
GNB,2020-12-27,27,Sun,15,16,,TEN,W 40-14,27,156,5.8,1,GNB_TEN_2020-12-27
SFO,2020-12-26,27,Sat,15,16,@,ARI,W 20-12,27,120,4.4,1,SFO_ARI_2020-12-26
TEN,2020-12-20,27,Sun,14,15,,DET,W 46-25,27,123,4.6,2,TEN_DET_2020-12-20
GNB,2020-12-19,27,Sat,14,15,,CAR,W 24-16,27,115,4.3,1,GNB_CAR_2020-12-19
CAR,2020-12-19,27,Sat,14,15,@,GNB,L 16-24,27,195,7.2,2,CAR_GNB_2020-12-19
CHI,2020-12-13,27,Sun,13,14,,HOU,W 36-7,27,108,4.0,0,CHI_HOU_2020-12-13
PIT,2020-12-13,27,Sun,13,14,@,BUF,L 15-26,27,104,3.9,0,PIT_BUF_2020-12-13
WAS,2020-12-13,27,Sun,13,14,@,SFO,W 23-15,27,108,4.0,1,WAS_SFO_2020-12-13
SFO,2020-12-07,27,Mon,12,13,,BUF,L 24-34,27,81,3.0,0,SFO_BUF_2020-12-07
JAX,2020-11-22,27,Sun,10,11,,PIT,L 3-27,27,106,3.9,1,JAX_PIT_2020-11-22
LVR,2020-11-22,27,Sun,10,11,,KAN,L 31-35,27,108,4.0,3,LVR_KAN_2020-11-22
HOU,2020-11-08,27,Sun,8,9,@,JAX,W 27-25,27,115,4.3,2,HOU_JAX_2020-11-08
MIN,2020-11-08,27,Sun,8,9,,DET,W 34-20,27,129,4.8,0,MIN_DET_2020-11-08
LAC,2020-10-25,27,Sun,6,7,,JAX,W 39-29,27,140,5.2,1,LAC_JAX_2020-10-25
NYJ,2020-10-25,27,Sun,7,7,,BUF,L 10-18,27,126,4.7,0,NYJ_BUF_2020-10-25
HOU,2020-10-25,27,Sun,7,7,,GNB,L 20-35,27,96,3.6,1,HOU_GNB_2020-10-25
ARI,2020-10-19,27,Mon,6,6,@,DAL,W 38-10,27,97,3.6,0,ARI_DAL_2020-10-19
TEN,2020-10-18,27,Sun,5,6,,HOU,W 42-36 (OT),27,92,3.4,1,TEN_HOU_2020-10-18
HOU,2020-10-18,27,Sun,6,6,@,TEN,L 36-42 (OT),27,263,9.7,2,HOU_TEN_2020-10-18
ATL,2020-10-11,27,Sun,5,5,,CAR,L 16-23,27,124,4.6,0,ATL_CAR_2020-10-11
DAL,2020-10-11,27,Sun,5,5,,NYG,W 37-34,27,89,3.3,2,DAL_NYG_2020-10-11
LAC,2020-10-04,27,Sun,4,4,@,TAM,L 31-38,27,115,4.3,0,LAC_TAM_2020-10-04
ARI,2020-09-27,27,Sun,3,3,,DET,L 23-26,27,90,3.3,0,ARI_DET_2020-09-27
DET,2020-09-27,27,Sun,3,3,@,ARI,W 26-23,27,109,4.0,1,DET_ARI_2020-09-27
TEN,2020-09-20,27,Sun,2,2,,JAX,W 33-30,27,165,6.1,1,TEN_JAX_2020-09-20
BAL,2020-09-13,27,Sun,1,1,,CLE,W 38-6,27,138,5.1,0,BAL_CLE_2020-09-13
LAR,2020-09-13,27,Sun,1,1,,DAL,W 20-17,27,136,5.0,1,LAR_DAL_2020-09-13
NWE,2020-09-13,27,Sun,1,1,,MIA,W 21-11,27,87,3.2,1,NWE_MIA_2020-09-13
BUF,2019-12-29,27,Sun,16,17,,NYJ,L 6-13,27,86,3.2,0,BUF_NYJ_2019-12-29
OAK,2019-12-29,27,Sun,16,17,@,DEN,L 15-16,27,70,2.6,0,OAK_DEN_2019-12-29
MIA,2019-12-29,27,Sun,16,17,@,NWE,W 27-24,27,135,5.0,1,MIA_NWE_2019-12-29
JAX,2019-12-29,27,Sun,16,17,,IND,W 38-20,27,132,4.9,2,JAX_IND_2019-12-29
JAX,2019-12-22,27,Sun,15,16,@,ATL,L 12-24,27,135,5.0,2,JAX_ATL_2019-12-22
ATL,2019-12-15,27,Sun,14,15,@,SFO,W 29-22,27,120,4.4,1,ATL_SFO_2019-12-15
GNB,2019-12-15,27,Sun,14,15,,CHI,W 21-13,27,96,3.6,0,GNB_CHI_2019-12-15
HOU,2019-12-08,27,Sun,13,14,,DEN,L 24-38,27,90,3.3,1,HOU_DEN_2019-12-08
SFO,2019-12-08,27,Sun,13,14,@,NOR,W 48-46,27,116,4.3,1,SFO_NOR_2019-12-08
CIN,2019-12-08,27,Sun,13,14,@,CLE,L 19-27,27,146,5.4,2,CIN_CLE_2019-12-08
GNB,2019-12-01,27,Sun,12,13,@,NYG,W 31-13,27,95,3.5,0,GNB_NYG_2019-12-01
CHI,2019-11-28,27,Thu,12,13,@,DET,W 24-20,27,105,3.9,0,CHI_DET_2019-11-28
DAL,2019-11-24,27,Sun,11,12,@,NWE,L 9-13,27,101,3.7,0,DAL_NWE_2019-11-24
TEN,2019-11-24,27,Sun,11,12,,JAX,W 42-20,27,117,4.3,2,TEN_JAX_2019-11-24
LAC,2019-11-18,27,Mon,11,11,,KAN,L 17-24,27,130,4.8,2,LAC_KAN_2019-11-18
SEA,2019-11-11,27,Mon,10,10,@,SFO,W 27-24 (OT),27,87,3.2,0,SEA_SFO_2019-11-11
CAR,2019-11-10,27,Sun,9,10,@,GNB,L 16-24,27,163,6.0,3,CAR_GNB_2019-11-10
LAR,2019-11-10,27,Sun,9,10,@,PIT,L 12-17,27,42,1.6,0,LAR_PIT_2019-11-10
CHI,2019-11-10,27,Sun,9,10,,DET,W 20-13,27,98,3.6,0,CHI_DET_2019-11-10
KAN,2019-11-03,27,Sun,9,9,,MIN,W 26-23,27,96,3.6,0,KAN_MIN_2019-11-03
CLE,2019-10-27,27,Sun,7,8,@,NWE,L 13-27,27,79,2.9,0,CLE_NWE_2019-10-27
DEN,2019-10-17,27,Thu,7,7,,KAN,L 6-30,27,80,3.0,0,DEN_KAN_2019-10-17
TEN,2019-10-06,27,Sun,5,5,,BUF,L 7-14,27,109,4.0,0,TEN_BUF_2019-10-06
BUF,2019-10-06,27,Sun,5,5,@,TEN,W 14-7,27,102,3.8,1,BUF_TEN_2019-10-06
WAS,2019-10-06,27,Sun,5,5,,NWE,L 7-33,27,130,4.8,1,WAS_NWE_2019-10-06
JAX,2019-10-06,27,Sun,5,5,@,CAR,L 27-34,27,285,10.6,3,JAX_CAR_2019-10-06
DAL,2019-09-29,27,Sun,4,4,@,NOR,L 10-12,27,117,4.3,0,DAL_NOR_2019-09-29
ARI,2019-09-29,27,Sun,4,4,,SEA,L 10-27,27,115,4.3,1,ARI_SEA_2019-09-29
NYJ,2019-09-22,27,Sun,3,3,@,NWE,L 14-30,27,68,2.5,2,NYJ_NWE_2019-09-22
GNB,2019-09-15,27,Sun,2,2,,MIN,W 21-16,27,198,7.3,1,GNB_MIN_2019-09-15
CAR,2018-12-30,27,Sun,16,17,@,NOR,W 33-14,27,184,6.8,1,CAR_NOR_2018-12-30
OAK,2018-12-30,27,Sun,16,17,@,KAN,L 3-35,27,99,3.7,2,OAK_KAN_2018-12-30
WAS,2018-12-22,27,Sat,15,16,@,TEN,L 16-25,27,99,3.7,1,WAS_TEN_2018-12-22
ARI,2018-12-16,27,Sun,14,15,@,ATL,L 14-40,27,215,8.0,2,ARI_ATL_2018-12-16
SFO,2018-12-09,27,Sun,13,14,,DEN,W 20-14,27,103,3.8,1,SFO_DEN_2018-12-09
BAL,2018-12-09,27,Sun,13,14,@,KAN,L 24-27 (OT),27,94,3.5,1,BAL_KAN_2018-12-09
IND,2018-12-02,27,Sun,12,13,@,JAX,L 0-6,27,79,2.9,0,IND_JAX_2018-12-02
SEA,2018-11-25,27,Sun,11,12,@,CAR,W 30-27,27,220,8.1,1,SEA_CAR_2018-11-25
IND,2018-11-18,27,Sun,10,11,,TEN,W 38-10,27,91,3.4,0,IND_TEN_2018-11-18
NYJ,2018-11-04,27,Sun,9,9,@,MIA,L 6-13,27,64,2.4,0,NYJ_MIA_2018-11-04
BAL,2018-11-04,27,Sun,9,9,,PIT,L 16-23,27,113,4.2,1,BAL_PIT_2018-11-04
CIN,2018-10-28,27,Sun,8,8,,TAM,W 37-34,27,126,4.7,1,CIN_TAM_2018-10-28
TAM,2018-10-28,27,Sun,7,8,@,CIN,L 34-37,27,138,5.1,2,TAM_CIN_2018-10-28
CHI,2018-10-21,27,Sun,6,7,,NWE,L 31-38,27,108,4.0,0,CHI_NWE_2018-10-21
HOU,2018-10-14,27,Sun,6,6,,BUF,W 20-13,27,100,3.7,0,HOU_BUF_2018-10-14
SFO,2018-09-30,27,Sun,4,4,@,LAC,L 27-29,27,126,4.7,0,SFO_LAC_2018-09-30
HOU,2018-09-23,27,Sun,3,3,,NYG,L 22-27,27,114,4.2,1,HOU_NYG_2018-09-23
ATL,2018-09-23,27,Sun,3,3,,NOR,L 37-43 (OT),27,143,5.3,2,ATL_NOR_2018-09-23
SEA,2018-09-17,27,Mon,2,2,@,CHI,L 17-24,27,86,3.2,0,SEA_CHI_2018-09-17
DEN,2018-09-16,27,Sun,2,2,,OAK,W 20-19,27,92,3.4,1,DEN_OAK_2018-09-16
NOR,2018-09-16,27,Sun,2,2,,CLE,W 21-18,27,93,3.4,1,NOR_CLE_2018-09-16
GNB,2018-09-09,27,Sun,1,1,,CHI,W 24-23,27,139,5.1,1,GNB_CHI_2018-09-09
LAC,2018-09-09,27,Sun,1,1,,KAN,L 28-38,27,106,3.9,0,LAC_KAN_2018-09-09
ATL,2018-09-06,27,Thu,1,1,@,PHI,L 12-18,27,113,4.2,2,ATL_PHI_2018-09-06
IND,2017-12-31,27,Sun,16,17,,HOU,W 22-13,27,85,3.1,1,IND_HOU_2017-12-31
PIT,2017-12-31,27,Sun,16,17,,CLE,W 28-24,27,102,3.8,1,PIT_CLE_2017-12-31
DEN,2017-12-31,27,Sun,16,17,,KAN,L 24-27,27,110,4.1,2,DEN_KAN_2017-12-31
DET,2017-12-31,27,Sun,16,17,,GNB,W 35-11,27,103,3.8,0,DET_GNB_2017-12-31
NYG,2017-12-24,27,Sun,15,16,@,ARI,L 0-23,27,74,2.7,0,NYG_ARI_2017-12-24
NYG,2017-12-17,27,Sun,14,15,,PHI,L 29-34,27,108,4.0,0,NYG_PHI_2017-12-17
GNB,2017-12-10,27,Sun,13,14,@,CLE,W 27-21 (OT),27,136,5.0,0,GNB_CLE_2017-12-10
CLE,2017-12-10,27,Sun,13,14,,GNB,L 21-27 (OT),27,85,3.1,1,CLE_GNB_2017-12-10
IND,2017-12-03,27,Sun,12,13,@,JAX,L 10-30,27,96,3.6,1,IND_JAX_2017-12-03
DET,2017-12-03,27,Sun,12,13,@,BAL,L 20-44,27,101,3.7,2,DET_BAL_2017-12-03
PHI,2017-11-19,27,Sun,10,11,@,DAL,W 37-9,27,112,4.1,0,PHI_DAL_2017-11-19
LAC,2017-11-12,27,Sun,9,10,@,JAX,L 17-20 (OT),27,135,5.0,1,LAC_JAX_2017-11-12
MIN,2017-11-12,27,Sun,9,10,@,WAS,W 38-30,27,81,3.0,2,MIN_WAS_2017-11-12
MIA,2017-11-05,27,Sun,8,9,,OAK,L 24-27,27,84,3.1,2,MIA_OAK_2017-11-05
CAR,2017-10-12,27,Thu,6,6,,PHI,L 23-28,27,101,3.7,0,CAR_PHI_2017-10-12
BUF,2017-10-08,27,Sun,5,5,@,CIN,L 16-20,27,65,2.4,1,BUF_CIN_2017-10-08
LAR,2017-10-01,27,Sun,4,4,@,DAL,W 35-30,27,189,7.0,1,LAR_DAL_2017-10-01
ARI,2017-10-01,27,Sun,4,4,,SFO,W 18-15 (OT),27,95,3.5,0,ARI_SFO_2017-10-01
CAR,2017-09-24,27,Sun,3,3,,NOR,L 13-34,27,149,5.5,1,CAR_NOR_2017-09-24
GNB,2017-09-17,27,Sun,2,2,@,ATL,L 23-34,27,141,5.2,2,GNB_ATL_2017-09-17
NYJ,2017-09-17,27,Sun,2,2,@,OAK,L 20-45,27,180,6.7,3,NYJ_OAK_2017-09-17
ARI,2017-09-10,27,Sun,1,1,@,DET,L 23-35,27,82,3.0,0,ARI_DET_2017-09-10
NWE,2017-09-07,27,Thu,1,1,,KAN,L 27-42,27,185,6.9,2,NWE_KAN_2017-09-07
LAC,2023-01-01,26,Sun,16,17,,LAR,W 31-10,26,166,6.4,1,LAC_LAR_2023-01-01
WAS,2022-12-24,26,Sat,15,16,@,SFO,L 20-37,26,153,5.9,2,WAS_SFO_2022-12-24
NYG,2022-12-18,26,Sun,14,15,@,WAS,W 20-12,26,159,6.1,0,NYG_WAS_2022-12-18
CLE,2022-12-11,26,Sun,13,14,@,CIN,L 10-23,26,136,5.2,1,CLE_CIN_2022-12-11
HOU,2022-11-27,26,Sun,11,12,@,MIA,L 15-30,26,66,2.5,1,HOU_MIA_2022-11-27
NYJ,2022-11-20,26,Sun,10,11,@,NWE,L 3-10,26,99,3.8,0,NYJ_NWE_2022-11-20
BUF,2022-11-20,26,Sun,10,11,,CLE,W 31-23,26,80,3.1,0,BUF_CLE_2022-11-20
DET,2022-11-20,26,Sun,10,11,@,NYG,W 31-18,26,89,3.4,2,DET_NYG_2022-11-20
PHI,2022-11-20,26,Sun,10,11,@,IND,W 17-16,26,99,3.8,1,PHI_IND_2022-11-20
LAR,2022-11-13,26,Sun,9,10,,ARI,L 17-27,26,78,3.0,2,LAR_ARI_2022-11-13
DET,2022-10-30,26,Sun,7,8,,MIA,L 27-31,26,107,4.1,1,DET_MIA_2022-10-30
PIT,2022-10-16,26,Sun,6,6,,TAM,W 20-18,26,75,2.9,0,PIT_TAM_2022-10-16
PHI,2022-10-16,26,Sun,6,6,,DAL,W 26-17,26,134,5.2,1,PHI_DAL_2022-10-16
NYJ,2022-10-09,26,Sun,5,5,,MIA,W 40-17,26,137,5.3,2,NYJ_MIA_2022-10-09
PHI,2022-10-09,26,Sun,5,5,@,ARI,W 20-17,26,124,4.8,1,PHI_ARI_2022-10-09
HOU,2022-10-09,26,Sun,5,5,@,JAX,W 13-6,26,136,5.2,0,HOU_JAX_2022-10-09
DEN,2022-10-06,26,Thu,5,5,,IND,L 9-12 (OT),26,106,4.1,0,DEN_IND_2022-10-06
NWE,2022-09-25,26,Sun,3,3,,BAL,L 26-37,26,188,7.2,1,NWE_BAL_2022-09-25
ATL,2022-09-18,26,Sun,2,2,@,LAR,L 27-31,26,65,2.5,1,ATL_LAR_2022-09-18
NYG,2022-09-11,26,Sun,1,1,@,TEN,W 21-20,26,93,3.6,0,NYG_TEN_2022-09-11
GNB,2022-01-09,26,Sun,17,18,@,DET,L 30-37,26,99,3.8,1,GNB_DET_2022-01-09
TAM,2022-01-09,26,Sun,17,18,,CAR,W 41-17,26,110,4.2,0,TAM_CAR_2022-01-09
LVR,2022-01-02,26,Sun,16,17,@,IND,W 23-20,26,122,4.7,1,LVR_IND_2022-01-02
TAM,2022-01-02,26,Sun,16,17,@,NYJ,W 28-24,26,150,5.8,2,TAM_NYJ_2022-01-02
NOR,2022-01-02,26,Sun,16,17,,CAR,W 18-10,26,88,3.4,1,NOR_CAR_2022-01-02
GNB,2021-12-19,26,Sun,14,15,@,BAL,W 31-30,26,143,5.5,2,GNB_BAL_2021-12-19
DEN,2021-12-19,26,Sun,14,15,,CIN,L 10-15,26,113,4.3,0,DEN_CIN_2021-12-19
JAX,2021-12-19,26,Sun,14,15,,HOU,L 16-30,26,75,2.9,0,JAX_HOU_2021-12-19
SFO,2021-12-12,26,Sun,13,14,@,CIN,W 26-23 (OT),26,86,3.3,0,SFO_CIN_2021-12-12
ATL,2021-12-12,26,Sun,13,14,@,CAR,W 29-21,26,91,3.5,2,ATL_CAR_2021-12-12
LAC,2021-12-12,26,Sun,13,14,,NYG,W 37-21,26,135,5.2,1,LAC_NYG_2021-12-12
DAL,2021-12-02,26,Thu,12,13,@,NOR,W 27-17,26,153,5.9,0,DAL_NOR_2021-12-02
PIT,2021-11-21,26,Sun,10,11,@,LAC,L 37-41,26,159,6.1,2,PIT_LAC_2021-11-21
DAL,2021-11-21,26,Sun,10,11,@,KAN,L 9-19,26,126,4.8,2,DAL_KAN_2021-11-21
PIT,2021-11-08,26,Mon,8,9,,CHI,W 29-27,26,136,5.2,1,PIT_CHI_2021-11-08
LAR,2021-11-07,26,Sun,9,9,,TEN,L 16-28,26,69,2.7,2,LAR_TEN_2021-11-07
CHI,2021-10-31,26,Sun,8,8,,SFO,L 22-33,26,145,5.6,3,CHI_SFO_2021-10-31
HOU,2021-10-17,26,Sun,6,6,@,IND,L 3-31,26,174,6.7,2,HOU_IND_2021-10-17
GNB,2021-10-17,26,Sun,6,6,@,CHI,W 24-14,26,140,5.4,1,GNB_CHI_2021-10-17
BAL,2021-10-11,26,Mon,5,5,,IND,W 31-25 (OT),26,123,4.7,1,BAL_IND_2021-10-11
LAR,2021-09-19,26,Sun,2,2,@,IND,W 27-24,26,109,4.2,0,LAR_IND_2021-09-19
LAR,2021-09-12,26,Sun,1,1,,CHI,W 34-14,26,134,5.2,2,LAR_CHI_2021-09-12
PHI,2021-09-12,26,Sun,1,1,@,ATL,W 32-6,26,124,4.8,0,PHI_ATL_2021-09-12
KAN,2021-09-12,26,Sun,1,1,,CLE,W 33-29,26,153,5.9,4,KAN_CLE_2021-09-12
TAM,2021-01-03,26,Sun,16,17,,ATL,W 44-27,26,127,4.9,1,TAM_ATL_2021-01-03
