Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,game_id
BAL,2020-10-04,22,Sun,4,4,@,WAS,W 31-17,22,69,3.1,2,BAL_WAS_2020-10-04
NOR,2020-10-04,22,Sun,4,4,@,DET,W 35-29,22,90,4.1,1,NOR_DET_2020-10-04
SEA,2020-10-04,22,Sun,4,4,@,MIA,W 31-23,22,103,4.7,1,SEA_MIA_2020-10-04
CLE,2020-09-27,22,Sun,3,3,,WAS,W 34-20,22,103,4.7,1,CLE_WAS_2020-09-27
NWE,2020-09-27,22,Sun,3,3,,LVR,W 36-20,22,126,5.7,0,NWE_LVR_2020-09-27
DEN,2020-09-20,22,Sun,2,2,@,PIT,L 21-26,22,109,5.0,1,DEN_PIT_2020-09-20
LAC,2020-09-20,22,Sun,2,2,,KAN,L 20-23 (OT),22,125,5.7,0,LAC_KAN_2020-09-20
CAR,2020-09-20,22,Sun,2,2,@,TAM,L 17-31,22,122,5.5,3,CAR_TAM_2020-09-20
BUF,2020-09-20,22,Sun,2,2,@,MIA,W 31-28,22,99,4.5,1,BUF_MIA_2020-09-20
JAX,2020-09-13,22,Sun,1,1,,IND,W 27-20,22,88,4.0,1,JAX_IND_2020-09-13
GNB,2020-09-13,22,Sun,1,1,@,MIN,W 43-34,22,134,6.1,2,GNB_MIN_2020-09-13
KAN,2020-09-10,22,Thu,1,1,,HOU,W 34-20,22,118,5.4,2,KAN_HOU_2020-09-10
NWE,2019-12-29,22,Sun,16,17,,MIA,L 24-27,22,63,2.9,1,NWE_MIA_2019-12-29
DEN,2019-12-29,22,Sun,16,17,,OAK,W 16-15,22,97,4.4,0,DEN_OAK_2019-12-29
KAN,2019-12-22,22,Sun,15,16,@,CHI,W 26-3,22,101,4.6,0,KAN_CHI_2019-12-22
OAK,2019-12-15,22,Sun,14,15,,JAX,L 16-20,22,77,3.5,0,OAK_JAX_2019-12-15
PHI,2019-12-15,22,Sun,14,15,@,WAS,W 37-27,22,101,4.6,1,PHI_WAS_2019-12-15
ATL,2019-12-08,22,Sun,13,14,,CAR,W 40-20,22,100,4.5,1,ATL_CAR_2019-12-08
TAM,2019-12-08,22,Sun,13,14,,IND,W 38-35,22,66,3.0,1,TAM_IND_2019-12-08
PIT,2019-12-08,22,Sun,13,14,@,ARI,W 23-17,22,71,3.2,0,PIT_ARI_2019-12-08
MIN,2019-12-08,22,Sun,13,14,,DET,W 20-7,22,70,3.2,0,MIN_DET_2019-12-08
DEN,2019-12-08,22,Sun,13,14,@,HOU,W 38-24,22,134,6.1,2,DEN_HOU_2019-12-08
KAN,2019-12-08,22,Sun,13,14,@,NWE,W 23-16,22,94,4.3,1,KAN_NWE_2019-12-08
CHI,2019-12-05,22,Thu,13,14,,DAL,W 31-24,22,82,3.7,2,CHI_DAL_2019-12-05
NYJ,2019-11-24,22,Sun,11,12,,OAK,W 34-3,22,68,3.1,0,NYJ_OAK_2019-11-24
GNB,2019-11-24,22,Sun,11,12,@,SFO,L 8-37,22,112,5.1,2,GNB_SFO_2019-11-24
OAK,2019-11-17,22,Sun,10,11,,CIN,W 17-10,22,173,7.9,1,OAK_CIN_2019-11-17
PHI,2019-11-17,22,Sun,10,11,,NWE,L 10-17,22,74,3.4,0,PHI_NWE_2019-11-17
MIN,2019-11-10,22,Sun,10,10,@,DAL,W 28-24,22,50,2.3,0,MIN_DAL_2019-11-10
DAL,2019-11-04,22,Mon,8,9,@,NYG,W 37-18,22,100,4.5,0,DAL_NYG_2019-11-04
TAM,2019-11-03,22,Sun,8,9,@,SEA,L 34-40 (OT),22,145,6.6,0,TAM_SEA_2019-11-03
LAR,2019-10-27,22,Sun,8,8,,CIN,W 24-10,22,104,4.7,0,LAR_CIN_2019-10-27
NWE,2019-10-27,22,Sun,8,8,,CLE,W 27-13,22,159,7.2,0,NWE_CLE_2019-10-27
ARI,2019-10-20,22,Sun,7,7,@,NYG,W 27-21,22,107,4.9,1,ARI_NYG_2019-10-20
MIN,2019-10-13,22,Sun,6,6,,PHI,W 38-20,22,108,4.9,0,MIN_PHI_2019-10-13
SFO,2019-10-13,22,Sun,5,6,@,LAR,W 20-7,22,109,5.0,1,SFO_LAR_2019-10-13
NOR,2019-10-06,22,Sun,5,5,,TAM,W 31-24,22,94,4.3,1,NOR_TAM_2019-10-06
NWE,2019-09-29,22,Sun,4,4,@,BUF,W 16-10,22,135,6.1,1,NWE_BUF_2019-09-29
CAR,2019-09-29,22,Sun,4,4,@,HOU,W 16-10,22,136,6.2,1,CAR_HOU_2019-09-29
CAR,2019-09-22,22,Sun,3,3,@,ARI,W 38-20,22,121,5.5,0,CAR_ARI_2019-09-22
SFO,2019-09-22,22,Sun,3,3,,PIT,W 24-20,22,79,3.6,0,SFO_PIT_2019-09-22
OAK,2019-09-15,22,Sun,2,2,,KAN,L 10-28,22,31,1.4,0,OAK_KAN_2019-09-15
CHI,2019-09-05,22,Thu,1,1,,GNB,L 3-10,22,47,2.1,0,CHI_GNB_2019-09-05
NYG,2018-12-30,22,Sun,16,17,,DAL,L 35-36,22,51,2.3,1,NYG_DAL_2018-12-30
LAR,2018-12-30,22,Sun,16,17,,SFO,W 48-32,22,127,5.8,1,LAR_SFO_2018-12-30
HOU,2018-12-23,22,Sun,15,16,@,PHI,L 30-32,22,57,2.6,0,HOU_PHI_2018-12-23
ATL,2018-12-16,22,Sun,14,15,,ARI,W 40-14,22,60,2.7,1,ATL_ARI_2018-12-16
IND,2018-12-16,22,Sun,14,15,,DAL,W 23-0,22,112,5.1,0,IND_DAL_2018-12-16
NYG,2018-12-09,22,Sun,13,14,@,WAS,W 40-16,22,84,3.8,1,NYG_WAS_2018-12-09
NYJ,2018-12-02,22,Sun,12,13,@,TEN,L 22-26,22,130,5.9,1,NYJ_TEN_2018-12-02
PIT,2018-12-02,22,Sun,12,13,,LAC,L 30-33,22,85,3.9,1,PIT_LAC_2018-12-02
DET,2018-11-11,22,Sun,9,10,@,CHI,L 22-34,22,54,2.5,2,DET_CHI_2018-11-11
LAC,2018-11-11,22,Sun,9,10,@,OAK,W 20-6,22,114,5.2,0,LAC_OAK_2018-11-11
PIT,2018-11-08,22,Thu,9,10,,CAR,W 52-21,22,95,4.3,1,PIT_CAR_2018-11-08
SEA,2018-11-04,22,Sun,8,9,,LAC,L 17-25,22,160,7.3,1,SEA_LAC_2018-11-04
NOR,2018-10-28,22,Sun,7,8,@,MIN,W 30-20,22,85,3.9,1,NOR_MIN_2018-10-28
IND,2018-10-21,22,Sun,7,7,,BUF,W 37-5,22,135,6.1,0,IND_BUF_2018-10-21
WAS,2018-10-21,22,Sun,6,7,,DAL,W 20-17,22,73,3.3,1,WAS_DAL_2018-10-21
HOU,2018-10-21,22,Sun,7,7,@,JAX,W 20-7,22,70,3.2,0,HOU_JAX_2018-10-21
TAM,2018-10-14,22,Sun,5,6,@,ATL,L 29-34,22,70,3.2,1,TAM_ATL_2018-10-14
CIN,2018-10-07,22,Sun,5,5,,MIA,W 27-17,22,128,5.8,0,CIN_MIA_2018-10-07
KAN,2018-10-01,22,Mon,4,4,@,DEN,W 27-23,22,159,7.2,2,KAN_DEN_2018-10-01
PHI,2018-09-30,22,Sun,4,4,@,TEN,L 23-26 (OT),22,70,3.2,1,PHI_TEN_2018-09-30
TEN,2018-09-30,22,Sun,4,4,,PHI,W 26-23 (OT),22,117,5.3,0,TEN_PHI_2018-09-30
TAM,2018-09-24,22,Mon,3,3,,PIT,L 27-30,22,78,3.5,0,TAM_PIT_2018-09-24
NOR,2018-09-23,22,Sun,3,3,@,ATL,W 43-37 (OT),22,48,2.2,0,NOR_ATL_2018-09-23
CHI,2018-09-17,22,Mon,2,2,,SEA,W 24-17,22,74,3.4,0,CHI_SEA_2018-09-17
LAC,2018-09-16,22,Sun,2,2,@,BUF,W 31-20,22,84,3.8,1,LAC_BUF_2018-09-16
IND,2018-09-16,22,Sun,2,2,@,WAS,W 21-9,22,65,3.0,0,IND_WAS_2018-09-16
CIN,2018-09-13,22,Thu,2,2,,BAL,W 34-23,22,66,3.0,1,CIN_BAL_2018-09-13
BAL,2018-09-09,22,Sun,1,1,,BUF,W 47-3,22,83,3.8,0,BAL_BUF_2018-09-09
CIN,2018-09-09,22,Sun,1,1,@,IND,W 34-23,22,75,3.4,0,CIN_IND_2018-09-09
CAR,2018-09-09,22,Sun,1,1,,DAL,W 16-8,22,94,4.3,1,CAR_DAL_2018-09-09
KAN,2018-09-09,22,Sun,1,1,@,LAC,W 38-28,22,123,5.6,0,KAN_LAC_2018-09-09
BUF,2017-12-31,22,Sun,16,17,@,MIA,W 22-16,22,93,4.2,1,BUF_MIA_2017-12-31
ARI,2017-12-31,22,Sun,16,17,@,SEA,W 26-24,22,101,4.6,0,ARI_SEA_2017-12-31
CIN,2017-12-24,22,Sun,15,16,,DET,W 26-17,22,87,4.0,1,CIN_DET_2017-12-24
TEN,2017-12-17,22,Sun,14,15,@,SFO,L 23-25,22,51,2.3,0,TEN_SFO_2017-12-17
KAN,2017-12-16,22,Sat,14,15,,LAC,W 30-13,22,98,4.5,1,KAN_LAC_2017-12-16
DEN,2017-12-14,22,Thu,14,15,@,IND,W 25-13,22,70,3.2,1,DEN_IND_2017-12-14
ARI,2017-12-10,22,Sun,13,14,,TEN,W 12-7,22,65,3.0,1,ARI_TEN_2017-12-10
PIT,2017-12-04,22,Mon,12,13,@,CIN,W 23-20,22,130,5.9,0,PIT_CIN_2017-12-04
CIN,2017-12-04,22,Mon,12,13,,PIT,L 20-23,22,92,4.2,0,CIN_PIT_2017-12-04
MIN,2017-12-03,22,Sun,12,13,@,ATL,W 14-9,22,102,4.6,0,MIN_ATL_2017-12-03
LAC,2017-12-03,22,Sun,12,13,,CLE,W 19-10,22,89,4.0,0,LAC_CLE_2017-12-03
TEN,2017-12-03,22,Sun,12,13,,HOU,W 24-13,22,53,2.4,0,TEN_HOU_2017-12-03
ARI,2017-11-26,22,Sun,11,12,,JAX,W 27-24,22,91,4.1,2,ARI_JAX_2017-11-26
LAC,2017-11-19,22,Sun,10,11,,BUF,W 54-24,22,173,7.9,2,LAC_BUF_2017-11-19
TEN,2017-11-05,22,Sun,8,9,,BAL,W 23-20,22,73,3.3,0,TEN_BAL_2017-11-05
NYJ,2017-11-02,22,Thu,9,9,,BUF,W 34-21,22,63,2.9,1,NYJ_BUF_2017-11-02
MIN,2017-10-29,22,Sun,8,8,@,CLE,W 33-16,22,115,5.2,2,MIN_CLE_2017-10-29
PIT,2017-10-29,22,Sun,8,8,@,DET,W 20-15,22,71,3.2,0,PIT_DET_2017-10-29
ATL,2017-10-29,22,Sun,7,8,@,NYJ,W 25-20,22,43,2.0,0,ATL_NYJ_2017-10-29
CAR,2017-10-29,22,Sun,8,8,@,TAM,W 17-3,22,85,3.9,0,CAR_TAM_2017-10-29
NWE,2017-10-22,22,Sun,7,7,,ATL,W 23-7,22,120,5.5,0,NWE_ATL_2017-10-22
MIA,2017-10-22,22,Sun,6,7,,NYJ,W 31-28,22,92,4.2,1,MIA_NYJ_2017-10-22
DAL,2017-10-22,22,Sun,6,7,@,SFO,W 40-10,22,103,4.7,1,DAL_SFO_2017-10-22
HOU,2017-10-15,22,Sun,6,6,,CLE,W 33-17,22,134,6.1,0,HOU_CLE_2017-10-15
LAC,2017-10-15,22,Sun,6,6,@,OAK,W 17-16,22,109,5.0,1,LAC_OAK_2017-10-15
SEA,2017-10-08,22,Sun,5,5,@,LAR,W 16-10,22,100,4.5,1,SEA_LAR_2017-10-08
IND,2017-10-08,22,Sun,5,5,,SFO,W 26-23 (OT),22,66,3.0,0,IND_SFO_2017-10-08
SFO,2017-10-01,22,Sun,4,4,@,ARI,L 15-18 (OT),22,51,2.3,0,SFO_ARI_2017-10-01
DET,2017-10-01,22,Sun,4,4,@,MIN,W 14-7,22,87,4.0,1,DET_MIN_2017-10-01
NOR,2017-09-24,22,Sun,3,3,@,CAR,W 34-13,22,132,6.0,1,NOR_CAR_2017-09-24
TEN,2017-09-24,22,Sun,3,3,,SEA,W 33-27,22,69,3.1,0,TEN_SEA_2017-09-24
WAS,2017-09-17,22,Sun,2,2,@,LAR,W 27-20,22,97,4.4,1,WAS_LAR_2017-09-17
DEN,2017-09-11,22,Mon,1,1,,LAC,W 24-21,22,64,2.9,0,DEN_LAC_2017-09-11
BAL,2017-09-10,22,Sun,1,1,@,CIN,W 20-0,22,77,3.5,0,BAL_CIN_2017-09-10
PHI,2023-01-08,21,Sun,17,18,,NYG,W 22-16,21,129,6.1,1,PHI_NYG_2023-01-08
JAX,2023-01-01,21,Sun,16,17,@,HOU,W 31-3,21,84,4.0,0,JAX_HOU_2023-01-01
MIA,2023-01-01,21,Sun,16,17,@,NWE,L 21-23,21,76,3.6,0,MIA_NWE_2023-01-01
MIN,2022-12-24,21,Sat,15,16,,NYG,W 27-24,21,126,6.0,1,MIN_NYG_2022-12-24
TAM,2022-12-18,21,Sun,14,15,,CIN,L 23-34,21,53,2.5,0,TAM_CIN_2022-12-18
ARI,2022-12-12,21,Mon,13,14,,NWE,L 13-27,21,103,4.9,2,ARI_NWE_2022-12-12
PHI,2022-12-04,21,Sun,12,13,,TEN,W 35-10,21,87,4.1,0,PHI_TEN_2022-12-04
PHI,2022-11-27,21,Sun,11,12,,GNB,W 40-33,21,106,5.0,1,PHI_GNB_2022-11-27
CIN,2022-11-27,21,Sun,11,12,@,TEN,W 20-16,21,63,3.0,0,CIN_TEN_2022-11-27
DAL,2022-11-24,21,Thu,11,12,,NYG,W 28-20,21,90,4.3,1,DAL_NYG_2022-11-24
SEA,2022-11-06,21,Sun,9,9,@,ARI,W 31-21,21,122,5.8,0,SEA_ARI_2022-11-06
SFO,2022-10-30,21,Sun,8,8,@,LAR,W 31-14,21,56,2.7,1,SFO_LAR_2022-10-30
ATL,2022-10-23,21,Sun,7,7,@,CIN,L 17-35,21,78,3.7,2,ATL_CIN_2022-10-23
NYG,2022-10-23,21,Sun,7,7,@,JAX,W 23-17,21,142,6.8,2,NYG_JAX_2022-10-23
SFO,2022-10-23,21,Sun,7,7,,KAN,L 23-44,21,112,5.3,3,SFO_KAN_2022-10-23
KAN,2022-10-23,21,Sun,7,7,@,SFO,W 44-23,21,101,4.8,0,KAN_SFO_2022-10-23
LAR,2022-10-16,21,Sun,6,6,,CAR,W 24-10,21,93,4.4,0,LAR_CAR_2022-10-16
BAL,2022-10-09,21,Sun,5,5,,CIN,W 19-17,21,101,4.8,1,BAL_CIN_2022-10-09
NOR,2022-10-09,21,Sun,5,5,,SEA,W 39-32,21,151,7.2,1,NOR_SEA_2022-10-09
LAR,2022-09-25,21,Sun,3,3,@,ARI,W 20-12,21,70,3.3,0,LAR_ARI_2022-09-25
ARI,2022-09-18,21,Sun,2,2,@,LVR,W 29-23 (OT),21,80,3.8,0,ARI_LVR_2022-09-18
DET,2022-09-18,21,Sun,2,2,,WAS,W 36-27,21,88,4.2,1,DET_WAS_2022-09-18
NYJ,2022-09-11,21,Sun,1,1,,BAL,L 9-24,21,63,3.0,0,NYJ_BAL_2022-09-11
TEN,2022-01-09,21,Sun,17,18,@,HOU,W 28-25,21,64,3.0,0,TEN_HOU_2022-01-09
LVR,2022-01-09,21,Sun,17,18,,LAC,W 35-32 (OT),21,85,4.0,1,LVR_LAC_2022-01-09
NYJ,2022-01-02,21,Sun,16,17,,TAM,L 24-28,21,62,3.0,0,NYJ_TAM_2022-01-02
BAL,2021-12-26,21,Sun,15,16,@,CIN,L 21-41,21,77,3.7,1,BAL_CIN_2021-12-26
HOU,2021-12-26,21,Sun,15,16,,LAC,W 41-29,21,89,4.2,2,HOU_LAC_2021-12-26
IND,2021-12-25,21,Sat,15,16,@,ARI,W 22-16,21,133,6.3,1,IND_ARI_2021-12-25
TEN,2021-12-23,21,Thu,15,16,,SFO,W 20-17,21,83,4.0,1,TEN_SFO_2021-12-23
PHI,2021-12-21,21,Tue,14,15,,WAS,W 27-17,21,63,3.0,2,PHI_WAS_2021-12-21
DET,2021-12-19,21,Sun,14,15,,ARI,W 30-12,21,105,5.0,0,DET_ARI_2021-12-19
NOR,2021-12-19,21,Sun,14,15,@,TAM,W 9-0,21,118,5.6,0,NOR_TAM_2021-12-19
ARI,2021-12-13,21,Mon,13,14,,LAR,L 23-30,21,89,4.2,0,ARI_LAR_2021-12-13
DEN,2021-12-12,21,Sun,13,14,,DET,W 38-10,21,118,5.6,0,DEN_DET_2021-12-12
WAS,2021-11-21,21,Sun,10,11,@,CAR,W 27-21,21,111,5.3,1,WAS_CAR_2021-11-21
TEN,2021-11-14,21,Sun,10,10,,NOR,W 23-21,21,86,4.1,1,TEN_NOR_2021-11-14
TEN,2021-11-07,21,Sun,9,9,@,LAR,W 28-16,21,94,4.5,0,TEN_LAR_2021-11-07
IND,2021-11-04,21,Thu,9,9,,NYJ,W 45-30,21,88,4.2,0,IND_NYJ_2021-11-04
WAS,2021-10-31,21,Sun,8,8,@,DEN,L 10-17,21,83,4.0,1,WAS_DEN_2021-10-31
GNB,2021-09-26,21,Sun,3,3,@,SFO,W 30-28,21,67,3.2,2,GNB_SFO_2021-09-26
MIN,2021-09-19,21,Sun,2,2,@,ARI,L 33-34,21,103,4.9,1,MIN_ARI_2021-09-19
ATL,2021-09-19,21,Sun,2,2,@,TAM,L 25-48,21,82,3.9,0,ATL_TAM_2021-09-19
BAL,2021-09-13,21,Mon,1,1,@,LVR,L 27-33 (OT),21,82,3.9,2,BAL_LVR_2021-09-13
BUF,2021-09-12,21,Sun,1,1,,PIT,L 16-23,21,75,3.6,0,BUF_PIT_2021-09-12
ATL,2020-12-27,21,Sun,15,16,@,KAN,L 14-17,21,117,5.6,0,ATL_KAN_2020-12-27
IND,2020-12-20,21,Sun,14,15,,HOU,W 27-20,21,83,4.0,0,IND_HOU_2020-12-20
CLE,2020-12-20,21,Sun,14,15,@,NYG,W 20-6,21,74,3.5,0,CLE_NYG_2020-12-20
DEN,2020-12-13,21,Sun,13,14,@,CAR,W 32-27,21,125,6.0,3,DEN_CAR_2020-12-13
BUF,2020-12-07,21,Mon,12,13,@,SFO,W 34-24,21,86,4.1,0,BUF_SFO_2020-12-07
PIT,2020-12-07,21,Mon,12,13,,WAS,L 17-23,21,45,2.1,1,PIT_WAS_2020-12-07
LAR,2020-12-06,21,Sun,12,13,@,ARI,W 38-28,21,92,4.4,1,LAR_ARI_2020-12-06
NOR,2020-12-06,21,Sun,12,13,@,ATL,W 21-16,21,70,3.3,0,NOR_ATL_2020-12-06
TEN,2020-11-29,21,Sun,11,12,@,IND,W 45-26,21,56,2.7,2,TEN_IND_2020-11-29
PIT,2020-11-15,21,Sun,9,10,,CIN,W 36-10,21,139,6.6,0,PIT_CIN_2020-11-15
WAS,2020-11-15,21,Sun,9,10,@,DET,L 27-30,21,105,5.0,0,WAS_DET_2020-11-15
BAL,2020-11-08,21,Sun,8,9,@,IND,W 24-10,21,112,5.3,1,BAL_IND_2020-11-08
CLE,2020-10-25,21,Sun,7,7,@,CIN,W 37-34,21,81,3.9,1,CLE_CIN_2020-10-25
ATL,2020-10-25,21,Sun,7,7,,DET,L 22-23,21,64,3.0,1,ATL_DET_2020-10-25
TAM,2020-10-18,21,Sun,6,6,,GNB,W 38-10,21,94,4.5,1,TAM_GNB_2020-10-18
KAN,2020-09-28,21,Mon,3,3,@,BAL,W 34-20,21,158,7.5,0,KAN_BAL_2020-09-28
SEA,2020-09-27,21,Sun,3,3,,DAL,W 38-31,21,61,2.9,1,SEA_DAL_2020-09-27
LAR,2020-09-27,21,Sun,3,3,@,BUF,L 32-35,21,101,4.8,1,LAR_BUF_2020-09-27
LAC,2020-09-27,21,Sun,3,3,,CAR,L 16-21,21,81,3.9,0,LAC_CAR_2020-09-27
GNB,2020-09-20,21,Sun,2,2,,DET,W 42-21,21,89,4.2,1,GNB_DET_2020-09-20
SEA,2020-09-13,21,Sun,1,1,@,ATL,W 38-25,21,72,3.4,1,SEA_ATL_2020-09-13
PHI,2019-12-29,21,Sun,16,17,@,NYG,W 34-17,21,122,5.8,1,PHI_NYG_2019-12-29
ATL,2019-12-29,21,Sun,16,17,@,TAM,W 28-22 (OT),21,136,6.5,0,ATL_TAM_2019-12-29
IND,2019-12-22,21,Sun,15,16,,CAR,W 38-6,21,87,4.1,0,IND_CAR_2019-12-22
DEN,2019-12-22,21,Sun,15,16,,DET,W 27-17,21,96,4.6,0,DEN_DET_2019-12-22
HOU,2019-12-21,21,Sat,15,16,@,TAM,W 23-20,21,106,5.0,1,HOU_TAM_2019-12-21
LAR,2019-12-08,21,Sun,13,14,,SEA,W 28-12,21,106,5.0,0,LAR_SEA_2019-12-08
LAR,2019-12-01,21,Sun,12,13,@,ARI,W 34-7,21,74,3.5,1,LAR_ARI_2019-12-01
PIT,2019-11-24,21,Sun,11,12,@,CIN,W 16-10,21,86,4.1,0,PIT_CIN_2019-11-24
CHI,2019-11-24,21,Sun,11,12,,NYG,W 19-14,21,109,5.2,0,CHI_NYG_2019-11-24
NWE,2019-11-17,21,Sun,10,11,@,PHI,W 17-10,21,81,3.9,0,NWE_PHI_2019-11-17
LAC,2019-11-07,21,Thu,10,10,@,OAK,L 24-26,21,78,3.7,1,LAC_OAK_2019-11-07
MIA,2019-11-03,21,Sun,8,9,,NYJ,W 26-18,21,83,4.0,0,MIA_NYJ_2019-11-03
CAR,2019-11-03,21,Sun,8,9,,TEN,W 30-20,21,121,5.8,2,CAR_TEN_2019-11-03
TAM,2019-10-27,21,Sun,7,8,@,TEN,L 23-27,21,72,3.4,0,TAM_TEN_2019-10-27
TEN,2019-10-20,21,Sun,7,7,,LAC,W 23-20,21,39,1.9,0,TEN_LAC_2019-10-20
KAN,2019-10-17,21,Thu,7,7,@,DEN,W 30-6,21,71,3.4,1,KAN_DEN_2019-10-17
WAS,2019-10-13,21,Sun,6,6,@,MIA,W 17-16,21,84,4.0,1,WAS_MIA_2019-10-13
DEN,2019-10-13,21,Sun,6,6,,TEN,W 16-0,21,39,1.9,0,DEN_TEN_2019-10-13
GNB,2019-10-06,21,Sun,5,5,@,DAL,W 34-24,21,122,5.8,1,GNB_DAL_2019-10-06
CHI,2019-09-23,21,Mon,3,3,@,WAS,W 31-15,21,69,3.3,0,CHI_WAS_2019-09-23
NYJ,2019-09-16,21,Mon,2,2,,CLE,L 3-23,21,70,3.3,1,NYJ_CLE_2019-09-16
HOU,2019-09-15,21,Sun,2,2,,JAX,W 13-12,21,103,4.9,0,HOU_JAX_2019-09-15
ATL,2019-09-15,21,Sun,2,2,,PHI,W 24-20,21,49,2.3,1,ATL_PHI_2019-09-15
HOU,2019-09-09,21,Mon,1,1,@,NOR,L 28-30,21,148,7.0,1,HOU_NOR_2019-09-09
BUF,2019-09-08,21,Sun,1,1,@,NYJ,W 17-16,21,68,3.2,0,BUF_NYJ_2019-09-08
IND,2019-09-08,21,Sun,1,1,@,LAC,L 24-30 (OT),21,125,6.0,1,IND_LAC_2019-09-08
CAR,2018-12-23,21,Sun,15,16,,ATL,L 10-24,21,194,9.2,0,CAR_ATL_2018-12-23
BAL,2018-12-16,21,Sun,14,15,,TAM,W 20-12,21,85,4.0,1,BAL_TAM_2018-12-16
SEA,2018-12-10,21,Mon,13,14,,MIN,W 21-7,21,77,3.7,0,SEA_MIN_2018-12-10
CAR,2018-12-09,21,Sun,13,14,@,CLE,L 20-26,21,116,5.5,2,CAR_CLE_2018-12-09
DET,2018-12-09,21,Sun,13,14,@,ARI,W 17-3,21,61,2.9,0,DET_ARI_2018-12-09
NWE,2018-12-09,21,Sun,13,14,@,MIA,L 33-34,21,189,9.0,2,NWE_MIA_2018-12-09
KAN,2018-11-19,21,Mon,11,11,@,LAR,L 51-54,21,76,3.6,1,KAN_LAR_2018-11-19
MIA,2018-11-04,21,Sun,9,9,,NYJ,W 13-6,21,80,3.8,0,MIA_NYJ_2018-11-04
CAR,2018-11-04,21,Sun,8,9,,TAM,W 42-28,21,82,3.9,0,CAR_TAM_2018-11-04
PIT,2018-10-28,21,Sun,7,8,,CLE,W 33-18,21,74,3.5,0,PIT_CLE_2018-10-28
SFO,2018-10-28,21,Sun,8,8,@,ARI,L 15-18,21,88,4.2,0,SFO_ARI_2018-10-28
DEN,2018-10-18,21,Thu,7,7,@,ARI,W 45-10,21,69,3.3,0,DEN_ARI_2018-10-18
SFO,2018-10-15,21,Mon,6,6,@,GNB,L 30-33,21,116,5.5,1,SFO_GNB_2018-10-15
LAC,2018-10-14,21,Sun,6,6,@,CLE,W 38-14,21,103,4.9,0,LAC_CLE_2018-10-14
CIN,2018-10-14,21,Sun,6,6,,PIT,L 21-28,21,112,5.3,2,CIN_PIT_2018-10-14
NWE,2018-10-04,21,Thu,5,5,,IND,W 38-24,21,84,4.0,0,NWE_IND_2018-10-04
LAC,2018-09-30,21,Sun,4,4,,SFO,W 29-27,21,76,3.6,0,LAC_SFO_2018-09-30
OAK,2017-12-25,21,Mon,15,16,@,PHI,L 10-19,21,78,3.7,0,OAK_PHI_2017-12-25
JAX,2017-12-17,21,Sun,14,15,,HOU,W 45-7,21,87,4.1,0,JAX_HOU_2017-12-17
BUF,2017-12-17,21,Sun,14,15,,MIA,W 24-16,21,100,4.8,1,BUF_MIA_2017-12-17
CAR,2017-12-10,21,Sun,13,14,,MIN,W 31-24,21,100,4.8,0,CAR_MIN_2017-12-10
LAC,2017-12-10,21,Sun,13,14,,WAS,W 30-13,21,65,3.1,0,LAC_WAS_2017-12-10
NWE,2017-11-19,21,Sun,10,11,@,OAK,W 33-8,21,109,5.2,0,NWE_OAK_2017-11-19
PIT,2017-11-16,21,Thu,10,11,,TEN,W 40-17,21,52,2.5,1,PIT_TEN_2017-11-16
TEN,2017-11-16,21,Thu,10,11,@,PIT,L 17-40,21,65,3.1,0,TEN_PIT_2017-11-16
ATL,2017-11-12,21,Sun,9,10,,DAL,W 27-7,21,107,5.1,1,ATL_DAL_2017-11-12
IND,2017-11-05,21,Sun,9,9,@,HOU,W 20-14,21,94,4.5,0,IND_HOU_2017-11-05
BAL,2017-11-05,21,Sun,9,9,@,TEN,L 20-23,21,71,3.4,1,BAL_TEN_2017-11-05
IND,2017-10-29,21,Sun,8,8,@,CIN,L 23-24,21,58,2.8,0,IND_CIN_2017-10-29
NWE,2017-10-29,21,Sun,8,8,,LAC,W 21-13,21,157,7.5,1,NWE_LAC_2017-10-29
HOU,2017-10-29,21,Sun,7,8,@,SEA,L 38-41,21,33,1.6,0,HOU_SEA_2017-10-29
KAN,2017-10-19,21,Thu,7,7,@,OAK,L 30-31,21,88,4.2,1,KAN_OAK_2017-10-19
ARI,2017-10-15,21,Sun,6,6,,TAM,W 38-33,21,68,3.2,1,ARI_TAM_2017-10-15
DAL,2017-09-25,21,Mon,3,3,@,ARI,W 28-17,21,49,2.3,0,DAL_ARI_2017-09-25
IND,2017-09-24,21,Sun,3,3,,CLE,W 31-28,21,111,5.3,2,IND_CLE_2017-09-24
BAL,2017-09-17,21,Sun,2,2,,CLE,W 24-10,21,93,4.4,0,BAL_CLE_2017-09-17
MIN,2017-09-11,21,Mon,1,1,,NOR,W 29-19,21,60,2.9,0,MIN_NOR_2017-09-11
OAK,2017-09-10,21,Sun,1,1,@,TEN,W 26-16,21,95,4.5,1,OAK_TEN_2017-09-10
BAL,2023-01-08,20,Sun,17,18,@,CIN,L 16-27,20,55,2.8,1,BAL_CIN_2023-01-08
SFO,2023-01-08,20,Sun,17,18,,ARI,W 38-13,20,61,3.1,1,SFO_ARI_2023-01-08
MIA,2023-01-08,20,Sun,17,18,,NYJ,W 11-6,20,38,1.9,0,MIA_NYJ_2023-01-08
ATL,2023-01-08,20,Sun,17,18,,TAM,W 30-17,20,86,4.3,0,ATL_TAM_2023-01-08
