Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Season,game_id
CHI,2022-11-06,21,Sun,9,9,,MIA,L 32-35,21,3,15,3,10,5,50.0,2,0,0.0,2022,2022_09_CHI_MIA
BUF,2022-11-06,21,Sun,8,9,@,NYJ,L 17-20,21,11,9,1,13,5,38.5,2,2,100.0,2022,2022_09_BUF_NYJ
BUF,2022-10-30,21,Sun,7,8,,GNB,W 27-17,21,12,8,1,12,6,50.0,2,0,0.0,2022,2022_08_BUF_GNB
PHI,2022-10-30,21,Sun,7,8,,PIT,W 35-13,21,10,9,2,12,1,8.3,4,4,100.0,2022,2022_08_PHI_PIT
CAR,2022-10-30,21,Sun,8,8,@,ATL,L 34-37 (OT),21,7,14,0,12,6,50.0,0,0,,2022,2022_08_CAR_ATL
NYJ,2022-10-23,21,Sun,7,7,@,DEN,W 16-9,21,7,10,4,16,5,31.3,3,1,33.3,2022,2022_07_NYJ_DEN
LVR,2022-10-23,21,Sun,6,7,,HOU,W 38-20,21,9,12,0,15,9,60.0,2,1,50.0,2022,2022_07_LVR_HOU
DET,2022-10-23,21,Sun,6,7,@,DAL,L 6-24,21,8,10,3,9,3,33.3,0,0,,2022,2022_07_DET_DAL
SEA,2022-10-23,21,Sun,7,7,@,LAC,W 37-23,21,3,17,1,15,5,33.3,3,1,33.3,2022,2022_07_SEA_LAC
NOR,2022-10-20,21,Thu,7,7,@,ARI,L 34-42,21,9,9,3,10,3,30.0,1,1,100.0,2022,2022_07_NOR_ARI
ATL,2022-10-16,21,Sun,6,6,,SFO,W 28-14,21,4,15,2,8,3,37.5,1,0,0.0,2022,2022_06_ATL_SFO
NOR,2022-10-16,21,Sun,6,6,,CIN,L 26-30,21,7,13,1,10,6,60.0,0,0,,2022,2022_06_NOR_CIN
PHI,2022-10-16,21,Sun,6,6,,DAL,W 26-17,21,8,12,1,10,4,40.0,1,0,0.0,2022,2022_06_PHI_DAL
PIT,2022-10-09,21,Sun,5,5,@,BUF,L 3-38,21,4,15,2,9,5,55.6,0,0,,2022,2022_05_PIT_BUF
MIA,2022-10-09,21,Sun,5,5,@,NYJ,L 17-40,21,8,9,4,11,5,45.5,1,0,0.0,2022,2022_05_MIA_NYJ
SFO,2022-10-03,21,Mon,4,4,,LAR,W 24-9,21,3,16,2,15,5,33.3,2,2,100.0,2022,2022_04_SFO_LAR
CHI,2022-10-02,21,Sun,4,4,@,NYG,L 12-20,21,14,5,2,14,6,42.9,0,0,,2022,2022_04_CHI_NYG
TEN,2022-10-02,21,Sun,4,4,@,IND,W 24-17,21,3,17,1,13,7,53.8,0,0,,2022,2022_04_TEN_IND
WAS,2022-09-25,21,Sun,3,3,,PHI,L 8-24,21,3,16,2,15,5,33.3,3,2,66.7,2022,2022_03_WAS_PHI
IND,2022-09-18,21,Sun,2,2,@,JAX,L 0-24,21,6,14,1,15,6,40.0,3,2,66.7,2022,2022_02_IND_JAX
DET,2022-09-18,21,Sun,2,2,,WAS,W 36-27,21,6,15,0,15,7,46.7,2,1,50.0,2022,2022_02_DET_WAS
KAN,2022-09-15,21,Thu,2,2,,LAC,W 27-24,21,5,15,1,16,5,31.3,4,4,100.0,2022,2022_02_KAN_LAC
MIN,2022-09-11,21,Sun,1,1,,GNB,W 23-7,21,8,13,0,9,3,33.3,2,0,0.0,2022,2022_01_MIN_GNB
MIA,2022-01-09,21,Sun,17,18,,NWE,W 33-24,21,11,8,2,10,5,50.0,0,0,,2021,2021_18_MIA_NWE
CAR,2022-01-09,21,Sun,17,18,@,TAM,L 17-41,21,6,15,0,11,4,36.4,1,1,100.0,2021,2021_18_CAR_TAM
DEN,2022-01-02,21,Sun,16,17,@,LAC,L 13-34,21,7,13,1,15,9,60.0,1,1,100.0,2021,2021_17_DEN_LAC
CIN,2021-12-26,21,Sun,15,16,,BAL,W 41-21,21,2,19,0,11,6,54.5,1,0,0.0,2021,2021_16_CIN_BAL
CAR,2021-12-26,21,Sun,15,16,,TAM,L 6-32,21,8,12,1,14,7,50.0,0,0,,2021,2021_16_CAR_TAM
CAR,2021-12-19,21,Sun,14,15,@,BUF,L 14-31,21,6,12,3,14,6,42.9,1,1,100.0,2021,2021_15_CAR_BUF
HOU,2021-12-19,21,Sun,14,15,@,JAX,W 30-16,21,6,12,3,14,3,21.4,3,2,66.7,2021,2021_15_HOU_JAX
CIN,2021-12-12,21,Sun,13,14,,SFO,L 23-26 (OT),21,6,14,1,15,5,33.3,0,0,,2021,2021_14_CIN_SFO
NYJ,2021-12-12,21,Sun,13,14,,NOR,L 9-30,21,12,8,1,15,6,40.0,1,1,100.0,2021,2021_14_NYJ_NOR
ATL,2021-12-12,21,Sun,13,14,@,CAR,W 29-21,21,7,13,1,11,4,36.4,3,1,33.3,2021,2021_14_ATL_CAR
LVR,2021-12-12,21,Sun,13,14,@,KAN,L 9-48,21,6,11,4,13,9,69.2,0,0,,2021,2021_14_LVR_KAN
CLE,2021-12-12,21,Sun,13,14,,BAL,W 24-22,21,5,15,1,12,1,8.3,4,3,75.0,2021,2021_14_CLE_BAL
PHI,2021-12-05,21,Sun,13,13,@,NYJ,W 33-18,21,4,15,2,9,3,33.3,3,2,66.7,2021,2021_13_PHI_NYJ
LAC,2021-12-05,21,Sun,12,13,@,CIN,W 41-22,21,6,14,1,12,6,50.0,1,0,0.0,2021,2021_13_LAC_CIN
SFO,2021-12-05,21,Sun,12,13,@,SEA,L 23-30,21,5,12,4,15,5,33.3,2,2,100.0,2021,2021_13_SFO_SEA
TAM,2021-12-05,21,Sun,12,13,@,ATL,W 30-17,21,5,14,2,17,9,52.9,0,0,,2021,2021_13_TAM_ATL
LAR,2021-11-28,21,Sun,11,12,@,GNB,L 28-36,21,5,14,2,19,7,36.8,2,2,100.0,2021,2021_12_LAR_GNB
JAX,2021-11-28,21,Sun,11,12,,ATL,L 14-21,21,6,12,3,12,5,41.7,0,0,,2021,2021_12_JAX_ATL
NOR,2021-11-25,21,Thu,11,12,,BUF,L 6-31,21,9,11,1,13,8,61.5,1,1,100.0,2021,2021_12_NOR_BUF
DET,2021-11-25,21,Thu,11,12,,CHI,L 14-16,21,3,18,0,13,5,38.5,0,0,,2021,2021_12_DET_CHI
MIN,2021-11-21,21,Sun,10,11,,GNB,W 34-31,21,4,16,1,11,7,63.6,0,0,,2021,2021_11_MIN_GNB
NOR,2021-11-21,21,Sun,10,11,@,PHI,L 29-40,21,14,7,0,21,12,57.1,0,0,,2021,2021_11_NOR_PHI
DEN,2021-10-31,21,Sun,8,8,,WAS,W 17-10,21,6,14,1,14,5,35.7,5,1,20.0,2021,2021_08_DEN_WAS
CHI,2021-10-31,21,Sun,8,8,,SFO,L 22-33,21,9,12,0,10,4,40.0,1,1,100.0,2021,2021_08_CHI_SFO
LAC,2021-10-31,21,Sun,7,8,,NWE,L 24-27,21,9,10,2,19,9,47.4,1,0,0.0,2021,2021_08_LAC_NWE
CLE,2021-10-31,21,Sun,8,8,,PIT,L 10-15,21,7,13,1,13,4,30.8,4,2,50.0,2021,2021_08_CLE_PIT
ATL,2021-10-31,21,Sun,7,8,,CAR,L 13-19,21,13,7,1,17,10,58.8,0,0,,2021,2021_08_ATL_CAR
SEA,2021-10-25,21,Mon,7,7,,NOR,L 10-13,21,7,10,4,13,2,15.4,2,2,100.0,2021,2021_07_SEA_NOR
MIA,2021-10-24,21,Sun,7,7,,ATL,L 28-30,21,5,15,1,13,6,46.2,0,0,,2021,2021_07_MIA_ATL
CAR,2021-10-24,21,Sun,7,7,@,NYG,L 3-25,21,7,11,3,16,7,43.8,1,0,0.0,2021,2021_07_CAR_NYG
GNB,2021-10-17,21,Sun,6,6,@,CHI,W 24-14,21,10,10,1,11,4,36.4,2,1,50.0,2021,2021_06_GNB_CHI
MIA,2021-10-17,21,Sun,6,6,@,JAX,L 20-23,21,4,16,1,12,3,25.0,3,2,66.7,2021,2021_06_MIA_JAX
LAR,2021-10-17,21,Sun,6,6,@,NYG,W 38-11,21,4,15,2,15,4,26.7,4,2,50.0,2021,2021_06_LAR_NYG
CIN,2021-10-10,21,Sun,5,5,,GNB,L 22-25 (OT),21,4,16,1,11,4,36.4,0,0,,2021,2021_05_CIN_GNB
HOU,2021-10-10,21,Sun,5,5,,NWE,L 22-25,21,6,12,3,11,6,54.5,0,0,,2021,2021_05_HOU_NWE
NYG,2021-10-03,21,Sun,4,4,@,NOR,W 27-21 (OT),21,9,12,0,13,8,61.5,1,0,0.0,2021,2021_04_NYG_NOR
NOR,2021-10-03,21,Sun,4,4,,NYG,L 21-27 (OT),21,4,17,0,11,4,36.4,0,0,,2021,2021_04_NOR_NYG
JAX,2021-09-30,21,Thu,4,4,@,CIN,L 21-24,21,4,16,1,9,5,55.6,0,0,,2021,2021_04_JAX_CIN
CIN,2021-09-30,21,Thu,4,4,,JAX,W 24-21,21,12,8,1,12,6,50.0,2,1,50.0,2021,2021_04_CIN_JAX
SFO,2021-09-26,21,Sun,3,3,,GNB,L 28-30,21,5,13,3,11,5,45.5,1,0,0.0,2021,2021_03_SFO_GNB
CIN,2021-09-26,21,Sun,3,3,@,PIT,W 24-10,21,2,16,3,19,9,47.4,2,0,0.0,2021,2021_03_CIN_PIT
MIN,2021-09-26,21,Sun,3,3,,SEA,W 30-17,21,6,14,1,8,3,37.5,1,0,0.0,2021,2021_03_MIN_SEA
ATL,2021-09-26,21,Sun,3,3,@,NYG,W 17-14,21,7,12,2,14,7,50.0,0,0,,2021,2021_03_ATL_NYG
KAN,2021-09-26,21,Sun,3,3,,LAC,L 24-30,21,3,16,2,11,4,36.4,1,1,100.0,2021,2021_03_KAN_LAC
ATL,2021-09-19,21,Sun,2,2,@,TAM,L 25-48,21,5,14,2,12,4,33.3,2,1,50.0,2021,2021_02_ATL_TAM
MIA,2021-09-19,21,Sun,2,2,,BUF,L 0-35,21,10,8,3,13,7,53.8,1,1,100.0,2021,2021_02_MIA_BUF
MIN,2021-09-19,21,Sun,2,2,@,ARI,L 33-34,21,5,16,0,9,3,33.3,1,1,100.0,2021,2021_02_MIN_ARI
IND,2021-09-19,21,Sun,2,2,,LAR,L 24-27,21,6,15,0,9,3,33.3,1,0,0.0,2021,2021_02_IND_LAR
WAS,2021-09-16,21,Thu,2,2,,NYG,W 30-29,21,7,10,4,12,4,33.3,0,0,,2021,2021_02_WAS_NYG
DET,2021-09-12,21,Sun,1,1,,SFO,L 33-41,21,6,13,2,9,3,33.3,0,0,,2021,2021_01_DET_SFO
CLE,2021-09-12,21,Sun,1,1,@,KAN,L 29-33,21,4,17,0,13,9,69.2,0,0,,2021,2021_01_CLE_KAN
ARI,2021-01-03,21,Sun,16,17,@,LAR,L 7-18,21,7,12,2,15,6,40.0,1,1,100.0,2020,2020_17_ARI_LAR
SFO,2021-01-03,21,Sun,16,17,,SEA,L 23-26,21,9,11,1,12,4,33.3,1,1,100.0,2020,2020_17_SFO_SEA
PIT,2021-01-03,21,Sun,16,17,@,CLE,L 22-24,21,8,13,0,12,6,50.0,2,0,0.0,2020,2020_17_PIT_CLE
MIN,2021-01-03,21,Sun,16,17,@,DET,W 37-35,21,9,12,0,10,5,50.0,1,1,100.0,2020,2020_17_MIN_DET
NWE,2021-01-03,21,Sun,16,17,,NYJ,W 28-14,21,7,14,0,10,3,30.0,1,1,100.0,2020,2020_17_NWE_NYJ
GNB,2021-01-03,21,Sun,16,17,@,CHI,W 35-16,21,9,12,0,15,6,40.0,6,5,83.3,2020,2020_17_GNB_CHI
PIT,2020-12-27,21,Sun,15,16,,IND,W 28-24,21,10,10,1,13,5,38.5,1,0,0.0,2020,2020_16_PIT_IND
NOR,2020-12-13,21,Sun,13,14,@,PHI,L 21-24,21,11,7,3,13,4,30.8,4,2,50.0,2020,2020_14_NOR_PHI
PIT,2020-12-13,21,Sun,13,14,@,BUF,L 15-26,21,5,13,3,14,7,50.0,0,0,,2020,2020_14_PIT_BUF
WAS,2020-12-13,21,Sun,13,14,@,SFO,W 23-15,21,7,13,1,15,4,26.7,1,0,0.0,2020,2020_14_WAS_SFO
NYG,2020-12-06,21,Sun,12,13,@,SEA,W 17-12,21,6,13,2,13,4,30.8,2,0,0.0,2020,2020_13_NYG_SEA
NOR,2020-12-06,21,Sun,12,13,@,ATL,W 21-16,21,4,12,5,13,5,38.5,1,0,0.0,2020,2020_13_NOR_ATL
MIN,2020-11-29,21,Sun,11,12,,CAR,W 28-27,21,10,10,1,14,6,42.9,1,1,100.0,2020,2020_12_MIN_CAR
DET,2020-11-26,21,Thu,11,12,,HOU,L 25-41,21,4,15,2,9,3,33.3,0,0,,2020,2020_12_DET_HOU
NWE,2020-11-22,21,Sun,10,11,@,HOU,L 20-27,21,2,17,2,11,5,45.5,0,0,,2020,2020_11_NWE_HOU
TEN,2020-11-22,21,Sun,10,11,@,BAL,W 30-24 (OT),21,9,9,3,15,9,60.0,0,0,,2020,2020_11_TEN_BAL
IND,2020-11-22,21,Sun,10,11,,GNB,W 34-31 (OT),21,7,13,1,9,4,44.4,1,0,0.0,2020,2020_11_IND_GNB
WAS,2020-11-15,21,Sun,9,10,@,DET,L 27-30,21,7,12,2,10,4,40.0,0,0,,2020,2020_10_WAS_DET
DEN,2020-11-15,21,Sun,9,10,@,LVR,L 12-37,21,11,8,2,13,6,46.2,0,0,,2020,2020_10_DEN_LVR
NOR,2020-11-15,21,Sun,9,10,,SFO,W 27-13,21,3,14,4,16,7,43.8,1,0,0.0,2020,2020_10_NOR_SFO
SFO,2020-11-05,21,Thu,9,9,,GNB,L 17-34,21,6,13,2,12,6,50.0,1,1,100.0,2020,2020_09_SFO_GNB
PHI,2020-11-01,21,Sun,8,8,,DAL,W 23-9,21,10,10,1,16,4,25.0,4,2,50.0,2020,2020_08_PHI_DAL
DAL,2020-10-25,21,Sun,7,7,@,WAS,L 3-25,21,10,8,3,15,9,60.0,1,0,0.0,2020,2020_07_DAL_WAS
ATL,2020-10-25,21,Sun,7,7,,DET,L 22-23,21,3,15,3,10,3,30.0,1,0,0.0,2020,2020_07_ATL_DET
GNB,2020-10-18,21,Sun,5,6,@,TAM,L 10-38,21,9,9,3,12,5,41.7,0,0,,2020,2020_06_GNB_TAM
CAR,2020-10-11,21,Sun,5,5,@,ATL,W 23-16,21,10,11,0,13,6,46.2,1,1,100.0,2020,2020_05_CAR_ATL
LVR,2020-10-11,21,Sun,5,5,@,KAN,W 40-32,21,3,15,3,14,6,42.9,2,1,50.0,2020,2020_05_LVR_KAN
ARI,2020-10-11,21,Sun,5,5,@,NYJ,W 30-10,21,9,8,4,13,4,30.8,2,0,0.0,2020,2020_05_ARI_NYJ
KAN,2020-10-05,21,Mon,4,4,,NWE,W 26-10,21,8,12,1,15,6,40.0,3,2,66.7,2020,2020_04_KAN_NWE
LVR,2020-10-04,21,Sun,4,4,,BUF,L 23-30,21,5,14,2,13,7,53.8,1,1,100.0,2020,2020_04_LVR_BUF
CAR,2020-10-04,21,Sun,4,4,,ARI,W 31-21,21,6,11,4,9,3,33.3,0,0,,2020,2020_04_CAR_ARI
NYJ,2020-10-01,21,Thu,4,4,,DEN,L 28-37,21,4,10,7,12,6,50.0,0,0,,2020,2020_04_NYJ_DEN
NYJ,2020-09-27,21,Sun,3,3,@,IND,L 7-36,21,6,14,1,10,3,30.0,1,1,100.0,2020,2020_03_NYJ_IND
GNB,2020-09-27,21,Sun,3,3,@,NOR,W 37-30,21,5,14,2,11,5,45.5,1,1,100.0,2020,2020_03_GNB_NOR
KAN,2020-09-10,21,Thu,1,1,,HOU,W 34-20,21,8,13,0,10,4,40.0,1,1,100.0,2020,2020_01_KAN_HOU
SEA,2019-12-22,21,Sun,15,16,,ARI,L 13-27,21,12,8,1,15,5,33.3,1,1,100.0,2019,2019_16_SEA_ARI
OAK,2019-12-22,21,Sun,15,16,@,LAC,W 24-17,21,4,13,4,11,3,27.3,1,1,100.0,2019,2019_16_OAK_LAC
CAR,2019-12-15,21,Sun,14,15,,SEA,L 24-30,21,10,10,1,10,4,40.0,1,1,100.0,2019,2019_15_CAR_SEA
SFO,2019-12-01,21,Sun,12,13,@,BAL,L 17-20,21,14,5,2,10,3,30.0,3,2,66.7,2019,2019_13_SFO_BAL
WAS,2019-11-24,21,Sun,11,12,,DET,W 19-16,21,8,11,2,15,6,40.0,0,0,,2019,2019_12_WAS_DET
OAK,2019-11-24,21,Sun,11,12,@,NYJ,L 3-34,21,5,15,1,12,5,41.7,0,0,,2019,2019_12_OAK_NYJ
JAX,2019-11-24,21,Sun,11,12,@,TEN,L 20-42,21,8,11,2,8,4,50.0,0,0,,2019,2019_12_JAX_TEN
SFO,2019-11-17,21,Sun,10,11,,ARI,W 36-26,21,9,9,3,10,3,30.0,1,1,100.0,2019,2019_11_SFO_ARI
TAM,2019-11-17,21,Sun,10,11,,NOR,L 17-34,21,7,14,0,13,7,53.8,1,1,100.0,2019,2019_11_TAM_NOR
NWE,2019-11-17,21,Sun,10,11,@,PHI,W 17-10,21,5,11,5,13,3,23.1,1,0,0.0,2019,2019_11_NWE_PHI
NOR,2019-11-17,21,Sun,10,11,@,TAM,W 34-17,21,2,14,5,13,5,38.5,1,0,0.0,2019,2019_11_NOR_TAM
SEA,2019-11-11,21,Mon,10,10,@,SFO,W 27-24 (OT),21,2,15,4,15,6,40.0,1,0,0.0,2019,2019_10_SEA_SFO
CHI,2019-11-10,21,Sun,9,10,,DET,W 20-13,21,6,11,4,18,7,38.9,2,0,0.0,2019,2019_10_CHI_DET
BAL,2019-11-10,21,Sun,9,10,@,CIN,W 49-13,21,11,9,1,15,7,46.7,4,1,25.0,2019,2019_10_BAL_CIN
DEN,2019-11-03,21,Sun,9,9,,CLE,W 24-19,21,5,13,3,15,6,40.0,2,0,0.0,2019,2019_09_DEN_CLE
JAX,2019-11-03,21,Sun,9,9,,HOU,L 3-26,21,8,11,2,11,4,36.4,1,1,100.0,2019,2019_09_JAX_HOU
HOU,2019-11-03,21,Sun,9,9,@,JAX,W 26-3,21,6,15,0,11,4,36.4,2,0,0.0,2019,2019_09_HOU_JAX
ARI,2019-10-31,21,Thu,9,9,,SFO,L 25-28,21,5,15,1,17,11,64.7,1,1,100.0,2019,2019_09_ARI_SFO
MIA,2019-10-28,21,Mon,7,8,@,PIT,L 14-27,21,7,12,2,13,6,46.2,1,0,0.0,2019,2019_08_MIA_PIT
IND,2019-10-27,21,Sun,7,8,,DEN,W 15-13,21,7,8,6,12,2,16.7,0,0,,2019,2019_08_IND_DEN
KAN,2019-10-27,21,Sun,8,8,,GNB,L 24-31,21,5,15,1,13,8,61.5,0,0,,2019,2019_08_KAN_GNB
NYJ,2019-10-27,21,Sun,7,8,@,JAX,L 15-29,21,4,13,4,17,8,47.1,1,0,0.0,2019,2019_08_NYJ_JAX
GNB,2019-10-27,21,Sun,8,8,@,KAN,W 31-24,21,4,16,1,11,6,54.5,0,0,,2019,2019_08_GNB_KAN
BUF,2019-10-27,21,Sun,7,8,,PHI,L 13-31,21,10,10,1,15,8,53.3,2,0,0.0,2019,2019_08_BUF_PHI
IND,2019-10-20,21,Sun,6,7,,HOU,W 30-23,21,6,15,0,12,4,33.3,3,1,33.3,2019,2019_07_IND_HOU
ARI,2019-10-20,21,Sun,7,7,@,NYG,W 27-21,21,5,14,2,12,4,33.3,3,1,33.3,2019,2019_07_ARI_NYG
GNB,2019-10-20,21,Sun,7,7,,OAK,W 42-24,21,5,16,0,11,7,63.6,1,0,0.0,2019,2019_07_GNB_OAK
JAX,2019-10-20,21,Sun,7,7,@,CIN,W 27-17,21,3,12,6,12,5,41.7,0,0,,2019,2019_07_JAX_CIN
SEA,2019-10-13,21,Sun,6,6,@,CLE,W 32-28,21,7,12,2,8,3,37.5,3,2,66.7,2019,2019_06_SEA_CLE
WAS,2019-10-13,21,Sun,6,6,@,MIA,W 17-16,21,7,10,4,14,3,21.4,2,2,100.0,2019,2019_06_WAS_MIA
ARI,2019-10-06,21,Sun,5,5,@,CIN,W 26-23,21,6,12,3,12,5,41.7,1,0,0.0,2019,2019_05_ARI_CIN
IND,2019-09-29,21,Sun,4,4,,OAK,L 24-31,21,10,11,0,12,5,41.7,1,1,100.0,2019,2019_04_IND_OAK
ARI,2019-09-29,21,Sun,4,4,,SEA,L 10-27,21,9,10,2,10,4,40.0,0,0,,2019,2019_04_ARI_SEA
WAS,2019-09-23,21,Mon,3,3,,CHI,L 15-31,21,2,15,4,13,8,61.5,0,0,,2019,2019_03_WAS_CHI
ARI,2019-09-22,21,Sun,3,3,,CAR,L 20-38,21,4,14,3,10,4,40.0,0,0,,2019,2019_03_ARI_CAR
CAR,2019-09-22,21,Sun,3,3,@,ARI,W 38-20,21,10,9,2,17,9,52.9,1,1,100.0,2019,2019_03_CAR_ARI
NYJ,2019-09-22,21,Sun,3,3,@,NWE,L 14-30,21,2,17,2,15,6,40.0,0,0,,2019,2019_03_NYJ_NWE
JAX,2019-09-19,21,Thu,3,3,,TEN,W 20-7,21,5,15,1,17,8,47.1,1,0,0.0,2019,2019_03_JAX_TEN
BUF,2019-09-15,21,Sun,2,2,@,NYG,W 28-14,21,7,14,0,12,3,25.0,2,1,50.0,2019,2019_02_BUF_NYG
DET,2019-09-15,21,Sun,2,2,,LAC,W 13-10,21,6,13,2,13,6,46.2,0,0,,2019,2019_02_DET_LAC
TEN,2019-09-15,21,Sun,2,2,,IND,L 17-19,21,11,8,2,14,7,50.0,1,1,100.0,2019,2019_02_TEN_IND
LAR,2019-09-08,21,Sun,1,1,@,CAR,W 30-27,21,8,13,0,11,5,45.5,0,0,,2019,2019_01_LAR_CAR
DET,2019-09-08,21,Sun,1,1,@,ARI,T 27-27 (OT),21,3,16,2,22,9,40.9,0,0,,2019,2019_01_DET_ARI
CLE,2019-09-08,21,Sun,1,1,,TEN,L 13-43,21,6,9,6,10,2,20.0,0,0,,2019,2019_01_CLE_TEN
SFO,2019-09-08,21,Sun,1,1,@,TAM,W 31-17,21,7,10,4,11,5,45.5,2,0,0.0,2019,2019_01_SFO_TAM
CAR,2018-12-17,21,Mon,14,15,,NOR,L 9-12,21,11,8,2,13,4,30.8,1,1,100.0,2018,2018_15_CAR_NOR
DEN,2018-12-15,21,Sat,14,15,,CLE,L 16-17,21,5,13,3,12,5,41.7,2,1,50.0,2018,2018_15_DEN_CLE
HOU,2018-12-15,21,Sat,14,15,@,NYJ,W 29-22,21,7,11,3,17,9,52.9,3,1,33.3,2018,2018_15_HOU_NYJ
JAX,2018-12-06,21,Thu,13,14,@,TEN,L 9-30,21,10,9,2,11,7,63.6,1,0,0.0,2018,2018_14_JAX_TEN
SFO,2018-12-02,21,Sun,12,13,@,SEA,L 16-43,21,8,7,6,9,4,44.4,0,0,,2018,2018_13_SFO_SEA
NOR,2018-11-29,21,Thu,12,13,@,DAL,L 10-13,21,7,11,3,14,7,50.0,0,0,,2018,2018_13_NOR_DAL
CAR,2018-11-25,21,Sun,11,12,,SEA,L 27-30,21,7,13,1,14,6,42.9,2,2,100.0,2018,2018_12_CAR_SEA
NOR,2018-11-22,21,Thu,11,12,,ATL,W 31-17,21,2,18,1,15,5,33.3,6,4,66.7,2018,2018_12_NOR_ATL
KAN,2018-11-11,21,Sun,10,10,,ARI,W 26-14,21,7,13,1,14,7,50.0,2,1,50.0,2018,2018_10_KAN_ARI
MIA,2018-11-11,21,Sun,10,10,@,GNB,L 12-31,21,10,11,0,10,4,40.0,2,1,50.0,2018,2018_10_MIA_GNB
TAM,2018-10-28,21,Sun,7,8,@,CIN,L 34-37,21,8,13,0,13,5,38.5,2,1,50.0,2018,2018_08_TAM_CIN
SEA,2018-10-28,21,Sun,7,8,@,DET,W 28-14,21,1,17,3,10,6,60.0,0,0,,2018,2018_08_SEA_DET
ATL,2018-10-22,21,Mon,7,7,,NYG,W 23-20,21,6,15,0,12,5,41.7,1,0,0.0,2018,2018_07_ATL_NYG
CHI,2018-10-21,21,Sun,6,7,,NWE,L 31-38,21,5,15,1,13,6,46.2,1,1,100.0,2018,2018_07_CHI_NWE
CAR,2018-10-21,21,Sun,6,7,@,PHI,W 21-17,21,6,14,1,12,3,25.0,4,3,75.0,2018,2018_07_CAR_PHI
NYG,2018-10-07,21,Sun,5,5,@,CAR,L 31-33,21,6,12,3,13,4,30.8,1,1,100.0,2018,2018_05_NYG_CAR
MIN,2018-10-07,21,Sun,5,5,@,PHI,W 23-21,21,4,15,2,9,2,22.2,1,1,100.0,2018,2018_05_MIN_PHI
KAN,2018-10-01,21,Mon,4,4,@,DEN,W 27-23,21,10,10,1,11,2,18.2,3,2,66.7,2018,2018_04_KAN_DEN
OAK,2018-09-30,21,Sun,4,4,,CLE,W 45-42 (OT),21,6,13,2,15,5,33.3,1,1,100.0,2018,2018_04_OAK_CLE
SFO,2018-09-30,21,Sun,4,4,@,LAC,L 27-29,21,6,14,1,14,4,28.6,1,1,100.0,2018,2018_04_SFO_LAC
ARI,2018-09-23,21,Sun,3,3,,CHI,L 14-16,21,7,11,3,14,5,35.7,1,1,100.0,2018,2018_03_ARI_CHI
NYG,2018-09-23,21,Sun,3,3,@,HOU,W 27-22,21,2,18,1,12,5,41.7,2,2,100.0,2018,2018_03_NYG_HOU
BUF,2018-09-23,21,Sun,3,3,@,MIN,W 27-6,21,1,17,3,14,5,35.7,1,0,0.0,2018,2018_03_BUF_MIN
HOU,2018-09-23,21,Sun,3,3,,NYG,L 22-27,21,4,16,1,13,7,53.8,0,0,,2018,2018_03_HOU_NYG
TEN,2018-09-16,21,Sun,2,2,,HOU,W 20-17,21,6,13,2,11,5,45.5,0,0,,2018,2018_02_TEN_HOU
MIA,2018-09-16,21,Sun,2,2,@,NYJ,W 20-12,21,3,17,1,10,3,30.0,0,0,,2018,2018_02_MIA_NYJ
DEN,2018-09-16,21,Sun,2,2,,OAK,W 20-19,21,3,16,2,10,3,30.0,1,0,0.0,2018,2018_02_DEN_OAK
BUF,2018-09-16,21,Sun,2,2,,LAC,L 20-31,21,5,16,0,9,3,33.3,0,0,,2018,2018_02_BUF_LAC
NWE,2018-09-09,21,Sun,1,1,,HOU,W 27-20,21,10,8,3,11,2,18.2,1,0,0.0,2018,2018_01_NWE_HOU
BUF,2017-12-31,21,Sun,16,17,@,MIA,W 22-16,21,5,15,1,13,5,38.5,3,1,33.3,2017,2017_17_BUF_MIA
CHI,2017-12-31,21,Sun,16,17,@,MIN,L 10-23,21,8,9,4,13,5,38.5,0,0,,2017,2017_17_CHI_MIN
SEA,2017-12-24,21,Sun,15,16,@,DAL,W 21-12,21,7,10,4,13,6,46.2,1,1,100.0,2017,2017_16_SEA_DAL
NYJ,2017-12-24,21,Sun,15,16,,LAC,L 7-14,21,6,14,1,15,5,33.3,0,0,,2017,2017_16_NYJ_LAC
MIA,2017-12-17,21,Sun,14,15,@,BUF,L 16-24,21,9,10,2,15,7,46.7,1,0,0.0,2017,2017_15_MIA_BUF
OAK,2017-12-17,21,Sun,14,15,,DAL,L 17-20,21,9,9,3,10,2,20.0,2,2,100.0,2017,2017_15_OAK_DAL
BUF,2017-12-17,21,Sun,14,15,,MIA,W 24-16,21,7,13,1,16,5,31.3,2,1,50.0,2017,2017_15_BUF_MIA
PIT,2017-12-17,21,Sun,14,15,,NWE,L 24-27,21,5,14,2,9,3,33.3,1,1,100.0,2017,2017_15_PIT_NWE
NWE,2017-12-17,21,Sun,14,15,@,PIT,W 27-24,21,7,14,0,16,10,62.5,0,0,,2017,2017_15_NWE_PIT
NWE,2017-12-11,21,Mon,13,14,@,MIA,L 20-27,21,6,13,2,14,4,28.6,1,1,100.0,2017,2017_14_NWE_MIA
