Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Season,game_id
CLE,2019-11-03,27,Sun,8,9,@,DEN,L 19-24,27,42,15,64.3,261,1,0,2.4,0.0,90.7,2,12,4.55,6.2,5.93,6.69,6.39,9.7,2019,2019_09_CLE_DEN
NYJ,2019-11-03,27,Sun,8,9,@,MIA,L 18-26,27,39,12,69.2,238,1,1,2.6,2.6,85.4,3,22,7.14,6.1,5.67,5.46,5.07,8.8,2019,2019_09_NYJ_MIA
TEN,2019-11-03,27,Sun,9,9,@,CAR,L 20-30,27,39,12,69.2,310,1,2,2.6,5.1,82.3,4,21,9.30,7.9,7.21,6.15,5.58,11.5,2019,2019_09_TEN_CAR
JAX,2019-11-03,27,Sun,9,9,,HOU,L 3-26,27,47,20,57.4,282,0,2,0.0,4.3,59.6,4,27,7.84,6.0,5.53,4.09,3.76,10.4,2019,2019_09_JAX_HOU
HOU,2019-10-27,27,Sun,8,8,,OAK,W 27-24,27,39,12,69.2,258,3,0,7.7,0.0,115.2,3,21,7.14,6.6,6.14,8.15,7.57,9.6,2019,2019_08_HOU_OAK
ARI,2019-10-13,27,Sun,6,6,,ATL,W 34-33,27,37,10,73.0,340,3,0,8.1,0.0,128.2,0,0,0.00,9.2,9.19,10.81,10.81,12.6,2019,2019_06_ARI_ATL
MIA,2019-10-13,27,Sun,5,6,,WAS,L 16-17,27,43,16,62.8,187,1,2,2.3,4.7,63.8,5,30,10.42,4.3,3.90,2.72,2.44,6.9,2019,2019_06_MIA_WAS
DAL,2019-10-06,27,Sun,5,5,,GNB,L 24-34,27,44,17,61.4,441,2,3,4.5,6.8,83.8,3,22,6.38,10.0,9.38,7.86,7.36,16.3,2019,2019_05_DAL_GNB
CIN,2019-10-06,27,Sun,5,5,,ARI,L 23-26,27,38,11,71.1,262,2,0,5.3,0.0,107.6,1,0,2.56,6.9,6.72,7.95,7.74,9.7,2019,2019_05_CIN_ARI
PIT,2019-09-30,27,Mon,4,4,,CIN,W 27-3,27,31,4,87.1,260,2,0,6.5,0.0,123.1,0,0,0.00,8.4,8.39,9.68,9.68,9.6,2019,2019_04_PIT_CIN
MIN,2019-09-29,27,Sun,4,4,@,CHI,L 6-16,27,36,9,75.0,182,0,0,0.0,0.0,91.6,6,51,14.29,5.1,4.33,5.06,4.33,6.7,2019,2019_04_MIN_CHI
KAN,2019-09-22,27,Sun,3,3,,BAL,W 33-28,27,37,10,73.0,363,3,0,8.1,0.0,132.0,1,11,2.63,9.8,9.55,11.43,11.13,13.4,2019,2019_03_KAN_BAL
OAK,2019-09-22,27,Sun,3,3,@,MIN,L 14-34,27,34,7,79.4,214,2,1,5.9,2.9,103.7,4,28,10.53,6.3,5.63,6.15,5.50,7.9,2019,2019_03_OAK_MIN
ATL,2019-09-15,27,Sun,2,2,,PHI,W 24-20,27,43,16,62.8,310,3,3,7.0,7.0,79.6,1,10,2.27,7.2,7.05,5.47,5.34,11.5,2019,2019_02_ATL_PHI
DET,2019-09-08,27,Sun,1,1,@,ARI,T 27-27 (OT),27,45,18,60.0,361,3,0,6.7,0.0,110.0,3,24,6.25,8.0,7.52,9.36,8.77,13.4,2019,2019_01_DET_ARI
PIT,2019-09-08,27,Sun,1,1,@,NWE,L 3-33,27,47,20,57.4,276,0,1,0.0,2.1,65.6,1,0,2.08,5.9,5.75,4.91,4.81,10.2,2019,2019_01_PIT_NWE
JAX,2019-09-08,27,Sun,1,1,,KAN,L 26-40,27,33,6,81.8,347,3,1,9.1,3.0,128.5,1,3,2.94,10.5,10.21,10.97,10.65,12.9,2019,2019_01_JAX_KAN
DAL,2018-12-30,27,Sun,16,17,@,NYG,W 36-35,27,44,17,61.4,368,4,0,9.1,0.0,120.2,4,19,8.33,8.4,7.67,10.18,9.33,13.6,2018,2018_17_DAL_NYG
NOR,2018-12-23,27,Sun,15,16,,PIT,W 31-28,27,40,13,67.5,313,1,1,2.5,2.5,90.2,2,13,4.76,7.8,7.45,7.20,6.86,11.6,2018,2018_16_NOR_PIT
HOU,2018-12-09,27,Sun,13,14,,IND,L 21-24,27,38,11,71.1,226,1,0,2.6,0.0,99.3,5,41,11.63,5.9,5.26,6.47,5.72,8.4,2018,2018_14_HOU_IND
NWE,2018-12-09,27,Sun,13,14,@,MIA,L 33-34,27,43,16,62.8,344,3,0,7.0,0.0,112.4,2,14,4.44,8.0,7.64,9.40,8.98,12.7,2018,2018_14_NWE_MIA
IND,2018-12-09,27,Sun,13,14,@,HOU,W 24-21,27,41,14,65.9,386,2,1,4.9,2.4,103.6,2,13,4.65,9.4,8.98,9.29,8.86,14.3,2018,2018_14_IND_HOU
CAR,2018-12-09,27,Sun,13,14,@,CLE,L 20-26,27,43,16,62.8,297,0,1,0.0,2.3,73.6,1,1,2.27,6.9,6.75,5.86,5.73,11.0,2018,2018_14_CAR_CLE
PHI,2018-12-03,27,Mon,12,13,,WAS,W 28-13,27,39,12,69.2,306,2,1,5.1,2.6,98.9,0,0,0.00,7.8,7.85,7.72,7.72,11.3,2018,2018_13_PHI_WAS
CHI,2018-12-02,27,Sun,12,13,@,NYG,L 27-30 (OT),27,40,13,67.5,258,2,2,5.0,5.0,84.0,5,28,11.11,6.5,5.73,5.20,4.62,9.6,2018,2018_13_CHI_NYG
CIN,2018-11-25,27,Sun,11,12,,CLE,L 20-35,27,46,19,58.7,243,2,1,4.3,2.2,79.5,1,12,2.13,5.3,5.17,5.17,5.06,9.0,2018,2018_12_CIN_CLE
PIT,2018-11-18,27,Sun,10,11,@,JAX,W 20-16,27,47,20,57.4,297,2,3,4.3,6.4,65.4,2,17,4.08,6.3,6.06,4.30,4.12,11.0,2018,2018_11_PIT_JAX
SFO,2018-11-12,27,Mon,10,10,,NYG,L 23-27,27,39,12,69.2,250,1,2,2.6,5.1,73.7,0,0,0.00,6.4,6.41,4.62,4.62,9.3,2018,2018_10_SFO_NYG
JAX,2018-11-11,27,Sun,9,10,@,IND,L 26-29,27,39,12,69.2,324,2,0,5.1,0.0,111.5,0,0,0.00,8.3,8.31,9.33,9.33,12.0,2018,2018_10_JAX_IND
DET,2018-10-28,27,Sun,7,8,,SEA,L 14-28,27,40,13,67.5,297,2,1,5.0,2.5,96.9,3,13,6.98,7.4,6.91,7.30,6.79,11.0,2018,2018_08_DET_SEA
NYG,2018-10-22,27,Mon,7,7,@,ATL,L 20-23,27,38,11,71.1,372,1,0,2.6,0.0,113.8,4,27,9.52,9.8,8.86,10.32,9.33,13.8,2018,2018_07_NYG_ATL
JAX,2018-10-21,27,Sun,7,7,,HOU,L 7-20,27,42,15,64.3,189,1,1,2.4,2.4,75.2,4,28,8.70,4.5,4.11,3.90,3.57,7.0,2018,2018_07_JAX_HOU
CAR,2018-10-14,27,Sun,5,6,@,WAS,L 17-23,27,40,13,67.5,269,2,1,5.0,2.5,93.2,1,6,2.44,6.7,6.56,6.60,6.44,10.0,2018,2018_06_CAR_WAS
PIT,2018-09-30,27,Sun,4,4,,BAL,L 14-26,27,47,20,57.4,265,1,1,2.1,2.1,72.5,1,9,2.08,5.6,5.52,5.11,5.00,9.8,2018,2018_04_PIT_BAL
GNB,2018-09-23,27,Sun,3,3,@,WAS,L 17-31,27,45,18,60.0,240,2,0,4.4,0.0,91.4,4,25,8.16,5.3,4.90,6.22,5.71,8.9,2018,2018_03_GNB_WAS
OAK,2018-09-23,27,Sun,3,3,@,MIA,L 20-28,27,39,12,69.2,325,1,2,2.6,5.1,83.8,3,20,7.14,8.3,7.74,6.54,6.07,12.0,2018,2018_03_OAK_MIA
DET,2018-09-23,27,Sun,3,3,,NWE,W 26-10,27,36,9,75.0,255,2,1,5.6,2.8,101.9,1,7,2.70,7.1,6.89,6.94,6.76,9.4,2018,2018_03_DET_NWE
TAM,2018-09-16,27,Sun,2,2,,PHI,W 27-21,27,33,6,81.8,393,4,1,12.1,3.0,144.4,2,9,5.71,11.9,11.23,12.97,12.23,14.6,2018,2018_02_TAM_PHI
CIN,2017-12-24,27,Sun,15,16,,DET,W 26-17,27,41,14,65.9,222,1,1,2.4,2.4,79.1,3,16,6.82,5.4,5.05,4.80,4.48,8.2,2017,2017_16_CIN_DET
NYG,2017-12-24,27,Sun,15,16,@,ARI,L 0-23,27,45,18,60.0,250,0,2,0.0,4.4,57.9,2,13,4.26,5.6,5.32,3.56,3.40,9.3,2017,2017_16_NYG_ARI
TAM,2017-12-18,27,Mon,14,15,,ATL,L 21-24,27,35,8,77.1,289,3,0,8.6,0.0,130.5,2,10,5.41,8.3,7.81,9.97,9.43,10.7,2017,2017_15_TAM_ATL
MIN,2017-12-10,27,Sun,13,14,@,CAR,L 24-31,27,44,17,61.4,256,2,2,4.5,4.5,75.9,6,24,12.00,5.8,5.12,4.68,4.12,9.5,2017,2017_14_MIN_CAR
DET,2017-12-03,27,Sun,12,13,@,BAL,L 20-44,27,34,7,79.4,294,1,2,2.9,5.9,90.7,3,22,8.11,8.6,7.95,6.59,6.05,10.9,2017,2017_13_DET_BAL
JAX,2017-12-03,27,Sun,12,13,,IND,W 30-10,27,36,9,75.0,330,2,0,5.6,0.0,122.2,1,8,2.70,9.2,8.92,10.28,10.00,12.2,2017,2017_13_JAX_IND
TAM,2017-11-26,27,Sun,11,12,@,ATL,L 20-34,27,44,17,61.4,279,0,0,0.0,0.0,80.0,1,4,2.22,6.3,6.20,6.34,6.20,10.3,2017,2017_12_TAM_ATL
ATL,2017-11-26,27,Sun,11,12,,TAM,W 34-20,27,36,9,75.0,368,2,0,5.6,0.0,125.7,0,0,0.00,10.2,10.22,11.33,11.33,13.6,2017,2017_12_ATL_TAM
LAC,2017-11-23,27,Thu,11,12,@,DAL,W 28-6,27,33,6,81.8,434,3,0,9.1,0.0,149.1,0,0,0.00,13.2,13.15,14.97,14.97,16.1,2017,2017_12_LAC_DAL
SEA,2017-11-20,27,Mon,10,11,,ATL,L 31-34,27,43,16,62.8,224,2,1,4.7,2.3,84.8,3,30,6.52,5.2,4.87,5.09,4.76,8.3,2017,2017_11_SEA_ATL
MIN,2017-11-19,27,Sun,10,11,,LAR,W 24-7,27,38,11,71.1,280,1,0,2.6,0.0,100.8,0,0,0.00,7.4,7.37,7.89,7.89,10.4,2017,2017_11_MIN_LAR
KAN,2017-11-19,27,Sun,10,11,@,NYG,L 9-12 (OT),27,41,14,65.9,229,0,3,0.0,7.3,49.8,1,1,2.38,5.6,5.45,2.29,2.24,8.5,2017,2017_11_KAN_NYG
DET,2017-10-29,27,Sun,7,8,,PIT,L 15-20,27,45,18,60.0,411,0,0,0.0,0.0,91.2,2,12,4.26,9.1,8.74,9.13,8.74,15.2,2017,2017_08_DET_PIT
MIN,2017-10-29,27,Sun,8,8,@,CLE,W 33-16,27,43,16,62.8,287,2,1,4.7,2.3,88.1,1,1,2.27,6.7,6.52,6.56,6.41,10.6,2017,2017_08_MIN_CLE
SEA,2017-10-22,27,Sun,6,7,@,NYG,W 24-7,27,39,12,69.2,321,3,0,7.7,0.0,121.1,1,13,2.50,8.2,8.03,9.77,9.53,11.9,2017,2017_07_SEA_NYG
BAL,2017-10-22,27,Sun,7,7,@,MIN,L 16-24,27,39,12,69.2,144,1,0,2.6,0.0,88.2,5,42,11.36,3.7,3.27,4.21,3.73,5.3,2017,2017_07_BAL_MIN
NOR,2017-10-22,27,Sun,6,7,@,GNB,W 26-17,27,38,11,71.1,324,1,2,2.6,5.3,84.4,1,7,2.56,8.5,8.31,6.68,6.51,12.0,2017,2017_07_NOR_GNB
TAM,2017-10-15,27,Sun,5,6,@,ARI,L 33-38,27,42,15,64.3,344,3,2,7.1,4.8,94.4,2,7,4.55,8.2,7.82,7.48,7.14,12.7,2017,2017_06_TAM_ARI
KAN,2017-10-02,27,Mon,4,4,,WAS,W 29-20,27,37,10,73.0,261,1,0,2.7,0.0,104.9,4,32,9.76,7.1,6.37,7.59,6.85,9.7,2017,2017_04_KAN_WAS
NOR,2017-09-17,27,Sun,2,2,,NWE,L 20-36,27,45,18,60.0,348,2,0,4.4,0.0,99.9,1,8,2.17,7.7,7.57,8.62,8.43,12.9,2017,2017_02_NOR_NWE
MIN,2017-09-11,27,Mon,1,1,,NOR,W 29-19,27,32,5,84.4,341,3,0,9.4,0.0,143.0,1,5,3.03,10.7,10.33,12.53,12.15,12.6,2017,2017_01_MIN_NOR
NOR,2017-09-11,27,Mon,1,1,@,MIN,L 19-29,27,37,10,73.0,284,1,0,2.7,0.0,104.7,1,7,2.63,7.7,7.47,8.22,8.00,10.5,2017,2017_01_NOR_MIN
ARI,2017-09-10,27,Sun,1,1,@,DET,L 23-35,27,48,21,56.3,263,1,3,2.1,6.3,53.1,1,5,2.04,5.5,5.37,3.08,3.02,9.7,2017,2017_01_ARI_DET
NWE,2023-01-08,26,Sun,17,18,@,BUF,L 23-35,26,40,14,65.0,234,3,3,7.5,7.5,75.3,1,9,2.44,5.9,5.71,3.98,3.88,9.0,2022,2022_18_NWE_BUF
DEN,2023-01-01,26,Sun,16,17,@,KAN,L 24-27,26,38,12,68.4,190,1,1,2.6,2.6,81.3,4,32,9.52,5.0,4.52,4.34,3.93,7.3,2022,2022_17_DEN_KAN
PIT,2022-12-24,26,Sat,15,16,,LVR,W 13-10,26,39,13,66.7,244,1,1,2.6,2.6,81.6,0,0,0.00,6.3,6.26,5.62,5.62,9.4,2022,2022_16_PIT_LVR
CLE,2022-12-11,26,Sun,13,14,@,CIN,L 10-23,26,43,17,60.5,273,1,1,2.3,2.3,77.3,2,3,4.44,6.3,6.07,5.77,5.51,10.5,2022,2022_14_CLE_CIN
HOU,2022-11-27,26,Sun,11,12,@,MIA,L 15-30,26,39,13,66.7,174,1,2,2.6,5.1,67.8,5,41,11.36,4.5,3.95,2.67,2.36,6.7,2022,2022_12_HOU_MIA
SFO,2022-11-27,26,Sun,11,12,,NOR,W 13-0,26,37,11,70.3,221,1,0,2.7,0.0,94.7,1,1,2.63,6.0,5.82,6.51,6.34,8.5,2022,2022_12_SFO_NOR
DAL,2022-11-20,26,Sun,10,11,@,MIN,W 40-3,26,30,4,86.7,307,2,0,6.7,0.0,131.5,0,0,0.00,10.2,10.23,11.57,11.57,11.8,2022,2022_11_DAL_MIN
MIA,2022-11-13,26,Sun,10,10,,CLE,W 39-17,26,33,7,78.8,296,3,0,9.1,0.0,135.1,1,6,2.94,9.0,8.71,10.79,10.47,11.4,2022,2022_10_MIA_CLE
KAN,2022-11-13,26,Sun,9,10,,JAX,W 27-17,26,35,9,74.3,331,4,1,11.4,2.9,129.6,0,0,0.00,9.5,9.46,10.46,10.46,12.7,2022,2022_10_KAN_JAX
ARI,2022-11-13,26,Sun,10,10,@,LAR,W 27-17,26,37,11,70.3,220,1,0,2.7,0.0,96.5,2,18,5.13,5.9,5.64,6.49,6.15,8.5,2022,2022_10_ARI_LAR
SEA,2022-11-06,26,Sun,9,9,@,ARI,W 31-21,26,34,8,76.5,263,2,1,5.9,2.9,106.9,2,12,5.56,7.7,7.31,7.59,7.17,10.1,2022,2022_09_SEA_ARI
TAM,2022-10-27,26,Thu,8,8,,BAL,L 22-27,26,44,18,59.1,305,1,0,2.3,0.0,89.7,3,20,6.38,6.9,6.49,7.39,6.91,11.7,2022,2022_08_TAM_BAL
LAR,2022-10-16,26,Sun,6,6,,CAR,W 24-10,26,33,7,78.8,249,1,1,3.0,3.0,96.1,1,4,2.94,7.5,7.32,6.79,6.59,9.6,2022,2022_06_LAR_CAR
PHI,2022-10-09,26,Sun,5,5,@,ARI,W 20-17,26,36,10,72.2,218,0,0,0.0,0.0,89.9,2,21,5.26,6.1,5.74,6.06,5.74,8.4,2022,2022_05_PHI_ARI
IND,2022-10-06,26,Thu,5,5,@,DEN,W 12-9 (OT),26,41,15,63.4,200,0,2,0.0,4.9,60.1,6,51,12.77,4.9,4.26,2.68,2.34,7.7,2022,2022_05_IND_DEN
MIN,2022-10-02,26,Sun,4,4,@,NOR,W 28-25,26,39,13,66.7,263,1,1,2.6,2.6,86.1,3,23,7.14,6.7,6.26,6.10,5.67,10.1,2022,2022_04_MIN_NOR
HOU,2022-10-02,26,Sun,4,4,,LAC,L 24-34,26,35,9,74.3,215,2,2,5.7,5.7,88.5,4,31,10.26,6.1,5.51,4.71,4.23,8.3,2022,2022_04_HOU_LAC
PHI,2022-09-19,26,Mon,2,2,,MIN,W 24-7,26,31,5,83.9,323,1,1,3.2,3.2,108.7,3,10,8.82,10.4,9.50,9.61,8.76,12.4,2022,2022_02_PHI_MIN
BUF,2022-09-19,26,Mon,2,2,,TEN,W 41-7,26,40,14,65.0,313,4,0,10.0,0.0,122.6,1,4,2.44,7.8,7.63,9.83,9.59,12.0,2022,2022_02_BUF_TEN
GNB,2022-09-11,26,Sun,1,1,@,MIN,L 7-23,26,39,13,66.7,227,0,1,0.0,2.6,74.7,4,33,9.30,5.8,5.28,4.67,4.23,8.7,2022,2022_01_GNB_MIN
LAC,2022-09-11,26,Sun,1,1,,LVR,W 24-19,26,34,8,76.5,279,3,0,8.8,0.0,129.4,0,0,0.00,8.2,8.21,9.97,9.97,10.7,2022,2022_01_LAC_LVR
BUF,2022-09-08,26,Thu,1,1,@,LAR,W 31-10,26,31,5,83.9,292,3,2,9.7,6.5,112.0,2,5,6.06,9.4,8.85,8.45,7.94,11.2,2022,2022_01_BUF_LAR
LAR,2022-01-02,26,Sun,16,17,@,BAL,W 20-19,26,35,9,74.3,300,2,2,5.7,5.7,96.0,1,9,2.78,8.6,8.33,7.14,6.94,11.5,2021,2021_17_LAR_BAL
KAN,2022-01-02,26,Sun,16,17,@,CIN,L 31-34,26,35,9,74.3,259,2,0,5.7,0.0,113.9,0,0,0.00,7.4,7.40,8.54,8.54,10.0,2021,2021_17_KAN_CIN
JAX,2021-12-26,26,Sun,15,16,@,NYJ,L 21-26,26,39,13,66.7,252,0,0,0.0,0.0,87.6,1,28,2.50,6.5,6.30,6.46,6.30,9.7,2021,2021_16_JAX_NYJ
SFO,2021-12-23,26,Thu,15,16,@,TEN,L 17-20,26,35,9,74.3,306,1,2,2.9,5.7,88.0,2,16,5.41,8.7,8.27,6.74,6.38,11.8,2021,2021_16_SFO_TEN
CHI,2021-12-20,26,Mon,14,15,,MIN,L 9-17,26,39,13,66.7,255,1,0,2.6,0.0,96.6,3,30,7.14,6.5,6.07,7.05,6.55,9.8,2021,2021_15_CHI_MIN
TAM,2021-12-19,26,Sun,14,15,,NOR,L 0-9,26,48,22,54.2,184,0,1,0.0,2.1,57.1,4,30,7.69,3.8,3.54,2.90,2.67,7.1,2021,2021_15_TAM_NOR
NWE,2021-12-18,26,Sat,14,15,@,IND,L 17-27,26,45,19,57.8,284,2,2,4.4,4.4,74.2,1,15,2.17,6.3,6.17,5.20,5.09,10.9,2021,2021_15_NWE_IND
CHI,2021-12-05,26,Sun,12,13,,ARI,L 22-33,26,41,15,63.4,217,2,4,4.9,9.8,54.9,3,12,6.82,5.3,4.93,1.88,1.75,8.3,2021,2021_13_CHI_ARI
LAC,2021-12-05,26,Sun,12,13,@,CIN,W 41-22,26,35,9,74.3,284,3,1,8.6,2.9,118.4,4,33,10.26,8.1,7.28,8.54,7.67,10.9,2021,2021_13_LAC_CIN
LAR,2021-12-05,26,Sun,12,13,,JAX,W 37-7,26,38,12,68.4,290,3,0,7.9,0.0,117.8,1,5,2.56,7.6,7.44,9.21,8.97,11.2,2021,2021_13_LAR_JAX
DAL,2021-12-02,26,Thu,12,13,@,NOR,W 27-17,26,40,14,65.0,231,1,1,2.5,2.5,79.0,1,7,2.44,5.8,5.63,5.15,5.02,8.9,2021,2021_13_DAL_NOR
BAL,2021-11-21,26,Sun,10,11,@,CHI,W 16-13,26,36,10,72.2,176,0,1,0.0,2.8,76.0,6,43,14.29,4.9,4.19,3.64,3.12,6.8,2021,2021_11_BAL_CHI
WAS,2021-11-14,26,Sun,9,10,,TAM,W 29-19,26,32,6,81.3,226,1,0,3.1,0.0,110.4,5,30,13.51,7.1,6.11,7.69,6.65,8.7,2021,2021_10_WAS_TAM
BAL,2021-11-11,26,Thu,9,10,@,MIA,L 10-22,26,43,17,60.5,210,1,1,2.3,2.3,73.6,4,28,8.51,4.9,4.47,4.30,3.94,8.1,2021,2021_10_BAL_MIA
MIA,2021-11-07,26,Sun,9,9,,HOU,W 17-9,26,43,17,60.5,215,1,2,2.3,4.7,64.5,4,29,8.51,5.0,4.57,3.37,3.09,8.3,2021,2021_09_MIA_HOU
NYJ,2021-10-24,26,Sun,6,7,@,NWE,L 13-54,26,42,16,61.9,237,1,2,2.4,4.8,66.9,2,16,4.55,5.6,5.39,3.98,3.80,9.1,2021,2021_07_NYJ_NWE
CIN,2021-10-10,26,Sun,5,5,,GNB,L 22-25 (OT),26,38,12,68.4,264,2,2,5.3,5.3,85.5,3,17,7.32,6.9,6.44,5.63,5.22,10.2,2021,2021_05_CIN_GNB
LAC,2021-10-10,26,Sun,5,5,,CLE,W 47-42,26,43,17,60.5,381,4,0,9.3,0.0,122.0,2,17,4.44,8.9,8.47,10.72,10.24,14.7,2021,2021_05_LAC_CLE
PIT,2021-10-03,26,Sun,4,4,@,GNB,L 17-27,26,40,14,65.0,220,1,1,2.5,2.5,78.3,2,12,4.76,5.5,5.24,4.88,4.64,8.5,2021,2021_04_PIT_GNB
LAR,2021-10-03,26,Sun,4,4,,ARI,L 20-37,26,41,15,63.4,280,2,1,4.9,2.4,89.5,0,0,0.00,6.8,6.83,6.71,6.71,10.8,2021,2021_04_LAR_ARI
CAR,2021-10-03,26,Sun,4,4,@,DAL,L 28-36,26,39,13,66.7,266,2,2,5.1,5.1,85.5,5,35,11.36,6.8,6.05,5.54,4.91,10.2,2021,2021_04_CAR_DAL
LVR,2021-09-26,26,Sun,3,3,,MIA,W 31-28 (OT),26,43,17,60.5,357,2,1,4.7,2.3,95.7,3,29,6.52,8.3,7.76,8.19,7.65,13.7,2021,2021_03_LVR_MIA
LAC,2021-09-26,26,Sun,3,3,@,KAN,W 30-24,26,38,12,68.4,275,4,0,10.5,0.0,125.0,1,6,2.56,7.2,7.05,9.34,9.10,10.6,2021,2021_03_LAC_KAN
DET,2021-09-20,26,Mon,2,2,@,GNB,L 17-35,26,36,10,72.2,236,2,1,5.6,2.8,97.7,1,10,2.70,6.6,6.38,6.42,6.24,9.1,2021,2021_02_DET_GNB
CAR,2021-09-19,26,Sun,2,2,,NOR,W 26-7,26,38,12,68.4,294,2,1,5.3,2.6,99.1,2,11,5.00,7.7,7.35,7.61,7.23,11.3,2021,2021_02_CAR_NOR
DEN,2021-09-19,26,Sun,2,2,@,JAX,W 23-13,26,34,8,76.5,302,2,0,5.9,0.0,125.6,3,26,8.11,8.9,8.16,10.06,9.24,11.6,2021,2021_02_DEN_JAX
TAM,2021-01-03,26,Sun,16,17,,ATL,W 44-27,26,41,15,63.4,391,4,1,9.8,2.4,117.8,1,8,2.38,9.5,9.31,10.39,10.14,15.0,2020,2020_17_TAM_ATL
PIT,2021-01-03,26,Sun,16,17,@,CLE,L 22-24,26,44,18,59.1,309,2,1,4.5,2.3,87.0,1,8,2.22,7.0,6.87,6.91,6.76,11.9,2020,2020_17_PIT_CLE
JAX,2021-01-03,26,Sun,16,17,@,IND,L 14-28,26,42,16,61.9,230,2,0,4.8,0.0,95.4,6,31,12.50,5.5,4.79,6.43,5.63,8.8,2020,2020_17_JAX_IND
WAS,2020-12-27,26,Sun,15,16,,CAR,L 13-20,26,47,21,55.3,278,1,2,2.1,4.3,63.3,3,13,6.00,5.9,5.56,4.43,4.16,10.7,2020,2020_16_WAS_CAR
MIA,2020-12-26,26,Sat,15,16,@,LVR,W 26-25,26,35,9,74.3,253,2,0,5.7,0.0,115.9,3,23,7.89,7.2,6.66,8.37,7.71,9.7,2020,2020_16_MIA_LVR
KAN,2020-12-20,26,Sun,14,15,@,NOR,W 32-29,26,47,21,55.3,232,3,0,6.4,0.0,92.0,4,22,7.84,4.9,4.55,6.21,5.73,8.9,2020,2020_15_KAN_NOR
SFO,2020-12-20,26,Sun,14,15,@,DAL,L 33-41,26,43,17,60.5,308,3,2,7.0,4.7,87.3,2,11,4.44,7.2,6.84,6.47,6.18,11.8,2020,2020_15_SFO_DAL
GNB,2020-12-13,26,Sun,13,14,@,DET,W 31-24,26,33,7,78.8,290,3,0,9.1,0.0,133.6,0,0,0.00,8.8,8.79,10.61,10.61,11.2,2020,2020_14_GNB_DET
SFO,2020-12-07,26,Mon,12,13,,BUF,L 24-34,26,39,13,66.7,316,3,2,7.7,5.1,95.7,0,0,0.00,8.1,8.10,7.33,7.33,12.2,2020,2020_13_SFO_BUF
CLE,2020-12-06,26,Sun,12,13,@,TEN,W 41-35,26,34,8,76.5,340,4,0,11.8,0.0,146.7,0,0,0.00,10.0,10.00,12.35,12.35,13.1,2020,2020_13_CLE_TEN
MIA,2020-12-06,26,Sun,12,13,,CIN,W 19-7,26,39,13,66.7,296,1,0,2.6,0.0,97.8,0,0,0.00,7.6,7.59,8.10,8.10,11.4,2020,2020_13_MIA_CIN
LAC,2020-12-06,26,Sun,12,13,,NWE,L 0-45,26,53,27,49.1,188,0,2,0.0,3.8,43.7,3,21,5.36,3.5,3.36,1.85,1.75,7.2,2020,2020_13_LAC_NWE
HOU,2020-12-06,26,Sun,12,13,,IND,L 20-26,26,38,12,68.4,308,0,1,0.0,2.6,85.5,5,33,11.63,8.1,7.16,6.92,6.12,11.8,2020,2020_13_HOU_IND
CHI,2020-12-06,26,Sun,12,13,,DET,L 30-34,26,34,8,76.5,249,1,0,2.9,0.0,108.3,2,18,5.56,7.3,6.92,7.91,7.47,9.6,2020,2020_13_CHI_DET
PHI,2020-11-30,26,Mon,11,12,,SEA,L 17-23,26,46,20,56.5,180,2,1,4.3,2.2,74.6,6,41,11.54,3.9,3.46,3.80,3.37,6.9,2020,2020_12_PHI_SEA
CHI,2020-11-29,26,Sun,11,12,@,GNB,L 25-41,26,46,20,56.5,229,3,2,6.5,4.3,74.7,3,13,6.12,5.0,4.67,4.33,4.06,8.8,2020,2020_12_CHI_GNB
TAM,2020-11-23,26,Mon,11,11,,LAR,L 24-27,26,48,22,54.2,209,2,2,4.2,4.2,62.5,1,7,2.04,4.4,4.27,3.31,3.24,8.0,2020,2020_11_TAM_LAR
NWE,2020-11-22,26,Sun,10,11,@,HOU,L 20-27,26,40,14,65.0,349,1,0,2.5,0.0,102.6,2,16,4.76,8.7,8.31,9.23,8.79,13.4,2020,2020_11_NWE_HOU
JAX,2020-11-08,26,Sun,8,9,,HOU,L 25-27,26,38,12,68.4,288,1,1,2.6,2.6,90.2,2,16,5.00,7.6,7.20,6.92,6.58,11.1,2020,2020_09_JAX_HOU
NYG,2020-11-02,26,Mon,8,8,,TAM,L 23-25,26,42,16,61.9,256,2,2,4.8,4.8,76.9,3,18,6.67,6.1,5.69,4.90,4.58,9.8,2020,2020_08_NYG_TAM
DEN,2020-11-01,26,Sun,7,8,,LAC,W 31-30,26,41,15,63.4,243,3,1,7.3,2.4,94.4,2,5,4.65,5.9,5.65,6.29,6.00,9.3,2020,2020_08_DEN_LAC
CIN,2020-11-01,26,Sun,8,8,,TEN,W 31-20,26,37,11,70.3,249,2,0,5.4,0.0,106.7,0,0,0.00,6.7,6.73,7.81,7.81,9.6,2020,2020_08_CIN_TEN
CAR,2020-10-04,26,Sun,4,4,,ARI,W 31-21,26,37,11,70.3,276,2,1,5.4,2.7,98.5,0,0,0.00,7.5,7.46,7.32,7.32,10.6,2020,2020_04_CAR_ARI
