Team,Date,Pen,Day,G#,Week,,Opp,Result,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,Season,game_id
IND,2017-10-29,7,Sun,8,8,@,CIN,L 23-24,7,45,5,54,12,99,2017,2017_08_IND_CIN
MIA,2017-10-26,7,Thu,7,8,@,BAL,L 0-40,7,43,5,40,12,83,2017,2017_08_MIA_BAL
NOR,2017-10-22,7,Sun,6,7,@,GNB,W 26-17,7,80,8,54,15,134,2017,2017_07_NOR_GNB
NYG,2017-10-22,7,Sun,7,7,,SEA,L 7-24,7,28,15,110,22,138,2017,2017_07_NYG_SEA
MIN,2017-10-15,7,Sun,6,6,,GNB,W 23-10,7,65,8,92,15,157,2017,2017_06_MIN_GNB
LAR,2017-10-15,7,Sun,6,6,@,JAX,W 27-17,7,70,5,40,12,110,2017,2017_06_LAR_JAX
DET,2017-10-15,7,Sun,6,6,@,NOR,L 38-52,7,46,13,118,20,164,2017,2017_06_DET_NOR
KAN,2017-10-15,7,Sun,6,6,,PIT,L 13-19,7,48,6,57,13,105,2017,2017_06_KAN_PIT
ARI,2017-10-15,7,Sun,6,6,,TAM,W 38-33,7,61,9,49,16,110,2017,2017_06_ARI_TAM
SFO,2017-10-15,7,Sun,6,6,@,WAS,L 24-26,7,40,5,43,12,83,2017,2017_06_SFO_WAS
DAL,2017-10-08,7,Sun,5,5,,GNB,L 31-35,7,70,6,38,13,108,2017,2017_05_DAL_GNB
HOU,2017-10-08,7,Sun,5,5,,KAN,L 34-42,7,59,6,64,13,123,2017,2017_05_HOU_KAN
ARI,2017-10-08,7,Sun,5,5,@,PHI,L 7-34,7,61,5,60,12,121,2017,2017_05_ARI_PHI
SEA,2017-10-08,7,Sun,5,5,@,LAR,W 16-10,7,40,5,45,12,85,2017,2017_05_SEA_LAR
IND,2017-10-08,7,Sun,5,5,,SFO,W 26-23 (OT),7,62,10,77,17,139,2017,2017_05_IND_SFO
WAS,2017-10-02,7,Mon,4,4,@,KAN,L 20-29,7,44,3,15,10,59,2017,2017_04_WAS_KAN
NWE,2017-10-01,7,Sun,4,4,,CAR,L 30-33,7,55,1,33,8,88,2017,2017_04_NWE_CAR
LAR,2017-10-01,7,Sun,4,4,@,DAL,W 35-30,7,41,4,45,11,86,2017,2017_04_LAR_DAL
OAK,2017-10-01,7,Sun,4,4,@,DEN,L 10-16,7,75,6,40,13,115,2017,2017_04_OAK_DEN
GNB,2017-09-28,7,Thu,4,4,,CHI,W 35-14,7,55,8,62,15,117,2017,2017_04_GNB_CHI
CIN,2017-09-24,7,Sun,3,3,@,GNB,L 24-27 (OT),7,68,4,33,11,101,2017,2017_03_CIN_GNB
TAM,2017-09-24,7,Sun,2,3,@,MIN,L 17-34,7,37,5,53,12,90,2017,2017_03_TAM_MIN
LAR,2017-09-21,7,Thu,3,3,@,SFO,W 41-39,7,52,10,55,17,107,2017,2017_03_LAR_SFO
NYG,2017-09-18,7,Mon,2,2,,DET,L 10-24,7,50,6,50,13,100,2017,2017_02_NYG_DET
BAL,2017-09-17,7,Sun,2,2,,CLE,W 24-10,7,45,11,65,18,110,2017,2017_02_BAL_CLE
TEN,2017-09-17,7,Sun,2,2,@,JAX,W 37-16,7,70,10,99,17,169,2017,2017_02_TEN_JAX
LAR,2017-09-17,7,Sun,2,2,,WAS,L 20-27,7,75,4,25,11,100,2017,2017_02_LAR_WAS
CIN,2017-09-14,7,Thu,2,2,,HOU,L 9-13,7,45,9,61,16,106,2017,2017_02_CIN_HOU
LAR,2017-09-10,7,Sun,1,1,,IND,W 46-9,7,50,4,20,11,70,2017,2017_01_LAR_IND
NYJ,2023-01-08,6,Sun,17,18,@,MIA,L 6-11,6,54,5,47,11,101,2022,2022_18_NYJ_MIA
DAL,2023-01-08,6,Sun,17,18,@,WAS,L 6-26,6,74,2,10,8,84,2022,2022_18_DAL_WAS
TEN,2023-01-07,6,Sat,17,18,@,JAX,L 16-20,6,40,4,25,10,65,2022,2022_18_TEN_JAX
LVR,2023-01-07,6,Sat,17,18,,KAN,L 13-31,6,47,5,43,11,90,2022,2022_18_LVR_KAN
DET,2023-01-01,6,Sun,16,17,,CHI,W 41-10,6,42,3,49,9,91,2022,2022_17_DET_CHI
MIN,2023-01-01,6,Sun,16,17,@,GNB,L 17-41,6,35,3,30,9,65,2022,2022_17_MIN_GNB
NWE,2023-01-01,6,Sun,16,17,,MIA,W 23-21,6,39,9,71,15,110,2022,2022_17_NWE_MIA
PIT,2023-01-01,6,Sun,16,17,@,BAL,W 16-13,6,43,4,30,10,73,2022,2022_17_PIT_BAL
LVR,2023-01-01,6,Sun,16,17,,SFO,L 34-37 (OT),6,49,9,71,15,120,2022,2022_17_LVR_SFO
LAC,2022-12-26,6,Mon,15,16,@,IND,W 20-3,6,60,2,11,8,71,2022,2022_16_LAC_IND
DEN,2022-12-25,6,Sun,15,16,@,LAR,L 14-51,6,55,3,6,9,61,2022,2022_16_DEN_LAR
ARI,2022-12-25,6,Sun,15,16,,TAM,L 16-19 (OT),6,74,5,30,11,104,2022,2022_16_ARI_TAM
SEA,2022-12-24,6,Sat,15,16,@,KAN,L 10-24,6,35,5,39,11,74,2022,2022_16_SEA_KAN
WAS,2022-12-24,6,Sat,15,16,@,SFO,L 20-37,6,51,4,25,10,76,2022,2022_16_WAS_SFO
NOR,2022-12-18,6,Sun,14,15,,ATL,W 21-18,6,46,3,30,9,76,2022,2022_15_NOR_ATL
WAS,2022-12-18,6,Sun,14,15,,NYG,L 12-20,6,40,5,30,11,70,2022,2022_15_WAS_NYG
DET,2022-12-18,6,Sun,14,15,@,NYJ,W 20-17,6,52,2,20,8,72,2022,2022_15_DET_NYJ
CHI,2022-12-18,6,Sun,14,15,,PHI,L 20-25,6,30,2,25,8,55,2022,2022_15_CHI_PHI
NWE,2022-12-18,6,Sun,14,15,@,LVR,L 24-30,6,30,13,90,19,120,2022,2022_15_NWE_LVR
TEN,2022-12-18,6,Sun,14,15,@,LAC,L 14-17,6,62,3,20,9,82,2022,2022_15_TEN_LAC
DEN,2022-12-11,6,Sun,13,14,,KAN,L 28-34,6,38,4,70,10,108,2022,2022_14_DEN_KAN
LAC,2022-12-11,6,Sun,13,14,,MIA,W 23-17,6,40,6,50,12,90,2022,2022_14_LAC_MIA
MIA,2022-12-11,6,Sun,13,14,@,LAC,L 17-23,6,50,6,40,12,90,2022,2022_14_MIA_LAC
CAR,2022-12-11,6,Sun,13,14,@,SEA,W 30-24,6,29,3,35,9,64,2022,2022_14_CAR_SEA
NOR,2022-12-05,6,Mon,13,13,@,TAM,L 16-17,6,84,4,39,10,123,2022,2022_13_NOR_TAM
IND,2022-12-04,6,Sun,13,13,@,DAL,L 19-54,6,88,3,43,9,131,2022,2022_13_IND_DAL
CLE,2022-12-04,6,Sun,12,13,@,HOU,W 27-14,6,56,5,31,11,87,2022,2022_13_CLE_HOU
CIN,2022-12-04,6,Sun,12,13,,KAN,W 27-24,6,65,4,35,10,100,2022,2022_13_CIN_KAN
NYJ,2022-12-04,6,Sun,12,13,@,MIN,L 22-27,6,40,3,44,9,84,2022,2022_13_NYJ_MIN
ATL,2022-12-04,6,Sun,13,13,,PIT,L 16-19,6,48,7,30,13,78,2022,2022_13_ATL_PIT
SEA,2022-12-04,6,Sun,12,13,@,LAR,W 27-23,6,42,4,39,10,81,2022,2022_13_SEA_LAR
NWE,2022-12-01,6,Thu,12,13,,BUF,L 10-24,6,62,6,47,12,109,2022,2022_13_NWE_BUF
BUF,2022-12-01,6,Thu,12,13,@,NWE,W 24-10,6,47,6,62,12,109,2022,2022_13_BUF_NWE
NOR,2022-11-27,6,Sun,12,12,@,SFO,L 0-13,6,46,7,64,13,110,2022,2022_12_NOR_SFO
NWE,2022-11-24,6,Thu,11,12,@,MIN,L 26-33,6,55,3,20,9,75,2022,2022_12_NWE_MIN
CLE,2022-11-20,6,Sun,10,11,@,BUF,L 23-31,6,42,8,89,14,131,2022,2022_11_CLE_BUF
DAL,2022-11-20,6,Sun,10,11,@,MIN,W 40-3,6,39,7,59,13,98,2022,2022_11_DAL_MIN
LAR,2022-11-20,6,Sun,10,11,@,NOR,L 20-27,6,55,2,15,8,70,2022,2022_11_LAR_NOR
CIN,2022-11-20,6,Sun,10,11,@,PIT,W 37-30,6,44,8,70,14,114,2022,2022_11_CIN_PIT
GNB,2022-11-13,6,Sun,10,10,,DAL,W 31-28 (OT),6,40,9,83,15,123,2022,2022_10_GNB_DAL
CLE,2022-11-13,6,Sun,9,10,@,MIA,L 17-39,6,52,5,43,11,95,2022,2022_10_CLE_MIA
SEA,2022-11-13,6,Sun,10,10,@,TAM,L 16-21,6,46,4,40,10,86,2022,2022_10_SEA_TAM
SEA,2022-11-06,6,Sun,9,9,@,ARI,W 31-21,6,34,12,77,18,111,2022,2022_09_SEA_ARI
CLE,2022-10-31,6,Mon,8,8,,CIN,W 32-13,6,56,2,6,8,62,2022,2022_08_CLE_CIN
DAL,2022-10-30,6,Sun,8,8,,CHI,W 49-29,6,41,6,45,12,86,2022,2022_08_DAL_CHI
CHI,2022-10-30,6,Sun,8,8,@,DAL,L 29-49,6,45,6,41,12,86,2022,2022_08_CHI_DAL
TEN,2022-10-30,6,Sun,7,8,@,HOU,W 17-10,6,35,6,45,12,80,2022,2022_08_TEN_HOU
DET,2022-10-30,6,Sun,7,8,,MIA,L 27-31,6,30,7,55,13,85,2022,2022_08_DET_MIA
LVR,2022-10-30,6,Sun,7,8,@,NOR,L 0-24,6,59,5,27,11,86,2022,2022_08_LVR_NOR
NWE,2022-10-30,6,Sun,8,8,@,NYJ,W 22-17,6,54,4,41,10,95,2022,2022_08_NWE_NYJ
HOU,2022-10-30,6,Sun,7,8,,TEN,L 10-17,6,45,6,35,12,80,2022,2022_08_HOU_TEN
NYG,2022-10-30,6,Sun,8,8,@,SEA,L 13-27,6,53,3,25,9,78,2022,2022_08_NYG_SEA
CLE,2022-10-23,6,Sun,7,7,@,BAL,L 20-23,6,45,3,53,9,98,2022,2022_07_CLE_BAL
SEA,2022-10-16,6,Sun,6,6,,ARI,W 19-9,6,44,6,53,12,97,2022,2022_06_SEA_ARI
TAM,2022-10-16,6,Sun,6,6,@,PIT,L 18-20,6,42,7,45,13,87,2022,2022_06_TAM_PIT
ARI,2022-10-16,6,Sun,6,6,@,SEA,L 9-19,6,53,6,44,12,97,2022,2022_06_ARI_SEA
TAM,2022-10-09,6,Sun,5,5,,ATL,W 21-15,6,45,6,55,12,100,2022,2022_05_TAM_ATL
PIT,2022-10-09,6,Sun,5,5,@,BUF,L 3-38,6,54,5,28,11,82,2022,2022_05_PIT_BUF
BAL,2022-10-09,6,Sun,5,5,,CIN,W 19-17,6,48,4,20,10,68,2022,2022_05_BAL_CIN
NWE,2022-10-09,6,Sun,5,5,,DET,W 29-0,6,46,7,82,13,128,2022,2022_05_NWE_DET
NYG,2022-10-09,6,Sun,5,5,@,GNB,W 27-22,6,63,7,37,13,100,2022,2022_05_NYG_GNB
JAX,2022-10-09,6,Sun,5,5,,HOU,L 6-13,6,48,4,25,10,73,2022,2022_05_JAX_HOU
CHI,2022-10-09,6,Sun,5,5,@,MIN,L 22-29,6,40,7,70,13,110,2022,2022_05_CHI_MIN
CLE,2022-10-09,6,Sun,5,5,,LAC,L 28-30,6,65,4,17,10,82,2022,2022_05_CLE_LAC
NOR,2022-10-09,6,Sun,5,5,,SEA,W 39-32,6,57,12,85,18,142,2022,2022_05_NOR_SEA
ATL,2022-10-09,6,Sun,5,5,@,TAM,L 15-21,6,55,6,45,12,100,2022,2022_05_ATL_TAM
TEN,2022-10-02,6,Sun,4,4,@,IND,W 24-17,6,40,7,50,13,90,2022,2022_04_TEN_IND
CAR,2022-10-02,6,Sun,4,4,,ARI,L 16-26,6,76,7,61,13,137,2022,2022_04_CAR_ARI
LAC,2022-10-02,6,Sun,4,4,@,HOU,W 34-24,6,61,9,67,15,128,2022,2022_04_LAC_HOU
MIA,2022-09-29,6,Thu,4,4,@,CIN,L 15-27,6,41,6,74,12,115,2022,2022_04_MIA_CIN
CIN,2022-09-29,6,Thu,4,4,,MIA,W 27-15,6,74,6,41,12,115,2022,2022_04_CIN_MIA
SEA,2022-09-25,6,Sun,3,3,,ATL,L 23-27,6,47,2,15,8,62,2022,2022_03_SEA_ATL
KAN,2022-09-25,6,Sun,3,3,@,IND,L 17-20,6,45,4,34,10,79,2022,2022_03_KAN_IND
LAR,2022-09-25,6,Sun,3,3,@,ARI,W 20-12,6,35,6,50,12,85,2022,2022_03_LAR_ARI
TAM,2022-09-25,6,Sun,3,3,,GNB,L 12-14,6,40,8,65,14,105,2022,2022_03_TAM_GNB
CHI,2022-09-25,6,Sun,3,3,,HOU,W 23-20,6,32,3,25,9,57,2022,2022_03_CHI_HOU
LVR,2022-09-25,6,Sun,3,3,@,TEN,L 22-24,6,44,7,85,13,129,2022,2022_03_LVR_TEN
ARI,2022-09-25,6,Sun,3,3,,LAR,L 12-20,6,50,6,35,12,85,2022,2022_03_ARI_LAR
KAN,2022-09-15,6,Thu,2,2,,LAC,W 27-24,6,54,3,25,9,79,2022,2022_02_KAN_LAC
HOU,2022-09-11,6,Sun,1,1,,IND,T 20-20 (OT),6,40,7,89,13,129,2022,2022_01_HOU_IND
WAS,2022-09-11,6,Sun,1,1,,JAX,W 28-22,6,63,13,90,19,153,2022,2022_01_WAS_JAX
NYJ,2022-09-11,6,Sun,1,1,,BAL,L 9-24,6,81,5,29,11,110,2022,2022_01_NYJ_BAL
SFO,2022-01-09,6,Sun,17,18,@,LAR,W 27-24 (OT),6,56,3,15,9,71,2021,2021_18_SFO_LAR
PIT,2022-01-09,6,Sun,17,18,@,BAL,W 16-13 (OT),6,43,1,5,7,48,2021,2021_18_PIT_BAL
ARI,2022-01-09,6,Sun,17,18,,SEA,L 30-38,6,46,4,30,10,76,2021,2021_18_ARI_SEA
JAX,2022-01-09,6,Sun,17,18,,IND,W 26-11,6,49,4,52,10,101,2021,2021_18_JAX_IND
DEN,2022-01-08,6,Sat,17,18,,KAN,L 24-28,6,45,5,45,11,90,2021,2021_18_DEN_KAN
LVR,2022-01-02,6,Sun,16,17,@,IND,W 23-20,6,41,3,25,9,66,2021,2021_17_LVR_IND
TEN,2022-01-02,6,Sun,16,17,,MIA,W 34-3,6,70,5,55,11,125,2021,2021_17_TEN_MIA
PHI,2022-01-02,6,Sun,16,17,@,WAS,W 20-16,6,42,1,4,7,46,2021,2021_17_PHI_WAS
NYG,2021-12-26,6,Sun,15,16,@,PHI,L 10-34,6,40,11,79,17,119,2021,2021_16_NYG_PHI
CAR,2021-12-26,6,Sun,15,16,,TAM,L 6-32,6,32,6,50,12,82,2021,2021_16_CAR_TAM
DET,2021-12-26,6,Sun,15,16,@,ATL,L 16-20,6,30,2,15,8,45,2021,2021_16_DET_ATL
TAM,2021-12-26,6,Sun,15,16,@,CAR,W 32-6,6,50,6,32,12,82,2021,2021_16_TAM_CAR
BAL,2021-12-26,6,Sun,15,16,@,CIN,L 21-41,6,27,5,45,11,72,2021,2021_16_BAL_CIN
CLE,2021-12-25,6,Sat,15,16,@,GNB,L 22-24,6,38,3,29,9,67,2021,2021_16_CLE_GNB
TEN,2021-12-23,6,Thu,15,16,,SFO,W 20-17,6,57,5,41,11,98,2021,2021_16_TEN_SFO
NOR,2021-12-19,6,Sun,14,15,@,TAM,W 9-0,6,41,3,30,9,71,2021,2021_15_NOR_TAM
DEN,2021-12-19,6,Sun,14,15,,CIN,L 10-15,6,60,6,38,12,98,2021,2021_15_DEN_CIN
DET,2021-12-19,6,Sun,14,15,,ARI,W 30-12,6,49,7,83,13,132,2021,2021_15_DET_ARI
NYG,2021-12-19,6,Sun,14,15,,DAL,L 6-21,6,34,6,45,12,79,2021,2021_15_NYG_DAL
CIN,2021-12-19,6,Sun,14,15,@,DEN,W 15-10,6,38,6,60,12,98,2021,2021_15_CIN_DEN
DAL,2021-12-19,6,Sun,14,15,@,NYG,W 21-6,6,45,6,34,12,79,2021,2021_15_DAL_NYG
CAR,2021-12-12,6,Sun,13,14,,ATL,L 21-29,6,45,6,60,12,105,2021,2021_14_CAR_ATL
ATL,2021-12-12,6,Sun,13,14,@,CAR,W 29-21,6,60,6,45,12,105,2021,2021_14_ATL_CAR
SFO,2021-12-12,6,Sun,13,14,@,CIN,W 26-23 (OT),6,40,2,19,8,59,2021,2021_14_SFO_CIN
DET,2021-12-12,6,Sun,13,14,@,DEN,L 10-38,6,53,2,18,8,71,2021,2021_14_DET_DEN
LAC,2021-12-12,6,Sun,13,14,,NYG,W 37-21,6,39,3,20,9,59,2021,2021_14_LAC_NYG
HOU,2021-12-12,6,Sun,13,14,,SEA,L 13-33,6,52,8,69,14,121,2021,2021_14_HOU_SEA
NWE,2021-12-06,6,Mon,13,13,@,BUF,W 14-10,6,47,3,20,9,67,2021,2021_13_NWE_BUF
CHI,2021-12-05,6,Sun,12,13,,ARI,L 22-33,6,45,8,63,14,108,2021,2021_13_CHI_ARI
NYJ,2021-12-05,6,Sun,12,13,,PHI,L 18-33,6,66,3,20,9,86,2021,2021_13_NYJ_PHI
WAS,2021-12-05,6,Sun,12,13,@,LVR,W 17-15,6,47,6,54,12,101,2021,2021_13_WAS_LVR
SEA,2021-12-05,6,Sun,12,13,,SFO,W 30-23,6,40,10,86,16,126,2021,2021_13_SEA_SFO
ATL,2021-12-05,6,Sun,12,13,,TAM,L 17-30,6,39,3,15,9,54,2021,2021_13_ATL_TAM
LVR,2021-12-05,6,Sun,12,13,,WAS,L 15-17,6,54,6,47,12,101,2021,2021_13_LVR_WAS
SEA,2021-11-29,6,Mon,11,12,@,WAS,L 15-17,6,51,4,38,10,89,2021,2021_12_SEA_WAS
IND,2021-11-28,6,Sun,12,12,,TAM,L 31-38,6,66,4,44,10,110,2021,2021_12_IND_TAM
JAX,2021-11-28,6,Sun,11,12,,ATL,L 14-21,6,43,5,26,11,69,2021,2021_12_JAX_ATL
TAM,2021-11-22,6,Mon,10,11,,NYG,W 30-10,6,39,4,30,10,69,2021,2021_11_TAM_NYG
BAL,2021-11-21,6,Sun,10,11,@,CHI,W 16-13,6,36,6,58,12,94,2021,2021_11_BAL_CHI
KAN,2021-11-21,6,Sun,11,11,,DAL,W 19-9,6,64,6,45,12,109,2021,2021_11_KAN_DAL
DAL,2021-11-21,6,Sun,10,11,@,KAN,L 9-19,6,45,6,64,12,109,2021,2021_11_DAL_KAN
PHI,2021-11-21,6,Sun,11,11,,NOR,W 40-29,6,49,3,25,9,74,2021,2021_11_PHI_NOR
CHI,2021-11-21,6,Sun,10,11,,BAL,L 13-16,6,58,6,36,12,94,2021,2021_11_CHI_BAL
TAM,2021-11-14,6,Sun,9,10,@,WAS,L 19-29,6,43,3,33,9,76,2021,2021_10_TAM_WAS
NWE,2021-11-14,6,Sun,10,10,,CLE,W 45-7,6,46,6,42,12,88,2021,2021_10_NWE_CLE
ATL,2021-11-14,6,Sun,9,10,@,DAL,L 3-43,6,41,8,80,14,121,2021,2021_10_ATL_DAL
CLE,2021-11-14,6,Sun,10,10,@,NWE,L 7-45,6,42,6,46,12,88,2021,2021_10_CLE_NWE
NWE,2021-11-07,6,Sun,9,9,@,CAR,W 24-6,6,35,10,83,16,118,2021,2021_09_NWE_CAR
KAN,2021-11-07,6,Sun,9,9,,GNB,W 13-7,6,33,4,19,10,52,2021,2021_09_KAN_GNB
ATL,2021-11-07,6,Sun,8,9,@,NOR,W 27-25,6,76,10,74,16,150,2021,2021_09_ATL_NOR
LVR,2021-11-07,6,Sun,8,9,@,NYG,L 16-23,6,65,4,35,10,100,2021,2021_09_LVR_NYG
HOU,2021-10-31,6,Sun,8,8,,LAR,L 22-38,6,38,3,20,9,58,2021,2021_08_HOU_LAR
SEA,2021-10-25,6,Mon,7,7,,NOR,L 10-13,6,53,7,90,13,143,2021,2021_07_SEA_NOR
MIA,2021-10-24,6,Sun,7,7,,ATL,L 28-30,6,44,3,29,9,73,2021,2021_07_MIA_ATL
TEN,2021-10-24,6,Sun,7,7,,KAN,W 27-3,6,31,9,77,15,108,2021,2021_07_TEN_KAN
NWE,2021-10-24,6,Sun,7,7,,NYJ,W 54-13,6,95,5,29,11,124,2021,2021_07_NWE_NYJ
IND,2021-10-24,6,Sun,7,7,@,SFO,W 30-18,6,45,7,122,13,167,2021,2021_07_IND_SFO
SEA,2021-10-17,6,Sun,6,6,@,PIT,L 20-23 (OT),6,45,5,38,11,83,2021,2021_06_SEA_PIT
DEN,2021-10-17,6,Sun,6,6,,LVR,L 24-34,6,53,6,54,12,107,2021,2021_06_DEN_LVR
LVR,2021-10-17,6,Sun,6,6,@,DEN,W 34-24,6,54,6,53,12,107,2021,2021_06_LVR_DEN
WAS,2021-10-17,6,Sun,6,6,,KAN,L 13-31,6,44,5,47,11,91,2021,2021_06_WAS_KAN
CAR,2021-10-17,6,Sun,6,6,,MIN,L 28-34 (OT),6,28,11,98,17,126,2021,2021_06_CAR_MIN
PHI,2021-10-10,6,Sun,5,5,@,CAR,W 21-18,6,60,9,69,15,129,2021,2021_05_PHI_CAR
LAC,2021-10-10,6,Sun,5,5,,CLE,W 47-42,6,49,7,77,13,126,2021,2021_05_LAC_CLE
TAM,2021-10-10,6,Sun,5,5,,MIA,W 45-17,6,47,5,37,11,84,2021,2021_05_TAM_MIA
ARI,2021-10-10,6,Sun,5,5,,SFO,W 17-10,6,62,7,60,13,122,2021,2021_05_ARI_SFO
NOR,2021-10-10,6,Sun,5,5,@,WAS,W 33-22,6,45,5,37,11,82,2021,2021_05_NOR_WAS
NYJ,2021-10-03,6,Sun,4,4,,TEN,W 27-24 (OT),6,65,8,98,14,163,2021,2021_04_NYJ_TEN
WAS,2021-10-03,6,Sun,4,4,@,ATL,W 34-30,6,85,7,36,13,121,2021,2021_04_WAS_ATL
CAR,2021-10-03,6,Sun,4,4,@,DAL,L 28-36,6,32,7,50,13,82,2021,2021_04_CAR_DAL
BAL,2021-10-03,6,Sun,4,4,@,DEN,W 23-7,6,55,4,25,10,80,2021,2021_04_BAL_DEN
CIN,2021-09-30,6,Thu,4,4,,JAX,W 24-21,6,38,2,10,8,48,2021,2021_04_CIN_JAX
BAL,2021-09-26,6,Sun,3,3,@,DET,W 19-17,6,69,7,35,13,104,2021,2021_03_BAL_DET
DEN,2021-09-26,6,Sun,3,3,,NYJ,W 26-0,6,50,9,90,15,140,2021,2021_03_DEN_NYJ
KAN,2021-09-26,6,Sun,3,3,,LAC,L 24-30,6,56,8,50,14,106,2021,2021_03_KAN_LAC
ATL,2021-09-19,6,Sun,2,2,@,TAM,L 25-48,6,49,9,83,15,132,2021,2021_02_ATL_TAM
BUF,2021-09-19,6,Sun,2,2,@,MIA,W 35-0,6,53,9,83,15,136,2021,2021_02_BUF_MIA
NWE,2021-09-19,6,Sun,2,2,@,NYJ,W 25-6,6,54,8,77,14,131,2021,2021_02_NWE_NYJ
NOR,2021-09-12,6,Sun,1,1,,GNB,W 38-3,6,36,5,33,11,69,2021,2021_01_NOR_GNB
CAR,2021-09-12,6,Sun,1,1,,NYJ,W 19-14,6,38,5,30,11,68,2021,2021_01_CAR_NYJ
LAC,2021-09-12,6,Sun,1,1,@,WAS,W 20-16,6,94,8,57,14,151,2021,2021_01_LAC_WAS
BAL,2021-01-03,6,Sun,16,17,@,CIN,W 38-3,6,49,3,29,9,78,2020,2020_17_BAL_CIN
NYG,2021-01-03,6,Sun,16,17,,DAL,W 23-19,6,45,6,58,12,103,2020,2020_17_NYG_DAL
TEN,2021-01-03,6,Sun,16,17,@,HOU,W 41-38,6,50,6,44,12,94,2020,2020_17_TEN_HOU
DAL,2021-01-03,6,Sun,16,17,@,NYG,L 19-23,6,58,6,45,12,103,2020,2020_17_DAL_NYG
NWE,2021-01-03,6,Sun,16,17,,NYJ,W 28-14,6,47,3,30,9,77,2020,2020_17_NWE_NYJ
HOU,2021-01-03,6,Sun,16,17,,TEN,L 38-41,6,44,6,50,12,94,2020,2020_17_HOU_TEN
ARI,2021-01-03,6,Sun,16,17,@,LAR,L 7-18,6,38,5,38,11,76,2020,2020_17_ARI_LAR
PHI,2021-01-03,6,Sun,16,17,,WAS,L 14-20,6,41,5,56,11,97,2020,2020_17_PHI_WAS
KAN,2020-12-27,6,Sun,15,16,,ATL,W 17-14,6,41,7,45,13,86,2020,2020_16_KAN_ATL
HOU,2020-12-27,6,Sun,15,16,,CIN,L 31-37,6,46,5,35,11,81,2020,2020_16_HOU_CIN
PIT,2020-12-27,6,Sun,15,16,,IND,W 28-24,6,49,9,83,15,132,2020,2020_16_PIT_IND
LAC,2020-12-27,6,Sun,15,16,,DEN,W 19-16,6,45,6,44,12,89,2020,2020_16_LAC_DEN
CLE,2020-12-27,6,Sun,15,16,@,NYJ,L 16-23,6,51,7,58,13,109,2020,2020_16_CLE_NYJ
DEN,2020-12-27,6,Sun,15,16,@,LAC,L 16-19,6,44,6,45,12,89,2020,2020_16_DEN_LAC
CLE,2020-12-20,6,Sun,14,15,@,NYG,W 20-6,6,60,2,25,8,85,2020,2020_15_CLE_NYG
NYJ,2020-12-20,6,Sun,14,15,@,LAR,W 23-20,6,61,5,43,11,104,2020,2020_15_NYJ_LAR
WAS,2020-12-20,6,Sun,14,15,,SEA,L 15-20,6,41,4,45,10,86,2020,2020_15_WAS_SEA
LVR,2020-12-17,6,Thu,14,15,,LAC,L 27-30 (OT),6,69,3,20,9,89,2020,2020_15_LVR_LAC
LAC,2020-12-13,6,Sun,13,14,,ATL,W 20-17,6,40,4,35,10,75,2020,2020_14_LAC_ATL
HOU,2020-12-13,6,Sun,13,14,@,CHI,L 7-36,6,50,7,44,13,94,2020,2020_14_HOU_CHI
LVR,2020-12-13,6,Sun,13,14,,IND,L 27-44,6,33,6,50,12,83,2020,2020_14_LVR_IND
PHI,2020-12-13,6,Sun,13,14,,NOR,W 24-21,6,27,8,52,14,79,2020,2020_14_PHI_NOR
IND,2020-12-13,6,Sun,13,14,@,LVR,W 44-27,6,50,6,33,12,83,2020,2020_14_IND_LVR
PIT,2020-12-07,6,Mon,12,13,,WAS,L 17-23,6,45,9,62,15,107,2020,2020_13_PIT_WAS
LAR,2020-12-06,6,Sun,12,13,@,ARI,W 38-28,6,75,5,21,11,96,2020,2020_13_LAR_ARI
MIN,2020-12-06,6,Sun,12,13,,JAX,W 27-24 (OT),6,41,10,83,16,124,2020,2020_13_MIN_JAX
CIN,2020-12-06,6,Sun,12,13,@,MIA,L 7-19,6,62,8,54,14,116,2020,2020_13_CIN_MIA
SEA,2020-12-06,6,Sun,12,13,,NYG,L 12-17,6,41,6,35,12,76,2020,2020_13_SEA_NYG
NYJ,2020-12-06,6,Sun,12,13,,LVR,L 28-31,6,40,3,21,9,61,2020,2020_13_NYJ_LVR
NYG,2020-12-06,6,Sun,12,13,@,SEA,W 17-12,6,35,6,41,12,76,2020,2020_13_NYG_SEA
NWE,2020-11-29,6,Sun,11,12,,ARI,W 20-17,6,42,6,50,12,92,2020,2020_12_NWE_ARI
CLE,2020-11-29,6,Sun,11,12,@,JAX,W 27-25,6,47,5,24,11,71,2020,2020_12_CLE_JAX
NYJ,2020-11-29,6,Sun,11,12,,MIA,L 3-20,6,74,3,20,9,94,2020,2020_12_NYJ_MIA
ARI,2020-11-29,6,Sun,11,12,@,NWE,L 17-20,6,50,6,42,12,92,2020,2020_12_ARI_NWE
IND,2020-11-29,6,Sun,11,12,,TEN,L 26-45,6,50,9,63,15,113,2020,2020_12_IND_TEN
ATL,2020-11-29,6,Sun,11,12,,LVR,W 43-6,6,49,11,141,17,190,2020,2020_12_ATL_LVR
WAS,2020-11-22,6,Sun,10,11,,CIN,W 20-9,6,49,3,31,9,80,2020,2020_11_WAS_CIN
