Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,Season,game_id
ATL,2021-12-19,23,Sun,14,15,@,SFO,L 13-31,23,62,2.7,0,2021,2021_15_ATL_SFO
SFO,2021-12-12,23,Sun,13,14,@,CIN,W 26-23 (OT),23,100,4.3,1,2021,2021_14_SFO_CIN
BAL,2021-12-12,23,Sun,13,14,@,CLE,L 22-24,23,118,5.1,1,2021,2021_14_BAL_CLE
WAS,2021-12-12,23,Sun,13,14,,DAL,L 20-27,23,100,4.3,1,2021,2021_14_WAS_DAL
CHI,2021-12-12,23,Sun,13,14,@,GNB,L 30-45,23,137,6.0,0,2021,2021_14_CHI_GNB
ATL,2021-12-05,23,Sun,12,13,,TAM,L 17-30,23,121,5.3,1,2021,2021_13_ATL_TAM
DET,2021-11-21,23,Sun,10,11,@,CLE,L 10-13,23,168,7.3,1,2021,2021_11_DET_CLE
BAL,2021-11-11,23,Thu,9,10,@,MIA,L 10-22,23,94,4.1,0,2021,2021_10_BAL_MIA
CLE,2021-11-07,23,Sun,9,9,@,CIN,W 41-16,23,153,6.7,2,2021,2021_09_CLE_CIN
CIN,2021-11-07,23,Sun,9,9,,CLE,L 16-41,23,85,3.7,2,2021,2021_09_CIN_CLE
CIN,2021-11-07,23,Sun,9,9,,CLE,L 16-41,23,85,3.7,2,2021,2021_09_CIN_CLE
MIA,2021-10-31,23,Sun,8,8,@,BUF,L 11-26,23,68,3.0,1,2021,2021_08_MIA_BUF
BUF,2021-10-31,23,Sun,7,8,,MIA,W 26-11,23,102,4.4,1,2021,2021_08_BUF_MIA
CLE,2021-10-31,23,Sun,8,8,,PIT,L 10-15,23,96,4.2,1,2021,2021_08_CLE_PIT
BUF,2021-10-18,23,Mon,6,6,@,TEN,L 31-34,23,82,3.6,0,2021,2021_06_BUF_TEN
CAR,2021-10-17,23,Sun,6,6,,MIN,L 28-34 (OT),23,118,5.1,1,2021,2021_06_CAR_MIN
DEN,2021-10-17,23,Sun,6,6,,LVR,L 24-34,23,112,4.9,0,2021,2021_06_DEN_LVR
LVR,2021-10-17,23,Sun,6,6,@,DEN,W 34-24,23,86,3.7,2,2021,2021_06_LVR_DEN
NOR,2021-10-10,23,Sun,5,5,@,WAS,W 33-22,23,98,4.3,1,2021,2021_05_NOR_WAS
KAN,2021-10-10,23,Sun,5,5,,BUF,L 20-38,23,120,5.2,0,2021,2021_05_KAN_BUF
LAC,2021-10-10,23,Sun,5,5,,CLE,W 47-42,23,112,4.9,3,2021,2021_05_LAC_CLE
LAR,2021-10-03,23,Sun,4,4,,ARI,L 20-37,23,121,5.3,0,2021,2021_04_LAR_ARI
MIN,2021-10-03,23,Sun,4,4,,CLE,L 7-14,23,65,2.8,0,2021,2021_04_MIN_CLE
LAR,2021-09-12,23,Sun,1,1,,CHI,W 34-14,23,74,3.2,1,2021,2021_01_LAR_CHI
MIA,2021-09-12,23,Sun,1,1,@,NWE,W 17-16,23,74,3.2,1,2021,2021_01_MIA_NWE
KAN,2021-09-12,23,Sun,1,1,,CLE,W 33-29,23,73,3.2,1,2021,2021_01_KAN_CLE
LVR,2021-01-03,23,Sun,16,17,@,DEN,W 32-31,23,106,4.6,2,2020,2020_17_LVR_DEN
ATL,2020-12-27,23,Sun,15,16,@,KAN,L 14-17,23,90,3.9,0,2020,2020_16_ATL_KAN
PIT,2020-12-21,23,Mon,14,15,@,CIN,L 17-27,23,86,3.7,1,2020,2020_15_PIT_CIN
IND,2020-12-20,23,Sun,14,15,,HOU,W 27-20,23,127,5.5,1,2020,2020_15_IND_HOU
CHI,2020-12-13,23,Sun,13,14,,HOU,W 36-7,23,169,7.3,1,2020,2020_14_CHI_HOU
NYJ,2020-12-13,23,Sun,13,14,@,SEA,L 3-40,23,69,3.0,0,2020,2020_14_NYJ_SEA
NYJ,2020-11-29,23,Sun,11,12,,MIA,L 3-20,23,87,3.8,0,2020,2020_12_NYJ_MIA
HOU,2020-11-26,23,Thu,11,12,@,DET,W 41-25,23,77,3.3,0,2020,2020_12_HOU_DET
PHI,2020-11-15,23,Sun,9,10,@,NYG,L 17-27,23,156,6.8,2,2020,2020_10_PHI_NYG
JAX,2020-11-15,23,Sun,9,10,@,GNB,L 20-24,23,109,4.7,0,2020,2020_10_JAX_GNB
CHI,2020-11-01,23,Sun,8,8,,NOR,L 23-26 (OT),23,96,4.2,0,2020,2020_08_CHI_NOR
TEN,2020-10-25,23,Sun,6,7,,PIT,L 24-27,23,82,3.6,1,2020,2020_07_TEN_PIT
BUF,2020-10-19,23,Mon,6,6,,KAN,L 17-26,23,84,3.7,0,2020,2020_06_BUF_KAN
ARI,2020-10-04,23,Sun,4,4,@,CAR,L 21-31,23,129,5.6,0,2020,2020_04_ARI_CAR
LAR,2020-10-04,23,Sun,4,4,,NYG,W 17-9,23,58,2.5,1,2020,2020_04_LAR_NYG
LAC,2020-10-04,23,Sun,4,4,@,TAM,L 31-38,23,46,2.0,0,2020,2020_04_LAC_TAM
LVR,2020-10-04,23,Sun,4,4,,BUF,L 23-30,23,86,3.7,0,2020,2020_04_LVR_BUF
LAC,2020-09-27,23,Sun,3,3,,CAR,L 16-21,23,117,5.1,1,2020,2020_03_LAC_CAR
BUF,2020-09-20,23,Sun,2,2,@,MIA,W 31-28,23,112,4.9,0,2020,2020_02_BUF_MIA
WAS,2020-09-20,23,Sun,2,2,@,ARI,L 15-30,23,117,5.1,1,2020,2020_02_WAS_ARI
JAX,2020-09-13,23,Sun,1,1,,IND,W 27-20,23,91,4.0,0,2020,2020_01_JAX_IND
PIT,2019-12-29,23,Sun,16,17,@,BAL,L 10-28,23,91,4.0,1,2019,2019_17_PIT_BAL
KAN,2019-12-29,23,Sun,16,17,,LAC,W 31-21,23,162,7.0,2,2019,2019_17_KAN_LAC
NOR,2019-12-22,23,Sun,15,16,@,TEN,W 38-28,23,102,4.4,2,2019,2019_16_NOR_TEN
SFO,2019-12-21,23,Sat,15,16,,LAR,W 34-31,23,119,5.2,2,2019,2019_16_SFO_LAR
BUF,2019-12-21,23,Sat,15,16,@,NWE,L 17-24,23,92,4.0,0,2019,2019_16_BUF_NWE
CLE,2019-12-15,23,Sun,14,15,@,ARI,L 24-38,23,152,6.6,1,2019,2019_15_CLE_ARI
BUF,2019-12-08,23,Sun,13,14,,BAL,L 17-24,23,104,4.5,0,2019,2019_14_BUF_BAL
JAX,2019-12-08,23,Sun,13,14,,LAC,L 10-45,23,88,3.8,0,2019,2019_14_JAX_LAC
HOU,2019-12-01,23,Sun,12,13,,NWE,W 28-22,23,52,2.3,0,2019,2019_13_HOU_NWE
CHI,2019-11-28,23,Thu,12,13,@,DET,W 24-20,23,88,3.8,0,2019,2019_13_CHI_DET
PHI,2019-11-24,23,Sun,11,12,,SEA,L 9-17,23,106,4.6,0,2019,2019_12_PHI_SEA
CAR,2019-11-10,23,Sun,9,10,@,GNB,L 16-24,23,120,5.2,1,2019,2019_10_CAR_GNB
BAL,2019-11-10,23,Sun,9,10,@,CIN,W 49-13,23,136,5.9,2,2019,2019_10_BAL_CIN
LAR,2019-11-10,23,Sun,9,10,@,PIT,L 12-17,23,88,3.8,0,2019,2019_10_LAR_PIT
WAS,2019-11-03,23,Sun,9,9,@,BUF,L 9-24,23,127,5.5,0,2019,2019_09_WAS_BUF
ARI,2019-10-31,23,Thu,9,9,,SFO,L 25-28,23,153,6.7,1,2019,2019_09_ARI_SFO
OAK,2019-10-27,23,Sun,7,8,@,HOU,L 24-27,23,93,4.0,0,2019,2019_08_OAK_HOU
BUF,2019-10-20,23,Sun,6,7,,MIA,W 31-21,23,117,5.1,0,2019,2019_07_BUF_MIA
GNB,2019-10-20,23,Sun,7,7,,OAK,W 42-24,23,60,2.6,1,2019,2019_07_GNB_OAK
CIN,2019-10-06,23,Sun,5,5,,ARI,L 23-26,23,108,4.7,0,2019,2019_05_CIN_ARI
NWE,2019-09-29,23,Sun,4,4,@,BUF,W 16-10,23,74,3.2,1,2019,2019_04_NWE_BUF
ARI,2019-09-29,23,Sun,4,4,,SEA,L 10-27,23,115,5.0,1,2019,2019_04_ARI_SEA
IND,2019-09-29,23,Sun,4,4,,OAK,L 24-31,23,81,3.5,0,2019,2019_04_IND_OAK
GNB,2019-09-22,23,Sun,3,3,,DEN,W 27-16,23,77,3.3,2,2019,2019_03_GNB_DEN
NOR,2019-09-22,23,Sun,3,3,@,SEA,W 33-27,23,88,3.8,1,2019,2019_03_NOR_SEA
HOU,2019-09-09,23,Mon,1,1,@,NOR,L 28-30,23,180,7.8,1,2019,2019_01_HOU_NOR
DEN,2019-09-09,23,Mon,1,1,@,OAK,L 16-24,23,95,4.1,0,2019,2019_01_DEN_OAK
CAR,2019-09-08,23,Sun,1,1,,LAR,L 27-30,23,127,5.5,3,2019,2019_01_CAR_LAR
ARI,2019-09-08,23,Sun,1,1,,DET,T 27-27 (OT),23,112,4.9,0,2019,2019_01_ARI_DET
NYJ,2018-12-30,23,Sun,16,17,@,NWE,L 3-38,23,104,4.5,0,2018,2018_17_NYJ_NWE
DET,2018-12-23,23,Sun,15,16,,MIN,L 9-27,23,86,3.7,0,2018,2018_16_DET_MIN
CAR,2018-12-17,23,Mon,14,15,,NOR,L 9-12,23,98,4.3,0,2018,2018_15_CAR_NOR
TAM,2018-12-09,23,Sun,13,14,,NOR,L 14-28,23,105,4.6,0,2018,2018_14_TAM_NOR
IND,2018-12-09,23,Sun,13,14,@,HOU,W 24-21,23,50,2.2,1,2018,2018_14_IND_HOU
MIA,2018-12-02,23,Sun,12,13,,BUF,W 21-17,23,60,2.6,0,2018,2018_13_MIA_BUF
CIN,2018-12-02,23,Sun,12,13,,DEN,L 10-24,23,111,4.8,0,2018,2018_13_CIN_DEN
GNB,2018-12-02,23,Sun,12,13,,ARI,L 17-20,23,98,4.3,1,2018,2018_13_GNB_ARI
SFO,2018-12-02,23,Sun,12,13,@,SEA,L 16-43,23,66,2.9,0,2018,2018_13_SFO_SEA
TEN,2018-11-26,23,Mon,11,12,@,HOU,L 17-34,23,105,4.6,0,2018,2018_12_TEN_HOU
DEN,2018-11-25,23,Sun,11,12,,PIT,W 24-17,23,124,5.4,1,2018,2018_12_DEN_PIT
NYG,2018-11-12,23,Mon,9,10,@,SFO,W 27-23,23,97,4.2,0,2018,2018_10_NYG_SFO
MIA,2018-11-11,23,Sun,10,10,@,GNB,L 12-31,23,131,5.7,0,2018,2018_10_MIA_GNB
KAN,2018-11-11,23,Sun,10,10,,ARI,W 26-14,23,118,5.1,1,2018,2018_10_KAN_ARI
LAR,2018-11-11,23,Sun,10,10,,SEA,W 36-31,23,149,6.5,2,2018,2018_10_LAR_SEA
IND,2018-11-11,23,Sun,9,10,,JAX,W 29-26,23,81,3.5,1,2018,2018_10_IND_JAX
MIN,2018-11-04,23,Sun,9,9,,DET,W 24-9,23,128,5.6,1,2018,2018_09_MIN_DET
OAK,2018-11-01,23,Thu,8,9,@,SFO,L 3-34,23,102,4.4,0,2018,2018_09_OAK_SFO
CLE,2018-10-21,23,Sun,7,7,@,TAM,L 23-26 (OT),23,119,5.2,1,2018,2018_07_CLE_TAM
BAL,2018-10-21,23,Sun,7,7,,NOR,L 23-24,23,77,3.3,1,2018,2018_07_BAL_NOR
IND,2018-10-14,23,Sun,6,6,@,NYJ,L 34-42,23,127,5.5,0,2018,2018_06_IND_NYJ
MIN,2018-10-07,23,Sun,5,5,@,PHI,W 23-21,23,77,3.3,0,2018,2018_05_MIN_PHI
ARI,2018-10-07,23,Sun,5,5,@,SFO,W 28-18,23,56,2.4,2,2018,2018_05_ARI_SFO
NWE,2018-10-04,23,Thu,5,5,,IND,W 38-24,23,97,4.2,2,2018,2018_05_NWE_IND
CIN,2018-09-30,23,Sun,4,4,@,ATL,W 37-36,23,99,4.3,2,2018,2018_04_CIN_ATL
TAM,2018-09-16,23,Sun,2,2,,PHI,W 27-21,23,43,1.9,0,2018,2018_02_TAM_PHI
NOR,2018-09-16,23,Sun,2,2,,CLE,W 21-18,23,62,2.7,0,2018,2018_02_NOR_CLE
OAK,2018-09-10,23,Mon,1,1,,LAR,L 13-33,23,95,4.1,1,2018,2018_01_OAK_LAR
NYG,2018-09-09,23,Sun,1,1,,JAX,L 15-20,23,114,5.0,1,2018,2018_01_NYG_JAX
OAK,2017-12-31,23,Sun,16,17,@,LAC,L 10-30,23,105,4.6,0,2017,2017_17_OAK_LAC
DET,2017-12-31,23,Sun,16,17,,GNB,W 35-11,23,51,2.2,1,2017,2017_17_DET_GNB
OAK,2017-12-17,23,Sun,14,15,,DAL,L 17-20,23,122,5.3,0,2017,2017_15_OAK_DAL
NYG,2017-12-17,23,Sun,14,15,,PHI,L 29-34,23,75,3.3,1,2017,2017_15_NYG_PHI
NYJ,2017-12-10,23,Sun,13,14,@,DEN,L 0-23,23,59,2.6,0,2017,2017_14_NYJ_DEN
HOU,2017-12-10,23,Sun,13,14,,SFO,L 16-26,23,90,3.9,0,2017,2017_14_HOU_SFO
CAR,2017-12-03,23,Sun,12,13,@,NOR,L 21-31,23,112,4.9,1,2017,2017_13_CAR_NOR
DEN,2017-12-03,23,Sun,12,13,@,MIA,L 9-35,23,103,4.5,0,2017,2017_13_DEN_MIA
TAM,2017-11-26,23,Sun,11,12,@,ATL,L 20-34,23,94,4.1,2,2017,2017_12_TAM_ATL
SEA,2017-11-20,23,Mon,10,11,,ATL,L 31-34,23,136,5.9,1,2017,2017_11_SEA_ATL
NOR,2017-11-19,23,Sun,10,11,,WAS,W 34-31 (OT),23,160,7.0,1,2017,2017_11_NOR_WAS
NYG,2017-11-12,23,Sun,9,10,@,SFO,L 21-31,23,114,5.0,0,2017,2017_10_NYG_SFO
SEA,2017-11-09,23,Thu,9,10,@,ARI,W 22-16,23,75,3.3,0,2017,2017_10_SEA_ARI
WAS,2017-11-05,23,Sun,8,9,@,SEA,W 17-14,23,51,2.2,2,2017,2017_09_WAS_SEA
KAN,2017-10-19,23,Thu,7,7,@,OAK,L 30-31,23,94,4.1,0,2017,2017_07_KAN_OAK
HOU,2017-10-08,23,Sun,5,5,,KAN,L 34-42,23,144,6.3,0,2017,2017_05_HOU_KAN
NWE,2017-10-05,23,Thu,5,5,@,TAM,W 19-14,23,113,4.9,0,2017,2017_05_NWE_TAM
TAM,2017-10-01,23,Sun,3,4,,NYG,W 25-23,23,111,4.8,0,2017,2017_04_TAM_NYG
DEN,2017-09-24,23,Sun,3,3,@,BUF,L 16-26,23,111,4.8,1,2017,2017_03_DEN_BUF
BUF,2017-09-17,23,Sun,2,2,@,CAR,L 3-9,23,69,3.0,0,2017,2017_02_BUF_CAR
HOU,2017-09-10,23,Sun,1,1,,JAX,L 7-29,23,93,4.0,0,2017,2017_01_HOU_JAX
ATL,2017-09-10,23,Sun,1,1,@,CHI,W 23-17,23,64,2.8,1,2017,2017_01_ATL_CHI
LAC,2023-01-08,22,Sun,17,18,@,DEN,L 28-31,22,59,2.7,0,2022,2022_18_LAC_DEN
CLE,2023-01-08,22,Sun,17,18,@,PIT,L 14-28,22,134,6.1,0,2022,2022_18_CLE_PIT
CHI,2023-01-08,22,Sun,17,18,,MIN,L 13-29,22,118,5.4,1,2022,2022_18_CHI_MIN
CAR,2023-01-01,22,Sun,16,17,@,TAM,L 24-30,22,74,3.4,0,2022,2022_17_CAR_TAM
CHI,2023-01-01,22,Sun,16,17,@,DET,L 10-41,22,200,9.1,0,2022,2022_17_CHI_DET
KAN,2022-12-24,22,Sat,15,16,,SEA,W 24-10,22,77,3.5,1,2022,2022_16_KAN_SEA
NYJ,2022-12-18,22,Sun,14,15,,DET,L 17-20,22,50,2.3,0,2022,2022_15_NYJ_DET
ARI,2022-12-12,22,Mon,13,14,,NWE,L 13-27,22,113,5.1,1,2022,2022_14_ARI_NWE
NYJ,2022-12-11,22,Sun,13,14,@,BUF,L 12-20,22,76,3.5,1,2022,2022_14_NYJ_BUF
LAR,2022-12-08,22,Thu,13,14,,LVR,W 17-16,22,71,3.2,1,2022,2022_14_LAR_LVR
SEA,2022-12-04,22,Sun,12,13,@,LAR,W 27-23,22,90,4.1,0,2022,2022_13_SEA_LAR
HOU,2022-12-04,22,Sun,12,13,,CLE,L 14-27,22,82,3.7,0,2022,2022_13_HOU_CLE
LAC,2022-12-04,22,Sun,12,13,@,LVR,L 20-27,22,72,3.3,0,2022,2022_13_LAC_LVR
NOR,2022-11-27,22,Sun,12,12,@,SFO,L 0-13,22,63,2.9,0,2022,2022_12_NOR_SFO
IND,2022-11-06,22,Sun,9,9,@,NWE,L 3-26,22,78,3.5,0,2022,2022_09_IND_NWE
MIN,2022-11-06,22,Sun,8,9,@,WAS,W 20-17,22,56,2.5,0,2022,2022_09_MIN_WAS
BUF,2022-11-06,22,Sun,8,9,@,NYJ,L 17-20,22,134,6.1,2,2022,2022_09_BUF_NYJ
ARI,2022-10-30,22,Sun,8,8,@,MIN,L 26-34,22,78,3.5,0,2022,2022_08_ARI_MIN
NOR,2022-10-20,22,Thu,7,7,@,ARI,L 34-42,22,85,3.9,0,2022,2022_07_NOR_ARI
SFO,2022-10-03,22,Mon,4,4,,LAR,W 24-9,22,88,4.0,1,2022,2022_04_SFO_LAR
MIA,2022-09-29,22,Thu,4,4,@,CIN,L 15-27,22,85,3.9,0,2022,2022_04_MIA_CIN
NOR,2022-09-25,22,Sun,3,3,@,CAR,L 14-22,22,84,3.8,1,2022,2022_03_NOR_CAR
WAS,2022-09-25,22,Sun,3,3,,PHI,L 8-24,22,87,4.0,1,2022,2022_03_WAS_PHI
PIT,2022-09-22,22,Thu,3,3,@,CLE,L 17-29,22,104,4.7,2,2022,2022_03_PIT_CLE
PIT,2022-09-18,22,Sun,2,2,,NWE,L 14-17,22,91,4.1,0,2022,2022_02_PIT_NWE
NWE,2022-09-11,22,Sun,1,1,@,MIA,L 7-20,22,78,3.5,0,2022,2022_01_NWE_MIA
PIT,2022-09-11,22,Sun,1,1,@,CIN,W 23-20 (OT),22,75,3.4,0,2022,2022_01_PIT_CIN
ARI,2022-09-11,22,Sun,1,1,,KAN,L 21-44,22,103,4.7,1,2022,2022_01_ARI_KAN
MIN,2022-01-09,22,Sun,17,18,,CHI,W 31-17,22,104,4.7,0,2021,2021_18_MIN_CHI
WAS,2022-01-02,22,Sun,16,17,,PHI,L 16-20,22,94,4.3,1,2021,2021_17_WAS_PHI
ATL,2022-01-02,22,Sun,16,17,@,BUF,L 15-29,22,96,4.4,1,2021,2021_17_ATL_BUF
DET,2022-01-02,22,Sun,16,17,@,SEA,L 29-51,22,95,4.3,2,2021,2021_17_DET_SEA
MIN,2021-12-26,22,Sun,15,16,,LAR,L 23-30,22,66,3.0,1,2021,2021_16_MIN_LAR
ARI,2021-12-13,22,Mon,13,14,,LAR,L 23-30,22,103,4.7,2,2021,2021_14_ARI_LAR
LAC,2021-12-05,22,Sun,12,13,@,CIN,W 41-22,22,79,3.6,1,2021,2021_13_LAC_CIN
NOR,2021-11-21,22,Sun,10,11,@,PHI,L 29-40,22,109,5.0,1,2021,2021_11_NOR_PHI
NYJ,2021-11-14,22,Sun,9,10,,BUF,L 17-45,22,70,3.2,1,2021,2021_10_NYJ_BUF
MIA,2021-11-11,22,Thu,10,10,,BAL,W 22-10,22,60,2.7,1,2021,2021_10_MIA_BAL
ATL,2021-10-24,22,Sun,6,7,@,MIA,W 30-28,22,72,3.3,1,2021,2021_07_ATL_MIA
TEN,2021-10-18,22,Mon,6,6,,BUF,W 34-31,22,146,6.6,4,2021,2021_06_TEN_BUF
LVR,2021-10-10,22,Sun,5,5,,CHI,L 9-20,22,71,3.2,1,2021,2021_05_LVR_CHI
GNB,2021-10-10,22,Sun,5,5,@,CIN,W 25-22 (OT),22,133,6.0,0,2021,2021_05_GNB_CIN
PHI,2021-10-10,22,Sun,5,5,@,CAR,W 21-18,22,91,4.1,2,2021,2021_05_PHI_CAR
CIN,2021-09-30,22,Thu,4,4,,JAX,W 24-21,22,78,3.5,1,2021,2021_04_CIN_JAX
BAL,2021-09-26,22,Sun,3,3,@,DET,W 19-17,22,116,5.3,0,2021,2021_03_BAL_DET
LAC,2021-09-26,22,Sun,3,3,@,KAN,W 30-24,22,77,3.5,0,2021,2021_03_LAC_KAN
WAS,2021-09-16,22,Thu,2,2,,NYG,W 30-29,22,87,4.0,1,2021,2021_02_WAS_NYG
TEN,2021-09-12,22,Sun,1,1,,ARI,L 13-38,22,86,3.9,1,2021,2021_01_TEN_ARI
MIN,2021-09-12,22,Sun,1,1,@,CIN,L 24-27 (OT),22,67,3.0,1,2021,2021_01_MIN_CIN
TAM,2021-01-03,22,Sun,16,17,,ATL,W 44-27,22,94,4.3,1,2020,2020_17_TAM_ATL
DET,2021-01-03,22,Sun,16,17,,MIN,L 35-37,22,129,5.9,2,2020,2020_17_DET_MIN
JAX,2020-12-20,22,Sun,14,15,@,BAL,L 14-40,22,62,2.8,0,2020,2020_15_JAX_BAL
NWE,2020-12-20,22,Sun,14,15,@,MIA,L 12-22,22,117,5.3,0,2020,2020_15_NWE_MIA
DAL,2020-12-20,22,Sun,14,15,,SFO,W 41-33,22,87,4.0,2,2020,2020_15_DAL_SFO
LVR,2020-12-13,22,Sun,13,14,,IND,L 27-44,22,79,3.6,1,2020,2020_14_LVR_IND
SEA,2020-12-06,22,Sun,12,13,,NYG,L 12-17,22,111,5.0,0,2020,2020_13_SEA_NYG
KAN,2020-12-06,22,Sun,12,13,,DEN,W 22-16,22,134,6.1,0,2020,2020_13_KAN_DEN
DET,2020-12-06,22,Sun,12,13,@,CHI,W 34-30,22,60,2.7,2,2020,2020_13_DET_CHI
HOU,2020-11-15,22,Sun,9,10,@,CLE,L 7-10,22,90,4.1,0,2020,2020_10_HOU_CLE
SEA,2020-11-15,22,Sun,9,10,@,LAR,L 16-23,22,113,5.1,1,2020,2020_10_SEA_LAR
DEN,2020-11-08,22,Sun,8,9,@,ATL,L 27-34,22,103,4.7,1,2020,2020_09_DEN_ATL
CLE,2020-11-01,22,Sun,8,8,,LVR,L 6-16,22,101,4.6,0,2020,2020_08_CLE_LVR
SFO,2020-11-01,22,Sun,8,8,@,SEA,L 27-37,22,52,2.4,2,2020,2020_08_SFO_SEA
CAR,2020-10-29,22,Thu,8,8,,ATL,L 17-25,22,147,6.7,1,2020,2020_08_CAR_ATL
NYJ,2020-10-25,22,Sun,7,7,,BUF,L 10-18,22,100,4.5,1,2020,2020_07_NYJ_BUF
KAN,2020-10-25,22,Sun,7,7,@,DEN,W 43-16,22,101,4.6,2,2020,2020_07_KAN_DEN
HOU,2020-10-25,22,Sun,7,7,,GNB,L 20-35,22,79,3.6,0,2020,2020_07_HOU_GNB
NWE,2020-10-25,22,Sun,6,7,,SFO,L 6-33,22,94,4.3,0,2020,2020_07_NWE_SFO
CLE,2020-10-25,22,Sun,7,7,@,CIN,W 37-34,22,82,3.7,0,2020,2020_07_CLE_CIN
NYG,2020-10-22,22,Thu,7,7,@,PHI,L 21-22,22,160,7.3,1,2020,2020_07_NYG_PHI
CLE,2020-10-18,22,Sun,6,6,@,PIT,L 7-38,22,75,3.4,0,2020,2020_06_CLE_PIT
NYJ,2020-10-18,22,Sun,6,6,@,MIA,L 0-24,22,115,5.2,0,2020,2020_06_NYJ_MIA
BUF,2020-10-13,22,Tue,5,5,@,TEN,L 16-42,22,95,4.3,0,2020,2020_05_BUF_TEN
HOU,2020-10-11,22,Sun,5,5,,JAX,W 30-14,22,129,5.9,0,2020,2020_05_HOU_JAX
WAS,2020-10-04,22,Sun,4,4,,BAL,L 17-31,22,69,3.1,2,2020,2020_04_WAS_BAL
DET,2020-10-04,22,Sun,4,4,,NOR,L 29-35,22,90,4.1,1,2020,2020_04_DET_NOR
MIA,2020-10-04,22,Sun,4,4,,SEA,L 23-31,22,103,4.7,1,2020,2020_04_MIA_SEA
LVR,2020-09-27,22,Sun,3,3,@,NWE,L 20-36,22,126,5.7,0,2020,2020_03_LVR_NWE
WAS,2020-09-27,22,Sun,3,3,@,CLE,L 20-34,22,103,4.7,1,2020,2020_03_WAS_CLE
TAM,2020-09-20,22,Sun,2,2,,CAR,W 31-17,22,122,5.5,3,2020,2020_02_TAM_CAR
KAN,2020-09-20,22,Sun,2,2,@,LAC,W 23-20 (OT),22,125,5.7,0,2020,2020_02_KAN_LAC
MIA,2020-09-20,22,Sun,2,2,,BUF,L 28-31,22,99,4.5,1,2020,2020_02_MIA_BUF
PIT,2020-09-20,22,Sun,2,2,,DEN,W 26-21,22,109,5.0,1,2020,2020_02_PIT_DEN
IND,2020-09-13,22,Sun,1,1,@,JAX,L 20-27,22,88,4.0,1,2020,2020_01_IND_JAX
MIN,2020-09-13,22,Sun,1,1,,GNB,L 34-43,22,134,6.1,2,2020,2020_01_MIN_GNB
HOU,2020-09-10,22,Thu,1,1,@,KAN,L 20-34,22,118,5.4,2,2020,2020_01_HOU_KAN
OAK,2019-12-29,22,Sun,16,17,@,DEN,L 15-16,22,97,4.4,0,2019,2019_17_OAK_DEN
MIA,2019-12-29,22,Sun,16,17,@,NWE,W 27-24,22,63,2.9,1,2019,2019_17_MIA_NWE
CHI,2019-12-22,22,Sun,15,16,,KAN,L 3-26,22,101,4.6,0,2019,2019_16_CHI_KAN
WAS,2019-12-15,22,Sun,14,15,,PHI,L 27-37,22,101,4.6,1,2019,2019_15_WAS_PHI
JAX,2019-12-15,22,Sun,14,15,@,OAK,W 20-16,22,77,3.5,0,2019,2019_15_JAX_OAK
IND,2019-12-08,22,Sun,13,14,@,TAM,L 35-38,22,66,3.0,1,2019,2019_14_IND_TAM
HOU,2019-12-08,22,Sun,13,14,,DEN,L 24-38,22,134,6.1,2,2019,2019_14_HOU_DEN
ARI,2019-12-08,22,Sun,13,14,,PIT,L 17-23,22,71,3.2,0,2019,2019_14_ARI_PIT
CAR,2019-12-08,22,Sun,13,14,@,ATL,L 20-40,22,100,4.5,1,2019,2019_14_CAR_ATL
NWE,2019-12-08,22,Sun,13,14,,KAN,L 16-23,22,94,4.3,1,2019,2019_14_NWE_KAN
DET,2019-12-08,22,Sun,13,14,@,MIN,L 7-20,22,70,3.2,0,2019,2019_14_DET_MIN
DAL,2019-12-05,22,Thu,13,14,@,CHI,L 24-31,22,82,3.7,2,2019,2019_14_DAL_CHI
OAK,2019-11-24,22,Sun,11,12,@,NYJ,L 3-34,22,68,3.1,0,2019,2019_12_OAK_NYJ
SFO,2019-11-24,22,Sun,11,12,,GNB,W 37-8,22,112,5.1,2,2019,2019_12_SFO_GNB
NWE,2019-11-17,22,Sun,10,11,@,PHI,W 17-10,22,74,3.4,0,2019,2019_11_NWE_PHI
CIN,2019-11-17,22,Sun,10,11,@,OAK,L 10-17,22,173,7.9,1,2019,2019_11_CIN_OAK
DAL,2019-11-10,22,Sun,9,10,,MIN,L 24-28,22,50,2.3,0,2019,2019_10_DAL_MIN
NYG,2019-11-04,22,Mon,9,9,,DAL,L 18-37,22,100,4.5,0,2019,2019_09_NYG_DAL
SEA,2019-11-03,22,Sun,9,9,,TAM,W 40-34 (OT),22,145,6.6,0,2019,2019_09_SEA_TAM
CIN,2019-10-27,22,Sun,8,8,@,LAR,L 10-24,22,104,4.7,0,2019,2019_08_CIN_LAR
CLE,2019-10-27,22,Sun,7,8,@,NWE,L 13-27,22,159,7.2,0,2019,2019_08_CLE_NWE
NYG,2019-10-20,22,Sun,7,7,,ARI,L 21-27,22,107,4.9,1,2019,2019_07_NYG_ARI
LAR,2019-10-13,22,Sun,6,6,,SFO,L 7-20,22,109,5.0,1,2019,2019_06_LAR_SFO
PHI,2019-10-13,22,Sun,6,6,@,MIN,L 20-38,22,108,4.9,0,2019,2019_06_PHI_MIN
TAM,2019-10-06,22,Sun,5,5,@,NOR,L 24-31,22,94,4.3,1,2019,2019_05_TAM_NOR
