Team,Date,1stD,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Season,game_id
MIN,2018-11-25,22,Sun,11,12,,GNB,W 24-17,22,4,18,0,14,7,50.0,1,0,0.0,2018,2018_12_MIN_GNB
BUF,2018-11-04,22,Sun,9,9,,CHI,L 9-41,22,6,9,7,18,6,33.3,3,1,33.3,2018,2018_09_BUF_CHI
GNB,2018-11-04,22,Sun,8,9,@,NWE,L 17-31,22,6,14,2,13,6,46.2,1,0,0.0,2018,2018_09_GNB_NWE
CAR,2018-11-04,22,Sun,8,9,,TAM,W 42-28,22,8,11,3,10,4,40.0,1,0,0.0,2018,2018_09_CAR_TAM
NWE,2018-10-29,22,Mon,8,8,@,BUF,W 25-6,22,6,15,1,14,5,35.7,0,0,,2018,2018_08_NWE_BUF
PHI,2018-10-28,22,Sun,8,8,@,JAX,W 24-18,22,7,15,0,12,7,58.3,0,0,,2018,2018_08_PHI_JAX
DEN,2018-10-28,22,Sun,8,8,@,KAN,L 23-30,22,10,11,1,12,4,33.3,1,1,100.0,2018,2018_08_DEN_KAN
CHI,2018-10-28,22,Sun,7,8,,NYJ,W 24-10,22,10,11,1,12,4,33.3,1,1,100.0,2018,2018_08_CHI_NYJ
CAR,2018-10-28,22,Sun,7,8,,BAL,W 36-21,22,7,14,1,12,6,50.0,1,1,100.0,2018,2018_08_CAR_BAL
ATL,2018-10-22,22,Mon,7,7,,NYG,W 23-20,22,5,15,2,13,7,53.8,0,0,,2018,2018_07_ATL_NYG
IND,2018-10-21,22,Sun,7,7,,BUF,W 37-5,22,11,10,1,13,7,53.8,2,1,50.0,2018,2018_07_IND_BUF
CAR,2018-10-14,22,Sun,5,6,@,WAS,L 17-23,22,7,15,0,9,3,33.3,1,0,0.0,2018,2018_06_CAR_WAS
PIT,2018-10-07,22,Sun,5,5,,ATL,W 41-17,22,9,11,2,12,9,75.0,0,0,,2018,2018_05_PIT_ATL
ATL,2018-10-07,22,Sun,5,5,@,PIT,L 17-41,22,4,14,4,14,6,42.9,3,1,33.3,2018,2018_05_ATL_PIT
KAN,2018-10-01,22,Mon,4,4,@,DEN,W 27-23,22,8,13,1,15,7,46.7,2,2,100.0,2018,2018_04_KAN_DEN
GNB,2018-09-30,22,Sun,4,4,,BUF,W 22-0,22,9,12,1,19,11,57.9,1,0,0.0,2018,2018_04_GNB_BUF
NYG,2018-09-30,22,Sun,4,4,,NOR,L 18-33,22,3,18,1,10,5,50.0,0,0,,2018,2018_04_NYG_NOR
TEN,2018-09-30,22,Sun,4,4,,PHI,W 26-23 (OT),22,3,16,3,16,5,31.3,3,3,100.0,2018,2018_04_TEN_PHI
SFO,2018-09-30,22,Sun,4,4,@,LAC,L 27-29,22,5,13,4,12,5,41.7,0,0,,2018,2018_04_SFO_LAC
PIT,2018-09-24,22,Mon,3,3,@,TAM,W 30-27,22,3,16,3,11,3,27.3,0,0,,2018,2018_03_PIT_TAM
CLE,2018-09-09,22,Sun,1,1,,PIT,T 21-21 (OT),22,10,6,6,18,5,27.8,1,0,0.0,2018,2018_01_CLE_PIT
DEN,2017-12-31,22,Sun,16,17,,KAN,L 24-27,22,8,13,1,12,5,41.7,2,1,50.0,2017,2017_17_DEN_KAN
CIN,2017-12-31,22,Sun,16,17,@,BAL,W 31-27,22,5,14,3,15,5,33.3,1,1,100.0,2017,2017_17_CIN_BAL
TAM,2017-12-18,22,Mon,14,15,,ATL,L 21-24,22,4,15,3,8,4,50.0,0,0,,2017,2017_15_TAM_ATL
PHI,2017-12-17,22,Sun,14,15,@,NYG,W 34-29,22,5,15,2,13,6,46.2,1,0,0.0,2017,2017_15_PHI_NYG
CHI,2017-12-16,22,Sat,14,15,@,DET,L 10-20,22,4,16,2,12,5,41.7,1,0,0.0,2017,2017_15_CHI_DET
MIN,2017-12-03,22,Sun,12,13,@,ATL,W 14-9,22,6,15,1,12,6,50.0,0,0,,2017,2017_13_MIN_ATL
JAX,2017-12-03,22,Sun,12,13,,IND,W 30-10,22,5,16,1,15,9,60.0,1,1,100.0,2017,2017_13_JAX_IND
ATL,2017-11-20,22,Mon,10,11,@,SEA,W 34-31,22,6,12,4,14,9,64.3,0,0,,2017,2017_11_ATL_SEA
HOU,2017-11-19,22,Sun,10,11,,ARI,W 31-21,22,7,12,3,15,8,53.3,0,0,,2017,2017_11_HOU_ARI
KAN,2017-11-19,22,Sun,10,11,@,NYG,L 9-12 (OT),22,9,11,2,11,3,27.3,1,1,100.0,2017,2017_11_KAN_NYG
ATL,2017-11-12,22,Sun,9,10,,DAL,W 27-7,22,7,13,2,13,7,53.8,1,0,0.0,2017,2017_10_ATL_DAL
SEA,2017-11-05,22,Sun,8,9,,WAS,L 14-17,22,6,14,2,14,5,35.7,0,0,,2017,2017_09_SEA_WAS
CLE,2017-10-08,22,Sun,5,5,,NYJ,L 14-17,22,9,9,4,14,6,42.9,2,1,50.0,2017,2017_05_CLE_NYJ
SEA,2017-10-01,22,Sun,4,4,,IND,W 46-18,22,9,11,2,15,10,66.7,1,1,100.0,2017,2017_04_SEA_IND
NOR,2017-10-01,22,Sun,4,4,@,MIA,W 20-0,22,4,16,2,13,6,46.2,2,1,50.0,2017,2017_04_NOR_MIA
DAL,2017-10-01,22,Sun,4,4,,LAR,L 30-35,22,9,12,1,14,7,50.0,2,1,50.0,2017,2017_04_DAL_LAR
PIT,2017-10-01,22,Sun,4,4,@,BAL,W 26-9,22,10,10,2,15,7,46.7,0,0,,2017,2017_04_PIT_BAL
ARI,2017-09-25,22,Mon,3,3,,DAL,L 17-28,22,2,15,5,18,8,44.4,1,0,0.0,2017,2017_03_ARI_DAL
GNB,2017-09-24,22,Sun,3,3,,CIN,W 27-24 (OT),22,4,15,3,15,7,46.7,0,0,,2017,2017_03_GNB_CIN
TAM,2017-09-17,22,Sun,1,2,,CHI,W 29-7,22,6,13,3,15,8,53.3,0,0,,2017,2017_02_TAM_CHI
PIT,2017-09-17,22,Sun,2,2,,MIN,W 26-9,22,6,12,4,13,3,23.1,0,0,,2017,2017_02_PIT_MIN
DEN,2017-09-11,22,Mon,1,1,,LAC,W 24-21,22,7,14,1,15,8,53.3,0,0,,2017,2017_01_DEN_LAC
DAL,2017-09-10,22,Sun,1,1,,NYG,W 19-3,22,9,12,1,15,8,53.3,0,0,,2017,2017_01_DAL_NYG
OAK,2017-09-10,22,Sun,1,1,@,TEN,W 26-16,22,5,16,1,12,5,41.7,1,1,100.0,2017,2017_01_OAK_TEN
SFO,2023-01-08,21,Sun,17,18,,ARI,W 38-13,21,10,10,1,13,6,46.2,1,0,0.0,2022,2022_18_SFO_ARI
LAC,2023-01-08,21,Sun,17,18,@,DEN,L 28-31,21,3,17,1,14,7,50.0,0,0,,2022,2022_18_LAC_DEN
DET,2023-01-08,21,Sun,17,18,@,GNB,W 20-16,21,7,12,2,12,4,33.3,2,2,100.0,2022,2022_18_DET_GNB
LVR,2023-01-07,21,Sat,17,18,,KAN,L 13-31,21,6,13,2,16,8,50.0,2,0,0.0,2022,2022_18_LVR_KAN
KAN,2023-01-07,21,Sat,17,18,@,LVR,W 31-13,21,11,9,1,9,5,55.6,0,0,,2022,2022_18_KAN_LVR
DEN,2023-01-01,21,Sun,16,17,@,KAN,L 24-27,21,6,12,3,12,3,25.0,2,1,50.0,2022,2022_17_DEN_KAN
MIA,2023-01-01,21,Sun,16,17,@,NWE,L 21-23,21,4,15,2,14,4,28.6,3,2,66.7,2022,2022_17_MIA_NWE
TAM,2022-12-25,21,Sun,15,16,@,ARI,W 19-16 (OT),21,5,15,1,17,6,35.3,2,1,50.0,2022,2022_16_TAM_ARI
WAS,2022-12-24,21,Sat,15,16,@,SFO,L 20-37,21,2,18,1,13,7,53.8,2,0,0.0,2022,2022_16_WAS_SFO
ATL,2022-12-18,21,Sun,14,15,@,NOR,L 18-21,21,13,6,2,16,9,56.3,1,0,0.0,2022,2022_15_ATL_NOR
DAL,2022-12-11,21,Sun,13,14,,HOU,W 27-23,21,10,11,0,15,8,53.3,2,1,50.0,2022,2022_14_DAL_HOU
GNB,2022-12-04,21,Sun,13,13,@,CHI,W 28-19,21,8,11,2,13,6,46.2,2,1,50.0,2022,2022_13_GNB_CHI
MIN,2022-12-04,21,Sun,12,13,,NYJ,W 27-22,21,6,12,3,18,9,50.0,1,1,100.0,2022,2022_13_MIN_NYJ
LVR,2022-12-04,21,Sun,12,13,,LAC,W 27-20,21,7,11,3,10,3,30.0,0,0,,2022,2022_13_LVR_LAC
SFO,2022-11-27,21,Sun,11,12,,NOR,W 13-0,21,6,12,3,13,5,38.5,2,1,50.0,2022,2022_12_SFO_NOR
CIN,2022-11-27,21,Sun,11,12,@,TEN,W 20-16,21,7,11,3,14,5,35.7,0,0,,2022,2022_12_CIN_TEN
NYG,2022-11-24,21,Thu,11,12,@,DAL,L 20-28,21,6,11,4,11,3,27.3,2,0,0.0,2022,2022_12_NYG_DAL
SFO,2022-11-21,21,Mon,10,11,@,ARI,W 38-10,21,7,13,1,11,6,54.5,0,0,,2022,2022_11_SFO_ARI
TEN,2022-11-17,21,Thu,10,11,@,GNB,W 27-17,21,5,15,1,13,7,53.8,2,1,50.0,2022,2022_11_TEN_GNB
NYJ,2022-11-06,21,Sun,9,9,,BUF,W 20-17,21,11,9,1,13,5,38.5,2,2,100.0,2022,2022_09_NYJ_BUF
MIA,2022-11-06,21,Sun,9,9,@,CHI,W 35-32,21,3,15,3,10,5,50.0,2,0,0.0,2022,2022_09_MIA_CHI
GNB,2022-10-30,21,Sun,8,8,@,BUF,L 17-27,21,12,8,1,12,6,50.0,2,0,0.0,2022,2022_08_GNB_BUF
ATL,2022-10-30,21,Sun,8,8,,CAR,W 37-34 (OT),21,7,14,0,12,6,50.0,0,0,,2022,2022_08_ATL_CAR
PIT,2022-10-30,21,Sun,8,8,@,PHI,L 13-35,21,10,9,2,12,1,8.3,4,4,100.0,2022,2022_08_PIT_PHI
DAL,2022-10-23,21,Sun,7,7,,DET,W 24-6,21,8,10,3,9,3,33.3,0,0,,2022,2022_07_DAL_DET
DEN,2022-10-23,21,Sun,7,7,,NYJ,L 9-16,21,7,10,4,16,5,31.3,3,1,33.3,2022,2022_07_DEN_NYJ
HOU,2022-10-23,21,Sun,6,7,@,LVR,L 20-38,21,9,12,0,15,9,60.0,2,1,50.0,2022,2022_07_HOU_LVR
LAC,2022-10-23,21,Sun,7,7,,SEA,L 23-37,21,3,17,1,15,5,33.3,3,1,33.3,2022,2022_07_LAC_SEA
ARI,2022-10-20,21,Thu,7,7,,NOR,W 42-34,21,9,9,3,10,3,30.0,1,1,100.0,2022,2022_07_ARI_NOR
SFO,2022-10-16,21,Sun,6,6,@,ATL,L 14-28,21,4,15,2,8,3,37.5,1,0,0.0,2022,2022_06_SFO_ATL
CIN,2022-10-16,21,Sun,6,6,@,NOR,W 30-26,21,7,13,1,10,6,60.0,0,0,,2022,2022_06_CIN_NOR
DAL,2022-10-16,21,Sun,6,6,@,PHI,L 17-26,21,8,12,1,10,4,40.0,1,0,0.0,2022,2022_06_DAL_PHI
NYJ,2022-10-09,21,Sun,5,5,,MIA,W 40-17,21,8,9,4,11,5,45.5,1,0,0.0,2022,2022_05_NYJ_MIA
BUF,2022-10-09,21,Sun,5,5,,PIT,W 38-3,21,4,15,2,9,5,55.6,0,0,,2022,2022_05_BUF_PIT
LAR,2022-10-03,21,Mon,4,4,@,SFO,L 9-24,21,3,16,2,15,5,33.3,2,2,100.0,2022,2022_04_LAR_SFO
NYG,2022-10-02,21,Sun,4,4,,CHI,W 20-12,21,14,5,2,14,6,42.9,0,0,,2022,2022_04_NYG_CHI
IND,2022-10-02,21,Sun,4,4,,TEN,L 17-24,21,3,17,1,13,7,53.8,0,0,,2022,2022_04_IND_TEN
PHI,2022-09-25,21,Sun,3,3,@,WAS,W 24-8,21,3,16,2,15,5,33.3,3,2,66.7,2022,2022_03_PHI_WAS
JAX,2022-09-18,21,Sun,2,2,,IND,W 24-0,21,6,14,1,15,6,40.0,3,2,66.7,2022,2022_02_JAX_IND
WAS,2022-09-18,21,Sun,2,2,@,DET,L 27-36,21,6,15,0,15,7,46.7,2,1,50.0,2022,2022_02_WAS_DET
LAC,2022-09-15,21,Thu,2,2,@,KAN,L 24-27,21,5,15,1,16,5,31.3,4,4,100.0,2022,2022_02_LAC_KAN
GNB,2022-09-11,21,Sun,1,1,@,MIN,L 7-23,21,8,13,0,9,3,33.3,2,0,0.0,2022,2022_01_GNB_MIN
NWE,2022-01-09,21,Sun,17,18,@,MIA,L 24-33,21,11,8,2,10,5,50.0,0,0,,2021,2021_18_NWE_MIA
TAM,2022-01-09,21,Sun,17,18,,CAR,W 41-17,21,6,15,0,11,4,36.4,1,1,100.0,2021,2021_18_TAM_CAR
LAC,2022-01-02,21,Sun,16,17,,DEN,W 34-13,21,7,13,1,15,9,60.0,1,1,100.0,2021,2021_17_LAC_DEN
TAM,2021-12-26,21,Sun,15,16,@,CAR,W 32-6,21,8,12,1,14,7,50.0,0,0,,2021,2021_16_TAM_CAR
BAL,2021-12-26,21,Sun,15,16,@,CIN,L 21-41,21,2,19,0,11,6,54.5,1,0,0.0,2021,2021_16_BAL_CIN
BUF,2021-12-19,21,Sun,14,15,,CAR,W 31-14,21,6,12,3,14,6,42.9,1,1,100.0,2021,2021_15_BUF_CAR
JAX,2021-12-19,21,Sun,14,15,,HOU,L 16-30,21,6,12,3,14,3,21.4,3,2,66.7,2021,2021_15_JAX_HOU
NOR,2021-12-12,21,Sun,13,14,@,NYJ,W 30-9,21,12,8,1,15,6,40.0,1,1,100.0,2021,2021_14_NOR_NYJ
KAN,2021-12-12,21,Sun,13,14,,LVR,W 48-9,21,6,11,4,13,9,69.2,0,0,,2021,2021_14_KAN_LVR
CAR,2021-12-12,21,Sun,13,14,,ATL,L 21-29,21,7,13,1,11,4,36.4,3,1,33.3,2021,2021_14_CAR_ATL
SFO,2021-12-12,21,Sun,13,14,@,CIN,W 26-23 (OT),21,6,14,1,15,5,33.3,0,0,,2021,2021_14_SFO_CIN
BAL,2021-12-12,21,Sun,13,14,@,CLE,L 22-24,21,5,15,1,12,1,8.3,4,3,75.0,2021,2021_14_BAL_CLE
NYJ,2021-12-05,21,Sun,12,13,,PHI,L 18-33,21,4,15,2,9,3,33.3,3,2,66.7,2021,2021_13_NYJ_PHI
CIN,2021-12-05,21,Sun,12,13,,LAC,L 22-41,21,6,14,1,12,6,50.0,1,0,0.0,2021,2021_13_CIN_LAC
SEA,2021-12-05,21,Sun,12,13,,SFO,W 30-23,21,5,12,4,15,5,33.3,2,2,100.0,2021,2021_13_SEA_SFO
ATL,2021-12-05,21,Sun,12,13,,TAM,L 17-30,21,5,14,2,17,9,52.9,0,0,,2021,2021_13_ATL_TAM
ATL,2021-11-28,21,Sun,11,12,@,JAX,W 21-14,21,6,12,3,12,5,41.7,0,0,,2021,2021_12_ATL_JAX
GNB,2021-11-28,21,Sun,12,12,,LAR,W 36-28,21,5,14,2,19,7,36.8,2,2,100.0,2021,2021_12_GNB_LAR
CHI,2021-11-25,21,Thu,11,12,@,DET,W 16-14,21,3,18,0,13,5,38.5,0,0,,2021,2021_12_CHI_DET
BUF,2021-11-25,21,Thu,11,12,@,NOR,W 31-6,21,9,11,1,13,8,61.5,1,1,100.0,2021,2021_12_BUF_NOR
GNB,2021-11-21,21,Sun,11,11,@,MIN,L 31-34,21,4,16,1,11,7,63.6,0,0,,2021,2021_11_GNB_MIN
PHI,2021-11-21,21,Sun,11,11,,NOR,W 40-29,21,14,7,0,21,12,57.1,0,0,,2021,2021_11_PHI_NOR
WAS,2021-10-31,21,Sun,8,8,@,DEN,L 10-17,21,6,14,1,14,5,35.7,5,1,20.0,2021,2021_08_WAS_DEN
NWE,2021-10-31,21,Sun,8,8,@,LAC,W 27-24,21,9,10,2,19,9,47.4,1,0,0.0,2021,2021_08_NWE_LAC
CAR,2021-10-31,21,Sun,8,8,@,ATL,W 19-13,21,13,7,1,17,10,58.8,0,0,,2021,2021_08_CAR_ATL
SFO,2021-10-31,21,Sun,7,8,@,CHI,W 33-22,21,9,12,0,10,4,40.0,1,1,100.0,2021,2021_08_SFO_CHI
PIT,2021-10-31,21,Sun,7,8,@,CLE,W 15-10,21,7,13,1,13,4,30.8,4,2,50.0,2021,2021_08_PIT_CLE
NOR,2021-10-25,21,Mon,6,7,@,SEA,W 13-10,21,7,10,4,13,2,15.4,2,2,100.0,2021,2021_07_NOR_SEA
ATL,2021-10-24,21,Sun,6,7,@,MIA,W 30-28,21,5,15,1,13,6,46.2,0,0,,2021,2021_07_ATL_MIA
NYG,2021-10-24,21,Sun,7,7,,CAR,W 25-3,21,7,11,3,16,7,43.8,1,0,0.0,2021,2021_07_NYG_CAR
CHI,2021-10-17,21,Sun,6,6,,GNB,L 14-24,21,10,10,1,11,4,36.4,2,1,50.0,2021,2021_06_CHI_GNB
JAX,2021-10-17,21,Sun,6,6,,MIA,W 23-20,21,4,16,1,12,3,25.0,3,2,66.7,2021,2021_06_JAX_MIA
NYG,2021-10-17,21,Sun,6,6,,LAR,L 11-38,21,4,15,2,15,4,26.7,4,2,50.0,2021,2021_06_NYG_LAR
NWE,2021-10-10,21,Sun,5,5,@,HOU,W 25-22,21,6,12,3,11,6,54.5,0,0,,2021,2021_05_NWE_HOU
GNB,2021-10-10,21,Sun,5,5,@,CIN,W 25-22 (OT),21,4,16,1,11,4,36.4,0,0,,2021,2021_05_GNB_CIN
NYG,2021-10-03,21,Sun,4,4,@,NOR,W 27-21 (OT),21,4,17,0,11,4,36.4,0,0,,2021,2021_04_NYG_NOR
NOR,2021-10-03,21,Sun,4,4,,NYG,L 21-27 (OT),21,9,12,0,13,8,61.5,1,0,0.0,2021,2021_04_NOR_NYG
CIN,2021-09-30,21,Thu,4,4,,JAX,W 24-21,21,4,16,1,9,5,55.6,0,0,,2021,2021_04_CIN_JAX
JAX,2021-09-30,21,Thu,4,4,@,CIN,L 21-24,21,12,8,1,12,6,50.0,2,1,50.0,2021,2021_04_JAX_CIN
NYG,2021-09-26,21,Sun,3,3,,ATL,L 14-17,21,7,12,2,14,7,50.0,0,0,,2021,2021_03_NYG_ATL
PIT,2021-09-26,21,Sun,3,3,,CIN,L 10-24,21,2,16,3,19,9,47.4,2,0,0.0,2021,2021_03_PIT_CIN
LAC,2021-09-26,21,Sun,3,3,@,KAN,W 30-24,21,3,16,2,11,4,36.4,1,1,100.0,2021,2021_03_LAC_KAN
SEA,2021-09-26,21,Sun,3,3,@,MIN,L 17-30,21,6,14,1,8,3,37.5,1,0,0.0,2021,2021_03_SEA_MIN
GNB,2021-09-26,21,Sun,3,3,@,SFO,W 30-28,21,5,13,3,11,5,45.5,1,0,0.0,2021,2021_03_GNB_SFO
LAR,2021-09-19,21,Sun,2,2,@,IND,W 27-24,21,6,15,0,9,3,33.3,1,0,0.0,2021,2021_02_LAR_IND
BUF,2021-09-19,21,Sun,2,2,@,MIA,W 35-0,21,10,8,3,13,7,53.8,1,1,100.0,2021,2021_02_BUF_MIA
ARI,2021-09-19,21,Sun,2,2,,MIN,W 34-33,21,5,16,0,9,3,33.3,1,1,100.0,2021,2021_02_ARI_MIN
TAM,2021-09-19,21,Sun,2,2,,ATL,W 48-25,21,5,14,2,12,4,33.3,2,1,50.0,2021,2021_02_TAM_ATL
NYG,2021-09-16,21,Thu,2,2,@,WAS,L 29-30,21,7,10,4,12,4,33.3,0,0,,2021,2021_02_NYG_WAS
SFO,2021-09-12,21,Sun,1,1,@,DET,W 41-33,21,6,13,2,9,3,33.3,0,0,,2021,2021_01_SFO_DET
KAN,2021-09-12,21,Sun,1,1,,CLE,W 33-29,21,4,17,0,13,9,69.2,0,0,,2021,2021_01_KAN_CLE
LAR,2021-01-03,21,Sun,16,17,,ARI,W 18-7,21,7,12,2,15,6,40.0,1,1,100.0,2020,2020_17_LAR_ARI
CHI,2021-01-03,21,Sun,16,17,,GNB,L 16-35,21,9,12,0,15,6,40.0,6,5,83.3,2020,2020_17_CHI_GNB
DET,2021-01-03,21,Sun,16,17,,MIN,L 35-37,21,9,12,0,10,5,50.0,1,1,100.0,2020,2020_17_DET_MIN
NYJ,2021-01-03,21,Sun,16,17,@,NWE,L 14-28,21,7,14,0,10,3,30.0,1,1,100.0,2020,2020_17_NYJ_NWE
CLE,2021-01-03,21,Sun,16,17,,PIT,W 24-22,21,8,13,0,12,6,50.0,2,0,0.0,2020,2020_17_CLE_PIT
SEA,2021-01-03,21,Sun,16,17,@,SFO,W 26-23,21,9,11,1,12,4,33.3,1,1,100.0,2020,2020_17_SEA_SFO
IND,2020-12-27,21,Sun,15,16,@,PIT,L 24-28,21,10,10,1,13,5,38.5,1,0,0.0,2020,2020_16_IND_PIT
PHI,2020-12-13,21,Sun,13,14,,NOR,W 24-21,21,11,7,3,13,4,30.8,4,2,50.0,2020,2020_14_PHI_NOR
BUF,2020-12-13,21,Sun,13,14,,PIT,W 26-15,21,5,13,3,14,7,50.0,0,0,,2020,2020_14_BUF_PIT
SFO,2020-12-13,21,Sun,13,14,,WAS,L 15-23,21,7,13,1,15,4,26.7,1,0,0.0,2020,2020_14_SFO_WAS
ATL,2020-12-06,21,Sun,12,13,,NOR,L 16-21,21,4,12,5,13,5,38.5,1,0,0.0,2020,2020_13_ATL_NOR
SEA,2020-12-06,21,Sun,12,13,,NYG,L 12-17,21,6,13,2,13,4,30.8,2,0,0.0,2020,2020_13_SEA_NYG
CAR,2020-11-29,21,Sun,12,12,@,MIN,L 27-28,21,10,10,1,14,6,42.9,1,1,100.0,2020,2020_12_CAR_MIN
HOU,2020-11-26,21,Thu,11,12,@,DET,W 41-25,21,4,15,2,9,3,33.3,0,0,,2020,2020_12_HOU_DET
GNB,2020-11-22,21,Sun,10,11,@,IND,L 31-34 (OT),21,7,13,1,9,4,44.4,1,0,0.0,2020,2020_11_GNB_IND
HOU,2020-11-22,21,Sun,10,11,,NWE,W 27-20,21,2,17,2,11,5,45.5,0,0,,2020,2020_11_HOU_NWE
BAL,2020-11-22,21,Sun,10,11,,TEN,L 24-30 (OT),21,9,9,3,15,9,60.0,0,0,,2020,2020_11_BAL_TEN
LVR,2020-11-15,21,Sun,9,10,,DEN,W 37-12,21,11,8,2,13,6,46.2,0,0,,2020,2020_10_LVR_DEN
SFO,2020-11-15,21,Sun,10,10,@,NOR,L 13-27,21,3,14,4,16,7,43.8,1,0,0.0,2020,2020_10_SFO_NOR
DET,2020-11-15,21,Sun,9,10,,WAS,W 30-27,21,7,12,2,10,4,40.0,0,0,,2020,2020_10_DET_WAS
GNB,2020-11-05,21,Thu,8,9,@,SFO,W 34-17,21,6,13,2,12,6,50.0,1,1,100.0,2020,2020_09_GNB_SFO
DAL,2020-11-01,21,Sun,8,8,@,PHI,L 9-23,21,10,10,1,16,4,25.0,4,2,50.0,2020,2020_08_DAL_PHI
DET,2020-10-25,21,Sun,6,7,@,ATL,W 23-22,21,3,15,3,10,3,30.0,1,0,0.0,2020,2020_07_DET_ATL
WAS,2020-10-25,21,Sun,7,7,,DAL,W 25-3,21,10,8,3,15,9,60.0,1,0,0.0,2020,2020_07_WAS_DAL
TAM,2020-10-18,21,Sun,6,6,,GNB,W 38-10,21,9,9,3,12,5,41.7,0,0,,2020,2020_06_TAM_GNB
ATL,2020-10-11,21,Sun,5,5,,CAR,L 16-23,21,10,11,0,13,6,46.2,1,1,100.0,2020,2020_05_ATL_CAR
NYJ,2020-10-11,21,Sun,5,5,,ARI,L 10-30,21,9,8,4,13,4,30.8,2,0,0.0,2020,2020_05_NYJ_ARI
KAN,2020-10-11,21,Sun,5,5,,LVR,L 32-40,21,3,15,3,14,6,42.9,2,1,50.0,2020,2020_05_KAN_LVR
NWE,2020-10-05,21,Mon,4,4,@,KAN,L 10-26,21,8,12,1,15,6,40.0,3,2,66.7,2020,2020_04_NWE_KAN
ARI,2020-10-04,21,Sun,4,4,@,CAR,L 21-31,21,6,11,4,9,3,33.3,0,0,,2020,2020_04_ARI_CAR
BUF,2020-10-04,21,Sun,4,4,@,LVR,W 30-23,21,5,14,2,13,7,53.8,1,1,100.0,2020,2020_04_BUF_LVR
DEN,2020-10-01,21,Thu,4,4,@,NYJ,W 37-28,21,4,10,7,12,6,50.0,0,0,,2020,2020_04_DEN_NYJ
IND,2020-09-27,21,Sun,3,3,,NYJ,W 36-7,21,6,14,1,10,3,30.0,1,1,100.0,2020,2020_03_IND_NYJ
NOR,2020-09-27,21,Sun,3,3,,GNB,L 30-37,21,5,14,2,11,5,45.5,1,1,100.0,2020,2020_03_NOR_GNB
HOU,2020-09-10,21,Thu,1,1,@,KAN,L 20-34,21,8,13,0,10,4,40.0,1,1,100.0,2020,2020_01_HOU_KAN
ARI,2019-12-22,21,Sun,15,16,@,SEA,W 27-13,21,12,8,1,15,5,33.3,1,1,100.0,2019,2019_16_ARI_SEA
LAC,2019-12-22,21,Sun,15,16,,OAK,L 17-24,21,4,13,4,11,3,27.3,1,1,100.0,2019,2019_16_LAC_OAK
SEA,2019-12-15,21,Sun,14,15,@,CAR,W 30-24,21,10,10,1,10,4,40.0,1,1,100.0,2019,2019_15_SEA_CAR
BAL,2019-12-01,21,Sun,12,13,,SFO,W 20-17,21,14,5,2,10,3,30.0,3,2,66.7,2019,2019_13_BAL_SFO
TEN,2019-11-24,21,Sun,11,12,,JAX,W 42-20,21,8,11,2,8,4,50.0,0,0,,2019,2019_12_TEN_JAX
DET,2019-11-24,21,Sun,11,12,@,WAS,L 16-19,21,8,11,2,15,6,40.0,0,0,,2019,2019_12_DET_WAS
NYJ,2019-11-24,21,Sun,11,12,,OAK,W 34-3,21,5,15,1,12,5,41.7,0,0,,2019,2019_12_NYJ_OAK
ARI,2019-11-17,21,Sun,11,11,@,SFO,L 26-36,21,9,9,3,10,3,30.0,1,1,100.0,2019,2019_11_ARI_SFO
TAM,2019-11-17,21,Sun,10,11,,NOR,L 17-34,21,2,14,5,13,5,38.5,1,0,0.0,2019,2019_11_TAM_NOR
PHI,2019-11-17,21,Sun,10,11,,NWE,L 10-17,21,5,11,5,13,3,23.1,1,0,0.0,2019,2019_11_PHI_NWE
NOR,2019-11-17,21,Sun,10,11,@,TAM,W 34-17,21,7,14,0,13,7,53.8,1,1,100.0,2019,2019_11_NOR_TAM
SFO,2019-11-11,21,Mon,9,10,,SEA,L 24-27 (OT),21,2,15,4,15,6,40.0,1,0,0.0,2019,2019_10_SFO_SEA
DET,2019-11-10,21,Sun,9,10,@,CHI,L 13-20,21,6,11,4,18,7,38.9,2,0,0.0,2019,2019_10_DET_CHI
CIN,2019-11-10,21,Sun,9,10,,BAL,L 13-49,21,11,9,1,15,7,46.7,4,1,25.0,2019,2019_10_CIN_BAL
CLE,2019-11-03,21,Sun,8,9,@,DEN,L 19-24,21,5,13,3,15,6,40.0,2,0,0.0,2019,2019_09_CLE_DEN
JAX,2019-11-03,21,Sun,9,9,,HOU,L 3-26,21,6,15,0,11,4,36.4,2,0,0.0,2019,2019_09_JAX_HOU
HOU,2019-11-03,21,Sun,9,9,@,JAX,W 26-3,21,8,11,2,11,4,36.4,1,1,100.0,2019,2019_09_HOU_JAX
SFO,2019-10-31,21,Thu,8,9,@,ARI,W 28-25,21,5,15,1,17,11,64.7,1,1,100.0,2019,2019_09_SFO_ARI
PIT,2019-10-28,21,Mon,7,8,,MIA,W 27-14,21,7,12,2,13,6,46.2,1,0,0.0,2019,2019_08_PIT_MIA
KAN,2019-10-27,21,Sun,8,8,,GNB,L 24-31,21,4,16,1,11,6,54.5,0,0,,2019,2019_08_KAN_GNB
GNB,2019-10-27,21,Sun,8,8,@,KAN,W 31-24,21,5,15,1,13,8,61.5,0,0,,2019,2019_08_GNB_KAN
