Team,Date,1stD,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Season,game_id
DEN,2019-10-27,21,Sun,8,8,@,IND,L 13-15,21,7,8,6,12,2,16.7,0,0,,2019,2019_08_DEN_IND
JAX,2019-10-27,21,Sun,8,8,,NYJ,W 29-15,21,4,13,4,17,8,47.1,1,0,0.0,2019,2019_08_JAX_NYJ
PHI,2019-10-27,21,Sun,8,8,@,BUF,W 31-13,21,10,10,1,15,8,53.3,2,0,0.0,2019,2019_08_PHI_BUF
OAK,2019-10-20,21,Sun,6,7,@,GNB,L 24-42,21,5,16,0,11,7,63.6,1,0,0.0,2019,2019_07_OAK_GNB
NYG,2019-10-20,21,Sun,7,7,,ARI,L 21-27,21,5,14,2,12,4,33.3,3,1,33.3,2019,2019_07_NYG_ARI
CIN,2019-10-20,21,Sun,7,7,,JAX,L 17-27,21,3,12,6,12,5,41.7,0,0,,2019,2019_07_CIN_JAX
HOU,2019-10-20,21,Sun,7,7,@,IND,L 23-30,21,6,15,0,12,4,33.3,3,1,33.3,2019,2019_07_HOU_IND
CLE,2019-10-13,21,Sun,6,6,,SEA,L 28-32,21,7,12,2,8,3,37.5,3,2,66.7,2019,2019_06_CLE_SEA
MIA,2019-10-13,21,Sun,5,6,,WAS,L 16-17,21,7,10,4,14,3,21.4,2,2,100.0,2019,2019_06_MIA_WAS
CIN,2019-10-06,21,Sun,5,5,,ARI,L 23-26,21,6,12,3,12,5,41.7,1,0,0.0,2019,2019_05_CIN_ARI
SEA,2019-09-29,21,Sun,4,4,@,ARI,W 27-10,21,9,10,2,10,4,40.0,0,0,,2019,2019_04_SEA_ARI
OAK,2019-09-29,21,Sun,4,4,@,IND,W 31-24,21,10,11,0,12,5,41.7,1,1,100.0,2019,2019_04_OAK_IND
CHI,2019-09-23,21,Mon,3,3,@,WAS,W 31-15,21,2,15,4,13,8,61.5,0,0,,2019,2019_03_CHI_WAS
CAR,2019-09-22,21,Sun,3,3,@,ARI,W 38-20,21,4,14,3,10,4,40.0,0,0,,2019,2019_03_CAR_ARI
ARI,2019-09-22,21,Sun,3,3,,CAR,L 20-38,21,10,9,2,17,9,52.9,1,1,100.0,2019,2019_03_ARI_CAR
NWE,2019-09-22,21,Sun,3,3,,NYJ,W 30-14,21,2,17,2,15,6,40.0,0,0,,2019,2019_03_NWE_NYJ
TEN,2019-09-19,21,Thu,3,3,@,JAX,L 7-20,21,5,15,1,17,8,47.1,1,0,0.0,2019,2019_03_TEN_JAX
IND,2019-09-15,21,Sun,2,2,@,TEN,W 19-17,21,11,8,2,14,7,50.0,1,1,100.0,2019,2019_02_IND_TEN
LAC,2019-09-15,21,Sun,2,2,@,DET,L 10-13,21,6,13,2,13,6,46.2,0,0,,2019,2019_02_LAC_DET
NYG,2019-09-15,21,Sun,2,2,,BUF,L 14-28,21,7,14,0,12,3,25.0,2,1,50.0,2019,2019_02_NYG_BUF
TAM,2019-09-08,21,Sun,1,1,,SFO,L 17-31,21,7,10,4,11,5,45.5,2,0,0.0,2019,2019_01_TAM_SFO
CAR,2019-09-08,21,Sun,1,1,,LAR,L 27-30,21,8,13,0,11,5,45.5,0,0,,2019,2019_01_CAR_LAR
TEN,2019-09-08,21,Sun,1,1,@,CLE,W 43-13,21,6,9,6,10,2,20.0,0,0,,2019,2019_01_TEN_CLE
ARI,2019-09-08,21,Sun,1,1,,DET,T 27-27 (OT),21,3,16,2,22,9,40.9,0,0,,2019,2019_01_ARI_DET
NOR,2018-12-17,21,Mon,14,15,@,CAR,W 12-9,21,11,8,2,13,4,30.8,1,1,100.0,2018,2018_15_NOR_CAR
CLE,2018-12-15,21,Sat,14,15,@,DEN,W 17-16,21,5,13,3,12,5,41.7,2,1,50.0,2018,2018_15_CLE_DEN
NYJ,2018-12-15,21,Sat,14,15,,HOU,L 22-29,21,7,11,3,17,9,52.9,3,1,33.3,2018,2018_15_NYJ_HOU
TEN,2018-12-06,21,Thu,13,14,,JAX,W 30-9,21,10,9,2,11,7,63.6,1,0,0.0,2018,2018_14_TEN_JAX
SEA,2018-12-02,21,Sun,12,13,,SFO,W 43-16,21,8,7,6,9,4,44.4,0,0,,2018,2018_13_SEA_SFO
DAL,2018-11-29,21,Thu,12,13,,NOR,W 13-10,21,7,11,3,14,7,50.0,0,0,,2018,2018_13_DAL_NOR
SEA,2018-11-25,21,Sun,11,12,@,CAR,W 30-27,21,7,13,1,14,6,42.9,2,2,100.0,2018,2018_12_SEA_CAR
ATL,2018-11-22,21,Thu,11,12,@,NOR,L 17-31,21,2,18,1,15,5,33.3,6,4,66.7,2018,2018_12_ATL_NOR
GNB,2018-11-11,21,Sun,9,10,,MIA,W 31-12,21,10,11,0,10,4,40.0,2,1,50.0,2018,2018_10_GNB_MIA
ARI,2018-11-11,21,Sun,9,10,@,KAN,L 14-26,21,7,13,1,14,7,50.0,2,1,50.0,2018,2018_10_ARI_KAN
CIN,2018-10-28,21,Sun,8,8,,TAM,W 37-34,21,8,13,0,13,5,38.5,2,1,50.0,2018,2018_08_CIN_TAM
DET,2018-10-28,21,Sun,7,8,,SEA,L 14-28,21,1,17,3,10,6,60.0,0,0,,2018,2018_08_DET_SEA
NYG,2018-10-22,21,Mon,7,7,@,ATL,L 20-23,21,6,15,0,12,5,41.7,1,0,0.0,2018,2018_07_NYG_ATL
NWE,2018-10-21,21,Sun,7,7,@,CHI,W 38-31,21,5,15,1,13,6,46.2,1,1,100.0,2018,2018_07_NWE_CHI
PHI,2018-10-21,21,Sun,7,7,,CAR,L 17-21,21,6,14,1,12,3,25.0,4,3,75.0,2018,2018_07_PHI_CAR
CAR,2018-10-07,21,Sun,4,5,,NYG,W 33-31,21,6,12,3,13,4,30.8,1,1,100.0,2018,2018_05_CAR_NYG
PHI,2018-10-07,21,Sun,5,5,,MIN,L 21-23,21,4,15,2,9,2,22.2,1,1,100.0,2018,2018_05_PHI_MIN
DEN,2018-10-01,21,Mon,4,4,,KAN,L 23-27,21,10,10,1,11,2,18.2,3,2,66.7,2018,2018_04_DEN_KAN
CLE,2018-09-30,21,Sun,4,4,@,OAK,L 42-45 (OT),21,6,13,2,15,5,33.3,1,1,100.0,2018,2018_04_CLE_OAK
LAC,2018-09-30,21,Sun,4,4,,SFO,W 29-27,21,6,14,1,14,4,28.6,1,1,100.0,2018,2018_04_LAC_SFO
HOU,2018-09-23,21,Sun,3,3,,NYG,L 22-27,21,2,18,1,12,5,41.7,2,2,100.0,2018,2018_03_HOU_NYG
MIN,2018-09-23,21,Sun,3,3,,BUF,L 6-27,21,1,17,3,14,5,35.7,1,0,0.0,2018,2018_03_MIN_BUF
CHI,2018-09-23,21,Sun,3,3,@,ARI,W 16-14,21,7,11,3,14,5,35.7,1,1,100.0,2018,2018_03_CHI_ARI
NYG,2018-09-23,21,Sun,3,3,@,HOU,W 27-22,21,4,16,1,13,7,53.8,0,0,,2018,2018_03_NYG_HOU
LAC,2018-09-16,21,Sun,2,2,@,BUF,W 31-20,21,5,16,0,9,3,33.3,0,0,,2018,2018_02_LAC_BUF
OAK,2018-09-16,21,Sun,2,2,@,DEN,L 19-20,21,3,16,2,10,3,30.0,1,0,0.0,2018,2018_02_OAK_DEN
NYJ,2018-09-16,21,Sun,2,2,,MIA,L 12-20,21,3,17,1,10,3,30.0,0,0,,2018,2018_02_NYJ_MIA
HOU,2018-09-16,21,Sun,2,2,@,TEN,L 17-20,21,6,13,2,11,5,45.5,0,0,,2018,2018_02_HOU_TEN
HOU,2018-09-09,21,Sun,1,1,@,NWE,L 20-27,21,10,8,3,11,2,18.2,1,0,0.0,2018,2018_01_HOU_NWE
MIA,2017-12-31,21,Sun,16,17,,BUF,L 16-22,21,5,15,1,13,5,38.5,3,1,33.3,2017,2017_17_MIA_BUF
MIN,2017-12-31,21,Sun,16,17,,CHI,W 23-10,21,8,9,4,13,5,38.5,0,0,,2017,2017_17_MIN_CHI
DAL,2017-12-24,21,Sun,15,16,,SEA,L 12-21,21,7,10,4,13,6,46.2,1,1,100.0,2017,2017_16_DAL_SEA
LAC,2017-12-24,21,Sun,15,16,@,NYJ,W 14-7,21,6,14,1,15,5,33.3,0,0,,2017,2017_16_LAC_NYJ
PIT,2017-12-17,21,Sun,14,15,,NWE,L 24-27,21,7,14,0,16,10,62.5,0,0,,2017,2017_15_PIT_NWE
NWE,2017-12-17,21,Sun,14,15,@,PIT,W 27-24,21,5,14,2,9,3,33.3,1,1,100.0,2017,2017_15_NWE_PIT
DAL,2017-12-17,21,Sun,14,15,@,OAK,W 20-17,21,9,9,3,10,2,20.0,2,2,100.0,2017,2017_15_DAL_OAK
MIA,2017-12-17,21,Sun,14,15,@,BUF,L 16-24,21,7,13,1,16,5,31.3,2,1,50.0,2017,2017_15_MIA_BUF
BUF,2017-12-17,21,Sun,14,15,,MIA,W 24-16,21,9,10,2,15,7,46.7,1,0,0.0,2017,2017_15_BUF_MIA
MIA,2017-12-11,21,Mon,13,14,,NWE,W 27-20,21,6,13,2,14,4,28.6,1,1,100.0,2017,2017_14_MIA_NWE
MIN,2017-12-10,21,Sun,13,14,@,CAR,L 24-31,21,5,14,2,15,7,46.7,1,0,0.0,2017,2017_14_MIN_CAR
NYG,2017-12-10,21,Sun,13,14,,DAL,L 10-30,21,6,11,4,16,6,37.5,0,0,,2017,2017_14_NYG_DAL
DET,2017-12-10,21,Sun,13,14,@,TAM,W 24-21,21,3,16,2,11,5,45.5,0,0,,2017,2017_14_DET_TAM
DAL,2017-11-30,21,Thu,12,13,,WAS,W 38-14,21,13,6,2,14,7,50.0,1,0,0.0,2017,2017_13_DAL_WAS
CLE,2017-11-26,21,Sun,11,12,@,CIN,L 16-30,21,12,8,1,15,6,40.0,3,2,66.7,2017,2017_12_CLE_CIN
NYJ,2017-11-26,21,Sun,11,12,,CAR,L 27-35,21,3,14,4,14,5,35.7,0,0,,2017,2017_12_NYJ_CAR
OAK,2017-11-26,21,Sun,11,12,,DEN,W 21-14,21,6,10,5,13,5,38.5,0,0,,2017,2017_12_OAK_DEN
OAK,2017-11-19,21,Sun,10,11,,NWE,L 8-33,21,7,13,1,15,7,46.7,4,2,50.0,2017,2017_11_OAK_NWE
SFO,2017-11-12,21,Sun,10,10,,NYG,W 31-21,21,8,12,1,12,8,66.7,1,0,0.0,2017,2017_10_SFO_NYG
MIN,2017-11-12,21,Sun,9,10,@,WAS,W 38-30,21,6,15,0,12,8,66.7,0,0,,2017,2017_10_MIN_WAS
GNB,2017-11-06,21,Mon,8,9,,DET,L 17-30,21,7,13,1,9,2,22.2,2,0,0.0,2017,2017_09_GNB_DET
NOR,2017-11-05,21,Sun,8,9,,TAM,W 30-10,21,8,13,0,13,7,53.8,0,0,,2017,2017_09_NOR_TAM
BUF,2017-11-02,21,Thu,8,9,@,NYJ,L 21-34,21,3,13,5,16,6,37.5,1,0,0.0,2017,2017_09_BUF_NYJ
NYJ,2017-11-02,21,Thu,9,9,,BUF,W 34-21,21,10,6,5,14,6,42.9,0,0,,2017,2017_09_NYJ_BUF
DET,2017-10-29,21,Sun,7,8,,PIT,L 15-20,21,4,16,1,12,2,16.7,2,0,0.0,2017,2017_08_DET_PIT
SEA,2017-10-29,21,Sun,7,8,,HOU,W 41-38,21,3,15,3,12,5,41.7,0,0,,2017,2017_08_SEA_HOU
PIT,2017-10-22,21,Sun,7,7,,CIN,W 29-14,21,7,11,3,11,2,18.2,3,1,33.3,2017,2017_07_PIT_CIN
ATL,2017-10-22,21,Sun,6,7,@,NWE,L 7-23,21,8,13,0,9,2,22.2,3,1,33.3,2017,2017_07_ATL_NWE
SFO,2017-10-15,21,Sun,6,6,@,WAS,L 24-26,21,7,12,2,17,6,35.3,2,1,50.0,2017,2017_06_SFO_WAS
TAM,2017-10-15,21,Sun,5,6,@,ARI,L 33-38,21,3,17,1,14,7,50.0,3,2,66.7,2017,2017_06_TAM_ARI
LAR,2017-10-08,21,Sun,5,5,,SEA,L 10-16,21,4,14,3,15,8,53.3,1,0,0.0,2017,2017_05_LAR_SEA
PIT,2017-10-08,21,Sun,5,5,,JAX,L 9-30,21,5,16,0,15,7,46.7,0,0,,2017,2017_05_PIT_JAX
LAC,2017-10-08,21,Sun,5,5,@,NYG,W 27-22,21,7,12,2,18,8,44.4,0,0,,2017,2017_05_LAC_NYG
TEN,2017-09-24,21,Sun,3,3,,SEA,W 33-27,21,5,10,6,14,4,28.6,0,0,,2017,2017_03_TEN_SEA
NOR,2017-09-24,21,Sun,3,3,@,CAR,W 34-13,21,9,12,0,12,6,50.0,0,0,,2017,2017_03_NOR_CAR
DET,2017-09-24,21,Sun,3,3,,ATL,L 26-30,21,3,15,3,13,3,23.1,0,0,,2017,2017_03_DET_ATL
NWE,2017-09-24,21,Sun,3,3,,HOU,W 36-33,21,1,16,4,13,6,46.2,0,0,,2017,2017_03_NWE_HOU
NYG,2017-09-24,21,Sun,3,3,@,PHI,L 24-27,21,2,17,2,10,3,30.0,2,0,0.0,2017,2017_03_NYG_PHI
DEN,2017-09-24,21,Sun,3,3,@,BUF,L 16-26,21,7,10,4,14,6,42.9,2,0,0.0,2017,2017_03_DEN_BUF
CIN,2017-09-24,21,Sun,3,3,@,GNB,L 24-27 (OT),21,6,13,2,12,4,33.3,0,0,,2017,2017_03_CIN_GNB
WAS,2017-09-17,21,Sun,2,2,@,LAR,W 27-20,21,8,12,1,13,5,38.5,0,0,,2017,2017_02_WAS_LAR
TEN,2017-09-17,21,Sun,2,2,@,JAX,W 37-16,21,12,9,0,13,6,46.2,0,0,,2017,2017_02_TEN_JAX
MIA,2017-09-17,21,Sun,1,2,@,LAC,W 19-17,21,6,13,2,13,5,38.5,1,0,0.0,2017,2017_02_MIA_LAC
OAK,2017-09-17,21,Sun,2,2,,NYJ,W 45-20,21,6,13,2,12,8,66.7,0,0,,2017,2017_02_OAK_NYJ
SEA,2017-09-17,21,Sun,2,2,,SFO,W 12-9,21,9,10,2,19,8,42.1,1,1,100.0,2017,2017_02_SEA_SFO
TEN,2017-09-10,21,Sun,1,1,,OAK,L 16-26,21,5,15,1,14,7,50.0,0,0,,2017,2017_01_TEN_OAK
NWE,2023-01-08,20,Sun,17,18,@,BUF,L 23-35,20,6,13,1,13,4,30.8,2,2,100.0,2022,2022_18_NWE_BUF
BAL,2023-01-08,20,Sun,17,18,@,CIN,L 16-27,20,7,12,1,16,6,37.5,2,0,0.0,2022,2022_18_BAL_CIN
ATL,2023-01-01,20,Sun,16,17,,ARI,W 20-19,20,10,9,1,11,5,45.5,2,1,50.0,2022,2022_17_ATL_ARI
NYJ,2023-01-01,20,Sun,16,17,@,SEA,L 6-23,20,5,14,1,13,4,30.8,2,0,0.0,2022,2022_17_NYJ_SEA
JAX,2023-01-01,20,Sun,16,17,@,HOU,W 31-3,20,7,10,3,12,4,33.3,0,0,,2022,2022_17_JAX_HOU
GNB,2023-01-01,20,Sun,16,17,,MIN,W 41-17,20,9,10,1,12,7,58.3,1,0,0.0,2022,2022_17_GNB_MIN
SEA,2023-01-01,20,Sun,16,17,,NYJ,W 23-6,20,9,10,1,15,5,33.3,2,1,50.0,2022,2022_17_SEA_NYJ
BUF,2022-12-24,20,Sat,15,16,@,CHI,W 35-13,20,11,9,0,11,6,54.5,1,1,100.0,2022,2022_16_BUF_CHI
CIN,2022-12-18,20,Sun,14,15,@,TAM,W 34-23,20,3,14,3,13,5,38.5,0,0,,2022,2022_15_CIN_TAM
PHI,2022-12-18,20,Sun,14,15,@,CHI,W 25-20,20,8,11,1,16,9,56.3,2,1,50.0,2022,2022_15_PHI_CHI
WAS,2022-12-18,20,Sun,14,15,,NYG,L 12-20,20,9,10,1,10,1,10.0,2,1,50.0,2022,2022_15_WAS_NYG
MIA,2022-12-17,20,Sat,14,15,@,BUF,L 29-32,20,8,9,3,14,5,35.7,1,1,100.0,2022,2022_15_MIA_BUF
IND,2022-12-17,20,Sat,14,15,@,MIN,L 36-39 (OT),20,8,11,1,19,6,31.6,1,0,0.0,2022,2022_15_IND_MIN
KAN,2022-12-11,20,Sun,13,14,@,DEN,W 34-28,20,5,15,0,12,6,50.0,0,0,,2022,2022_14_KAN_DEN
LAR,2022-12-08,20,Thu,13,14,,LVR,W 17-16,20,3,12,5,12,4,33.3,1,1,100.0,2022,2022_14_LAR_LVR
BAL,2022-12-04,20,Sun,12,13,,DEN,W 10-9,20,9,8,3,13,3,23.1,3,3,100.0,2022,2022_13_BAL_DEN
KAN,2022-12-04,20,Sun,12,13,@,CIN,L 24-27,20,9,11,0,11,6,54.5,2,2,100.0,2022,2022_13_KAN_CIN
LAR,2022-12-04,20,Sun,12,13,,SEA,L 23-27,20,11,7,2,12,4,33.3,2,1,50.0,2022,2022_13_LAR_SEA
NYG,2022-12-04,20,Sun,12,13,,WAS,T 20-20 (OT),20,10,9,1,13,4,30.8,0,0,,2022,2022_13_NYG_WAS
WAS,2022-11-27,20,Sun,12,12,,ATL,W 19-13,20,11,8,1,12,5,41.7,1,1,100.0,2022,2022_12_WAS_ATL
ARI,2022-11-27,20,Sun,12,12,,LAC,L 24-25,20,9,10,1,13,7,53.8,1,0,0.0,2022,2022_12_ARI_LAC
LVR,2022-11-20,20,Sun,10,11,@,DEN,W 22-16 (OT),20,8,10,2,11,3,27.3,0,0,,2022,2022_11_LVR_DEN
CHI,2022-11-20,20,Sun,11,11,@,ATL,L 24-27,20,12,7,1,16,9,56.3,0,0,,2022,2022_11_CHI_ATL
WAS,2022-11-20,20,Sun,11,11,@,HOU,W 23-10,20,9,10,1,13,3,23.1,2,2,100.0,2022,2022_11_WAS_HOU
CLE,2022-11-13,20,Sun,9,10,@,MIA,L 17-39,20,7,10,3,12,5,41.7,5,2,40.0,2022,2022_10_CLE_MIA
GNB,2022-11-13,20,Sun,10,10,,DAL,W 31-28 (OT),20,9,8,3,13,6,46.2,1,1,100.0,2022,2022_10_GNB_DAL
IND,2022-11-13,20,Sun,10,10,@,LVR,W 25-20,20,8,10,2,11,6,54.5,0,0,,2022,2022_10_IND_LVR
ATL,2022-11-10,20,Thu,10,10,@,CAR,L 15-25,20,6,11,3,11,3,27.3,2,0,0.0,2022,2022_10_ATL_CAR
HOU,2022-11-03,20,Thu,8,9,,PHI,L 17-29,20,10,8,2,9,2,22.2,0,0,,2022,2022_09_HOU_PHI
BUF,2022-10-30,20,Sun,7,8,,GNB,W 27-17,20,9,8,3,7,2,28.6,0,0,,2022,2022_08_BUF_GNB
PHI,2022-10-30,20,Sun,7,8,,PIT,W 35-13,20,6,13,1,12,7,58.3,1,1,100.0,2022,2022_08_PHI_PIT
WAS,2022-10-30,20,Sun,8,8,@,IND,W 17-16,20,7,13,0,12,2,16.7,3,2,66.7,2022,2022_08_WAS_IND
TAM,2022-10-27,20,Thu,8,8,,BAL,L 22-27,20,4,13,3,13,4,30.8,1,1,100.0,2022,2022_08_TAM_BAL
TAM,2022-10-16,20,Sun,6,6,@,PIT,L 18-20,20,7,11,2,14,4,28.6,2,2,100.0,2022,2022_06_TAM_PIT
NWE,2022-10-16,20,Sun,6,6,@,CLE,W 38-15,20,3,14,3,14,7,50.0,0,0,,2022,2022_06_NWE_CLE
CHI,2022-10-13,20,Thu,6,6,,WAS,L 7-12,20,9,9,2,13,5,38.5,4,1,25.0,2022,2022_06_CHI_WAS
CIN,2022-10-09,20,Sun,5,5,@,BAL,L 17-19,20,7,10,3,10,4,40.0,1,0,0.0,2022,2022_05_CIN_BAL
ARI,2022-10-02,20,Sun,4,4,@,CAR,W 26-16,20,8,10,2,15,6,40.0,2,0,0.0,2022,2022_04_ARI_CAR
PIT,2022-10-02,20,Sun,4,4,,NYJ,L 20-24,20,7,11,2,12,6,50.0,1,1,100.0,2022,2022_04_PIT_NYJ
MIA,2022-09-29,20,Thu,4,4,@,CIN,L 15-27,20,3,13,4,10,2,20.0,1,0,0.0,2022,2022_04_MIA_CIN
KAN,2022-09-25,20,Sun,3,3,@,IND,L 17-20,20,6,12,2,10,3,30.0,2,1,50.0,2022,2022_03_KAN_IND
CIN,2022-09-25,20,Sun,3,3,@,NYJ,W 27-12,20,6,12,2,14,7,50.0,1,0,0.0,2022,2022_03_CIN_NYJ
WAS,2022-09-25,20,Sun,3,3,,PHI,L 8-24,20,5,11,4,17,6,35.3,2,0,0.0,2022,2022_03_WAS_PHI
PIT,2022-09-22,20,Thu,3,3,@,CLE,L 17-29,20,9,10,1,9,1,11.1,0,0,,2022,2022_03_PIT_CLE
MIN,2022-09-19,20,Mon,2,2,@,PHI,L 7-24,20,3,16,1,12,4,33.3,0,0,,2022,2022_02_MIN_PHI
LVR,2022-09-18,20,Sun,2,2,,ARI,L 23-29 (OT),20,4,14,2,11,6,54.5,0,0,,2022,2022_02_LVR_ARI
DEN,2022-09-18,20,Sun,2,2,,HOU,W 16-9,20,5,11,4,12,3,25.0,1,1,100.0,2022,2022_02_DEN_HOU
NYJ,2022-09-18,20,Sun,2,2,@,CLE,W 31-30,20,3,16,1,15,8,53.3,1,1,100.0,2022,2022_02_NYJ_CLE
DEN,2022-09-12,20,Mon,1,1,@,SEA,L 16-17,20,5,13,2,15,8,53.3,1,0,0.0,2022,2022_01_DEN_SEA
HOU,2022-09-11,20,Sun,1,1,,IND,T 20-20 (OT),20,4,12,4,15,5,33.3,0,0,,2022,2022_01_HOU_IND
ARI,2022-01-09,20,Sun,17,18,,SEA,L 30-38,20,9,10,1,18,9,50.0,2,1,50.0,2021,2021_18_ARI_SEA
BAL,2022-01-09,20,Sun,17,18,,PIT,L 13-16 (OT),20,14,5,1,14,3,21.4,2,1,50.0,2021,2021_18_BAL_PIT
PIT,2022-01-03,20,Mon,16,17,,CLE,W 26-14,20,8,10,2,18,5,27.8,2,1,50.0,2021,2021_17_PIT_CLE
DET,2022-01-02,20,Sun,16,17,@,SEA,L 29-51,20,5,12,3,10,5,50.0,2,1,50.0,2021,2021_17_DET_SEA
LAR,2022-01-02,20,Sun,16,17,@,BAL,W 20-19,20,6,14,0,9,3,33.3,1,1,100.0,2021,2021_17_LAR_BAL
NWE,2021-12-26,20,Sun,15,16,,BUF,L 21-33,20,11,7,2,10,1,10.0,6,5,83.3,2021,2021_16_NWE_BUF
PIT,2021-12-26,20,Sun,15,16,@,KAN,L 10-36,20,6,13,1,13,5,38.5,3,2,66.7,2021,2021_16_PIT_KAN
IND,2021-12-25,20,Sat,15,16,@,ARI,W 22-16,20,5,11,4,15,8,53.3,1,0,0.0,2021,2021_16_IND_ARI
ARI,2021-12-25,20,Sat,15,16,,IND,L 16-22,20,8,12,0,13,6,46.2,3,1,33.3,2021,2021_16_ARI_IND
LAR,2021-12-21,20,Tue,14,15,,SEA,W 20-10,20,7,11,2,12,6,50.0,1,0,0.0,2021,2021_15_LAR_SEA
LVR,2021-12-20,20,Mon,14,15,@,CLE,W 16-14,20,5,14,1,13,6,46.2,1,1,100.0,2021,2021_15_LVR_CLE
NWE,2021-12-18,20,Sat,14,15,@,IND,L 17-27,20,3,15,2,15,6,40.0,3,1,33.3,2021,2021_15_NWE_IND
CLE,2021-12-12,20,Sun,13,14,,BAL,W 24-22,20,7,10,3,13,6,46.2,0,0,,2021,2021_14_CLE_BAL
NYG,2021-12-12,20,Sun,13,14,@,LAC,L 21-37,20,10,8,2,14,7,50.0,2,0,0.0,2021,2021_14_NYG_LAC
ATL,2021-12-12,20,Sun,13,14,@,CAR,W 29-21,20,9,10,1,14,7,50.0,2,2,100.0,2021,2021_14_ATL_CAR
SEA,2021-12-12,20,Sun,13,14,@,HOU,W 33-13,20,7,11,2,13,7,53.8,0,0,,2021,2021_14_SEA_HOU
LAC,2021-11-28,20,Sun,11,12,@,DEN,L 13-28,20,3,15,2,14,7,50.0,2,1,50.0,2021,2021_12_LAC_DEN
JAX,2021-11-28,20,Sun,11,12,,ATL,L 14-21,20,7,13,0,16,9,56.3,2,0,0.0,2021,2021_12_JAX_ATL
MIA,2021-11-21,20,Sun,11,11,@,NYJ,W 24-17,20,5,13,2,14,8,57.1,0,0,,2021,2021_11_MIA_NYJ
NWE,2021-11-18,20,Thu,11,11,@,ATL,W 25-0,20,9,7,4,12,4,33.3,0,0,,2021,2021_11_NWE_ATL
SFO,2021-11-15,20,Mon,9,10,,LAR,W 31-10,20,10,9,1,14,8,57.1,2,1,50.0,2021,2021_10_SFO_LAR
LAC,2021-11-14,20,Sun,9,10,,MIN,L 20-27,20,3,13,4,12,5,41.7,0,0,,2021,2021_10_LAC_MIN
PIT,2021-11-08,20,Mon,8,9,,CHI,W 29-27,20,8,8,4,17,6,35.3,2,2,100.0,2021,2021_09_PIT_CHI
CHI,2021-11-08,20,Mon,9,9,@,PIT,L 27-29,20,7,11,2,12,4,33.3,0,0,,2021,2021_09_CHI_PIT
PHI,2021-11-07,20,Sun,9,9,,LAC,L 24-27,20,13,7,0,12,8,66.7,0,0,,2021,2021_09_PHI_LAC
JAX,2021-10-31,20,Sun,7,8,@,SEA,L 7-31,20,2,17,1,14,5,35.7,4,1,25.0,2021,2021_08_JAX_SEA
BAL,2021-10-24,20,Sun,7,7,,CIN,L 17-41,20,8,12,0,16,5,31.3,4,1,25.0,2021,2021_07_BAL_CIN
CIN,2021-10-17,20,Sun,6,6,@,DET,W 34-11,20,8,10,2,15,8,53.3,2,2,100.0,2021,2021_06_CIN_DET
CAR,2021-10-17,20,Sun,6,6,,MIN,L 28-34 (OT),20,8,8,4,12,2,16.7,2,2,100.0,2021,2021_06_CAR_MIN
NYG,2021-10-10,20,Sun,5,5,@,DAL,L 20-44,20,3,15,2,13,4,30.8,3,2,66.7,2021,2021_05_NYG_DAL
BUF,2021-10-10,20,Sun,5,5,@,KAN,W 38-20,20,7,12,1,11,5,45.5,0,0,,2021,2021_05_BUF_KAN
ARI,2021-10-10,20,Sun,5,5,,SFO,W 17-10,20,8,11,1,10,3,30.0,0,0,,2021,2021_05_ARI_SFO
BAL,2021-10-03,20,Sun,4,4,@,DEN,W 23-7,20,6,14,0,17,7,41.2,0,0,,2021,2021_04_BAL_DEN
CHI,2021-10-03,20,Sun,4,4,,DET,W 24-14,20,13,5,2,8,1,12.5,1,1,100.0,2021,2021_04_CHI_DET
IND,2021-10-03,20,Sun,4,4,@,MIA,W 27-17,20,9,9,2,15,6,40.0,1,1,100.0,2021,2021_04_IND_MIA
CLE,2021-10-03,20,Sun,4,4,@,MIN,W 14-7,20,10,9,1,18,7,38.9,1,0,0.0,2021,2021_04_CLE_MIN
NWE,2021-10-03,20,Sun,4,4,,TAM,L 17-19,20,1,16,3,9,2,22.2,0,0,,2021,2021_04_NWE_TAM
JAX,2021-09-26,20,Sun,3,3,,ARI,L 19-31,20,9,10,1,11,2,18.2,1,1,100.0,2021,2021_03_JAX_ARI
BAL,2021-09-13,20,Mon,1,1,@,LVR,L 27-33 (OT),20,8,11,1,12,3,25.0,2,1,50.0,2021,2021_01_BAL_LVR
JAX,2021-09-12,20,Sun,1,1,@,HOU,L 21-37,20,5,13,2,11,3,27.3,1,1,100.0,2021,2021_01_JAX_HOU
CIN,2021-09-12,20,Sun,1,1,,MIN,W 27-24 (OT),20,7,12,1,14,3,21.4,3,2,66.7,2021,2021_01_CIN_MIN
NOR,2021-01-03,20,Sun,16,17,@,CAR,W 33-7,20,9,11,0,14,6,42.9,1,1,100.0,2020,2020_17_NOR_CAR
WAS,2020-12-27,20,Sun,15,16,,CAR,L 13-20,20,8,10,2,15,7,46.7,3,1,33.3,2020,2020_16_WAS_CAR
LAR,2020-12-27,20,Sun,15,16,@,SEA,L 9-20,20,4,15,1,19,9,47.4,2,0,0.0,2020,2020_16_LAR_SEA
ARI,2020-12-26,20,Sat,15,16,,SFO,L 12-20,20,9,9,2,16,4,25.0,6,4,66.7,2020,2020_16_ARI_SFO
