,index,game_id,line
600,3755,2020_06_LA_SF,3.0
601,3758,2020_06_NYJ_MIA,-8.5
602,3744,2020_06_WAS_NYG,-2.5
603,3775,2020_07_BUF_NYJ,13.0
604,3773,2020_07_CAR_NO,-7.5
605,3791,2020_07_CHI_LA,-6.0
606,3768,2020_07_CLE_CIN,3.0
607,3777,2020_07_DAL_WAS,0.0
608,3766,2020_07_DET_ATL,-2.5
609,3771,2020_07_GB_HOU,3.5
610,3789,2020_07_JAX_LAC,-8.0
611,3780,2020_07_KC_DEN,9.5
612,3765,2020_07_NYG_PHI,-4.5
613,3787,2020_07_PIT_TEN,-1.0
614,3778,2020_07_SEA_ARI,3.5
615,3782,2020_07_SF_NE,-2.0
616,3784,2020_07_TB_LV,3.5
617,3793,2020_08_ATL_CAR,-2.5
618,3813,2020_08_DAL_PHI,-7.5
619,3800,2020_08_IND_DET,2.5
620,3816,2020_08_LAC_DEN,3.0
621,3807,2020_08_LA_MIA,3.5
622,3798,2020_08_LV_CLE,-2.5
623,3802,2020_08_MIN_GB,-6.5
624,3794,2020_08_NE_BUF,-3.5
625,3808,2020_08_NO_CHI,4.5
626,3804,2020_08_NYJ_KC,-19.5
627,3814,2020_08_PIT_BAL,-4.0
628,3810,2020_08_SF_SEA,-3.0
629,3818,2020_08_TB_NYG,10.5
